 index          time      time_Gyr        step
     0  0.000000e+00  0.000000e+00           0
     1  1.000000e-07  1.916417e-08           1
     2  2.308861e-03  4.424740e-04         607
     3  7.488407e-03  1.435091e-03        1903
     4  1.300421e-02  2.492149e-03        3215
     5  1.887019e-02  3.616315e-03        4543
     6  2.512667e-02  4.815317e-03        5888
     7  3.181330e-02  6.096756e-03        7248
     8  3.898589e-02  7.471323e-03        8622
     9  4.670772e-02  8.951147e-03       10008
    10  5.506238e-02  1.055225e-02       11405
    11  6.415272e-02  1.229434e-02       12812
    12  7.409102e-02  1.419893e-02       14226
    13  8.503060e-02  1.629541e-02       15646
    14  9.714450e-02  1.861694e-02       17069
    15  1.106656e-01  2.120814e-02       18494
    16  1.258634e-01  2.412068e-02       19918
    17  1.430966e-01  2.742328e-02       21340
    18  1.627866e-01  3.119670e-02       22757
    19  1.854696e-01  3.554371e-02       24167
    20  2.118096e-01  4.059156e-02       25568
    21  2.426255e-01  4.649716e-02       26958
    22  2.789510e-01  5.345866e-02       28336
    23  3.220344e-01  6.171523e-02       29700
    24  3.734509e-01  7.156877e-02       31049
    25  4.351692e-01  8.339657e-02       32382
    26  5.097351e-01  9.768650e-02       33699
    27  6.002748e-01  1.150377e-01       35039
    28  7.109622e-01  1.362500e-01       36678
    29  8.472958e-01  1.623772e-01       38717
    30  1.016515e+00  1.948067e-01       41264
    31  1.228377e+00  2.354083e-01       44455
    32  1.496228e+00  2.867396e-01       48479
    33  1.838777e+00  3.523864e-01       53610
    34  2.282613e+00  4.374439e-01       60227
    35  2.866646e+00  5.493690e-01       68873
    36  3.649726e+00  6.994398e-01       80294
    37  4.724837e+00  9.054758e-01       95657
    38  6.247266e+00  1.197237e+00      116800
    39  8.498929e+00  1.628749e+00      146742
    40  1.206292e+01  2.311758e+00      190613
    41  1.847691e+01  3.540947e+00      257183
    42  3.648306e+01  6.991676e+00      380812
    43  1.116674e+02  2.140013e+01     1224151
    44  1.406588e+02  2.695610e+01     1652211
    45  1.654463e+02  3.170641e+01     2047861
    46  1.875457e+02  3.594158e+01     2428578
    47  2.075800e+02  3.978099e+01     2800824
    48  2.258875e+02  4.328947e+01     3167572
    49  2.426861e+02  4.650878e+01     3530317
    50  2.581332e+02  4.946909e+01     3889828
    51  2.723525e+02  5.219409e+01     4246479
    52  2.854468e+02  5.470351e+01     4600416
    53  2.975053e+02  5.701443e+01     4951648
    54  3.086074e+02  5.914205e+01     5300093
    55  3.188249e+02  6.110014e+01     5645630
    56  3.282236e+02  6.290134e+01     5988099
    57  3.368646e+02  6.455732e+01     6327324
    58  3.448044e+02  6.607890e+01     6663124
    59  3.520954e+02  6.747616e+01     6995309
    60  3.587866e+02  6.875848e+01     7323697
    61  3.649238e+02  6.993462e+01     7648110
    62  3.705495e+02  7.101274e+01     7968377
    63  3.757034e+02  7.200045e+01     8284333
    64  3.804225e+02  7.290481e+01     8595823
    65  3.847410e+02  7.373242e+01     8902700
    66  3.886910e+02  7.448941e+01     9204827
    67  3.923021e+02  7.518144e+01     9502074
    68  3.956018e+02  7.581380e+01     9794322
    69  3.986155e+02  7.639136e+01    10081457
    70  4.013669e+02  7.691864e+01    10363380
    71  4.038778e+02  7.739983e+01    10639989
    72  4.061682e+02  7.783876e+01    10911196
    73  4.082567e+02  7.823901e+01    11176915
    74  4.101604e+02  7.860385e+01    11437069
    75  4.118952e+02  7.893630e+01    11691583
    76  4.134754e+02  7.923914e+01    11940389
    77  4.149145e+02  7.951493e+01    12183423
    78  4.162246e+02  7.976600e+01    12420620
    79  4.174170e+02  7.999452e+01    12651920
    80  4.185021e+02  8.020245e+01    12877269
    81  4.194891e+02  8.039161e+01    13096614
    82  4.203869e+02  8.056366e+01    13309900
    83  4.212032e+02  8.072011e+01    13517081
    84  4.219454e+02  8.086234e+01    13718108
    85  4.226201e+02  8.099164e+01    13912940
    86  4.232333e+02  8.110916e+01    14101534
    87  4.237906e+02  8.121595e+01    14283851
    88  4.242969e+02  8.131299e+01    14459860
    89  4.247570e+02  8.140115e+01    14629532
    90  4.251749e+02  8.148125e+01    14792844
    91  4.255546e+02  8.155401e+01    14949779
    92  4.258995e+02  8.162010e+01    15100328
    93  4.262127e+02  8.168014e+01    15244493
    94  4.264973e+02  8.173467e+01    15382287
    95  4.267557e+02  8.178420e+01    15513731
    96  4.269905e+02  8.182919e+01    15638863
    97  4.272038e+02  8.187007e+01    15757733
    98  4.273975e+02  8.190720e+01    15870409
    99  4.275736e+02  8.194093e+01    15976971
   100  4.277335e+02  8.197158e+01    16077522
   101  4.278789e+02  8.199944e+01    16172177
   102  4.280110e+02  8.202476e+01    16261070
   103  4.281311e+02  8.204778e+01    16344351
   104  4.282403e+02  8.206871e+01    16422184
   105  4.283397e+02  8.208775e+01    16494757
   106  4.284301e+02  8.210507e+01    16562276
   107  4.285124e+02  8.212084e+01    16624949
   108  4.285873e+02  8.213520e+01    16682987
   109  4.286490e+02  8.214703e+01    16731476
