     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -3.117351e+00  -3.418381e+00  4.936543e-05  3.331165e+05  1.710002e+00  2.295649e-06  3.297170e-05
     1  -3.106329e+00  -3.111805e+00  5.328937e-05  3.347084e+05  1.701869e+00  2.290184e-06  3.297170e-05
     2  -3.095300e+00  -3.100779e+00  5.752323e-05  3.344520e+05  1.701445e+00  2.292225e-06  3.298845e-05
     3  -3.084259e+00  -3.089745e+00  6.209370e-05  3.341821e+05  1.700998e+00  2.294378e-06  3.300610e-05
     4  -3.073214e+00  -3.078702e+00  6.702432e-05  3.338981e+05  1.700527e+00  2.296647e-06  3.302471e-05
     5  -3.062153e+00  -3.067649e+00  7.234881e-05  3.335990e+05  1.700032e+00  2.299041e-06  3.304432e-05
     6  -3.051093e+00  -3.056588e+00  7.809033e-05  3.332843e+05  1.699510e+00  2.301565e-06  3.306499e-05
     7  -3.040028e+00  -3.045525e+00  8.428458e-05  3.329533e+05  1.698961e+00  2.304225e-06  3.308677e-05
     8  -3.028953e+00  -3.034455e+00  9.096964e-05  3.326051e+05  1.698382e+00  2.307030e-06  3.310972e-05
     9  -3.017871e+00  -3.023377e+00  9.818356e-05  3.322387e+05  1.697774e+00  2.309989e-06  3.313391e-05
    10  -3.006779e+00  -3.012290e+00  1.059689e-04  3.318531e+05  1.697133e+00  2.313109e-06  3.315942e-05
    11  -2.995690e+00  -3.001199e+00  1.143624e-04  3.314477e+05  1.696458e+00  2.316399e-06  3.318628e-05
    12  -2.984594e+00  -2.990106e+00  1.234185e-04  3.310215e+05  1.695749e+00  2.319867e-06  3.321459e-05
    13  -2.973489e+00  -2.979006e+00  1.331900e-04  3.305732e+05  1.695002e+00  2.323525e-06  3.324443e-05
    14  -2.962383e+00  -2.967900e+00  1.437275e-04  3.301018e+05  1.694216e+00  2.327383e-06  3.327587e-05
    15  -2.951266e+00  -2.956789e+00  1.550994e-04  3.296061e+05  1.693389e+00  2.331451e-06  3.330901e-05
    16  -2.940149e+00  -2.945672e+00  1.673596e-04  3.290851e+05  1.692518e+00  2.335743e-06  3.334394e-05
    17  -2.929028e+00  -2.934553e+00  1.805806e-04  3.285375e+05  1.691603e+00  2.340269e-06  3.338075e-05
    18  -2.917899e+00  -2.923428e+00  1.948435e-04  3.279620e+05  1.690640e+00  2.345044e-06  3.341954e-05
    19  -2.906768e+00  -2.912298e+00  2.102204e-04  3.273571e+05  1.689627e+00  2.350081e-06  3.346043e-05
    20  -2.895632e+00  -2.901165e+00  2.268022e-04  3.267216e+05  1.688561e+00  2.355395e-06  3.350352e-05
    21  -2.884489e+00  -2.890025e+00  2.446857e-04  3.260538e+05  1.687440e+00  2.361003e-06  3.354895e-05
    22  -2.873337e+00  -2.878877e+00  2.639729e-04  3.253520e+05  1.686261e+00  2.366923e-06  3.359686e-05
    23  -2.862184e+00  -2.867725e+00  2.847617e-04  3.246149e+05  1.685020e+00  2.373171e-06  3.364736e-05
    24  -2.851027e+00  -2.856569e+00  3.071688e-04  3.238408e+05  1.683716e+00  2.379765e-06  3.370059e-05
