     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -3.075934e+00  -3.376964e+00  4.936543e-05  2.502333e+05  1.632982e+00  3.127261e-06  3.892910e-05
     1  -3.064909e+00  -3.070386e+00  5.328937e-05  2.513674e+05  1.625615e+00  3.120198e-06  3.892910e-05
     2  -3.053878e+00  -3.059359e+00  5.752323e-05  2.511839e+05  1.625231e+00  3.122847e-06  3.894793e-05
     3  -3.042836e+00  -3.048322e+00  6.209370e-05  2.509907e+05  1.624826e+00  3.125639e-06  3.896776e-05
     4  -3.031790e+00  -3.037278e+00  6.702432e-05  2.507874e+05  1.624400e+00  3.128584e-06  3.898867e-05
     5  -3.020729e+00  -3.026224e+00  7.234881e-05  2.505734e+05  1.623951e+00  3.131688e-06  3.901070e-05
     6  -3.009669e+00  -3.015164e+00  7.809033e-05  2.503482e+05  1.623478e+00  3.134962e-06  3.903393e-05
     7  -2.998604e+00  -3.004101e+00  8.428458e-05  2.501114e+05  1.622981e+00  3.138411e-06  3.905839e-05
     8  -2.987531e+00  -2.993032e+00  9.096964e-05  2.498622e+05  1.622457e+00  3.142049e-06  3.908417e-05
     9  -2.976450e+00  -2.981955e+00  9.818356e-05  2.496000e+05  1.621906e+00  3.145884e-06  3.911134e-05
    10  -2.965360e+00  -2.970870e+00  1.059689e-04  2.493241e+05  1.621325e+00  3.149929e-06  3.913998e-05
    11  -2.954273e+00  -2.959781e+00  1.143624e-04  2.490340e+05  1.620714e+00  3.154192e-06  3.917015e-05
    12  -2.943180e+00  -2.948691e+00  1.234185e-04  2.487289e+05  1.620072e+00  3.158687e-06  3.920193e-05
    13  -2.932079e+00  -2.937594e+00  1.331900e-04  2.484081e+05  1.619395e+00  3.163426e-06  3.923543e-05
    14  -2.920976e+00  -2.926492e+00  1.437275e-04  2.480708e+05  1.618684e+00  3.168424e-06  3.927073e-05
    15  -2.909864e+00  -2.915384e+00  1.550994e-04  2.477161e+05  1.617935e+00  3.173695e-06  3.930793e-05
