     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -1.562361e+00  -1.863391e+00  4.936543e-05  7.204864e+00  6.340924e-02  5.511857e-01  3.681702e-02
     1  -1.551178e+00  -1.556733e+00  5.328937e-05  7.131535e+00  6.406124e-02  5.540122e-01  3.681702e-02
     2  -1.539996e+00  -1.545551e+00  5.752323e-05  7.122289e+00  6.409555e-02  5.545829e-01  3.683104e-02
     3  -1.528806e+00  -1.534365e+00  6.209370e-05  7.112585e+00  6.413159e-02  5.551835e-01  3.684580e-02
     4  -1.517617e+00  -1.523175e+00  6.702432e-05  7.102401e+00  6.416945e-02  5.558155e-01  3.686133e-02
     5  -1.506416e+00  -1.511980e+00  7.234881e-05  7.091713e+00  6.420921e-02  5.564807e-01  3.687767e-02
     6  -1.495219e+00  -1.500781e+00  7.809033e-05  7.080500e+00  6.425098e-02  5.571809e-01  3.689486e-02
     7  -1.484020e+00  -1.489583e+00  8.428458e-05  7.068742e+00  6.429483e-02  5.579173e-01  3.691294e-02
     8  -1.472814e+00  -1.478381e+00  9.096964e-05  7.056409e+00  6.434088e-02  5.586924e-01  3.693196e-02
     9  -1.461602e+00  -1.467172e+00  9.818356e-05  7.043473e+00  6.438924e-02  5.595083e-01  3.695198e-02
    10  -1.450382e+00  -1.455956e+00  1.059689e-04  7.029906e+00  6.444003e-02  5.603671e-01  3.697304e-02
    11  -1.439165e+00  -1.444738e+00  1.143624e-04  7.015686e+00  6.449335e-02  5.612707e-01  3.699518e-02
    12  -1.427942e+00  -1.433517e+00  1.234185e-04  7.000785e+00  6.454931e-02  5.622215e-01  3.701848e-02
    13  -1.416710e+00  -1.422290e+00  1.331900e-04  6.985168e+00  6.460807e-02  5.632222e-01  3.704298e-02
    14  -1.405476e+00  -1.411057e+00  1.437275e-04  6.968804e+00  6.466974e-02  5.642755e-01  3.706876e-02
    15  -1.394231e+00  -1.399817e+00  1.550994e-04  6.951662e+00  6.473448e-02  5.653840e-01  3.709587e-02
    16  -1.382984e+00  -1.388571e+00  1.673596e-04  6.933708e+00  6.480241e-02  5.665508e-01  3.712439e-02
    17  -1.371732e+00  -1.377322e+00  1.805806e-04  6.914916e+00  6.487368e-02  5.677784e-01  3.715438e-02
    18  -1.360470e+00  -1.366064e+00  1.948435e-04  6.895242e+00  6.494845e-02  5.690705e-01  3.718593e-02
    19  -1.349203e+00  -1.354800e+00  2.102204e-04  6.874653e+00  6.502689e-02  5.704305e-01  3.721910e-02
    20  -1.337928e+00  -1.343529e+00  2.268022e-04  6.853114e+00  6.510916e-02  5.718616e-01  3.725398e-02
