     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -3.034514e+00  -3.335544e+00  4.936543e-05  1.879691e+05  1.558528e+00  4.261438e-06  4.597663e-05
     1  -3.023487e+00  -3.028966e+00  5.328937e-05  1.887772e+05  1.551857e+00  4.252308e-06  4.597663e-05
     2  -3.012454e+00  -3.017936e+00  5.752323e-05  1.886458e+05  1.551509e+00  4.255747e-06  4.599780e-05
     3  -3.001411e+00  -3.006898e+00  6.209370e-05  1.885075e+05  1.551142e+00  4.259373e-06  4.602012e-05
     4  -2.990364e+00  -2.995852e+00  6.702432e-05  1.883619e+05  1.550756e+00  4.263196e-06  4.604363e-05
     5  -2.979302e+00  -2.984798e+00  7.234881e-05  1.882086e+05  1.550349e+00  4.267226e-06  4.606841e-05
     6  -2.968242e+00  -2.973737e+00  7.809033e-05  1.880474e+05  1.549921e+00  4.271476e-06  4.609452e-05
     7  -2.957178e+00  -2.962675e+00  8.428458e-05  1.878777e+05  1.549471e+00  4.275953e-06  4.612203e-05
     8  -2.946105e+00  -2.951606e+00  9.096964e-05  1.876993e+05  1.548997e+00  4.280674e-06  4.615101e-05
     9  -2.935026e+00  -2.940530e+00  9.818356e-05  1.875115e+05  1.548498e+00  4.285651e-06  4.618155e-05
    10  -2.923938e+00  -2.929447e+00  1.059689e-04  1.873140e+05  1.547972e+00  4.290899e-06  4.621374e-05
    11  -2.912854e+00  -2.918361e+00  1.143624e-04  1.871062e+05  1.547419e+00  4.296430e-06  4.624765e-05
    12  -2.901763e+00  -2.907273e+00  1.234185e-04  1.868878e+05  1.546837e+00  4.302260e-06  4.628337e-05
    13  -2.890665e+00  -2.896179e+00  1.331900e-04  1.866581e+05  1.546225e+00  4.308408e-06  4.632101e-05
    14  -2.879566e+00  -2.885080e+00  1.437275e-04  1.864166e+05  1.545580e+00  4.314890e-06  4.636067e-05
    15  -2.868458e+00  -2.873977e+00  1.550994e-04  1.861626e+05  1.544902e+00  4.321725e-06  4.640246e-05
    16  -2.857350e+00  -2.862869e+00  1.673596e-04  1.858956e+05  1.544189e+00  4.328932e-06  4.644650e-05
    17  -2.846240e+00  -2.851760e+00  1.805806e-04  1.856150e+05  1.543439e+00  4.336530e-06  4.649289e-05
    18  -2.835123e+00  -2.840646e+00  1.948435e-04  1.853200e+05  1.542649e+00  4.344543e-06  4.654178e-05
    19  -2.824004e+00  -2.829528e+00  2.102204e-04  1.850100e+05  1.541819e+00  4.352994e-06  4.659330e-05
    20  -2.812882e+00  -2.818408e+00  2.268022e-04  1.846843e+05  1.540945e+00  4.361906e-06  4.664758e-05
    21  -2.801753e+00  -2.807282e+00  2.446857e-04  1.843420e+05  1.540027e+00  4.371309e-06  4.670479e-05
    22  -2.790617e+00  -2.796149e+00  2.639729e-04  1.839824e+05  1.539060e+00  4.381230e-06  4.676510e-05
    23  -2.779480e+00  -2.785013e+00  2.847617e-04  1.836045e+05  1.538044e+00  4.391697e-06  4.682867e-05
    24  -2.768341e+00  -2.773875e+00  3.071688e-04  1.832077e+05  1.536975e+00  4.402739e-06  4.689565e-05
    25  -2.757195e+00  -2.762732e+00  3.313271e-04  1.827909e+05  1.535851e+00  4.414391e-06  4.696625e-05
    26  -2.746048e+00  -2.751586e+00  3.573620e-04  1.823533e+05  1.534669e+00  4.426689e-06  4.704068e-05
    27  -2.734893e+00  -2.740435e+00  3.854278e-04  1.818938e+05  1.533427e+00  4.439670e-06  4.711914e-05
    28  -2.723732e+00  -2.729277e+00  4.156808e-04  1.814113e+05  1.532120e+00  4.453376e-06  4.720188e-05
    29  -2.712567e+00  -2.718114e+00  4.482776e-04  1.809047e+05  1.530746e+00  4.467849e-06  4.728912e-05
    30  -2.701395e+00  -2.706945e+00  4.834077e-04  1.803731e+05  1.529302e+00  4.483133e-06  4.738111e-05
    31  -2.690218e+00  -2.695771e+00  5.212579e-04  1.798151e+05  1.527784e+00  4.499279e-06  4.747814e-05
    32  -2.679035e+00  -2.684590e+00  5.620357e-04  1.792297e+05  1.526188e+00  4.516335e-06  4.758048e-05
    33  -2.667846e+00  -2.673404e+00  6.059606e-04  1.786155e+05  1.524510e+00  4.534357e-06  4.768843e-05
    34  -2.656649e+00  -2.662211e+00  6.532785e-04  1.779712e+05  1.522747e+00  4.553405e-06  4.780231e-05
    35  -2.645446e+00  -2.651011e+00  7.042385e-04  1.772955e+05  1.520895e+00  4.573542e-06  4.792248e-05
    36  -2.634233e+00  -2.639803e+00  7.591240e-04  1.765870e+05  1.518947e+00  4.594835e-06  4.804929e-05
    37  -2.623013e+00  -2.628587e+00  8.182252e-04  1.758441e+05  1.516901e+00  4.617357e-06  4.818315e-05
    38  -2.611783e+00  -2.617362e+00  8.818583e-04  1.750655e+05  1.514751e+00  4.641185e-06  4.832444e-05
    39  -2.600545e+00  -2.606128e+00  9.503637e-04  1.742494e+05  1.512492e+00  4.666401e-06  4.847363e-05
    40  -2.589294e+00  -2.594883e+00  1.024119e-03  1.733943e+05  1.510118e+00  4.693099e-06  4.863118e-05
    41  -2.578033e+00  -2.583627e+00  1.103493e-03  1.724985e+05  1.507625e+00  4.721371e-06  4.879760e-05
    42  -2.566760e+00  -2.572360e+00  1.188917e-03  1.715602e+05  1.505005e+00  4.751320e-06  4.897341e-05
    43  -2.555476e+00  -2.561082e+00  1.280828e-03  1.705779e+05  1.502254e+00  4.783058e-06  4.915919e-05
    44  -2.544177e+00  -2.549790e+00  1.379723e-03  1.695494e+05  1.499364e+00  4.816705e-06  4.935555e-05
    45  -2.532865e+00  -2.538484e+00  1.486103e-03  1.684731e+05  1.496329e+00  4.852392e-06  4.956315e-05
    46  -2.521536e+00  -2.527164e+00  1.600525e-03  1.673469e+05  1.493142e+00  4.890259e-06  4.978270e-05
    47  -2.510191e+00  -2.515827e+00  1.723575e-03  1.661688e+05  1.489795e+00  4.930457e-06  5.001494e-05
    48  -2.498829e+00  -2.504473e+00  1.855885e-03  1.649369e+05  1.486281e+00  4.973152e-06  5.026069e-05
    49  -2.487448e+00  -2.493101e+00  1.998123e-03  1.636490e+05  1.482591e+00  5.018522e-06  5.052081e-05
    50  -2.476046e+00  -2.481709e+00  2.151017e-03  1.623031e+05  1.478717e+00  5.066762e-06  5.079626e-05
    51  -2.464622e+00  -2.470296e+00  2.315332e-03  1.608970e+05  1.474651e+00  5.118085e-06  5.108803e-05
    52  -2.453175e+00  -2.458861e+00  2.491891e-03  1.594284e+05  1.470383e+00  5.172722e-06  5.139723e-05
    53  -2.441703e+00  -2.447401e+00  2.681574e-03  1.578951e+05  1.465903e+00  5.230927e-06  5.172503e-05
    54  -2.430205e+00  -2.435916e+00  2.885299e-03  1.562951e+05  1.461201e+00  5.292973e-06  5.207270e-05
    55  -2.418678e+00  -2.424403e+00  3.104081e-03  1.546259e+05  1.456268e+00  5.359165e-06  5.244161e-05
    56  -2.407120e+00  -2.412860e+00  3.338977e-03  1.528853e+05  1.451091e+00  5.429839e-06  5.283328e-05
    57  -2.395529e+00  -2.401286e+00  3.591122e-03  1.510711e+05  1.445660e+00  5.505359e-06  5.324932e-05
    58  -2.383903e+00  -2.389677e+00  3.861724e-03  1.491809e+05  1.439962e+00  5.586133e-06  5.369151e-05
    59  -2.372239e+00  -2.378032e+00  4.152066e-03  1.472126e+05  1.433984e+00  5.672608e-06  5.416179e-05
    60  -2.360534e+00  -2.366347e+00  4.463517e-03  1.451640e+05  1.427715e+00  5.765281e-06  5.466227e-05
    61  -2.348786e+00  -2.354620e+00  4.797536e-03  1.430328e+05  1.421139e+00  5.864705e-06  5.519525e-05
    62  -2.336991e+00  -2.342848e+00  5.155655e-03  1.408170e+05  1.414243e+00  5.971495e-06  5.576328e-05
    63  -2.325145e+00  -2.331028e+00  5.539526e-03  1.385145e+05  1.407011e+00  6.086336e-06  5.636913e-05
    64  -2.313245e+00  -2.319154e+00  5.950900e-03  1.361235e+05  1.399428e+00  6.210001e-06  5.701589e-05
    65  -2.301287e+00  -2.307225e+00  6.391610e-03  1.336420e+05  1.391478e+00  6.343352e-06  5.770695e-05
    66  -2.289266e+00  -2.295235e+00  6.863620e-03  1.310685e+05  1.383142e+00  6.487362e-06  5.844604e-05
    67  -2.277177e+00  -2.283179e+00  7.369017e-03  1.284014e+05  1.374405e+00  6.643133e-06  5.923734e-05
    68  -2.265015e+00  -2.271054e+00  7.909987e-03  1.256393e+05  1.365246e+00  6.811911e-06  6.008548e-05
    69  -2.252775e+00  -2.258852e+00  8.488863e-03  1.227812e+05  1.355645e+00  6.995117e-06  6.099563e-05
    70  -2.240449e+00  -2.246568e+00  9.108117e-03  1.198262e+05  1.345584e+00  7.194375e-06  6.197358e-05
    71  -2.228032e+00  -2.234196e+00  9.770334e-03  1.167735e+05  1.335038e+00  7.411545e-06  6.302585e-05
    72  -2.215515e+00  -2.221729e+00  1.047826e-02  1.136231e+05  1.323987e+00  7.648768e-06  6.415974e-05
    73  -2.202891e+00  -2.209157e+00  1.123480e-02  1.103750e+05  1.312405e+00  7.908522e-06  6.538354e-05
    74  -2.190149e+00  -2.196473e+00  1.204299e-02  1.070296e+05  1.300268e+00  8.193690e-06  6.670667e-05
    75  -2.177281e+00  -2.183668e+00  1.290606e-02  1.035879e+05  1.287550e+00  8.507634e-06  6.813984e-05
    76  -2.164275e+00  -2.170729e+00  1.382737e-02  1.000514e+05  1.274222e+00  8.854303e-06  6.969533e-05
    77  -2.151118e+00  -2.157646e+00  1.481049e-02  9.642192e+04  1.260255e+00  9.238365e-06  7.138726e-05
    78  -2.137796e+00  -2.144406e+00  1.585915e-02  9.270212e+04  1.245617e+00  9.665362e-06  7.323197e-05
    79  -2.124295e+00  -2.130993e+00  1.697728e-02  8.889527e+04  1.230275e+00  1.014192e-05  7.524842e-05
    80  -2.110597e+00  -2.117392e+00  1.816896e-02  8.500536e+04  1.214193e+00  1.067603e-05  7.745879e-05
    81  -2.096681e+00  -2.103583e+00  1.943850e-02  8.103719e+04  1.197334e+00  1.127737e-05  7.988917e-05
    82  -2.082527e+00  -2.089546e+00  2.079041e-02  7.699648e+04  1.179656e+00  1.195780e-05  8.257043e-05
    83  -2.068107e+00  -2.075257e+00  2.222937e-02  7.288989e+04  1.161116e+00  1.273195e-05  8.553941e-05
    84  -2.053395e+00  -2.060689e+00  2.376030e-02  6.872513e+04  1.141666e+00  1.361805e-05  8.884037e-05
    85  -2.038355e+00  -2.045810e+00  2.538829e-02  6.451114e+04  1.121254e+00  1.463906e-05  9.252696e-05
    86  -2.022950e+00  -2.030584e+00  2.711870e-02  6.025802e+04  1.099824e+00  1.582427e-05  9.666489e-05
    87  -2.007134e+00  -2.014970e+00  2.895704e-02  5.597727e+04  1.077311e+00  1.721146e-05  1.013354e-04
    88  -1.990853e+00  -1.998917e+00  3.090905e-02  5.168191e+04  1.053648e+00  1.885010e-05  1.066402e-04
    89  -1.974043e+00  -1.982367e+00  3.298073e-02  4.738654e+04  1.028754e+00  2.080603e-05  1.127079e-04
    90  -1.956629e+00  -1.965249e+00  3.517823e-02  4.310752e+04  1.002542e+00  2.316838e-05  1.197043e-04
    91  -1.938516e+00  -1.947478e+00  3.750796e-02  3.886310e+04  9.749104e-01  2.606034e-05  1.278459e-04
    92  -1.919589e+00  -1.928950e+00  3.997652e-02  3.467364e+04  9.457398e-01  2.965614e-05  1.374207e-04
    93  -1.899704e+00  -1.909533e+00  4.259071e-02  3.056176e+04  9.148914e-01  3.420873e-05  1.488209e-04
    94  -1.878673e+00  -1.889061e+00  4.535754e-02  2.655255e+04  8.821983e-01  4.009689e-05  1.625929e-04
    95  -1.856255e+00  -1.867320e+00  4.828429e-02  2.267383e+04  8.474557e-01  4.790895e-05  1.795216e-04
    96  -1.832122e+00  -1.844021e+00  5.137828e-02  1.895650e+04  8.104081e-01  5.859896e-05  2.007737e-04
    97  -1.805820e+00  -1.818772e+00  5.464712e-02  1.543489e+04  7.707266e-01  7.379827e-05  2.281580e-04
    98  -1.776690e+00  -1.791011e+00  5.809861e-02  1.214716e+04  7.279723e-01  9.648676e-05  2.646323e-04
    99  -1.743724e+00  -1.759894e+00  6.174066e-02  9.136003e+03  6.815341e-01  1.325867e-04  3.153667e-04
   100  -1.705275e+00  -1.724074e+00  6.558137e-02  6.449481e+03  6.305099e-01  1.952672e-04  3.902379e-04
   101  -1.658361e+00  -1.681185e+00  6.962896e-02  4.142263e+03  5.734522e-01  3.187966e-04  5.105877e-04
   102  -1.596776e+00  -1.626478e+00  7.389183e-02  2.277435e+03  5.077215e-01  6.162277e-04  7.318161e-04
   103  -1.504321e+00  -1.548093e+00  7.837842e-02  9.290981e+02  4.273341e-01  1.646473e-03  1.248887e-03
   104  -1.321665e+00  -1.403461e+00  8.309731e-02  1.821945e+02  3.129823e-01  9.810811e-03  3.295416e-03
   105  -8.730437e-01  -1.041833e+00  8.805718e-02  6.482798e+00  1.422698e-01  4.089602e-01  2.591195e-02
   106  -1.200953e-01  -3.504874e-01  9.326673e-02  3.602530e-02  4.182391e-02  1.357313e+02  6.410939e-01
   107  5.498265e-01  3.329560e-01  9.873473e-02  3.713109e-04  3.248304e-02  1.494287e+04  7.165402e+00
   108  7.090828e-01  6.367141e-01  1.044700e-01  1.923946e-04  2.607658e-02  3.218710e+04  1.111005e+01
   109  7.964880e-01  7.549806e-01  1.104813e-01  1.622868e-04  2.460708e-02  3.928138e+04  1.245277e+01
   110  8.571413e-01  8.278726e-01  1.167774e-01  1.480422e-04  2.382508e-02  4.376203e+04  1.325037e+01
   111  9.038050e-01  8.810995e-01  1.233670e-01  1.394340e-04  2.323051e-02  4.705458e+04  1.382687e+01
   112  9.419195e-01  9.232802e-01  1.302589e-01  1.334103e-04  2.274336e-02  4.970308e+04  1.428617e+01
   113  9.742932e-01  9.584080e-01  1.374615e-01  1.287832e-04  2.233077e-02  5.196238e+04  1.467427e+01
   114  1.002555e+00  9.886537e-01  1.449834e-01  1.250138e-04  2.197079e-02  5.396586e+04  1.501537e+01
   115  1.027727e+00  1.015323e+00  1.528329e-01  1.218223e-04  2.164821e-02  5.579074e+04  1.532369e+01
   116  1.050495e+00  1.039260e+00  1.610180e-01  1.190449e-04  2.135278e-02  5.748600e+04  1.560828e+01
   117  1.071337e+00  1.061041e+00  1.695469e-01  1.165766e-04  2.107764e-02  5.908507e+04  1.587527e+01
   118  1.090602e+00  1.081076e+00  1.784273e-01  1.143456e-04  2.081817e-02  6.061211e+04  1.612898e+01
   119  1.108551e+00  1.099669e+00  1.876667e-01  1.123005e-04  2.057116e-02  6.208531e+04  1.637259e+01
   120  1.125385e+00  1.117049e+00  1.972725e-01  1.104034e-04  2.033434e-02  6.351881e+04  1.660854e+01
   121  1.141261e+00  1.133396e+00  2.072515e-01  1.086257e-04  2.010600e-02  6.492391e+04  1.683870e+01
   122  1.156306e+00  1.148849e+00  2.176105e-01  1.069450e-04  1.988487e-02  6.630986e+04  1.706460e+01
   123  1.170623e+00  1.163523e+00  2.283559e-01  1.053441e-04  1.966994e-02  6.768437e+04  1.728746e+01
   124  1.184294e+00  1.177512e+00  2.394938e-01  1.038089e-04  1.946042e-02  6.905405e+04  1.750831e+01
   125  1.197391e+00  1.190892e+00  2.510298e-01  1.023283e-04  1.925568e-02  7.042465e+04  1.772803e+01
   126  1.209972e+00  1.203727e+00  2.629693e-01  1.008929e-04  1.905523e-02  7.180127e+04  1.794735e+01
   127  1.222088e+00  1.216073e+00  2.753172e-01  9.949506e-05  1.885867e-02  7.318853e+04  1.816693e+01
   128  1.233782e+00  1.227974e+00  2.880780e-01  9.812826e-05  1.866565e-02  7.459065e+04  1.838735e+01
   129  1.245090e+00  1.239473e+00  3.012559e-01  9.678705e-05  1.847592e-02  7.601158e+04  1.860913e+01
   130  1.256045e+00  1.250602e+00  3.148546e-01  9.546677e-05  1.828926e-02  7.745505e+04  1.883274e+01
   131  1.266676e+00  1.261393e+00  3.288774e-01  9.416345e-05  1.810549e-02  7.892463e+04  1.905862e+01
   132  1.277007e+00  1.271872e+00  3.433271e-01  9.287365e-05  1.792447e-02  8.042376e+04  1.928716e+01
   133  1.287060e+00  1.282062e+00  3.582062e-01  9.159443e-05  1.774608e-02  8.195581e+04  1.951875e+01
   134  1.296855e+00  1.291985e+00  3.735166e-01  9.032324e-05  1.757022e-02  8.352411e+04  1.975374e+01
   135  1.306410e+00  1.301659e+00  3.892599e-01  8.905788e-05  1.739682e-02  8.513196e+04  1.999248e+01
   136  1.315741e+00  1.311101e+00  4.054373e-01  8.779646e-05  1.722582e-02  8.678267e+04  2.023528e+01
   137  1.324862e+00  1.320325e+00  4.220493e-01  8.653735e-05  1.705715e-02  8.847959e+04  2.048249e+01
   138  1.333785e+00  1.329346e+00  4.390963e-01  8.527917e-05  1.689079e-02  9.022609e+04  2.073439e+01
   139  1.342524e+00  1.338177e+00  4.565780e-01  8.402072e-05  1.672668e-02  9.202561e+04  2.099132e+01
   140  1.351089e+00  1.346828e+00  4.744939e-01  8.276104e-05  1.656480e-02  9.388170e+04  2.125356e+01
   141  1.359490e+00  1.355310e+00  4.928430e-01  8.149929e-05  1.640513e-02  9.579796e+04  2.152142e+01
   142  1.367736e+00  1.363632e+00  5.116240e-01  8.023484e-05  1.624765e-02  9.777815e+04  2.179521e+01
   143  1.375835e+00  1.371804e+00  5.308350e-01  7.896716e-05  1.609232e-02  9.982612e+04  2.207523e+01
   144  1.383797e+00  1.379834e+00  5.504739e-01  7.769587e-05  1.593913e-02  1.019459e+05  2.236178e+01
   145  1.391628e+00  1.387730e+00  5.705382e-01  7.642073e-05  1.578807e-02  1.041416e+05  2.265519e+01
   146  1.399335e+00  1.395498e+00  5.910251e-01  7.514159e-05  1.563911e-02  1.064176e+05  2.295575e+01
   147  1.406925e+00  1.403146e+00  6.119315e-01  7.385840e-05  1.549223e-02  1.087785e+05  2.326381e+01
   148  1.414403e+00  1.410680e+00  6.332539e-01  7.257122e-05  1.534741e-02  1.112290e+05  2.357968e+01
   149  1.421776e+00  1.418105e+00  6.549885e-01  7.128021e-05  1.520463e-02  1.137740e+05  2.390371e+01
   150  1.429049e+00  1.425428e+00  6.771312e-01  6.998560e-05  1.506386e-02  1.164188e+05  2.423624e+01
   151  1.436228e+00  1.432653e+00  6.996779e-01  6.868769e-05  1.492508e-02  1.191688e+05  2.457763e+01
   152  1.443316e+00  1.439786e+00  7.226239e-01  6.738687e-05  1.478825e-02  1.220299e+05  2.492825e+01
   153  1.450320e+00  1.446832e+00  7.459645e-01  6.608358e-05  1.465334e-02  1.250081e+05  2.528848e+01
   154  1.457242e+00  1.453795e+00  7.696946e-01  6.477831e-05  1.452031e-02  1.281098e+05  2.565872e+01
   155  1.464088e+00  1.460679e+00  7.938092e-01  6.347163e-05  1.438914e-02  1.313418e+05  2.603938e+01
   156  1.470862e+00  1.467489e+00  8.183029e-01  6.216414e-05  1.425976e-02  1.347113e+05  2.643088e+01
   157  1.477568e+00  1.474228e+00  8.431702e-01  6.085648e-05  1.413215e-02  1.382258e+05  2.683368e+01
   158  1.484208e+00  1.480901e+00  8.684054e-01  5.954932e-05  1.400626e-02  1.418934e+05  2.724823e+01
   159  1.490788e+00  1.487511e+00  8.940028e-01  5.824340e-05  1.388203e-02  1.457226e+05  2.767502e+01
   160  1.497310e+00  1.494061e+00  9.199565e-01  5.693943e-05  1.375941e-02  1.497225e+05  2.811456e+01
   161  1.503778e+00  1.500556e+00  9.462603e-01  5.563818e-05  1.363836e-02  1.539026e+05  2.856737e+01
   162  1.510195e+00  1.506998e+00  9.729084e-01  5.434042e-05  1.351880e-02  1.582734e+05  2.903402e+01
   163  1.516564e+00  1.513391e+00  9.998945e-01  5.304693e-05  1.340070e-02  1.628456e+05  2.951507e+01
   164  1.522889e+00  1.519738e+00  1.027212e+00  5.175851e-05  1.328398e-02  1.676309e+05  3.001116e+01
   165  1.529172e+00  1.526042e+00  1.054856e+00  5.047593e-05  1.316859e-02  1.726418e+05  3.052291e+01
   166  1.535416e+00  1.532305e+00  1.082819e+00  4.919998e-05  1.305447e-02  1.778916e+05  3.105101e+01
   167  1.541625e+00  1.538531e+00  1.111094e+00  4.793144e-05  1.294155e-02  1.833945e+05  3.159616e+01
   168  1.547800e+00  1.544723e+00  1.139677e+00  4.667107e-05  1.282978e-02  1.891658e+05  3.215912e+01
