     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -3.158772e+00  -3.459802e+00  4.936543e-05  4.434659e+05  1.789677e+00  1.685592e-06  2.793318e-05
     1  -3.147753e+00  -3.153228e+00  5.328937e-05  4.457012e+05  1.780701e+00  1.681360e-06  2.793318e-05
     2  -3.136726e+00  -3.142205e+00  5.752323e-05  4.453427e+05  1.780233e+00  1.682935e-06  2.794809e-05
     3  -3.125687e+00  -3.131172e+00  6.209370e-05  4.449654e+05  1.779740e+00  1.684595e-06  2.796381e-05
     4  -3.114643e+00  -3.120130e+00  6.702432e-05  4.445681e+05  1.779220e+00  1.686346e-06  2.798039e-05
     5  -3.103583e+00  -3.109078e+00  7.234881e-05  4.441500e+05  1.778673e+00  1.688194e-06  2.799786e-05
     6  -3.092522e+00  -3.098017e+00  7.809033e-05  4.437099e+05  1.778097e+00  1.690141e-06  2.801628e-05
     7  -3.081456e+00  -3.086954e+00  8.428458e-05  4.432471e+05  1.777491e+00  1.692195e-06  2.803568e-05
     8  -3.070381e+00  -3.075883e+00  9.096964e-05  4.427601e+05  1.776853e+00  1.694360e-06  2.805613e-05
     9  -3.059297e+00  -3.064803e+00  9.818356e-05  4.422477e+05  1.776181e+00  1.696644e-06  2.807769e-05
    10  -3.048203e+00  -3.053714e+00  1.059689e-04  4.417086e+05  1.775474e+00  1.699053e-06  2.810041e-05
    11  -3.037111e+00  -3.042622e+00  1.143624e-04  4.411416e+05  1.774729e+00  1.701594e-06  2.812436e-05
    12  -3.026011e+00  -3.031526e+00  1.234185e-04  4.405456e+05  1.773946e+00  1.704272e-06  2.814960e-05
    13  -3.014903e+00  -3.020422e+00  1.331900e-04  4.399186e+05  1.773121e+00  1.707098e-06  2.817620e-05
    14  -3.003793e+00  -3.009312e+00  1.437275e-04  4.392595e+05  1.772253e+00  1.710078e-06  2.820423e-05
    15  -2.992671e+00  -2.998196e+00  1.550994e-04  4.385664e+05  1.771340e+00  1.713222e-06  2.823379e-05
    16  -2.981549e+00  -2.987074e+00  1.673596e-04  4.378377e+05  1.770379e+00  1.716539e-06  2.826494e-05
    17  -2.970423e+00  -2.975950e+00  1.805806e-04  4.370721e+05  1.769368e+00  1.720037e-06  2.829776e-05
    18  -2.959287e+00  -2.964819e+00  1.948435e-04  4.362673e+05  1.768305e+00  1.723728e-06  2.833237e-05
    19  -2.948150e+00  -2.953683e+00  2.102204e-04  4.354215e+05  1.767186e+00  1.727623e-06  2.836885e-05
    20  -2.937006e+00  -2.942542e+00  2.268022e-04  4.345329e+05  1.766009e+00  1.731733e-06  2.840730e-05
    21  -2.925855e+00  -2.931395e+00  2.446857e-04  4.335991e+05  1.764771e+00  1.736070e-06  2.844784e-05
    22  -2.914695e+00  -2.920239e+00  2.639729e-04  4.326180e+05  1.763469e+00  1.740650e-06  2.849060e-05
    23  -2.903532e+00  -2.909077e+00  2.847617e-04  4.315874e+05  1.762099e+00  1.745485e-06  2.853568e-05
    24  -2.892365e+00  -2.897913e+00  3.071688e-04  4.305052e+05  1.760659e+00  1.750588e-06  2.858321e-05
    25  -2.881190e+00  -2.886742e+00  3.313271e-04  4.293688e+05  1.759144e+00  1.755977e-06  2.863333e-05
    26  -2.870011e+00  -2.875565e+00  3.573620e-04  4.281755e+05  1.757551e+00  1.761668e-06  2.868619e-05
