     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -2.868824e+00  -3.169854e+00  4.936543e-05  5.984350e+04  1.284460e+00  1.474425e-05  8.975714e-05
     1  -2.857789e+00  -2.863272e+00  5.328937e-05  6.005256e+04  1.279988e+00  1.471857e-05  8.975714e-05
     2  -2.846749e+00  -2.852234e+00  5.752323e-05  6.001772e+04  1.279755e+00  1.472845e-05  8.979137e-05
     3  -2.835701e+00  -2.841190e+00  6.209370e-05  5.998105e+04  1.279509e+00  1.473887e-05  8.982744e-05
     4  -2.824651e+00  -2.830141e+00  6.702432e-05  5.994246e+04  1.279250e+00  1.474985e-05  8.986544e-05
     5  -2.813588e+00  -2.819084e+00  7.234881e-05  5.990184e+04  1.278978e+00  1.476143e-05  8.990548e-05
     6  -2.802528e+00  -2.808023e+00  7.809033e-05  5.985910e+04  1.278691e+00  1.477362e-05  8.994766e-05
     7  -2.791465e+00  -2.796961e+00  8.428458e-05  5.981415e+04  1.278389e+00  1.478647e-05  8.999207e-05
     8  -2.780396e+00  -2.785896e+00  9.096964e-05  5.976686e+04  1.278072e+00  1.480001e-05  9.003885e-05
     9  -2.769322e+00  -2.774824e+00  9.818356e-05  5.971710e+04  1.277737e+00  1.481428e-05  9.008814e-05
    10  -2.758241e+00  -2.763746e+00  1.059689e-04  5.966475e+04  1.277385e+00  1.482932e-05  9.014007e-05
    11  -2.747164e+00  -2.752667e+00  1.143624e-04  5.960970e+04  1.277015e+00  1.484517e-05  9.019476e-05
    12  -2.736082e+00  -2.741588e+00  1.234185e-04  5.955182e+04  1.276625e+00  1.486186e-05  9.025235e-05
    13  -2.724996e+00  -2.730504e+00  1.331900e-04  5.949095e+04  1.276215e+00  1.487946e-05  9.031301e-05
    14  -2.713909e+00  -2.719417e+00  1.437275e-04  5.942694e+04  1.275784e+00  1.489800e-05  9.037691e-05
    15  -2.702815e+00  -2.708327e+00  1.550994e-04  5.935964e+04  1.275330e+00  1.491755e-05  9.044423e-05
    16  -2.691723e+00  -2.697233e+00  1.673596e-04  5.928887e+04  1.274852e+00  1.493815e-05  9.051513e-05
    17  -2.680630e+00  -2.686141e+00  1.805806e-04  5.921451e+04  1.274350e+00  1.495986e-05  9.058980e-05
    18  -2.669531e+00  -2.675045e+00  1.948435e-04  5.913634e+04  1.273822e+00  1.498274e-05  9.066845e-05
    19  -2.658433e+00  -2.663947e+00  2.102204e-04  5.905417e+04  1.273266e+00  1.500686e-05  9.075130e-05
