     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -3.269232e+00  -3.570262e+00  4.936543e-05  9.511304e+05  2.015213e+00  7.406268e-07  1.797452e-05
     1  -3.258221e+00  -3.263692e+00  5.328937e-05  9.566676e+05  2.003549e+00  7.384804e-07  1.797452e-05
     2  -3.247201e+00  -3.252676e+00  5.752323e-05  9.557886e+05  2.002941e+00  7.392717e-07  1.798551e-05
     3  -3.236167e+00  -3.241649e+00  6.209370e-05  9.548631e+05  2.002300e+00  7.401066e-07  1.799710e-05
     4  -3.225125e+00  -3.230611e+00  6.702432e-05  9.538889e+05  2.001626e+00  7.409873e-07  1.800932e-05
     5  -3.214066e+00  -3.219561e+00  7.234881e-05  9.528632e+05  2.000915e+00  7.419167e-07  1.802222e-05
     6  -3.203006e+00  -3.208501e+00  7.809033e-05  9.517838e+05  2.000166e+00  7.428971e-07  1.803581e-05
     7  -3.191938e+00  -3.197437e+00  8.428458e-05  9.506484e+05  1.999378e+00  7.439309e-07  1.805013e-05
     8  -3.180859e+00  -3.186363e+00  9.096964e-05  9.494538e+05  1.998548e+00  7.450216e-07  1.806523e-05
     9  -3.169770e+00  -3.175279e+00  9.818356e-05  9.481967e+05  1.997675e+00  7.461724e-07  1.808115e-05
    10  -3.158670e+00  -3.164184e+00  1.059689e-04  9.468740e+05  1.996755e+00  7.473869e-07  1.809795e-05
    11  -3.147570e+00  -3.153084e+00  1.143624e-04  9.454831e+05  1.995786e+00  7.486679e-07  1.811565e-05
    12  -3.136461e+00  -3.141980e+00  1.234185e-04  9.440207e+05  1.994767e+00  7.500191e-07  1.813430e-05
    13  -3.125341e+00  -3.130865e+00  1.331900e-04  9.424827e+05  1.993695e+00  7.514452e-07  1.815398e-05
    14  -3.114218e+00  -3.119744e+00  1.437275e-04  9.408655e+05  1.992566e+00  7.529500e-07  1.817472e-05
    15  -3.103083e+00  -3.108615e+00  1.550994e-04  9.391652e+05  1.991378e+00  7.545381e-07  1.819659e-05
    16  -3.091945e+00  -3.097478e+00  1.673596e-04  9.373778e+05  1.990127e+00  7.562144e-07  1.821965e-05
    17  -3.080801e+00  -3.086337e+00  1.805806e-04  9.354996e+05  1.988812e+00  7.579831e-07  1.824396e-05
    18  -3.069647e+00  -3.075189e+00  1.948435e-04  9.335256e+05  1.987428e+00  7.598504e-07  1.826960e-05
    19  -3.058489e+00  -3.064032e+00  2.102204e-04  9.314511e+05  1.985972e+00  7.618217e-07  1.829663e-05
    20  -3.047324e+00  -3.052871e+00  2.268022e-04  9.292718e+05  1.984440e+00  7.639030e-07  1.832514e-05
    21  -3.036148e+00  -3.041700e+00  2.446857e-04  9.269821e+05  1.982829e+00  7.661010e-07  1.835521e-05
    22  -3.024962e+00  -3.030519e+00  2.639729e-04  9.245762e+05  1.981134e+00  7.684231e-07  1.838694e-05
    23  -3.013772e+00  -3.019331e+00  2.847617e-04  9.220494e+05  1.979350e+00  7.708760e-07  1.842041e-05
    24  -3.002575e+00  -3.008137e+00  3.071688e-04  9.193964e+05  1.977475e+00  7.734669e-07  1.845571e-05
    25  -2.991369e+00  -2.996936e+00  3.313271e-04  9.166108e+05  1.975503e+00  7.762046e-07  1.849296e-05
    26  -2.980156e+00  -2.985726e+00  3.573620e-04  9.136863e+05  1.973429e+00  7.790982e-07  1.853226e-05
    27  -2.968932e+00  -2.974507e+00  3.854278e-04  9.106165e+05  1.971248e+00  7.821569e-07  1.857374e-05
    28  -2.957696e+00  -2.963278e+00  4.156808e-04  9.073940e+05  1.968954e+00  7.853918e-07  1.861753e-05
    29  -2.946453e+00  -2.952038e+00  4.482776e-04  9.040122e+05  1.966542e+00  7.888131e-07  1.866375e-05
    30  -2.935197e+00  -2.940789e+00  4.834077e-04  9.004641e+05  1.964006e+00  7.924324e-07  1.871256e-05
    31  -2.923931e+00  -2.929528e+00  5.212579e-04  8.967417e+05  1.961339e+00  7.962625e-07  1.876410e-05
    32  -2.912654e+00  -2.918256e+00  5.620357e-04  8.928375e+05  1.958536e+00  8.003166e-07  1.881853e-05
    33  -2.901366e+00  -2.906973e+00  6.059606e-04  8.887434e+05  1.955589e+00  8.046088e-07  1.887603e-05
    34  -2.890063e+00  -2.895678e+00  6.532785e-04  8.844509e+05  1.952492e+00  8.091549e-07  1.893679e-05
    35  -2.878748e+00  -2.884369e+00  7.042385e-04  8.799511e+05  1.949236e+00  8.139716e-07  1.900099e-05
    36  -2.867417e+00  -2.873046e+00  7.591240e-04  8.752351e+05  1.945813e+00  8.190769e-07  1.906886e-05
    37  -2.856072e+00  -2.861707e+00  8.182252e-04  8.702932e+05  1.942217e+00  8.244904e-07  1.914063e-05
    38  -2.844710e+00  -2.850353e+00  8.818583e-04  8.651161e+05  1.938436e+00  8.302327e-07  1.921652e-05
    39  -2.833330e+00  -2.838983e+00  9.503637e-04  8.596939e+05  1.934464e+00  8.363264e-07  1.929681e-05
    40  -2.821931e+00  -2.827593e+00  1.024119e-03  8.540158e+05  1.930289e+00  8.427968e-07  1.938178e-05
    41  -2.810513e+00  -2.816184e+00  1.103493e-03  8.480716e+05  1.925903e+00  8.496701e-07  1.947172e-05
    42  -2.799074e+00  -2.804756e+00  1.188917e-03  8.418507e+05  1.921294e+00  8.569747e-07  1.956696e-05
