     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -2.647822e+00  -2.948852e+00  4.936543e-05  1.300203e+04  9.728705e-01  7.797607e-05  2.212609e-04
     1  -2.636778e+00  -2.642265e+00  5.328937e-05  1.303665e+04  9.702870e-01  7.787247e-05  2.212609e-04
     2  -2.625732e+00  -2.631220e+00  5.752323e-05  1.303057e+04  9.701521e-01  7.791420e-05  2.213279e-04
     3  -2.614678e+00  -2.620170e+00  6.209370e-05  1.302418e+04  9.700101e-01  7.795816e-05  2.213984e-04
     4  -2.603624e+00  -2.609116e+00  6.702432e-05  1.301745e+04  9.698605e-01  7.800447e-05  2.214727e-04
     5  -2.592560e+00  -2.598057e+00  7.234881e-05  1.301037e+04  9.697031e-01  7.805327e-05  2.215509e-04
     6  -2.581500e+00  -2.586994e+00  7.809033e-05  1.300291e+04  9.695374e-01  7.810467e-05  2.216333e-04
     7  -2.570439e+00  -2.575934e+00  8.428458e-05  1.299508e+04  9.693631e-01  7.815879e-05  2.217201e-04
     8  -2.559372e+00  -2.564870e+00  9.096964e-05  1.298684e+04  9.691796e-01  7.821581e-05  2.218114e-04
     9  -2.548302e+00  -2.553802e+00  9.818356e-05  1.297816e+04  9.689865e-01  7.827588e-05  2.219077e-04
    10  -2.537227e+00  -2.542730e+00  1.059689e-04  1.296904e+04  9.687833e-01  7.833917e-05  2.220090e-04
    11  -2.526158e+00  -2.531658e+00  1.143624e-04  1.295944e+04  9.685694e-01  7.840583e-05  2.221157e-04
    12  -2.515086e+00  -2.520587e+00  1.234185e-04  1.294935e+04  9.683445e-01  7.847602e-05  2.222280e-04
    13  -2.504010e+00  -2.509513e+00  1.331900e-04  1.293874e+04  9.681078e-01  7.854998e-05  2.223463e-04
    14  -2.492935e+00  -2.498437e+00  1.437275e-04  1.292758e+04  9.678588e-01  7.862789e-05  2.224708e-04
    15  -2.481855e+00  -2.487360e+00  1.550994e-04  1.291585e+04  9.675969e-01  7.870996e-05  2.226020e-04
    16  -2.470778e+00  -2.476281e+00  1.673596e-04  1.290352e+04  9.673213e-01  7.879642e-05  2.227401e-04
    17  -2.459702e+00  -2.465204e+00  1.805806e-04  1.289055e+04  9.670315e-01  7.888748e-05  2.228854e-04
    18  -2.448621e+00  -2.454126e+00  1.948435e-04  1.287693e+04  9.667266e-01  7.898342e-05  2.230385e-04
    19  -2.437543e+00  -2.443047e+00  2.102204e-04  1.286260e+04  9.664060e-01  7.908450e-05  2.231997e-04
