     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -2.827391e+00  -3.128421e+00  4.936543e-05  4.494871e+04  1.221548e+00  2.012924e-05  1.061998e-04
     1  -2.816354e+00  -2.821837e+00  5.328937e-05  4.509790e+04  1.217507e+00  2.009592e-05  1.061998e-04
     2  -2.805313e+00  -2.810798e+00  5.752323e-05  4.507284e+04  1.217296e+00  2.010883e-05  1.062385e-04
     3  -2.794263e+00  -2.799753e+00  6.209370e-05  4.504648e+04  1.217074e+00  2.012244e-05  1.062793e-04
     4  -2.783212e+00  -2.788703e+00  6.702432e-05  4.501872e+04  1.216840e+00  2.013678e-05  1.063223e-04
     5  -2.772149e+00  -2.777646e+00  7.234881e-05  4.498952e+04  1.216594e+00  2.015189e-05  1.063676e-04
     6  -2.761089e+00  -2.766584e+00  7.809033e-05  4.495879e+04  1.216335e+00  2.016781e-05  1.064153e-04
     7  -2.750027e+00  -2.755523e+00  8.428458e-05  4.492646e+04  1.216062e+00  2.018459e-05  1.064655e-04
     8  -2.738959e+00  -2.744458e+00  9.096964e-05  4.489246e+04  1.215775e+00  2.020226e-05  1.065183e-04
     9  -2.727885e+00  -2.733386e+00  9.818356e-05  4.485668e+04  1.215473e+00  2.022089e-05  1.065741e-04
    10  -2.716805e+00  -2.722310e+00  1.059689e-04  4.481904e+04  1.215155e+00  2.024052e-05  1.066328e-04
    11  -2.705730e+00  -2.711232e+00  1.143624e-04  4.477946e+04  1.214820e+00  2.026120e-05  1.066946e-04
    12  -2.694651e+00  -2.700155e+00  1.234185e-04  4.473785e+04  1.214468e+00  2.028298e-05  1.067596e-04
    13  -2.683566e+00  -2.689073e+00  1.331900e-04  4.469408e+04  1.214098e+00  2.030594e-05  1.068282e-04
    14  -2.672483e+00  -2.677989e+00  1.437275e-04  4.464806e+04  1.213708e+00  2.033014e-05  1.069004e-04
    15  -2.661391e+00  -2.666901e+00  1.550994e-04  4.459966e+04  1.213298e+00  2.035564e-05  1.069765e-04
    16  -2.650302e+00  -2.655811e+00  1.673596e-04  4.454878e+04  1.212866e+00  2.038251e-05  1.070566e-04
    17  -2.639213e+00  -2.644722e+00  1.805806e-04  4.449531e+04  1.212413e+00  2.041082e-05  1.071409e-04
    18  -2.628118e+00  -2.633630e+00  1.948435e-04  4.443910e+04  1.211935e+00  2.044066e-05  1.072298e-04
    19  -2.617025e+00  -2.622536e+00  2.102204e-04  4.438002e+04  1.211433e+00  2.047212e-05  1.073234e-04
    20  -2.605929e+00  -2.611441e+00  2.268022e-04  4.431794e+04  1.210905e+00  2.050526e-05  1.074219e-04
    21  -2.594829e+00  -2.600343e+00  2.446857e-04  4.425269e+04  1.210350e+00  2.054021e-05  1.075257e-04
    22  -2.583724e+00  -2.589241e+00  2.639729e-04  4.418412e+04  1.209766e+00  2.057705e-05  1.076351e-04
