     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -2.288744e+00  -2.589774e+00  4.936543e-05  1.088366e+03  5.757117e-01  1.210940e-03  9.941407e-04
     1  -2.277689e+00  -2.283181e+00  5.328937e-05  1.090226e+03  5.747295e-01  1.209907e-03  9.941407e-04
     2  -2.266635e+00  -2.272127e+00  5.752323e-05  1.089835e+03  5.746781e-01  1.210394e-03  9.943630e-04
     3  -2.255575e+00  -2.261069e+00  6.209370e-05  1.089425e+03  5.746241e-01  1.210907e-03  9.945972e-04
     4  -2.244516e+00  -2.250010e+00  6.702432e-05  1.088993e+03  5.745673e-01  1.211448e-03  9.948437e-04
     5  -2.233448e+00  -2.238947e+00  7.234881e-05  1.088538e+03  5.745074e-01  1.212017e-03  9.951033e-04
     6  -2.222387e+00  -2.227883e+00  7.809033e-05  1.088059e+03  5.744444e-01  1.212616e-03  9.953766e-04
     7  -2.211326e+00  -2.216822e+00  8.428458e-05  1.087556e+03  5.743781e-01  1.213247e-03  9.956642e-04
     8  -2.200262e+00  -2.205759e+00  9.096964e-05  1.087027e+03  5.743084e-01  1.213911e-03  9.959670e-04
     9  -2.189195e+00  -2.194693e+00  9.818356e-05  1.086470e+03  5.742350e-01  1.214611e-03  9.962858e-04
    10  -2.178125e+00  -2.183625e+00  1.059689e-04  1.085885e+03  5.741578e-01  1.215348e-03  9.966215e-04
    11  -2.167062e+00  -2.172559e+00  1.143624e-04  1.085269e+03  5.740766e-01  1.216124e-03  9.969748e-04
    12  -2.155998e+00  -2.161495e+00  1.234185e-04  1.084621e+03  5.739911e-01  1.216940e-03  9.973465e-04
    13  -2.144931e+00  -2.150429e+00  1.331900e-04  1.083940e+03  5.739012e-01  1.217800e-03  9.977379e-04
    14  -2.133867e+00  -2.139364e+00  1.437275e-04  1.083224e+03  5.738066e-01  1.218705e-03  9.981499e-04
    15  -2.122799e+00  -2.128298e+00  1.550994e-04  1.082472e+03  5.737071e-01  1.219659e-03  9.985835e-04
    16  -2.111736e+00  -2.117232e+00  1.673596e-04  1.081680e+03  5.736024e-01  1.220663e-03  9.990400e-04
    17  -2.100675e+00  -2.106170e+00  1.805806e-04  1.080848e+03  5.734924e-01  1.221720e-03  9.995203e-04
    18  -2.089611e+00  -2.095108e+00  1.948435e-04  1.079973e+03  5.733766e-01  1.222832e-03  1.000026e-03
    19  -2.078551e+00  -2.084046e+00  2.102204e-04  1.079054e+03  5.732548e-01  1.224004e-03  1.000558e-03
    20  -2.067492e+00  -2.072986e+00  2.268022e-04  1.078088e+03  5.731268e-01  1.225238e-03  1.001118e-03
