      step          time         t_Gyr         rho_c  rhoc_Msunpc3         v_max     v_max_kms        Kn_min       mintrel   mintrel_Gyr
       178  1.780000e+02  2.619535e-02  4.311316e+01  4.284236e+00  3.081610e-01  1.747897e+02  2.604188e-02  1.593785e-01  2.345492e-05
       180  1.800000e+02  2.648968e-02  4.266229e+01  4.239433e+00  3.081753e-01  1.747978e+02  2.609338e-02  1.605353e-01  2.362515e-05
       182  1.820000e+02  2.678401e-02  4.221843e+01  4.195326e+00  3.081896e-01  1.748059e+02  2.614466e-02  1.616941e-01  2.379570e-05
       184  1.840000e+02  2.707834e-02  4.178146e+01  4.151904e+00  3.082039e-01  1.748140e+02  2.619574e-02  1.628550e-01  2.396654e-05
       186  1.860000e+02  2.737267e-02  4.135127e+01  4.109154e+00  3.082182e-01  1.748221e+02  2.624660e-02  1.640178e-01  2.413766e-05
       188  1.880000e+02  2.766700e-02  4.092772e+01  4.067065e+00  3.082325e-01  1.748302e+02  2.629726e-02  1.651825e-01  2.430906e-05
       190  1.900000e+02  2.796133e-02  4.051072e+01  4.025627e+00  3.082468e-01  1.748383e+02  2.634771e-02  1.663490e-01  2.448073e-05
       192  1.920000e+02  2.825566e-02  4.010015e+01  3.984828e+00  3.082611e-01  1.748464e+02  2.639795e-02  1.675172e-01  2.465265e-05
       194  1.940000e+02  2.854999e-02  3.969589e+01  3.944656e+00  3.082754e-01  1.748545e+02  2.644798e-02  1.686872e-01  2.482483e-05
       196  1.960000e+02  2.884432e-02  3.929785e+01  3.905102e+00  3.082896e-01  1.748626e+02  2.649781e-02  1.698587e-01  2.499724e-05
       199  1.990000e+02  2.928581e-02  3.871220e+01  3.846904e+00  3.083110e-01  1.748748e+02  2.657217e-02  1.716190e-01  2.525629e-05
       202  2.020000e+02  2.972731e-02  3.813993e+01  3.790037e+00  3.083324e-01  1.748869e+02  2.664607e-02  1.733826e-01  2.551583e-05
       205  2.050000e+02  3.016880e-02  3.758069e+01  3.734465e+00  3.083538e-01  1.748990e+02  2.671952e-02  1.751493e-01  2.577583e-05
       208  2.080000e+02  3.061030e-02  3.703417e+01  3.680156e+00  3.083751e-01  1.749111e+02  2.679251e-02  1.769189e-01  2.603626e-05
       211  2.110000e+02  3.105179e-02  3.650002e+01  3.627076e+00  3.083964e-01  1.749232e+02  2.686504e-02  1.786913e-01  2.629708e-05
       214  2.140000e+02  3.149329e-02  3.597792e+01  3.575194e+00  3.084180e-01  1.749354e+02  2.693714e-02  1.804661e-01  2.655827e-05
       217  2.170000e+02  3.193478e-02  3.546758e+01  3.524480e+00  3.084396e-01  1.749477e+02  2.700878e-02  1.822433e-01  2.681981e-05
       220  2.200000e+02  3.237628e-02  3.496867e+01  3.474904e+00  3.084611e-01  1.749599e+02  2.707998e-02  1.840226e-01  2.708166e-05
       223  2.230000e+02  3.281777e-02  3.448092e+01  3.426435e+00  3.084827e-01  1.749721e+02  2.715074e-02  1.858038e-01  2.734380e-05
       226  2.260000e+02  3.325927e-02  3.400403e+01  3.379045e+00  3.085042e-01  1.749843e+02  2.722107e-02  1.875868e-01  2.760619e-05
       229  2.290000e+02  3.370076e-02  3.353772e+01  3.332707e+00  3.085257e-01  1.749965e+02  2.729096e-02  1.893714e-01  2.786882e-05
       232  2.320000e+02  3.414226e-02  3.308172e+01  3.287393e+00  3.085472e-01  1.750087e+02  2.736042e-02  1.911573e-01  2.813165e-05
       235  2.350000e+02  3.458375e-02  3.263576e+01  3.243078e+00  3.085687e-01  1.750209e+02  2.742945e-02  1.929445e-01  2.839466e-05
       238  2.380000e+02  3.502525e-02  3.219959e+01  3.199734e+00  3.085902e-01  1.750331e+02  2.749805e-02  1.947328e-01  2.865783e-05
       241  2.410000e+02  3.546674e-02  3.177294e+01  3.157338e+00  3.086116e-01  1.750453e+02  2.756624e-02  1.965219e-01  2.892113e-05
       244  2.440000e+02  3.590823e-02  3.135559e+01  3.115864e+00  3.086331e-01  1.750574e+02  2.763400e-02  1.983118e-01  2.918453e-05
       247  2.470000e+02  3.634973e-02  3.094728e+01  3.075290e+00  3.086545e-01  1.750696e+02  2.770134e-02  2.001022e-01  2.944802e-05
       250  2.500000e+02  3.679122e-02  3.054779e+01  3.035592e+00  3.086759e-01  1.750817e+02  2.776827e-02  2.018930e-01  2.971156e-05
       253  2.530000e+02  3.723272e-02  3.015688e+01  2.996747e+00  3.086973e-01  1.750939e+02  2.783479e-02  2.036840e-01  2.997514e-05
       256  2.560000e+02  3.767421e-02  2.977434e+01  2.958733e+00  3.087187e-01  1.751060e+02  2.790090e-02  2.054752e-01  3.023874e-05
       259  2.590000e+02  3.811571e-02  2.939996e+01  2.921530e+00  3.087401e-01  1.751181e+02  2.796661e-02  2.072663e-01  3.050232e-05
       262  2.620000e+02  3.855720e-02  2.903352e+01  2.885116e+00  3.087614e-01  1.751302e+02  2.803191e-02  2.090572e-01  3.076588e-05
       265  2.650000e+02  3.899870e-02  2.867482e+01  2.849472e+00  3.087827e-01  1.751423e+02  2.809682e-02  2.108477e-01  3.102939e-05
       268  2.680000e+02  3.944019e-02  2.832367e+01  2.814577e+00  3.088041e-01  1.751544e+02  2.816132e-02  2.126378e-01  3.129282e-05
       271  2.710000e+02  3.988169e-02  2.797986e+01  2.780412e+00  3.088254e-01  1.751665e+02  2.822543e-02  2.144273e-01  3.155617e-05
       274  2.740000e+02  4.032318e-02  2.764323e+01  2.746960e+00  3.088467e-01  1.751786e+02  2.828916e-02  2.162160e-01  3.181941e-05
       277  2.770000e+02  4.076468e-02  2.731357e+01  2.714201e+00  3.088680e-01  1.751906e+02  2.835249e-02  2.180039e-01  3.208252e-05
       280  2.800000e+02  4.120617e-02  2.699071e+01  2.682118e+00  3.088892e-01  1.752027e+02  2.841544e-02  2.197908e-01  3.234549e-05
       283  2.830000e+02  4.164767e-02  2.667449e+01  2.650695e+00  3.089105e-01  1.752148e+02  2.847801e-02  2.215765e-01  3.260829e-05
       286  2.860000e+02  4.208916e-02  2.636474e+01  2.619914e+00  3.089317e-01  1.752268e+02  2.854020e-02  2.233611e-01  3.287091e-05
       289  2.890000e+02  4.253065e-02  2.606128e+01  2.589759e+00  3.089529e-01  1.752388e+02  2.860201e-02  2.251443e-01  3.313333e-05
       292  2.920000e+02  4.297215e-02  2.576397e+01  2.560214e+00  3.089741e-01  1.752509e+02  2.866345e-02  2.269260e-01  3.339554e-05
       295  2.950000e+02  4.341364e-02  2.547264e+01  2.531265e+00  3.089953e-01  1.752629e+02  2.872451e-02  2.287062e-01  3.365752e-05
       298  2.980000e+02  4.385514e-02  2.518715e+01  2.502895e+00  3.090165e-01  1.752749e+02  2.878521e-02  2.304847e-01  3.391926e-05
       301  3.010000e+02  4.429663e-02  2.490736e+01  2.475092e+00  3.090377e-01  1.752869e+02  2.884555e-02  2.322615e-01  3.418074e-05
       304  3.040000e+02  4.473813e-02  2.463311e+01  2.447839e+00  3.090588e-01  1.752989e+02  2.890552e-02  2.340364e-01  3.444194e-05
       307  3.070000e+02  4.517962e-02  2.436428e+01  2.421125e+00  3.090799e-01  1.753109e+02  2.896513e-02  2.358093e-01  3.470285e-05
       310  3.100000e+02  4.562112e-02  2.410073e+01  2.394935e+00  3.091011e-01  1.753229e+02  2.902439e-02  2.375802e-01  3.496347e-05
       313  3.130000e+02  4.606261e-02  2.384232e+01  2.369256e+00  3.091222e-01  1.753348e+02  2.908329e-02  2.393490e-01  3.522377e-05
       316  3.160000e+02  4.650411e-02  2.358893e+01  2.344076e+00  3.091432e-01  1.753468e+02  2.914184e-02  2.411155e-01  3.548374e-05
       319  3.190000e+02  4.694560e-02  2.334043e+01  2.319383e+00  3.091643e-01  1.753587e+02  2.920004e-02  2.428798e-01  3.574337e-05
       322  3.220000e+02  4.738710e-02  2.309672e+01  2.295165e+00  3.091854e-01  1.753707e+02  2.925790e-02  2.446416e-01  3.600266e-05
       325  3.250000e+02  4.782859e-02  2.285766e+01  2.271409e+00  3.092064e-01  1.753826e+02  2.931542e-02  2.464010e-01  3.626158e-05
       328  3.280000e+02  4.827009e-02  2.262314e+01  2.248105e+00  3.092275e-01  1.753946e+02  2.937259e-02  2.481579e-01  3.652012e-05
       331  3.310000e+02  4.871158e-02  2.239306e+01  2.225241e+00  3.092485e-01  1.754065e+02  2.942943e-02  2.499121e-01  3.677829e-05
       334  3.340000e+02  4.915308e-02  2.216731e+01  2.202808e+00  3.092695e-01  1.754184e+02  2.948593e-02  2.516637e-01  3.703606e-05
       338  3.380000e+02  4.974173e-02  2.187286e+01  2.173547e+00  3.092974e-01  1.754343e+02  2.956074e-02  2.539948e-01  3.737912e-05
       342  3.420000e+02  5.033039e-02  2.158567e+01  2.145009e+00  3.093254e-01  1.754501e+02  2.963498e-02  2.563209e-01  3.772144e-05
       346  3.460000e+02  5.091905e-02  2.130552e+01  2.117170e+00  3.093533e-01  1.754659e+02  2.970863e-02  2.586419e-01  3.806301e-05
       350  3.500000e+02  5.150771e-02  2.103218e+01  2.090007e+00  3.093812e-01  1.754818e+02  2.978171e-02  2.609575e-01  3.840379e-05
       354  3.540000e+02  5.209637e-02  2.076543e+01  2.063500e+00  3.094091e-01  1.754976e+02  2.985423e-02  2.632677e-01  3.874377e-05
       358  3.580000e+02  5.268503e-02  2.050508e+01  2.037628e+00  3.094369e-01  1.755134e+02  2.992618e-02  2.655723e-01  3.908293e-05
       362  3.620000e+02  5.327369e-02  2.025091e+01  2.012371e+00  3.094648e-01  1.755292e+02  2.999758e-02  2.678713e-01  3.942125e-05
       366  3.660000e+02  5.386235e-02  2.000274e+01  1.987710e+00  3.094925e-01  1.755449e+02  3.006843e-02  2.701645e-01  3.975872e-05
       370  3.700000e+02  5.445101e-02  1.976038e+01  1.963627e+00  3.095203e-01  1.755607e+02  3.013873e-02  2.724517e-01  4.009533e-05
       374  3.740000e+02  5.503967e-02  1.952365e+01  1.940103e+00  3.095481e-01  1.755764e+02  3.020850e-02  2.747330e-01  4.043105e-05
       378  3.780000e+02  5.562833e-02  1.929239e+01  1.917121e+00  3.095758e-01  1.755921e+02  3.027773e-02  2.770082e-01  4.076588e-05
       382  3.820000e+02  5.621699e-02  1.906641e+01  1.894666e+00  3.096035e-01  1.756078e+02  3.034644e-02  2.792772e-01  4.109980e-05
       386  3.860000e+02  5.680565e-02  1.884557e+01  1.872720e+00  3.096311e-01  1.756235e+02  3.041462e-02  2.815399e-01  4.143279e-05
       390  3.900000e+02  5.739431e-02  1.862971e+01  1.851269e+00  3.096588e-01  1.756392e+02  3.048229e-02  2.837963e-01  4.176486e-05
       394  3.940000e+02  5.798297e-02  1.841867e+01  1.830298e+00  3.096864e-01  1.756549e+02  3.054944e-02  2.860464e-01  4.209598e-05
       398  3.980000e+02  5.857163e-02  1.821232e+01  1.809792e+00  3.097140e-01  1.756705e+02  3.061609e-02  2.882899e-01  4.242615e-05
       402  4.020000e+02  5.916029e-02  1.801051e+01  1.789738e+00  3.097415e-01  1.756861e+02  3.068224e-02  2.905269e-01  4.275536e-05
       406  4.060000e+02  5.974895e-02  1.781311e+01  1.770123e+00  3.097690e-01  1.757017e+02  3.074789e-02  2.927573e-01  4.308360e-05
       410  4.100000e+02  6.033761e-02  1.761999e+01  1.750932e+00  3.097966e-01  1.757174e+02  3.081305e-02  2.949810e-01  4.341086e-05
       414  4.140000e+02  6.092627e-02  1.743103e+01  1.732155e+00  3.098240e-01  1.757329e+02  3.087773e-02  2.971981e-01  4.373713e-05
       418  4.180000e+02  6.151493e-02  1.724611e+01  1.713779e+00  3.098515e-01  1.757485e+02  3.094192e-02  2.994084e-01  4.406240e-05
       422  4.220000e+02  6.210359e-02  1.706511e+01  1.695792e+00  3.098789e-01  1.757641e+02  3.100564e-02  3.016119e-01  4.438668e-05
       426  4.260000e+02  6.269225e-02  1.688791e+01  1.678183e+00  3.099063e-01  1.757796e+02  3.106888e-02  3.038085e-01  4.470995e-05
       430  4.300000e+02  6.328091e-02  1.671441e+01  1.660942e+00  3.099337e-01  1.757951e+02  3.113166e-02  3.059983e-01  4.503221e-05
       434  4.340000e+02  6.386956e-02  1.654450e+01  1.644059e+00  3.099611e-01  1.758107e+02  3.119398e-02  3.081812e-01  4.535345e-05
       438  4.380000e+02  6.445822e-02  1.637809e+01  1.627522e+00  3.099884e-01  1.758262e+02  3.125583e-02  3.103571e-01  4.567367e-05
       443  4.430000e+02  6.519405e-02  1.617483e+01  1.607324e+00  3.100225e-01  1.758455e+02  3.133251e-02  3.130672e-01  4.607250e-05
       448  4.480000e+02  6.592987e-02  1.597670e+01  1.587635e+00  3.100566e-01  1.758648e+02  3.140850e-02  3.157664e-01  4.646972e-05
       453  4.530000e+02  6.666570e-02  1.578351e+01  1.568437e+00  3.100906e-01  1.758842e+02  3.148379e-02  3.184545e-01  4.686532e-05
       458  4.580000e+02  6.740152e-02  1.559510e+01  1.549714e+00  3.101246e-01  1.759034e+02  3.155839e-02  3.211316e-01  4.725930e-05
       463  4.630000e+02  6.813735e-02  1.541130e+01  1.531450e+00  3.101586e-01  1.759227e+02  3.163232e-02  3.237977e-01  4.765165e-05
       468  4.680000e+02  6.887317e-02  1.523196e+01  1.513628e+00  3.101925e-01  1.759420e+02  3.170558e-02  3.264526e-01  4.804237e-05
       473  4.730000e+02  6.960900e-02  1.505693e+01  1.496235e+00  3.102264e-01  1.759612e+02  3.177819e-02  3.290964e-01  4.843144e-05
       478  4.780000e+02  7.034482e-02  1.488606e+01  1.479257e+00  3.102603e-01  1.759804e+02  3.185013e-02  3.317291e-01  4.881888e-05
       483  4.830000e+02  7.108064e-02  1.471923e+01  1.462678e+00  3.102941e-01  1.759995e+02  3.192144e-02  3.343506e-01  4.920467e-05
       488  4.880000e+02  7.181647e-02  1.455630e+01  1.446487e+00  3.103278e-01  1.760187e+02  3.199210e-02  3.369609e-01  4.958882e-05
       493  4.930000e+02  7.255229e-02  1.439715e+01  1.430672e+00  3.103616e-01  1.760378e+02  3.206214e-02  3.395600e-01  4.997132e-05
       498  4.980000e+02  7.328812e-02  1.424164e+01  1.415219e+00  3.103953e-01  1.760569e+02  3.213155e-02  3.421479e-01  5.035217e-05
       503  5.030000e+02  7.402394e-02  1.408967e+01  1.400118e+00  3.104289e-01  1.760760e+02  3.220035e-02  3.447247e-01  5.073137e-05
       508  5.080000e+02  7.475977e-02  1.394113e+01  1.385357e+00  3.104625e-01  1.760951e+02  3.226854e-02  3.472902e-01  5.110892e-05
