     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -2.274924e+00  -2.575954e+00  4.936543e-05  9.892732e+02  5.628716e-01  1.347346e-03  1.054569e-03
     1  -2.263869e+00  -2.269362e+00  5.328937e-05  9.909356e+02  5.619273e-01  1.346215e-03  1.054569e-03
     2  -2.252815e+00  -2.258307e+00  5.752323e-05  9.905835e+02  5.618780e-01  1.346753e-03  1.054803e-03
     3  -2.241754e+00  -2.247249e+00  6.209370e-05  9.902130e+02  5.618260e-01  1.347319e-03  1.055049e-03
     4  -2.230696e+00  -2.236190e+00  6.702432e-05  9.898231e+02  5.617713e-01  1.347915e-03  1.055308e-03
     5  -2.219628e+00  -2.225127e+00  7.234881e-05  9.894129e+02  5.617138e-01  1.348543e-03  1.055581e-03
     6  -2.208567e+00  -2.214062e+00  7.809033e-05  9.889812e+02  5.616532e-01  1.349205e-03  1.055868e-03
     7  -2.197506e+00  -2.203001e+00  8.428458e-05  9.885274e+02  5.615895e-01  1.349901e-03  1.056170e-03
     8  -2.186441e+00  -2.191938e+00  9.096964e-05  9.880500e+02  5.615225e-01  1.350633e-03  1.056488e-03
     9  -2.175375e+00  -2.180873e+00  9.818356e-05  9.875477e+02  5.614519e-01  1.351405e-03  1.056823e-03
    10  -2.164305e+00  -2.169804e+00  1.059689e-04  9.870193e+02  5.613777e-01  1.352218e-03  1.057176e-03
    11  -2.153242e+00  -2.158738e+00  1.143624e-04  9.864636e+02  5.612996e-01  1.353074e-03  1.057547e-03
    12  -2.142178e+00  -2.147675e+00  1.234185e-04  9.858795e+02  5.612174e-01  1.353975e-03  1.057938e-03
    13  -2.131111e+00  -2.136609e+00  1.331900e-04  9.852651e+02  5.611310e-01  1.354923e-03  1.058349e-03
    14  -2.120048e+00  -2.125544e+00  1.437275e-04  9.846191e+02  5.610401e-01  1.355922e-03  1.058782e-03
    15  -2.108979e+00  -2.114478e+00  1.550994e-04  9.839398e+02  5.609444e-01  1.356974e-03  1.059238e-03
    16  -2.097916e+00  -2.103413e+00  1.673596e-04  9.832256e+02  5.608438e-01  1.358082e-03  1.059718e-03
