     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -1.855948e+00  -2.156978e+00  4.936543e-05  5.475049e+01  1.826823e-02  1.351337e-01  2.488259e-02
     1  -1.842216e+00  -1.849028e+00  5.328937e-05  4.373852e+01  2.286759e-02  1.511909e-01  2.488259e-02
     2  -1.828506e+00  -1.835307e+00  5.752323e-05  4.299310e+01  2.314599e-02  1.528845e-01  2.494598e-02
     3  -1.814804e+00  -1.821601e+00  6.209370e-05  4.224230e+01  2.343397e-02  1.546427e-01  2.501157e-02
     4  -1.801111e+00  -1.807903e+00  6.702432e-05  4.148655e+01  2.373184e-02  1.564685e-01  2.507947e-02
     5  -1.787408e+00  -1.794205e+00  7.234881e-05  4.072613e+01  2.403999e-02  1.583652e-01  2.514977e-02
     6  -1.773709e+00  -1.780505e+00  7.809033e-05  3.996165e+01  2.435864e-02  1.603356e-01  2.522258e-02
     7  -1.760002e+00  -1.766802e+00  8.428458e-05  3.919397e+01  2.468798e-02  1.623820e-01  2.529795e-02
     8  -1.746276e+00  -1.753085e+00  9.096964e-05  3.842329e+01  2.502844e-02  1.645086e-01  2.537602e-02
     9  -1.732528e+00  -1.739347e+00  9.818356e-05  3.765010e+01  2.538036e-02  1.667190e-01  2.545692e-02
    10  -1.718753e+00  -1.725586e+00  1.059689e-04  3.687501e+01  2.574402e-02  1.690167e-01  2.554074e-02
    11  -1.704961e+00  -1.711802e+00  1.143624e-04  3.609901e+01  2.611953e-02  1.714044e-01  2.562757e-02
    12  -1.691136e+00  -1.697993e+00  1.234185e-04  3.532285e+01  2.650711e-02  1.738854e-01  2.571750e-02
    13  -1.677275e+00  -1.684151e+00  1.331900e-04  3.454685e+01  2.690717e-02  1.764645e-01  2.581068e-02
    14  -1.663383e+00  -1.670273e+00  1.437275e-04  3.377192e+01  2.731985e-02  1.791452e-01  2.590722e-02
    15  -1.649445e+00  -1.656358e+00  1.550994e-04  3.299867e+01  2.774540e-02  1.819316e-01  2.600723e-02
    16  -1.635473e+00  -1.642403e+00  1.673596e-04  3.222790e+01  2.818398e-02  1.848276e-01  2.611083e-02
    17  -1.621461e+00  -1.628410e+00  1.805806e-04  3.146057e+01  2.863562e-02  1.878365e-01  2.621810e-02
    18  -1.607400e+00  -1.614373e+00  1.948435e-04  3.069713e+01  2.910064e-02  1.909638e-01  2.632920e-02
    19  -1.593297e+00  -1.600291e+00  2.102204e-04  2.993833e+01  2.957913e-02  1.942137e-01  2.644425e-02
