     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -2.495914e+00  -2.796944e+00  4.936543e-05  4.552879e+03  7.897343e-01  2.471573e-04  4.150058e-04
     1  -2.484865e+00  -2.490354e+00  5.328937e-05  4.562934e+03  7.879940e-01  2.468848e-04  4.150058e-04
     2  -2.473815e+00  -2.479305e+00  5.752323e-05  4.561063e+03  7.879031e-01  2.470003e-04  4.151149e-04
     3  -2.462758e+00  -2.468251e+00  6.209370e-05  4.559094e+03  7.878074e-01  2.471220e-04  4.152297e-04
     4  -2.451702e+00  -2.457195e+00  6.702432e-05  4.557022e+03  7.877066e-01  2.472502e-04  4.153507e-04
     5  -2.440636e+00  -2.446134e+00  7.234881e-05  4.554842e+03  7.876006e-01  2.473852e-04  4.154780e-04
     6  -2.429576e+00  -2.435071e+00  7.809033e-05  4.552548e+03  7.874890e-01  2.475274e-04  4.156122e-04
     7  -2.418515e+00  -2.424010e+00  8.428458e-05  4.550136e+03  7.873716e-01  2.476771e-04  4.157533e-04
     8  -2.407450e+00  -2.412948e+00  9.096964e-05  4.547598e+03  7.872480e-01  2.478347e-04  4.159019e-04
     9  -2.396382e+00  -2.401881e+00  9.818356e-05  4.544928e+03  7.871179e-01  2.480008e-04  4.160584e-04
    10  -2.385310e+00  -2.390811e+00  1.059689e-04  4.542119e+03  7.869811e-01  2.481757e-04  4.162233e-04
    11  -2.374244e+00  -2.379742e+00  1.143624e-04  4.539166e+03  7.868371e-01  2.483599e-04  4.163967e-04
    12  -2.363176e+00  -2.368675e+00  1.234185e-04  4.536060e+03  7.866856e-01  2.485539e-04  4.165793e-04
    13  -2.352105e+00  -2.357605e+00  1.331900e-04  4.532794e+03  7.865263e-01  2.487582e-04  4.167716e-04
    14  -2.341037e+00  -2.346536e+00  1.437275e-04  4.529360e+03  7.863586e-01  2.489733e-04  4.169740e-04
    15  -2.329962e+00  -2.335464e+00  1.550994e-04  4.525749e+03  7.861822e-01  2.491999e-04  4.171871e-04
