     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -3.241623e+00  -3.542653e+00  4.936543e-05  7.859810e+05  1.956958e+00  9.094885e-07  2.006509e-05
     1  -3.230610e+00  -3.236081e+00  5.328937e-05  7.903939e+05  1.946032e+00  9.069461e-07  2.006509e-05
     2  -3.219588e+00  -3.225064e+00  5.752323e-05  7.896917e+05  1.945462e+00  9.078854e-07  2.007694e-05
     3  -3.208552e+00  -3.214035e+00  6.209370e-05  7.889525e+05  1.944862e+00  9.088763e-07  2.008945e-05
     4  -3.197510e+00  -3.202996e+00  6.702432e-05  7.881742e+05  1.944230e+00  9.099216e-07  2.010263e-05
     5  -3.186451e+00  -3.191945e+00  7.234881e-05  7.873550e+05  1.943564e+00  9.110244e-07  2.011653e-05
     6  -3.175390e+00  -3.180885e+00  7.809033e-05  7.864927e+05  1.942863e+00  9.121878e-07  2.013119e-05
     7  -3.164323e+00  -3.169821e+00  8.428458e-05  7.855858e+05  1.942124e+00  9.134143e-07  2.014663e-05
     8  -3.153245e+00  -3.158748e+00  9.096964e-05  7.846316e+05  1.941347e+00  9.147082e-07  2.016291e-05
     9  -3.142157e+00  -3.147665e+00  9.818356e-05  7.836275e+05  1.940529e+00  9.160734e-07  2.018008e-05
    10  -3.131059e+00  -3.136572e+00  1.059689e-04  7.825710e+05  1.939667e+00  9.175138e-07  2.019818e-05
    11  -3.119961e+00  -3.125474e+00  1.143624e-04  7.814600e+05  1.938760e+00  9.190331e-07  2.021726e-05
    12  -3.108854e+00  -3.114372e+00  1.234185e-04  7.802920e+05  1.937806e+00  9.206355e-07  2.023737e-05
    13  -3.097738e+00  -3.103260e+00  1.331900e-04  7.790634e+05  1.936802e+00  9.223263e-07  2.025857e-05
    14  -3.086618e+00  -3.092142e+00  1.437275e-04  7.777717e+05  1.935744e+00  9.241104e-07  2.028092e-05
    15  -3.075486e+00  -3.081016e+00  1.550994e-04  7.764136e+05  1.934632e+00  9.259930e-07  2.030449e-05
    16  -3.064352e+00  -3.069884e+00  1.673596e-04  7.749858e+05  1.933461e+00  9.279798e-07  2.032933e-05
    17  -3.053214e+00  -3.058747e+00  1.805806e-04  7.734856e+05  1.932229e+00  9.300760e-07  2.035552e-05
    18  -3.042065e+00  -3.047603e+00  1.948435e-04  7.719088e+05  1.930933e+00  9.322886e-07  2.038314e-05
    19  -3.030912e+00  -3.036453e+00  2.102204e-04  7.702517e+05  1.929570e+00  9.346243e-07  2.041226e-05
    20  -3.019752e+00  -3.025296e+00  2.268022e-04  7.685108e+05  1.928136e+00  9.370898e-07  2.044297e-05
    21  -3.008583e+00  -3.014132e+00  2.446857e-04  7.666817e+05  1.926627e+00  9.396932e-07  2.047535e-05
    22  -2.997404e+00  -3.002958e+00  2.639729e-04  7.647597e+05  1.925040e+00  9.424431e-07  2.050952e-05
    23  -2.986221e+00  -2.991777e+00  2.847617e-04  7.627411e+05  1.923370e+00  9.453474e-07  2.054555e-05
    24  -2.975032e+00  -2.980591e+00  3.071688e-04  7.606216e+05  1.921614e+00  9.484147e-07  2.058355e-05
    25  -2.963834e+00  -2.969397e+00  3.313271e-04  7.583961e+05  1.919768e+00  9.516551e-07  2.062364e-05
    26  -2.952630e+00  -2.958196e+00  3.573620e-04  7.560595e+05  1.917826e+00  9.550793e-07  2.066594e-05
    27  -2.941416e+00  -2.946987e+00  3.854278e-04  7.536067e+05  1.915784e+00  9.586983e-07  2.071057e-05
    28  -2.930191e+00  -2.935767e+00  4.156808e-04  7.510319e+05  1.913636e+00  9.625248e-07  2.075768e-05
    29  -2.918958e+00  -2.924538e+00  4.482776e-04  7.483296e+05  1.911378e+00  9.665709e-07  2.080741e-05
    30  -2.907714e+00  -2.913300e+00  4.834077e-04  7.454943e+05  1.909004e+00  9.708502e-07  2.085990e-05
    31  -2.896460e+00  -2.902051e+00  5.212579e-04  7.425196e+05  1.906508e+00  9.753776e-07  2.091532e-05
    32  -2.885196e+00  -2.890792e+00  5.620357e-04  7.393994e+05  1.903884e+00  9.801685e-07  2.097384e-05
    33  -2.873921e+00  -2.879522e+00  6.059606e-04  7.361272e+05  1.901125e+00  9.852394e-07  2.103565e-05
    34  -2.862633e+00  -2.868241e+00  6.532785e-04  7.326963e+05  1.898226e+00  9.906086e-07  2.110094e-05
    35  -2.851334e+00  -2.856947e+00  7.042385e-04  7.290994e+05  1.895178e+00  9.962958e-07  2.116993e-05
    36  -2.840020e+00  -2.845640e+00  7.591240e-04  7.253294e+05  1.891974e+00  1.002322e-06  2.124284e-05
    37  -2.828691e+00  -2.834318e+00  8.182252e-04  7.213786e+05  1.888607e+00  1.008709e-06  2.131991e-05
    38  -2.817347e+00  -2.822982e+00  8.818583e-04  7.172394e+05  1.885069e+00  1.015482e-06  2.140139e-05
    39  -2.805988e+00  -2.811630e+00  9.503637e-04  7.129038e+05  1.881351e+00  1.022667e-06  2.148757e-05
    40  -2.794609e+00  -2.800261e+00  1.024119e-03  7.083632e+05  1.877444e+00  1.030293e-06  2.157875e-05
    41  -2.783213e+00  -2.788873e+00  1.103493e-03  7.036093e+05  1.873338e+00  1.038390e-06  2.167524e-05
    42  -2.771797e+00  -2.777467e+00  1.188917e-03  6.986337e+05  1.869025e+00  1.046991e-06  2.177737e-05
    43  -2.760361e+00  -2.766041e+00  1.280828e-03  6.934273e+05  1.864493e+00  1.056133e-06  2.188552e-05
    44  -2.748901e+00  -2.754593e+00  1.379723e-03  6.879809e+05  1.859732e+00  1.065856e-06  2.200008e-05
    45  -2.737419e+00  -2.743122e+00  1.486103e-03  6.822849e+05  1.854732e+00  1.076202e-06  2.212149e-05
    46  -2.725910e+00  -2.731626e+00  1.600525e-03  6.763301e+05  1.849479e+00  1.087218e-06  2.225019e-05
    47  -2.714375e+00  -2.720104e+00  1.723575e-03  6.701064e+05  1.843961e+00  1.098956e-06  2.238669e-05
    48  -2.702810e+00  -2.708554e+00  1.855885e-03  6.636040e+05  1.838167e+00  1.111472e-06  2.253153e-05
    49  -2.691215e+00  -2.696974e+00  1.998123e-03  6.568130e+05  1.832082e+00  1.124827e-06  2.268530e-05
    50  -2.679586e+00  -2.685362e+00  2.151017e-03  6.497231e+05  1.825691e+00  1.139090e-06  2.284862e-05
