     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -1.984870e+00  -2.285900e+00  4.936543e-05  1.333992e+02  3.377567e-01  1.289866e-02  3.707312e-03
     1  -1.973810e+00  -1.979305e+00  5.328937e-05  1.335585e+02  3.373538e-01  1.289097e-02  3.707312e-03
     2  -1.962751e+00  -1.968245e+00  5.752323e-05  1.335163e+02  3.373328e-01  1.289545e-02  3.708014e-03
     3  -1.951687e+00  -1.957184e+00  6.209370e-05  1.334718e+02  3.373106e-01  1.290017e-02  3.708753e-03
     4  -1.940625e+00  -1.946121e+00  6.702432e-05  1.334251e+02  3.372873e-01  1.290514e-02  3.709531e-03
     5  -1.929555e+00  -1.935055e+00  7.234881e-05  1.333759e+02  3.372627e-01  1.291037e-02  3.710351e-03
     6  -1.918492e+00  -1.923989e+00  7.809033e-05  1.333241e+02  3.372369e-01  1.291587e-02  3.711213e-03
     7  -1.907431e+00  -1.912926e+00  8.428458e-05  1.332697e+02  3.372097e-01  1.292167e-02  3.712120e-03
     8  -1.896366e+00  -1.901863e+00  9.096964e-05  1.332124e+02  3.371811e-01  1.292777e-02  3.713075e-03
     9  -1.885300e+00  -1.890798e+00  9.818356e-05  1.331522e+02  3.371511e-01  1.293420e-02  3.714081e-03
    10  -1.874231e+00  -1.879730e+00  1.059689e-04  1.330888e+02  3.371194e-01  1.294096e-02  3.715139e-03
    11  -1.863170e+00  -1.868665e+00  1.143624e-04  1.330222e+02  3.370861e-01  1.294808e-02  3.716253e-03
    12  -1.852108e+00  -1.857603e+00  1.234185e-04  1.329521e+02  3.370510e-01  1.295558e-02  3.717425e-03
    13  -1.841044e+00  -1.846540e+00  1.331900e-04  1.328785e+02  3.370142e-01  1.296347e-02  3.718659e-03
    14  -1.829984e+00  -1.835478e+00  1.437275e-04  1.328010e+02  3.369754e-01  1.297178e-02  3.719957e-03
    15  -1.818919e+00  -1.824416e+00  1.550994e-04  1.327196e+02  3.369346e-01  1.298052e-02  3.721324e-03
    16  -1.807861e+00  -1.813355e+00  1.673596e-04  1.326339e+02  3.368917e-01  1.298973e-02  3.722762e-03
    17  -1.796805e+00  -1.802298e+00  1.805806e-04  1.325440e+02  3.368466e-01  1.299942e-02  3.724275e-03
    18  -1.785747e+00  -1.791241e+00  1.948435e-04  1.324494e+02  3.367991e-01  1.300962e-02  3.725867e-03
    19  -1.774694e+00  -1.780186e+00  2.102204e-04  1.323499e+02  3.367492e-01  1.302036e-02  3.727543e-03
    20  -1.763642e+00  -1.769133e+00  2.268022e-04  1.322454e+02  3.366967e-01  1.303167e-02  3.729306e-03
    21  -1.752590e+00  -1.758081e+00  2.446857e-04  1.321356e+02  3.366415e-01  1.304357e-02  3.731161e-03
    22  -1.741537e+00  -1.747028e+00  2.639729e-04  1.320201e+02  3.365835e-01  1.305610e-02  3.733114e-03
    23  -1.730488e+00  -1.735977e+00  2.847617e-04  1.318988e+02  3.365224e-01  1.306929e-02  3.735169e-03
    24  -1.719444e+00  -1.724931e+00  3.071688e-04  1.317714e+02  3.364583e-01  1.308318e-02  3.737331e-03
    25  -1.708399e+00  -1.713886e+00  3.313271e-04  1.316375e+02  3.363908e-01  1.309780e-02  3.739606e-03
    26  -1.697360e+00  -1.702845e+00  3.573620e-04  1.314969e+02  3.363199e-01  1.311319e-02  3.742000e-03
    27  -1.686320e+00  -1.691805e+00  3.854278e-04  1.313492e+02  3.362453e-01  1.312939e-02  3.744518e-03
    28  -1.675281e+00  -1.680766e+00  4.156808e-04  1.311940e+02  3.361669e-01  1.314645e-02  3.747169e-03
    29  -1.664246e+00  -1.669729e+00  4.482776e-04  1.310311e+02  3.360844e-01  1.316441e-02  3.749958e-03
    30  -1.653212e+00  -1.658694e+00  4.834077e-04  1.308600e+02  3.359978e-01  1.318332e-02  3.752892e-03
    31  -1.642181e+00  -1.647661e+00  5.212579e-04  1.306803e+02  3.359068e-01  1.320324e-02  3.755980e-03
    32  -1.631152e+00  -1.636631e+00  5.620357e-04  1.304917e+02  3.358110e-01  1.322420e-02  3.759229e-03
    33  -1.620127e+00  -1.625605e+00  6.059606e-04  1.302938e+02  3.357105e-01  1.324628e-02  3.762647e-03
    34  -1.609103e+00  -1.614580e+00  6.532785e-04  1.300860e+02  3.356048e-01  1.326953e-02  3.766244e-03
    35  -1.598083e+00  -1.603558e+00  7.042385e-04  1.298679e+02  3.354937e-01  1.329401e-02  3.770029e-03
    36  -1.587065e+00  -1.592539e+00  7.591240e-04  1.296391e+02  3.353770e-01  1.331979e-02  3.774011e-03
    37  -1.576049e+00  -1.581522e+00  8.182252e-04  1.293990e+02  3.352544e-01  1.334694e-02  3.778201e-03
    38  -1.565036e+00  -1.570508e+00  8.818583e-04  1.291472e+02  3.351256e-01  1.337554e-02  3.782610e-03
    39  -1.554026e+00  -1.559496e+00  9.503637e-04  1.288830e+02  3.349903e-01  1.340566e-02  3.787248e-03
    40  -1.543016e+00  -1.548486e+00  1.024119e-03  1.286060e+02  3.348481e-01  1.343739e-02  3.792130e-03
    41  -1.532010e+00  -1.537478e+00  1.103493e-03  1.283155e+02  3.346988e-01  1.347081e-02  3.797266e-03
    42  -1.521007e+00  -1.526474e+00  1.188917e-03  1.280110e+02  3.345420e-01  1.350602e-02  3.802671e-03
    43  -1.510006e+00  -1.515472e+00  1.280828e-03  1.276918e+02  3.343773e-01  1.354311e-02  3.808358e-03
    44  -1.499007e+00  -1.504472e+00  1.379723e-03  1.273574e+02  3.342044e-01  1.358219e-02  3.814343e-03
    45  -1.488011e+00  -1.493475e+00  1.486103e-03  1.270069e+02  3.340228e-01  1.362338e-02  3.820640e-03
