     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -2.537332e+00  -2.838362e+00  4.936543e-05  6.060925e+03  8.373679e-01  1.803030e-04  3.493093e-04
     1  -2.526284e+00  -2.531773e+00  5.328937e-05  6.075015e+03  8.354258e-01  1.800938e-04  3.493093e-04
     2  -2.515235e+00  -2.520724e+00  5.752323e-05  6.072441e+03  8.353244e-01  1.801811e-04  3.494045e-04
     3  -2.504179e+00  -2.509672e+00  6.209370e-05  6.069732e+03  8.352176e-01  1.802730e-04  3.495048e-04
     4  -2.493124e+00  -2.498616e+00  6.702432e-05  6.066882e+03  8.351052e-01  1.803698e-04  3.496104e-04
     5  -2.482058e+00  -2.487555e+00  7.234881e-05  6.063882e+03  8.349868e-01  1.804718e-04  3.497217e-04
     6  -2.470998e+00  -2.476493e+00  7.809033e-05  6.060726e+03  8.348623e-01  1.805793e-04  3.498388e-04
     7  -2.459937e+00  -2.465432e+00  8.428458e-05  6.057408e+03  8.347313e-01  1.806924e-04  3.499621e-04
     8  -2.448872e+00  -2.454369e+00  9.096964e-05  6.053916e+03  8.345934e-01  1.808115e-04  3.500919e-04
     9  -2.437803e+00  -2.443302e+00  9.818356e-05  6.050243e+03  8.344482e-01  1.809370e-04  3.502286e-04
    10  -2.426730e+00  -2.432231e+00  1.059689e-04  6.046378e+03  8.342955e-01  1.810693e-04  3.503726e-04
    11  -2.415664e+00  -2.421162e+00  1.143624e-04  6.042315e+03  8.341348e-01  1.812085e-04  3.505242e-04
    12  -2.404595e+00  -2.410094e+00  1.234185e-04  6.038042e+03  8.339658e-01  1.813551e-04  3.506837e-04
    13  -2.393522e+00  -2.399023e+00  1.331900e-04  6.033549e+03  8.337879e-01  1.815095e-04  3.508517e-04
    14  -2.382452e+00  -2.387952e+00  1.437275e-04  6.028824e+03  8.336008e-01  1.816721e-04  3.510285e-04
    15  -2.371376e+00  -2.376879e+00  1.550994e-04  6.023856e+03  8.334039e-01  1.818435e-04  3.512147e-04
    16  -2.360305e+00  -2.365806e+00  1.673596e-04  6.018632e+03  8.331968e-01  1.820239e-04  3.514108e-04
    17  -2.349235e+00  -2.354735e+00  1.805806e-04  6.013142e+03  8.329791e-01  1.822139e-04  3.516171e-04
