     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -2.592572e+00  -2.893602e+00  4.936543e-05  8.876859e+03  9.035379e-01  1.185134e-04  2.778657e-04
     1  -2.581526e+00  -2.587014e+00  5.328937e-05  8.898947e+03  9.012953e-01  1.183662e-04  2.778657e-04
     2  -2.570478e+00  -2.575967e+00  5.752323e-05  8.894998e+03  9.011782e-01  1.184265e-04  2.779454e-04
     3  -2.559423e+00  -2.564915e+00  6.209370e-05  8.890842e+03  9.010549e-01  1.184899e-04  2.780294e-04
     4  -2.548369e+00  -2.553861e+00  6.702432e-05  8.886469e+03  9.009251e-01  1.185568e-04  2.781178e-04
     5  -2.537303e+00  -2.542801e+00  7.234881e-05  8.881866e+03  9.007884e-01  1.186272e-04  2.782110e-04
     6  -2.526243e+00  -2.531738e+00  7.809033e-05  8.877024e+03  9.006446e-01  1.187014e-04  2.783091e-04
     7  -2.515182e+00  -2.520678e+00  8.428458e-05  8.871931e+03  9.004933e-01  1.187795e-04  2.784123e-04
     8  -2.504117e+00  -2.509614e+00  9.096964e-05  8.866574e+03  9.003340e-01  1.188618e-04  2.785210e-04
     9  -2.493048e+00  -2.498547e+00  9.818356e-05  8.860937e+03  9.001664e-01  1.189485e-04  2.786355e-04
    10  -2.481974e+00  -2.487475e+00  1.059689e-04  8.855008e+03  8.999900e-01  1.190398e-04  2.787561e-04
    11  -2.470906e+00  -2.476405e+00  1.143624e-04  8.848772e+03  8.998044e-01  1.191360e-04  2.788831e-04
    12  -2.459835e+00  -2.465335e+00  1.234185e-04  8.842216e+03  8.996092e-01  1.192372e-04  2.790167e-04
    13  -2.448761e+00  -2.454263e+00  1.331900e-04  8.835321e+03  8.994038e-01  1.193439e-04  2.791575e-04
    14  -2.437689e+00  -2.443190e+00  1.437275e-04  8.828071e+03  8.991877e-01  1.194563e-04  2.793056e-04
    15  -2.426611e+00  -2.432115e+00  1.550994e-04  8.820447e+03  8.989603e-01  1.195747e-04  2.794616e-04
    16  -2.415537e+00  -2.421039e+00  1.673596e-04  8.812431e+03  8.987211e-01  1.196993e-04  2.796259e-04
    17  -2.404464e+00  -2.409965e+00  1.805806e-04  8.804007e+03  8.984696e-01  1.198307e-04  2.797988e-04
    18  -2.393387e+00  -2.398890e+00  1.948435e-04  8.795151e+03  8.982051e-01  1.199690e-04  2.799809e-04
    19  -2.382313e+00  -2.387815e+00  2.102204e-04  8.785842e+03  8.979268e-01  1.201147e-04  2.801726e-04
    20  -2.371238e+00  -2.376740e+00  2.268022e-04  8.776060e+03  8.976342e-01  1.202682e-04  2.803744e-04
    21  -2.360161e+00  -2.365664e+00  2.446857e-04  8.765778e+03  8.973264e-01  1.204299e-04  2.805868e-04
    22  -2.349080e+00  -2.354585e+00  2.639729e-04  8.754972e+03  8.970026e-01  1.206003e-04  2.808106e-04
    23  -2.338003e+00  -2.343506e+00  2.847617e-04  8.743617e+03  8.966622e-01  1.207798e-04  2.810462e-04
    24  -2.326927e+00  -2.332430e+00  3.071688e-04  8.731689e+03  8.963043e-01  1.209690e-04  2.812943e-04
    25  -2.315850e+00  -2.321353e+00  3.313271e-04  8.719160e+03  8.959280e-01  1.211682e-04  2.815554e-04
    26  -2.304775e+00  -2.310277e+00  3.573620e-04  8.705999e+03  8.955324e-01  1.213782e-04  2.818304e-04
    27  -2.293697e+00  -2.299201e+00  3.854278e-04  8.692176e+03  8.951164e-01  1.215995e-04  2.821199e-04
    28  -2.282618e+00  -2.288122e+00  4.156808e-04  8.677656e+03  8.946791e-01  1.218327e-04  2.824248e-04
    29  -2.271540e+00  -2.277044e+00  4.482776e-04  8.662409e+03  8.942194e-01  1.220785e-04  2.827459e-04
    30  -2.260461e+00  -2.265965e+00  4.834077e-04  8.646400e+03  8.937361e-01  1.223376e-04  2.830841e-04
    31  -2.249381e+00  -2.254886e+00  5.212579e-04  8.629592e+03  8.932281e-01  1.226107e-04  2.834402e-04
