     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -2.459317e+00  -2.760347e+00  4.936543e-05  3.535856e+03  7.507329e-01  3.264094e-04  4.830007e-04
     1  -2.448267e+00  -2.453757e+00  5.328937e-05  3.543328e+03  7.491499e-01  3.260651e-04  4.830007e-04
     2  -2.437216e+00  -2.442706e+00  5.752323e-05  3.541918e+03  7.490673e-01  3.262128e-04  4.831234e-04
     3  -2.426159e+00  -2.431652e+00  6.209370e-05  3.540435e+03  7.489803e-01  3.263684e-04  4.832526e-04
     4  -2.415102e+00  -2.420595e+00  6.702432e-05  3.538875e+03  7.488887e-01  3.265323e-04  4.833887e-04
     5  -2.404036e+00  -2.409534e+00  7.234881e-05  3.537233e+03  7.487923e-01  3.267049e-04  4.835320e-04
     6  -2.392976e+00  -2.398471e+00  7.809033e-05  3.535505e+03  7.486908e-01  3.268867e-04  4.836829e-04
     7  -2.381915e+00  -2.387410e+00  8.428458e-05  3.533688e+03  7.485841e-01  3.270781e-04  4.838418e-04
     8  -2.370850e+00  -2.376348e+00  9.096964e-05  3.531777e+03  7.484717e-01  3.272797e-04  4.840090e-04
     9  -2.359783e+00  -2.365281e+00  9.818356e-05  3.529766e+03  7.483535e-01  3.274920e-04  4.841851e-04
    10  -2.348711e+00  -2.354212e+00  1.059689e-04  3.527651e+03  7.482291e-01  3.277156e-04  4.843705e-04
    11  -2.337646e+00  -2.343144e+00  1.143624e-04  3.525426e+03  7.480982e-01  3.279511e-04  4.845656e-04
    12  -2.326579e+00  -2.332078e+00  1.234185e-04  3.523088e+03  7.479605e-01  3.281990e-04  4.847711e-04
    13  -2.315509e+00  -2.321009e+00  1.331900e-04  3.520628e+03  7.478156e-01  3.284601e-04  4.849874e-04
    14  -2.304442e+00  -2.309940e+00  1.437275e-04  3.518042e+03  7.476632e-01  3.287351e-04  4.852150e-04
    15  -2.293369e+00  -2.298870e+00  1.550994e-04  3.515322e+03  7.475029e-01  3.290247e-04  4.854548e-04
    16  -2.282301e+00  -2.287800e+00  1.673596e-04  3.512462e+03  7.473342e-01  3.293297e-04  4.857071e-04
    17  -2.271235e+00  -2.276732e+00  1.805806e-04  3.509457e+03  7.471569e-01  3.296508e-04  4.859727e-04
    18  -2.260165e+00  -2.265664e+00  1.948435e-04  3.506298e+03  7.469703e-01  3.299891e-04  4.862523e-04
    19  -2.249098e+00  -2.254596e+00  2.102204e-04  3.502977e+03  7.467741e-01  3.303453e-04  4.865467e-04
    20  -2.238032e+00  -2.243530e+00  2.268022e-04  3.499487e+03  7.465678e-01  3.307204e-04  4.868565e-04
