     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -1.907414e+00  -2.208444e+00  4.936543e-05  7.812410e+01  2.919956e-01  2.368791e-02  5.210232e-03
     1  -1.896353e+00  -1.901848e+00  5.328937e-05  7.820904e+01  2.916785e-01  2.367504e-02  5.210232e-03
     2  -1.885293e+00  -1.890787e+00  5.752323e-05  7.818483e+01  2.916619e-01  2.368305e-02  5.211187e-03
     3  -1.874228e+00  -1.879725e+00  6.209370e-05  7.815935e+01  2.916445e-01  2.369148e-02  5.212192e-03
     4  -1.863166e+00  -1.868662e+00  6.702432e-05  7.813254e+01  2.916261e-01  2.370036e-02  5.213250e-03
     5  -1.852095e+00  -1.857595e+00  7.234881e-05  7.810433e+01  2.916068e-01  2.370970e-02  5.214364e-03
     6  -1.841032e+00  -1.846528e+00  7.809033e-05  7.807465e+01  2.915865e-01  2.371954e-02  5.215537e-03
     7  -1.829970e+00  -1.835466e+00  8.428458e-05  7.804345e+01  2.915651e-01  2.372989e-02  5.216771e-03
     8  -1.818905e+00  -1.824402e+00  9.096964e-05  7.801062e+01  2.915426e-01  2.374079e-02  5.218070e-03
     9  -1.807839e+00  -1.813337e+00  9.818356e-05  7.797609e+01  2.915189e-01  2.375227e-02  5.219437e-03
    10  -1.796770e+00  -1.802269e+00  1.059689e-04  7.793977e+01  2.914940e-01  2.376436e-02  5.220876e-03
    11  -1.785709e+00  -1.791204e+00  1.143624e-04  7.790158e+01  2.914677e-01  2.377708e-02  5.222391e-03
    12  -1.774647e+00  -1.780142e+00  1.234185e-04  7.786142e+01  2.914402e-01  2.379047e-02  5.223984e-03
    13  -1.763583e+00  -1.769080e+00  1.331900e-04  7.781919e+01  2.914112e-01  2.380456e-02  5.225662e-03
    14  -1.752524e+00  -1.758018e+00  1.437275e-04  7.777479e+01  2.913806e-01  2.381940e-02  5.227427e-03
    15  -1.741460e+00  -1.746956e+00  1.550994e-04  7.772810e+01  2.913485e-01  2.383502e-02  5.229285e-03
    16  -1.730402e+00  -1.735896e+00  1.673596e-04  7.767902e+01  2.913148e-01  2.385146e-02  5.231240e-03
    17  -1.719347e+00  -1.724839e+00  1.805806e-04  7.762743e+01  2.912793e-01  2.386877e-02  5.233297e-03
    18  -1.708290e+00  -1.713784e+00  1.948435e-04  7.757320e+01  2.912419e-01  2.388699e-02  5.235461e-03
    19  -1.697238e+00  -1.702729e+00  2.102204e-04  7.751620e+01  2.912026e-01  2.390616e-02  5.237739e-03
    20  -1.686187e+00  -1.691678e+00  2.268022e-04  7.745630e+01  2.911613e-01  2.392635e-02  5.240136e-03
    21  -1.675136e+00  -1.680627e+00  2.446857e-04  7.739334e+01  2.911179e-01  2.394760e-02  5.242658e-03
    22  -1.664084e+00  -1.669575e+00  2.639729e-04  7.732716e+01  2.910722e-01  2.396997e-02  5.245312e-03
    23  -1.653037e+00  -1.658525e+00  2.847617e-04  7.725763e+01  2.910241e-01  2.399353e-02  5.248106e-03
    24  -1.641994e+00  -1.647480e+00  3.071688e-04  7.718458e+01  2.909736e-01  2.401832e-02  5.251044e-03
    25  -1.630952e+00  -1.636438e+00  3.313271e-04  7.710785e+01  2.909205e-01  2.404442e-02  5.254136e-03
    26  -1.619914e+00  -1.625398e+00  3.573620e-04  7.702724e+01  2.908647e-01  2.407189e-02  5.257389e-03
    27  -1.608876e+00  -1.614360e+00  3.854278e-04  7.694258e+01  2.908060e-01  2.410081e-02  5.260811e-03
    28  -1.597839e+00  -1.603322e+00  4.156808e-04  7.685364e+01  2.907443e-01  2.413126e-02  5.264413e-03
    29  -1.586806e+00  -1.592287e+00  4.482776e-04  7.676024e+01  2.906794e-01  2.416332e-02  5.268202e-03
    30  -1.575774e+00  -1.581255e+00  4.834077e-04  7.666216e+01  2.906112e-01  2.419707e-02  5.272190e-03
    31  -1.564745e+00  -1.570225e+00  5.212579e-04  7.655918e+01  2.905396e-01  2.423260e-02  5.276385e-03
    32  -1.553719e+00  -1.559197e+00  5.620357e-04  7.645107e+01  2.904642e-01  2.427002e-02  5.280799e-03
    33  -1.542697e+00  -1.548173e+00  6.059606e-04  7.633759e+01  2.903851e-01  2.430941e-02  5.285443e-03
    34  -1.531676e+00  -1.537152e+00  6.532785e-04  7.621849e+01  2.903019e-01  2.435088e-02  5.290329e-03
    35  -1.520659e+00  -1.526133e+00  7.042385e-04  7.609350e+01  2.902145e-01  2.439456e-02  5.295469e-03
    36  -1.509644e+00  -1.515117e+00  7.591240e-04  7.596235e+01  2.901226e-01  2.444054e-02  5.300877e-03
    37  -1.498632e+00  -1.504103e+00  8.182252e-04  7.582474e+01  2.900261e-01  2.448897e-02  5.306568e-03
    38  -1.487623e+00  -1.493092e+00  8.818583e-04  7.568039e+01  2.899247e-01  2.453997e-02  5.312555e-03
    39  -1.476616e+00  -1.482084e+00  9.503637e-04  7.552899e+01  2.898182e-01  2.459368e-02  5.318854e-03
    40  -1.465610e+00  -1.471078e+00  1.024119e-03  7.537021e+01  2.897063e-01  2.465025e-02  5.325482e-03
    41  -1.454609e+00  -1.460075e+00  1.103493e-03  7.520372e+01  2.895888e-01  2.470983e-02  5.332455e-03
    42  -1.443610e+00  -1.449075e+00  1.188917e-03  7.502918e+01  2.894654e-01  2.477259e-02  5.339792e-03
    43  -1.432614e+00  -1.438077e+00  1.280828e-03  7.484625e+01  2.893357e-01  2.483870e-02  5.347511e-03
    44  -1.421621e+00  -1.427083e+00  1.379723e-03  7.465453e+01  2.891996e-01  2.490835e-02  5.355633e-03
    45  -1.410630e+00  -1.416090e+00  1.486103e-03  7.445365e+01  2.890567e-01  2.498173e-02  5.364179e-03
    46  -1.399641e+00  -1.405101e+00  1.600525e-03  7.424321e+01  2.889066e-01  2.505904e-02  5.373171e-03
    47  -1.388655e+00  -1.394113e+00  1.723575e-03  7.402281e+01  2.887491e-01  2.514051e-02  5.382632e-03
    48  -1.377671e+00  -1.383129e+00  1.855885e-03  7.379201e+01  2.885837e-01  2.522637e-02  5.392588e-03
    49  -1.366690e+00  -1.372146e+00  1.998123e-03  7.355039e+01  2.884101e-01  2.531686e-02  5.403063e-03
    50  -1.355711e+00  -1.361166e+00  2.151017e-03  7.329748e+01  2.882279e-01  2.541224e-02  5.414087e-03
    51  -1.344733e+00  -1.350187e+00  2.315332e-03  7.303283e+01  2.880367e-01  2.551279e-02  5.425688e-03
    52  -1.333757e+00  -1.339210e+00  2.491891e-03  7.275596e+01  2.878360e-01  2.561880e-02  5.437896e-03
    53  -1.322783e+00  -1.328235e+00  2.681574e-03  7.246638e+01  2.876255e-01  2.573059e-02  5.450744e-03
    54  -1.311811e+00  -1.317262e+00  2.885299e-03  7.216359e+01  2.874047e-01  2.584848e-02  5.464266e-03
    55  -1.300839e+00  -1.306290e+00  3.104081e-03  7.184707e+01  2.871730e-01  2.597282e-02  5.478497e-03
