     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -2.100580e+00  -2.401610e+00  4.936543e-05  2.966771e+02  4.174706e-01  5.216786e-03  2.236057e-03
     1  -2.089522e+00  -2.095016e+00  5.328937e-05  2.970828e+02  4.169005e-01  5.213223e-03  2.236057e-03
     2  -2.078464e+00  -2.083958e+00  5.752323e-05  2.969852e+02  4.168708e-01  5.215122e-03  2.236504e-03
     3  -2.067402e+00  -2.072898e+00  6.209370e-05  2.968825e+02  4.168394e-01  5.217122e-03  2.236975e-03
     4  -2.056341e+00  -2.061836e+00  6.702432e-05  2.967745e+02  4.168064e-01  5.219228e-03  2.237470e-03
     5  -2.045272e+00  -2.050772e+00  7.234881e-05  2.966608e+02  4.167717e-01  5.221446e-03  2.237992e-03
     6  -2.034210e+00  -2.039706e+00  7.809033e-05  2.965412e+02  4.167351e-01  5.223781e-03  2.238542e-03
     7  -2.023149e+00  -2.028644e+00  8.428458e-05  2.964154e+02  4.166967e-01  5.226238e-03  2.239120e-03
     8  -2.012084e+00  -2.017581e+00  9.096964e-05  2.962831e+02  4.166562e-01  5.228825e-03  2.239728e-03
     9  -2.001018e+00  -2.006516e+00  9.818356e-05  2.961440e+02  4.166137e-01  5.231550e-03  2.240369e-03
    10  -1.989949e+00  -1.995448e+00  1.059689e-04  2.959976e+02  4.165689e-01  5.234419e-03  2.241043e-03
    11  -1.978887e+00  -1.984383e+00  1.143624e-04  2.958436e+02  4.165217e-01  5.237439e-03  2.241753e-03
    12  -1.967825e+00  -1.973321e+00  1.234185e-04  2.956818e+02  4.164722e-01  5.240617e-03  2.242500e-03
    13  -1.956760e+00  -1.962257e+00  1.331900e-04  2.955116e+02  4.164200e-01  5.243964e-03  2.243286e-03
    14  -1.945699e+00  -1.951194e+00  1.437275e-04  2.953326e+02  4.163652e-01  5.247488e-03  2.244114e-03
    15  -1.934633e+00  -1.940131e+00  1.550994e-04  2.951444e+02  4.163074e-01  5.251198e-03  2.244985e-03
    16  -1.923574e+00  -1.929068e+00  1.673596e-04  2.949465e+02  4.162467e-01  5.255104e-03  2.245901e-03
    17  -1.912517e+00  -1.918010e+00  1.805806e-04  2.947386e+02  4.161829e-01  5.259215e-03  2.246866e-03
    18  -1.901457e+00  -1.906952e+00  1.948435e-04  2.945200e+02  4.161158e-01  5.263543e-03  2.247881e-03
    19  -1.890402e+00  -1.895894e+00  2.102204e-04  2.942902e+02  4.160451e-01  5.268100e-03  2.248949e-03
    20  -1.879348e+00  -1.884840e+00  2.268022e-04  2.940487e+02  4.159709e-01  5.272897e-03  2.250073e-03
