     i         log_r      log_rmid             m           rho            v2             p        trelax            kn
     0  -3.269339e+00  -3.570369e+00  4.936543e-05  9.518352e+05  2.156456e+00  2.052590e+06  7.154314e-07  2.813793e-05
     1  -3.263134e+00  -3.266226e+00  5.153900e-05  9.569310e+05  2.144972e+00  2.052590e+06  7.135239e-07  2.813793e-05
     2  -3.256931e+00  -3.260021e+00  5.380601e-05  9.564777e+05  2.144639e+00  2.051299e+06  7.139175e-07  2.814678e-05
     3  -3.250718e+00  -3.253813e+00  5.617461e-05  9.560111e+05  2.144296e+00  2.049970e+06  7.143232e-07  2.815590e-05
     4  -3.244505e+00  -3.247601e+00  5.864622e-05  9.555306e+05  2.143942e+00  2.048602e+06  7.147413e-07  2.816530e-05
     5  -3.238297e+00  -3.241390e+00  6.122269e-05  9.550365e+05  2.143578e+00  2.047196e+06  7.151718e-07  2.817498e-05
     6  -3.232076e+00  -3.235175e+00  6.391625e-05  9.545278e+05  2.143204e+00  2.045748e+06  7.156154e-07  2.818495e-05
     7  -3.225853e+00  -3.228953e+00  6.672776e-05  9.540039e+05  2.142818e+00  2.044256e+06  7.160729e-07  2.819523e-05
     8  -3.219621e+00  -3.222726e+00  6.966511e-05  9.534644e+05  2.142420e+00  2.042721e+06  7.165445e-07  2.820582e-05
     9  -3.213397e+00  -3.216498e+00  7.272580e-05  9.529094e+05  2.142011e+00  2.041143e+06  7.170304e-07  2.821672e-05
    10  -3.207165e+00  -3.210270e+00  7.592335e-05  9.523384e+05  2.141590e+00  2.039519e+06  7.175307e-07  2.822796e-05
    11  -3.200934e+00  -3.204039e+00  7.925890e-05  9.517507e+05  2.141157e+00  2.037848e+06  7.180465e-07  2.823953e-05
    12  -3.194699e+00  -3.197806e+00  8.274157e-05  9.511461e+05  2.140711e+00  2.036129e+06  7.185778e-07  2.825145e-05
    13  -3.188466e+00  -3.191571e+00  8.637379e-05  9.505240e+05  2.140251e+00  2.034360e+06  7.191252e-07  2.826372e-05
    14  -3.182232e+00  -3.185338e+00  9.016405e-05  9.498842e+05  2.139779e+00  2.032542e+06  7.196891e-07  2.827636e-05
    15  -3.175985e+00  -3.179097e+00  9.412640e-05  9.492254e+05  2.139292e+00  2.030670e+06  7.202705e-07  2.828939e-05
    16  -3.169741e+00  -3.172852e+00  9.825814e-05  9.485473e+05  2.138791e+00  2.028744e+06  7.208698e-07  2.830281e-05
    17  -3.163489e+00  -3.166604e+00  1.025750e-04  9.478495e+05  2.138275e+00  2.026763e+06  7.214875e-07  2.831664e-05
    18  -3.157244e+00  -3.160356e+00  1.070736e-04  9.471318e+05  2.137744e+00  2.024726e+06  7.221239e-07  2.833089e-05
    19  -3.150994e+00  -3.154108e+00  1.117716e-04  9.463937e+05  2.137198e+00  2.022631e+06  7.227794e-07  2.834555e-05
    20  -3.144741e+00  -3.147856e+00  1.166741e-04  9.456342e+05  2.136636e+00  2.020476e+06  7.234550e-07  2.836066e-05
    21  -3.138487e+00  -3.141603e+00  1.217905e-04  9.448529e+05  2.136057e+00  2.018260e+06  7.241513e-07  2.837623e-05
    22  -3.132229e+00  -3.135347e+00  1.271309e-04  9.440491e+05  2.135462e+00  2.015981e+06  7.248690e-07  2.839227e-05
    23  -3.125974e+00  -3.129090e+00  1.327005e-04  9.432225e+05  2.134849e+00  2.013637e+06  7.256084e-07  2.840878e-05
    24  -3.119713e+00  -3.122832e+00  1.385159e-04  9.423722e+05  2.134218e+00  2.011228e+06  7.263704e-07  2.842580e-05
    25  -3.113450e+00  -3.116570e+00  1.445845e-04  9.414974e+05  2.133569e+00  2.008750e+06  7.271559e-07  2.844332e-05
    26  -3.107188e+00  -3.110307e+00  1.509149e-04  9.405978e+05  2.132901e+00  2.006202e+06  7.279653e-07  2.846138e-05
    27  -3.100916e+00  -3.104040e+00  1.575290e-04  9.396722e+05  2.132213e+00  2.003581e+06  7.287999e-07  2.847999e-05
    28  -3.094648e+00  -3.097771e+00  1.644237e-04  9.387201e+05  2.131505e+00  2.000887e+06  7.296603e-07  2.849916e-05
    29  -3.088380e+00  -3.091503e+00  1.716176e-04  9.377414e+05  2.130777e+00  1.998118e+06  7.305465e-07  2.851889e-05
    30  -3.082109e+00  -3.085233e+00  1.791246e-04  9.367350e+05  2.130028e+00  1.995272e+06  7.314600e-07  2.853923e-05
    31  -3.075833e+00  -3.078960e+00  1.869613e-04  9.356997e+05  2.129257e+00  1.992345e+06  7.324018e-07  2.856018e-05
    32  -3.069555e+00  -3.072683e+00  1.951388e-04  9.346348e+05  2.128464e+00  1.989336e+06  7.333730e-07  2.858177e-05
    33  -3.063279e+00  -3.066406e+00  2.036668e-04  9.335401e+05  2.127648e+00  1.986244e+06  7.343738e-07  2.860401e-05
    34  -3.056998e+00  -3.060127e+00  2.125676e-04  9.324145e+05  2.126808e+00  1.983066e+06  7.354055e-07  2.862692e-05
    35  -3.050715e+00  -3.053846e+00  2.218557e-04  9.312570e+05  2.125943e+00  1.979799e+06  7.364693e-07  2.865053e-05
    36  -3.044432e+00  -3.047563e+00  2.315430e-04  9.300669e+05  2.125054e+00  1.976442e+06  7.375659e-07  2.867485e-05
    37  -3.038146e+00  -3.041278e+00  2.416522e-04  9.288434e+05  2.124139e+00  1.972993e+06  7.386964e-07  2.869991e-05
    38  -3.031857e+00  -3.034990e+00  2.522004e-04  9.275853e+05  2.123198e+00  1.969447e+06  7.398623e-07  2.872573e-05
    39  -3.025564e+00  -3.028699e+00  2.632088e-04  9.262917e+05  2.122229e+00  1.965803e+06  7.410647e-07  2.875234e-05
    40  -3.019272e+00  -3.022407e+00  2.746873e-04  9.249619e+05  2.121232e+00  1.962059e+06  7.423044e-07  2.877976e-05
    41  -3.012977e+00  -3.016113e+00  2.866651e-04  9.235951e+05  2.120207e+00  1.958213e+06  7.435826e-07  2.880801e-05
    42  -3.006681e+00  -3.009818e+00  2.991578e-04  9.221901e+05  2.119152e+00  1.954261e+06  7.449008e-07  2.883712e-05
    43  -3.000382e+00  -3.003520e+00  3.121906e-04  9.207461e+05  2.118067e+00  1.950202e+06  7.462601e-07  2.886712e-05
    44  -2.994079e+00  -2.997220e+00  3.257907e-04  9.192616e+05  2.116951e+00  1.946032e+06  7.476623e-07  2.889803e-05
    45  -2.987776e+00  -2.990916e+00  3.399746e-04  9.177357e+05  2.115802e+00  1.941747e+06  7.491087e-07  2.892990e-05
    46  -2.981468e+00  -2.984610e+00  3.547724e-04  9.161674e+05  2.114621e+00  1.937347e+06  7.506006e-07  2.896274e-05
    47  -2.975160e+00  -2.978303e+00  3.702053e-04  9.145558e+05  2.113405e+00  1.932827e+06  7.521395e-07  2.899658e-05
    48  -2.968850e+00  -2.971993e+00  3.863001e-04  9.128998e+05  2.112155e+00  1.928186e+06  7.537269e-07  2.903145e-05
    49  -2.962534e+00  -2.965681e+00  4.030957e-04  9.111978e+05  2.110869e+00  1.923419e+06  7.553647e-07  2.906741e-05
    50  -2.956217e+00  -2.959364e+00  4.206106e-04  9.094486e+05  2.109546e+00  1.918524e+06  7.570549e-07  2.910447e-05
    51  -2.949897e+00  -2.953046e+00  4.388801e-04  9.076514e+05  2.108185e+00  1.913497e+06  7.587987e-07  2.914267e-05
    52  -2.943575e+00  -2.946725e+00  4.579325e-04  9.058049e+05  2.106785e+00  1.908336e+06  7.605982e-07  2.918205e-05
    53  -2.937246e+00  -2.940399e+00  4.778138e-04  9.039072e+05  2.105344e+00  1.903036e+06  7.624556e-07  2.922266e-05
    54  -2.930919e+00  -2.934071e+00  4.985347e-04  9.019578e+05  2.103863e+00  1.897596e+06  7.643725e-07  2.926452e-05
    55  -2.924587e+00  -2.927742e+00  5.201481e-04  8.999556e+05  2.102340e+00  1.892012e+06  7.663506e-07  2.930767e-05
    56  -2.918253e+00  -2.921408e+00  5.426885e-04  8.978985e+05  2.100772e+00  1.886280e+06  7.683927e-07  2.935216e-05
    57  -2.911914e+00  -2.915071e+00  5.661971e-04  8.957853e+05  2.099160e+00  1.880397e+06  7.705010e-07  2.939805e-05
    58  -2.905572e+00  -2.908731e+00  5.907064e-04  8.936149e+05  2.097503e+00  1.874360e+06  7.726776e-07  2.944536e-05
    59  -2.899227e+00  -2.902388e+00  6.162668e-04  8.913857e+05  2.095798e+00  1.868164e+06  7.749249e-07  2.949414e-05
    60  -2.892878e+00  -2.896041e+00  6.429189e-04  8.890962e+05  2.094044e+00  1.861807e+06  7.772457e-07  2.954445e-05
    61  -2.886526e+00  -2.889690e+00  6.707104e-04  8.867449e+05  2.092240e+00  1.855284e+06  7.796425e-07  2.959635e-05
    62  -2.880169e+00  -2.883336e+00  6.996861e-04  8.843303e+05  2.090385e+00  1.848591e+06  7.821180e-07  2.964987e-05
    63  -2.873809e+00  -2.876977e+00  7.298974e-04  8.818510e+05  2.088478e+00  1.841726e+06  7.846751e-07  2.970508e-05
    64  -2.867444e+00  -2.870615e+00  7.613962e-04  8.793052e+05  2.086516e+00  1.834684e+06  7.873168e-07  2.976203e-05
    65  -2.861075e+00  -2.864248e+00  7.942322e-04  8.766914e+05  2.084499e+00  1.827462e+06  7.900461e-07  2.982079e-05
    66  -2.854701e+00  -2.857877e+00  8.284723e-04  8.740079e+05  2.082424e+00  1.820055e+06  7.928665e-07  2.988141e-05
    67  -2.848323e+00  -2.851500e+00  8.641640e-04  8.712529e+05  2.080290e+00  1.812459e+06  7.957815e-07  2.994396e-05
    68  -2.841940e+00  -2.845120e+00  9.013664e-04  8.684252e+05  2.078096e+00  1.804671e+06  7.987940e-07  3.000850e-05
    69  -2.835553e+00  -2.838735e+00  9.401486e-04  8.655228e+05  2.075840e+00  1.796687e+06  8.019080e-07  3.007510e-05
