     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -2.086782e+00  -2.387812e+00  4.936543e-05  2.697064e+02  4.072521e-01  5.810013e-03  2.374436e-03
     1  -2.075724e+00  -2.081218e+00  5.328937e-05  2.700693e+02  4.067048e-01  5.806108e-03  2.374436e-03
     2  -2.064666e+00  -2.070160e+00  5.752323e-05  2.699811e+02  4.066762e-01  5.808210e-03  2.374908e-03
     3  -2.053604e+00  -2.059100e+00  6.209370e-05  2.698882e+02  4.066461e-01  5.810424e-03  2.375404e-03
     4  -2.042543e+00  -2.048038e+00  6.702432e-05  2.697905e+02  4.066144e-01  5.812755e-03  2.375927e-03
     5  -2.031474e+00  -2.036973e+00  7.234881e-05  2.696876e+02  4.065811e-01  5.815210e-03  2.376477e-03
     6  -2.020412e+00  -2.025907e+00  7.809033e-05  2.695795e+02  4.065460e-01  5.817794e-03  2.377057e-03
     7  -2.009350e+00  -2.014846e+00  8.428458e-05  2.694657e+02  4.065091e-01  5.820514e-03  2.377666e-03
     8  -1.998286e+00  -2.003783e+00  9.096964e-05  2.693461e+02  4.064702e-01  5.823378e-03  2.378308e-03
     9  -1.987220e+00  -1.992717e+00  9.818356e-05  2.692202e+02  4.064294e-01  5.826394e-03  2.378983e-03
    10  -1.976150e+00  -1.981650e+00  1.059689e-04  2.690878e+02  4.063864e-01  5.829569e-03  2.379695e-03
    11  -1.965089e+00  -1.970584e+00  1.143624e-04  2.689485e+02  4.063411e-01  5.832912e-03  2.380443e-03
    12  -1.954026e+00  -1.959522e+00  1.234185e-04  2.688021e+02  4.062935e-01  5.836430e-03  2.381230e-03
    13  -1.942962e+00  -1.948459e+00  1.331900e-04  2.686482e+02  4.062435e-01  5.840135e-03  2.382059e-03
    14  -1.931901e+00  -1.937396e+00  1.437275e-04  2.684863e+02  4.061908e-01  5.844035e-03  2.382932e-03
    15  -1.920835e+00  -1.926333e+00  1.550994e-04  2.683161e+02  4.061354e-01  5.848141e-03  2.383850e-03
    16  -1.909776e+00  -1.915270e+00  1.673596e-04  2.681371e+02  4.060771e-01  5.852465e-03  2.384817e-03
    17  -1.898719e+00  -1.904212e+00  1.805806e-04  2.679490e+02  4.060158e-01  5.857015e-03  2.385834e-03
    18  -1.887660e+00  -1.893154e+00  1.948435e-04  2.677513e+02  4.059514e-01  5.861805e-03  2.386904e-03
    19  -1.876605e+00  -1.882097e+00  2.102204e-04  2.675435e+02  4.058836e-01  5.866849e-03  2.388030e-03
    20  -1.865551e+00  -1.871043e+00  2.268022e-04  2.673251e+02  4.058123e-01  5.872158e-03  2.389215e-03
    21  -1.854497e+00  -1.859989e+00  2.446857e-04  2.670955e+02  4.057373e-01  5.877747e-03  2.390463e-03
    22  -1.843441e+00  -1.848934e+00  2.639729e-04  2.668542e+02  4.056584e-01  5.883634e-03  2.391776e-03
    23  -1.832390e+00  -1.837881e+00  2.847617e-04  2.666007e+02  4.055755e-01  5.889832e-03  2.393157e-03
    24  -1.821344e+00  -1.826832e+00  3.071688e-04  2.663344e+02  4.054883e-01  5.896355e-03  2.394611e-03
    25  -1.810297e+00  -1.815785e+00  3.313271e-04  2.660546e+02  4.053967e-01  5.903223e-03  2.396141e-03
    26  -1.799254e+00  -1.804740e+00  3.573620e-04  2.657606e+02  4.053003e-01  5.910454e-03  2.397750e-03
    27  -1.788212e+00  -1.793698e+00  3.854278e-04  2.654519e+02  4.051990e-01  5.918068e-03  2.399444e-03
    28  -1.777169e+00  -1.782655e+00  4.156808e-04  2.651276e+02  4.050925e-01  5.926086e-03  2.401227e-03
    29  -1.766131e+00  -1.771615e+00  4.482776e-04  2.647870e+02  4.049805e-01  5.934528e-03  2.403103e-03
    30  -1.755093e+00  -1.760577e+00  4.834077e-04  2.644294e+02  4.048628e-01  5.943418e-03  2.405077e-03
    31  -1.744058e+00  -1.749540e+00  5.212579e-04  2.640539e+02  4.047391e-01  5.952780e-03  2.407154e-03
    32  -1.733025e+00  -1.738506e+00  5.620357e-04  2.636597e+02  4.046091e-01  5.962638e-03  2.409340e-03
    33  -1.721995e+00  -1.727475e+00  6.059606e-04  2.632459e+02  4.044725e-01  5.973019e-03  2.411640e-03
    34  -1.710967e+00  -1.716446e+00  6.532785e-04  2.628116e+02  4.043289e-01  5.983952e-03  2.414060e-03
    35  -1.699942e+00  -1.705420e+00  7.042385e-04  2.623558e+02  4.041781e-01  5.995466e-03  2.416607e-03
    36  -1.688918e+00  -1.694395e+00  7.591240e-04  2.618775e+02  4.040196e-01  6.007594e-03  2.419287e-03
    37  -1.677897e+00  -1.683373e+00  8.182252e-04  2.613757e+02  4.038530e-01  6.020368e-03  2.422108e-03
    38  -1.666878e+00  -1.672353e+00  8.818583e-04  2.608494e+02  4.036780e-01  6.033824e-03  2.425076e-03
    39  -1.655862e+00  -1.661335e+00  9.503637e-04  2.602973e+02  4.034942e-01  6.047999e-03  2.428199e-03
    40  -1.644846e+00  -1.650319e+00  1.024119e-03  2.597182e+02  4.033011e-01  6.062934e-03  2.431486e-03
    41  -1.633833e+00  -1.639304e+00  1.103493e-03  2.591111e+02  4.030983e-01  6.078669e-03  2.434946e-03
    42  -1.622822e+00  -1.628293e+00  1.188917e-03  2.584746e+02  4.028853e-01  6.095248e-03  2.438586e-03
    43  -1.611814e+00  -1.617283e+00  1.280828e-03  2.578075e+02  4.026615e-01  6.112718e-03  2.442417e-03
    44  -1.600807e+00  -1.606276e+00  1.379723e-03  2.571084e+02  4.024266e-01  6.131129e-03  2.446450e-03
    45  -1.589802e+00  -1.595270e+00  1.486103e-03  2.563758e+02  4.021800e-01  6.150533e-03  2.450694e-03
