     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -1.755640e+00  -2.056670e+00  4.936543e-05  2.738191e+01  2.174940e-01  7.830917e-02  1.019723e-02
     1  -1.744577e+00  -1.750073e+00  5.328937e-05  2.740585e+01  2.173040e-01  7.827495e-02  1.019723e-02
     2  -1.733514e+00  -1.739010e+00  5.752323e-05  2.739760e+01  2.172941e-01  7.830033e-02  1.019900e-02
     3  -1.722448e+00  -1.727946e+00  6.209370e-05  2.738891e+01  2.172836e-01  7.832704e-02  1.020086e-02
     4  -1.711384e+00  -1.716881e+00  6.702432e-05  2.737978e+01  2.172726e-01  7.835516e-02  1.020282e-02
     5  -1.700312e+00  -1.705813e+00  7.234881e-05  2.737016e+01  2.172610e-01  7.838477e-02  1.020489e-02
     6  -1.689248e+00  -1.694745e+00  7.809033e-05  2.736005e+01  2.172489e-01  7.841594e-02  1.020706e-02
     7  -1.678185e+00  -1.683681e+00  8.428458e-05  2.734942e+01  2.172360e-01  7.844875e-02  1.020934e-02
     8  -1.667120e+00  -1.672617e+00  9.096964e-05  2.733823e+01  2.172225e-01  7.848328e-02  1.021175e-02
     9  -1.656053e+00  -1.661551e+00  9.818356e-05  2.732646e+01  2.172084e-01  7.851964e-02  1.021428e-02
    10  -1.644983e+00  -1.650483e+00  1.059689e-04  2.731409e+01  2.171934e-01  7.855792e-02  1.021695e-02
    11  -1.633922e+00  -1.639418e+00  1.143624e-04  2.730107e+01  2.171777e-01  7.859821e-02  1.021975e-02
    12  -1.622860e+00  -1.628356e+00  1.234185e-04  2.728739e+01  2.171612e-01  7.864061e-02  1.022270e-02
    13  -1.611797e+00  -1.617293e+00  1.331900e-04  2.727300e+01  2.171438e-01  7.868525e-02  1.022581e-02
    14  -1.600737e+00  -1.606232e+00  1.437275e-04  2.725787e+01  2.171255e-01  7.873224e-02  1.022907e-02
    15  -1.589674e+00  -1.595171e+00  1.550994e-04  2.724197e+01  2.171063e-01  7.878170e-02  1.023251e-02
    16  -1.578617e+00  -1.584110e+00  1.673596e-04  2.722524e+01  2.170860e-01  7.883377e-02  1.023613e-02
    17  -1.567563e+00  -1.573055e+00  1.805806e-04  2.720767e+01  2.170648e-01  7.888856e-02  1.023994e-02
    18  -1.556507e+00  -1.562000e+00  1.948435e-04  2.718919e+01  2.170424e-01  7.894624e-02  1.024395e-02
    19  -1.545456e+00  -1.550946e+00  2.102204e-04  2.716977e+01  2.170188e-01  7.900695e-02  1.024816e-02
    20  -1.534406e+00  -1.539896e+00  2.268022e-04  2.714936e+01  2.169941e-01  7.907085e-02  1.025260e-02
    21  -1.523356e+00  -1.528846e+00  2.446857e-04  2.712792e+01  2.169680e-01  7.913811e-02  1.025727e-02
    22  -1.512306e+00  -1.517796e+00  2.639729e-04  2.710537e+01  2.169406e-01  7.920893e-02  1.026218e-02
