      step          time          <dt>         rho_c         v_max        Kn_min  <dt lim>  <dr lim>  <du lim>  <n_iter_cr>  <n_iter_dr>
  33600000  1.423096e+04  1.440084e-04  1.042327e+04  9.558265e-01  4.131065e-04  1.43e+03  9.17e-02  9.50e-01  0.00000e+00  1.00000e+00
  33700000  1.424512e+04  1.416616e-04  1.049759e+04  9.565714e-01  4.113212e-04  1.42e+03  9.10e-02  9.50e-01  0.00000e+00  1.00000e+00
  33800000  1.425911e+04  1.398958e-04  1.057145e+04  9.573067e-01  4.095670e-04  1.41e+03  9.02e-02  9.50e-01  0.00000e+00  1.00000e+00
  33900000  1.427299e+04  1.387661e-04  1.064518e+04  9.580357e-01  4.078356e-04  1.41e+03  8.93e-02  9.50e-01  0.00000e+00  1.00000e+00
  34000000  1.428682e+04  1.383227e-04  1.071914e+04  9.587621e-01  4.061182e-04  1.42e+03  8.82e-02  9.50e-01  0.00000e+00  1.00000e+00
  34100000  1.430068e+04  1.386152e-04  1.079373e+04  9.594898e-01  4.044056e-04  1.43e+03  8.68e-02  9.50e-01  0.00000e+00  1.00000e+00
  34200000  1.431465e+04  1.397000e-04  1.086938e+04  9.602231e-01  4.026881e-04  1.45e+03  8.48e-02  9.50e-01  0.00000e+00  1.00000e+00
  34300000  1.432882e+04  1.416494e-04  1.094658e+04  9.609664e-01  4.009551e-04  1.49e+03  8.24e-02  9.50e-01  0.00000e+00  1.00000e+00
  34400000  1.434327e+04  1.445638e-04  1.102590e+04  9.617248e-01  3.991954e-04  1.53e+03  7.92e-02  9.50e-01  0.00000e+00  1.00000e+00
  34500000  1.435813e+04  1.485883e-04  1.110797e+04  9.625041e-01  3.973959e-04  1.58e+03  7.52e-02  9.50e-01  0.00000e+00  1.00000e+00
  34600000  1.437353e+04  1.539381e-04  1.119358e+04  9.633111e-01  3.955416e-04  1.65e+03  7.83e-02  9.50e-01  0.00000e+00  1.00000e+00
  34700000  1.438962e+04  1.609369e-04  1.128373e+04  9.641546e-01  3.936138e-04  1.75e+03  8.98e-02  9.50e-01  0.00000e+00  1.00000e+00
  34800000  1.440604e+04  1.641541e-04  1.137636e+04  9.650145e-01  3.916587e-04  1.80e+03  9.78e-02  9.50e-01  0.00000e+00  1.00000e+00
  34900000  1.442202e+04  1.598414e-04  1.146722e+04  9.658513e-01  3.897660e-04  1.76e+03  9.67e-02  9.50e-01  0.00000e+00  1.00000e+00
  35000000  1.443758e+04  1.556275e-04  1.155631e+04  9.666656e-01  3.879336e-04  1.73e+03  9.55e-02  9.50e-01  0.00000e+00  1.00000e+00
  35100000  1.445274e+04  1.516175e-04  1.164371e+04  9.674584e-01  3.861583e-04  1.70e+03  9.42e-02  9.50e-01  0.00000e+00  1.00000e+00
  35200000  1.446753e+04  1.478721e-04  1.172952e+04  9.682311e-01  3.844361e-04  1.67e+03  9.31e-02  9.50e-01  0.00000e+00  1.00000e+00
  35300000  1.448198e+04  1.444650e-04  1.181390e+04  9.689855e-01  3.827625e-04  1.65e+03  9.21e-02  9.50e-01  0.00000e+00  1.00000e+00
  35400000  1.449613e+04  1.414736e-04  1.189706e+04  9.697238e-01  3.811319e-04  1.63e+03  9.13e-02  9.50e-01  0.00000e+00  1.00000e+00
  35500000  1.451002e+04  1.389711e-04  1.197927e+04  9.704487e-01  3.795382e-04  1.61e+03  9.07e-02  9.50e-01  0.00000e+00  1.00000e+00
  35600000  1.452373e+04  1.370222e-04  1.206083e+04  9.711630e-01  3.779745e-04  1.60e+03  9.00e-02  9.50e-01  0.00000e+00  1.00000e+00
  35700000  1.453729e+04  1.356822e-04  1.214209e+04  9.718701e-01  3.764336e-04  1.60e+03  8.93e-02  9.50e-01  0.00000e+00  1.00000e+00
  35800000  1.455079e+04  1.349983e-04  1.222343e+04  9.725733e-01  3.749077e-04  1.60e+03  8.84e-02  9.50e-01  0.00000e+00  1.00000e+00
  35900000  1.456429e+04  1.350144e-04  1.230528e+04  9.732764e-01  3.733888e-04  1.61e+03  8.72e-02  9.50e-01  0.00000e+00  1.00000e+00
  36000000  1.457787e+04  1.357773e-04  1.238810e+04  9.739834e-01  3.718685e-04  1.63e+03  8.56e-02  9.50e-01  0.00000e+00  1.00000e+00
  36100000  1.459161e+04  1.373453e-04  1.247240e+04  9.746983e-01  3.703378e-04  1.67e+03  8.35e-02  9.50e-01  0.00000e+00  1.00000e+00
  36200000  1.460559e+04  1.397979e-04  1.255874e+04  9.754258e-01  3.687873e-04  1.71e+03  8.06e-02  9.50e-01  0.00000e+00  1.00000e+00
  36300000  1.461991e+04  1.432505e-04  1.264779e+04  9.761712e-01  3.672062e-04  1.76e+03  7.70e-02  9.50e-01  0.00000e+00  1.00000e+00
  36400000  1.463470e+04  1.478737e-04  1.274032e+04  9.769404e-01  3.655822e-04  1.84e+03  7.42e-02  9.50e-01  0.00000e+00  1.00000e+00
  36500000  1.465009e+04  1.539237e-04  1.283729e+04  9.777409e-01  3.639007e-04  1.93e+03  8.22e-02  9.50e-01  0.00000e+00  1.00000e+00
  36600000  1.466622e+04  1.613075e-04  1.293963e+04  9.785794e-01  3.621482e-04  2.04e+03  9.43e-02  9.50e-01  0.00000e+00  1.00000e+00
  36700000  1.468228e+04  1.605748e-04  1.304224e+04  9.794136e-01  3.604134e-04  2.04e+03  9.74e-02  9.50e-01  0.00000e+00  1.00000e+00
  36800000  1.469791e+04  1.563152e-04  1.314284e+04  9.802253e-01  3.587341e-04  2.01e+03  9.60e-02  9.50e-01  0.00000e+00  1.00000e+00
  36900000  1.471313e+04  1.521853e-04  1.324146e+04  9.810151e-01  3.571081e-04  1.97e+03  9.46e-02  9.50e-01  0.00000e+00  1.00000e+00
  37000000  1.472795e+04  1.482371e-04  1.333815e+04  9.817838e-01  3.555327e-04  1.94e+03  9.33e-02  9.50e-01  0.00000e+00  1.00000e+00
  37100000  1.474241e+04  1.445427e-04  1.343305e+04  9.825329e-01  3.540046e-04  1.90e+03  9.22e-02  9.50e-01  0.00000e+00  1.00000e+00
  37200000  1.475653e+04  1.411836e-04  1.352632e+04  9.832640e-01  3.525196e-04  1.87e+03  9.13e-02  9.50e-01  0.00000e+00  1.00000e+00
  37300000  1.477035e+04  1.382408e-04  1.361822e+04  9.839795e-01  3.510727e-04  1.85e+03  9.06e-02  9.50e-01  0.00000e+00  1.00000e+00
  37400000  1.478393e+04  1.357882e-04  1.370903e+04  9.846819e-01  3.496584e-04  1.83e+03  9.00e-02  9.50e-01  0.00000e+00  1.00000e+00
  37500000  1.479732e+04  1.338884e-04  1.379910e+04  9.853741e-01  3.482705e-04  1.82e+03  8.95e-02  9.50e-01  0.00000e+00  1.00000e+00
  37600000  1.481058e+04  1.325928e-04  1.388884e+04  9.860593e-01  3.469024e-04  1.81e+03  8.90e-02  9.50e-01  0.00000e+00  1.00000e+00
  37700000  1.482377e+04  1.319438e-04  1.397866e+04  9.867410e-01  3.455471e-04  1.82e+03  8.82e-02  9.50e-01  0.00000e+00  1.00000e+00
  37800000  1.483697e+04  1.319802e-04  1.406904e+04  9.874226e-01  3.441977e-04  1.83e+03  8.71e-02  9.50e-01  0.00000e+00  1.00000e+00
  37900000  1.485024e+04  1.327430e-04  1.416048e+04  9.881081e-01  3.428465e-04  1.85e+03  8.56e-02  9.50e-01  0.00000e+00  1.00000e+00
  38000000  1.486367e+04  1.342842e-04  1.425355e+04  9.888013e-01  3.414859e-04  1.89e+03  8.35e-02  9.50e-01  0.00000e+00  1.00000e+00
  38100000  1.487734e+04  1.366762e-04  1.434884e+04  9.895068e-01  3.401073e-04  1.94e+03  8.08e-02  9.50e-01  0.00000e+00  1.00000e+00
  38200000  1.489134e+04  1.400251e-04  1.444708e+04  9.902295e-01  3.387016e-04  2.00e+03  7.72e-02  9.50e-01  0.00000e+00  1.00000e+00
  38300000  1.490579e+04  1.444890e-04  1.454910e+04  9.909751e-01  3.372581e-04  2.08e+03  7.35e-02  9.50e-01  0.00000e+00  1.00000e+00
  38400000  1.492082e+04  1.503064e-04  1.465593e+04  9.917505e-01  3.357640e-04  2.18e+03  7.97e-02  9.50e-01  0.00000e+00  1.00000e+00
  38500000  1.493661e+04  1.578387e-04  1.476889e+04  9.925645e-01  3.342032e-04  2.31e+03  9.15e-02  9.50e-01  0.00000e+00  1.00000e+00
  38600000  1.495259e+04  1.598591e-04  1.488409e+04  9.933885e-01  3.326312e-04  2.36e+03  9.76e-02  9.50e-01  0.00000e+00  1.00000e+00
  38700000  1.496816e+04  1.556361e-04  1.499704e+04  9.941903e-01  3.311090e-04  2.31e+03  9.60e-02  9.50e-01  0.00000e+00  1.00000e+00
  38800000  1.498330e+04  1.514906e-04  1.510771e+04  9.949703e-01  3.296353e-04  2.27e+03  9.45e-02  9.50e-01  0.00000e+00  1.00000e+00
  38900000  1.499805e+04  1.474730e-04  1.521616e+04  9.957291e-01  3.282083e-04  2.23e+03  9.31e-02  9.50e-01  0.00000e+00  1.00000e+00
  39000000  1.501242e+04  1.436568e-04  1.532247e+04  9.964677e-01  3.268253e-04  2.19e+03  9.19e-02  9.50e-01  0.00000e+00  1.00000e+00
  39100000  1.502643e+04  1.401274e-04  1.542681e+04  9.971876e-01  3.254830e-04  2.15e+03  9.09e-02  9.50e-01  0.00000e+00  1.00000e+00
  39200000  1.504013e+04  1.369712e-04  1.552941e+04  9.978909e-01  3.241773e-04  2.12e+03  9.02e-02  9.50e-01  0.00000e+00  1.00000e+00
  39300000  1.505355e+04  1.342679e-04  1.563059e+04  9.985798e-01  3.229035e-04  2.09e+03  8.97e-02  9.50e-01  0.00000e+00  1.00000e+00
  39400000  1.506676e+04  1.320848e-04  1.573070e+04  9.992572e-01  3.216563e-04  2.07e+03  8.93e-02  9.50e-01  0.00000e+00  1.00000e+00
  39500000  1.507981e+04  1.304762e-04  1.583016e+04  9.999260e-01  3.204297e-04  2.06e+03  8.89e-02  9.50e-01  0.00000e+00  1.00000e+00
  39600000  1.509276e+04  1.294846e-04  1.592942e+04  1.000589e+00  3.192179e-04  2.06e+03  8.84e-02  9.50e-01  0.00000e+00  1.00000e+00
  39700000  1.510567e+04  1.291451e-04  1.602900e+04  1.001251e+00  3.180146e-04  2.07e+03  8.76e-02  9.50e-01  0.00000e+00  1.00000e+00
  39800000  1.511862e+04  1.294912e-04  1.612941e+04  1.001914e+00  3.168133e-04  2.09e+03  8.65e-02  9.50e-01  0.00000e+00  1.00000e+00
  39900000  1.513168e+04  1.305620e-04  1.623124e+04  1.002583e+00  3.156073e-04  2.12e+03  8.49e-02  9.50e-01  0.00000e+00  1.00000e+00
  40000000  1.514492e+04  1.324103e-04  1.633512e+04  1.003261e+00  3.143896e-04  2.17e+03  8.26e-02  9.50e-01  0.00000e+00  1.00000e+00
  40100000  1.515843e+04  1.351135e-04  1.644175e+04  1.003953e+00  3.131526e-04  2.23e+03  7.96e-02  9.50e-01  0.00000e+00  1.00000e+00
  40200000  1.517231e+04  1.387870e-04  1.655195e+04  1.004663e+00  3.118877e-04  2.30e+03  7.57e-02  9.50e-01  0.00000e+00  1.00000e+00
  40300000  1.518667e+04  1.436047e-04  1.666669e+04  1.005398e+00  3.105850e-04  2.40e+03  7.32e-02  9.50e-01  0.00000e+00  1.00000e+00
  40400000  1.520165e+04  1.498309e-04  1.678719e+04  1.006165e+00  3.092326e-04  2.52e+03  8.15e-02  9.50e-01  0.00000e+00  1.00000e+00
  40500000  1.521741e+04  1.575761e-04  1.691477e+04  1.006971e+00  3.078176e-04  2.68e+03  9.36e-02  9.50e-01  0.00000e+00  1.00000e+00
  40600000  1.523317e+04  1.576262e-04  1.704327e+04  1.007777e+00  3.064097e-04  2.70e+03  9.70e-02  9.50e-01  0.00000e+00  1.00000e+00
  40700000  1.524852e+04  1.534595e-04  1.716922e+04  1.008561e+00  3.050463e-04  2.65e+03  9.53e-02  9.50e-01  0.00000e+00  1.00000e+00
  40800000  1.526345e+04  1.493382e-04  1.729260e+04  1.009324e+00  3.037265e-04  2.60e+03  9.37e-02  9.50e-01  0.00000e+00  1.00000e+00
  40900000  1.527799e+04  1.453223e-04  1.741342e+04  1.010065e+00  3.024488e-04  2.55e+03  9.22e-02  9.50e-01  0.00000e+00  1.00000e+00
  41000000  1.529213e+04  1.414931e-04  1.753178e+04  1.010787e+00  3.012110e-04  2.50e+03  9.10e-02  9.50e-01  0.00000e+00  1.00000e+00
  41100000  1.530593e+04  1.379418e-04  1.764786e+04  1.011490e+00  3.000101e-04  2.46e+03  9.01e-02  9.50e-01  0.00000e+00  1.00000e+00
  41200000  1.531940e+04  1.347583e-04  1.776192e+04  1.012176e+00  2.988425e-04  2.42e+03  8.95e-02  9.50e-01  0.00000e+00  1.00000e+00
  41300000  1.533261e+04  1.320233e-04  1.787431e+04  1.012848e+00  2.977039e-04  2.39e+03  8.91e-02  9.50e-01  0.00000e+00  1.00000e+00
  41400000  1.534559e+04  1.298038e-04  1.798544e+04  1.013508e+00  2.965895e-04  2.36e+03  8.88e-02  9.50e-01  0.00000e+00  1.00000e+00
  41500000  1.535840e+04  1.281517e-04  1.809576e+04  1.014159e+00  2.954941e-04  2.35e+03  8.86e-02  9.50e-01  0.00000e+00  1.00000e+00
  41600000  1.537111e+04  1.271064e-04  1.820579e+04  1.014805e+00  2.944123e-04  2.34e+03  8.82e-02  9.50e-01  0.00000e+00  1.00000e+00
  41700000  1.538378e+04  1.266988e-04  1.831607e+04  1.015449e+00  2.933385e-04  2.35e+03  8.76e-02  9.50e-01  0.00000e+00  1.00000e+00
  41800000  1.539648e+04  1.269570e-04  1.842720e+04  1.016094e+00  2.922671e-04  2.37e+03  8.67e-02  9.50e-01  0.00000e+00  1.00000e+00
  41900000  1.540927e+04  1.279136e-04  1.853979e+04  1.016743e+00  2.911921e-04  2.41e+03  8.52e-02  9.50e-01  0.00000e+00  1.00000e+00
  42000000  1.542223e+04  1.296134e-04  1.865453e+04  1.017401e+00  2.901074e-04  2.45e+03  8.31e-02  9.50e-01  0.00000e+00  1.00000e+00
  42100000  1.543544e+04  1.321227e-04  1.877216e+04  1.018072e+00  2.890064e-04  2.52e+03  8.03e-02  9.50e-01  0.00000e+00  1.00000e+00
  42200000  1.544900e+04  1.355417e-04  1.889355e+04  1.018761e+00  2.878819e-04  2.60e+03  7.66e-02  9.50e-01  0.00000e+00  1.00000e+00
  42300000  1.546300e+04  1.400222e-04  1.901971e+04  1.019471e+00  2.867254e-04  2.71e+03  7.24e-02  9.50e-01  0.00000e+00  1.00000e+00
  42400000  1.547758e+04  1.457949e-04  1.915190e+04  1.020212e+00  2.855269e-04  2.84e+03  7.75e-02  9.50e-01  0.00000e+00  1.00000e+00
  42500000  1.549290e+04  1.532149e-04  1.929173e+04  1.020989e+00  2.842736e-04  3.01e+03  8.86e-02  9.50e-01  0.00000e+00  1.00000e+00
  42600000  1.550868e+04  1.577470e-04  1.943666e+04  1.021789e+00  2.829899e-04  3.12e+03  9.71e-02  9.50e-01  0.00000e+00  1.00000e+00
  42700000  1.552406e+04  1.538332e-04  1.957895e+04  1.022570e+00  2.817447e-04  3.07e+03  9.55e-02  9.50e-01  0.00000e+00  1.00000e+00
  42800000  1.553903e+04  1.497027e-04  1.971832e+04  1.023328e+00  2.805391e-04  3.01e+03  9.38e-02  9.50e-01  0.00000e+00  1.00000e+00
  42900000  1.555359e+04  1.456189e-04  1.985473e+04  1.024066e+00  2.793724e-04  2.95e+03  9.21e-02  9.50e-01  0.00000e+00  1.00000e+00
  43000000  1.556776e+04  1.416608e-04  1.998825e+04  1.024782e+00  2.782430e-04  2.89e+03  9.08e-02  9.50e-01  0.00000e+00  1.00000e+00
  43100000  1.558155e+04  1.379217e-04  2.011901e+04  1.025480e+00  2.771487e-04  2.84e+03  8.98e-02  9.50e-01  0.00000e+00  1.00000e+00
  43200000  1.559500e+04  1.344974e-04  2.024726e+04  1.026159e+00  2.760867e-04  2.79e+03  8.90e-02  9.50e-01  0.00000e+00  1.00000e+00
  43300000  1.560815e+04  1.314762e-04  2.037333e+04  1.026823e+00  2.750532e-04  2.74e+03  8.86e-02  9.50e-01  0.00000e+00  1.00000e+00
  43400000  1.562104e+04  1.289331e-04  2.049764e+04  1.027473e+00  2.740443e-04  2.71e+03  8.84e-02  9.50e-01  0.00000e+00  1.00000e+00
  43500000  1.563373e+04  1.269265e-04  2.062069e+04  1.028113e+00  2.730553e-04  2.69e+03  8.83e-02  9.50e-01  0.00000e+00  1.00000e+00
  43600000  1.564628e+04  1.254996e-04  2.074301e+04  1.028746e+00  2.720816e-04  2.67e+03  8.81e-02  9.50e-01  0.00000e+00  1.00000e+00
  43700000  1.565875e+04  1.246836e-04  2.086518e+04  1.029374e+00  2.711183e-04  2.67e+03  8.79e-02  9.50e-01  0.00000e+00  1.00000e+00
  43800000  1.567120e+04  1.245031e-04  2.098784e+04  1.030001e+00  2.701603e-04  2.69e+03  8.73e-02  9.50e-01  0.00000e+00  1.00000e+00
  43900000  1.568370e+04  1.249820e-04  2.111165e+04  1.030631e+00  2.692024e-04  2.71e+03  8.63e-02  9.50e-01  0.00000e+00  1.00000e+00
  44000000  1.569631e+04  1.261508e-04  2.123729e+04  1.031266e+00  2.682396e-04  2.76e+03  8.48e-02  9.50e-01  0.00000e+00  1.00000e+00
  44100000  1.570912e+04  1.280547e-04  2.136554e+04  1.031911e+00  2.672661e-04  2.82e+03  8.25e-02  9.50e-01  0.00000e+00  1.00000e+00
  44200000  1.572220e+04  1.307622e-04  2.149724e+04  1.032570e+00  2.662762e-04  2.90e+03  7.95e-02  9.50e-01  0.00000e+00  1.00000e+00
  44300000  1.573563e+04  1.343787e-04  2.163336e+04  1.033247e+00  2.652633e-04  3.00e+03  7.57e-02  9.50e-01  0.00000e+00  1.00000e+00
  44400000  1.574954e+04  1.390641e-04  2.177508e+04  1.033947e+00  2.642196e-04  3.12e+03  7.18e-02  9.50e-01  0.00000e+00  1.00000e+00
  44500000  1.576405e+04  1.450625e-04  2.192382e+04  1.034678e+00  2.631359e-04  3.28e+03  7.80e-02  9.50e-01  0.00000e+00  1.00000e+00
  44600000  1.577932e+04  1.527516e-04  2.208145e+04  1.035447e+00  2.620002e-04  3.48e+03  8.93e-02  9.50e-01  0.00000e+00  1.00000e+00
  44700000  1.579498e+04  1.565273e-04  2.224405e+04  1.036235e+00  2.608424e-04  3.60e+03  9.68e-02  9.50e-01  0.00000e+00  1.00000e+00
  44800000  1.581023e+04  1.525022e-04  2.240351e+04  1.037002e+00  2.597202e-04  3.53e+03  9.49e-02  9.50e-01  0.00000e+00  1.00000e+00
  44900000  1.582506e+04  1.483788e-04  2.255964e+04  1.037748e+00  2.586339e-04  3.47e+03  9.30e-02  9.50e-01  0.00000e+00  1.00000e+00
  45000000  1.583949e+04  1.442782e-04  2.271239e+04  1.038473e+00  2.575828e-04  3.40e+03  9.14e-02  9.50e-01  0.00000e+00  1.00000e+00
  45100000  1.585352e+04  1.402849e-04  2.286179e+04  1.039177e+00  2.565658e-04  3.33e+03  9.00e-02  9.50e-01  0.00000e+00  1.00000e+00
  45200000  1.586717e+04  1.364969e-04  2.300800e+04  1.039861e+00  2.555809e-04  3.26e+03  8.90e-02  9.50e-01  0.00000e+00  1.00000e+00
  45300000  1.588047e+04  1.330137e-04  2.315127e+04  1.040528e+00  2.546256e-04  3.20e+03  8.83e-02  9.50e-01  0.00000e+00  1.00000e+00
  45400000  1.589346e+04  1.299260e-04  2.329198e+04  1.041178e+00  2.536967e-04  3.14e+03  8.80e-02  9.50e-01  0.00000e+00  1.00000e+00
  45500000  1.590619e+04  1.273096e-04  2.343060e+04  1.041815e+00  2.527905e-04  3.10e+03  8.78e-02  9.50e-01  0.00000e+00  1.00000e+00
  45600000  1.591872e+04  1.252228e-04  2.356767e+04  1.042442e+00  2.519029e-04  3.07e+03  8.78e-02  9.50e-01  0.00000e+00  1.00000e+00
  45700000  1.593109e+04  1.237073e-04  2.370380e+04  1.043060e+00  2.510296e-04  3.05e+03  8.79e-02  9.50e-01  0.00000e+00  1.00000e+00
  45800000  1.594337e+04  1.227915e-04  2.383962e+04  1.043674e+00  2.501663e-04  3.05e+03  8.77e-02  9.50e-01  0.00000e+00  1.00000e+00
  45900000  1.595562e+04  1.224963e-04  2.397583e+04  1.044286e+00  2.493085e-04  3.06e+03  8.74e-02  9.50e-01  0.00000e+00  1.00000e+00
  46000000  1.596790e+04  1.228409e-04  2.411314e+04  1.044899e+00  2.484517e-04  3.09e+03  8.66e-02  9.50e-01  0.00000e+00  1.00000e+00
  46100000  1.598028e+04  1.238491e-04  2.425231e+04  1.045518e+00  2.475911e-04  3.13e+03  8.53e-02  9.50e-01  0.00000e+00  1.00000e+00
  46200000  1.599284e+04  1.255574e-04  2.439417e+04  1.046145e+00  2.467222e-04  3.20e+03  8.33e-02  9.50e-01  0.00000e+00  1.00000e+00
  46300000  1.600564e+04  1.280226e-04  2.453960e+04  1.046785e+00  2.458397e-04  3.28e+03  8.06e-02  9.50e-01  0.00000e+00  1.00000e+00
  46400000  1.601878e+04  1.313332e-04  2.468964e+04  1.047441e+00  2.449380e-04  3.39e+03  7.70e-02  9.50e-01  0.00000e+00  1.00000e+00
  46500000  1.603234e+04  1.356245e-04  2.484547e+04  1.048119e+00  2.440108e-04  3.52e+03  7.24e-02  9.50e-01  0.00000e+00  1.00000e+00
  46600000  1.604645e+04  1.411025e-04  2.500857e+04  1.048824e+00  2.430503e-04  3.69e+03  7.37e-02  9.50e-01  0.00000e+00  1.00000e+00
  46700000  1.606126e+04  1.480846e-04  2.518079e+04  1.049564e+00  2.420470e-04  3.90e+03  8.36e-02  9.50e-01  0.00000e+00  1.00000e+00
  46800000  1.607681e+04  1.555041e-04  2.536281e+04  1.050340e+00  2.409986e-04  4.13e+03  9.49e-02  9.50e-01  0.00000e+00  1.00000e+00
  46900000  1.609216e+04  1.534861e-04  2.554364e+04  1.051107e+00  2.399689e-04  4.11e+03  9.53e-02  9.50e-01  0.00000e+00  1.00000e+00
  47000000  1.610710e+04  1.493884e-04  2.572076e+04  1.051852e+00  2.389718e-04  4.03e+03  9.33e-02  9.50e-01  0.00000e+00  1.00000e+00
  47100000  1.612162e+04  1.452551e-04  2.589403e+04  1.052576e+00  2.380071e-04  3.95e+03  9.14e-02  9.50e-01  0.00000e+00  1.00000e+00
  47200000  1.613574e+04  1.411642e-04  2.606341e+04  1.053280e+00  2.370741e-04  3.87e+03  8.99e-02  9.50e-01  0.00000e+00  1.00000e+00
  47300000  1.614946e+04  1.372129e-04  2.622899e+04  1.053962e+00  2.361714e-04  3.79e+03  8.87e-02  9.50e-01  0.00000e+00  1.00000e+00
  47400000  1.616281e+04  1.335053e-04  2.639098e+04  1.054626e+00  2.352972e-04  3.71e+03  8.79e-02  9.50e-01  0.00000e+00  1.00000e+00
  47500000  1.617582e+04  1.301404e-04  2.654975e+04  1.055273e+00  2.344489e-04  3.64e+03  8.74e-02  9.50e-01  0.00000e+00  1.00000e+00
  47600000  1.618854e+04  1.272039e-04  2.670575e+04  1.055905e+00  2.336233e-04  3.58e+03  8.73e-02  9.50e-01  0.00000e+00  1.00000e+00
  47700000  1.620102e+04  1.247635e-04  2.685956e+04  1.056524e+00  2.328170e-04  3.53e+03  8.73e-02  9.50e-01  0.00000e+00  1.00000e+00
  47800000  1.621331e+04  1.228684e-04  2.701181e+04  1.057133e+00  2.320261e-04  3.50e+03  8.75e-02  9.50e-01  0.00000e+00  1.00000e+00
  47900000  1.622546e+04  1.215515e-04  2.716319e+04  1.057736e+00  2.312468e-04  3.49e+03  8.76e-02  9.50e-01  0.00000e+00  1.00000e+00
  48000000  1.623755e+04  1.208340e-04  2.731445e+04  1.058334e+00  2.304752e-04  3.49e+03  8.75e-02  9.50e-01  0.00000e+00  1.00000e+00
  48100000  1.624962e+04  1.207313e-04  2.746636e+04  1.058933e+00  2.297071e-04  3.51e+03  8.72e-02  9.50e-01  0.00000e+00  1.00000e+00
  48200000  1.626174e+04  1.212591e-04  2.761971e+04  1.059533e+00  2.289386e-04  3.54e+03  8.63e-02  9.50e-01  0.00000e+00  1.00000e+00
  48300000  1.627399e+04  1.224399e-04  2.777537e+04  1.060140e+00  2.281655e-04  3.60e+03  8.50e-02  9.50e-01  0.00000e+00  1.00000e+00
  48400000  1.628642e+04  1.243101e-04  2.793424e+04  1.060756e+00  2.273837e-04  3.68e+03  8.29e-02  9.50e-01  0.00000e+00  1.00000e+00
  48500000  1.629911e+04  1.269283e-04  2.809733e+04  1.061385e+00  2.265884e-04  3.78e+03  8.00e-02  9.50e-01  0.00000e+00  1.00000e+00
  48600000  1.631215e+04  1.303861e-04  2.826579e+04  1.062032e+00  2.257747e-04  3.91e+03  7.62e-02  9.50e-01  0.00000e+00  1.00000e+00
  48700000  1.632563e+04  1.348241e-04  2.844097e+04  1.062700e+00  2.249367e-04  4.07e+03  7.15e-02  9.50e-01  0.00000e+00  1.00000e+00
  48800000  1.633968e+04  1.404564e-04  2.862454e+04  1.063396e+00  2.240675e-04  4.27e+03  7.38e-02  9.50e-01  0.00000e+00  1.00000e+00
  48900000  1.635444e+04  1.476138e-04  2.881865e+04  1.064128e+00  2.231580e-04  4.52e+03  8.38e-02  9.50e-01  0.00000e+00  1.00000e+00
  49000000  1.636993e+04  1.549073e-04  2.902363e+04  1.064896e+00  2.222083e-04  4.78e+03  9.48e-02  9.50e-01  0.00000e+00  1.00000e+00
  49100000  1.638519e+04  1.526079e-04  2.922687e+04  1.065652e+00  2.212772e-04  4.74e+03  9.47e-02  9.50e-01  0.00000e+00  1.00000e+00
  49200000  1.640004e+04  1.485170e-04  2.942589e+04  1.066387e+00  2.203756e-04  4.65e+03  9.26e-02  9.50e-01  0.00000e+00  1.00000e+00
  49300000  1.641448e+04  1.443678e-04  2.962051e+04  1.067101e+00  2.195035e-04  4.55e+03  9.07e-02  9.50e-01  0.00000e+00  1.00000e+00
  49400000  1.642850e+04  1.402424e-04  2.981066e+04  1.067794e+00  2.186603e-04  4.45e+03  8.91e-02  9.50e-01  0.00000e+00  1.00000e+00
  49500000  1.644213e+04  1.362420e-04  2.999641e+04  1.068467e+00  2.178449e-04  4.36e+03  8.79e-02  9.50e-01  0.00000e+00  1.00000e+00
  49600000  1.645538e+04  1.324741e-04  3.017800e+04  1.069121e+00  2.170557e-04  4.27e+03  8.71e-02  9.50e-01  0.00000e+00  1.00000e+00
  49700000  1.646828e+04  1.290407e-04  3.035582e+04  1.069757e+00  2.162904e-04  4.18e+03  8.67e-02  9.50e-01  0.00000e+00  1.00000e+00
  49800000  1.648088e+04  1.260292e-04  3.053039e+04  1.070377e+00  2.155461e-04  4.11e+03  8.66e-02  9.50e-01  0.00000e+00  1.00000e+00
  49900000  1.649323e+04  1.235080e-04  3.070232e+04  1.070985e+00  2.148197e-04  4.05e+03  8.68e-02  9.50e-01  0.00000e+00  1.00000e+00
  50000000  1.650539e+04  1.215259e-04  3.087235e+04  1.071583e+00  2.141078e-04  4.01e+03  8.71e-02  9.50e-01  0.00000e+00  1.00000e+00
  50100000  1.651740e+04  1.201145e-04  3.104124e+04  1.072174e+00  2.134069e-04  3.99e+03  8.73e-02  9.50e-01  0.00000e+00  1.00000e+00
  50200000  1.652933e+04  1.192928e-04  3.120981e+04  1.072760e+00  2.127135e-04  3.99e+03  8.74e-02  9.50e-01  0.00000e+00  1.00000e+00
  50300000  1.654123e+04  1.190728e-04  3.137890e+04  1.073345e+00  2.120239e-04  4.00e+03  8.72e-02  9.50e-01  0.00000e+00  1.00000e+00
  50400000  1.655318e+04  1.194657e-04  3.154941e+04  1.073933e+00  2.113346e-04  4.04e+03  8.67e-02  9.50e-01  0.00000e+00  1.00000e+00
