      step          time          <dt>         rho_c         v_max        Kn_min  <dt lim>  <dr lim>  <du lim>  <n_iter_cr>  <n_iter_dr>
  16700000  1.117091e+04  2.513123e-04  1.997604e+03  7.877945e-01  1.144921e-03  3.93e+02  7.85e-02  9.50e-01  0.00000e+00  1.00000e+00
  16800000  1.119641e+04  2.550170e-04  2.027407e+03  7.892430e-01  1.134389e-03  4.05e+02  7.70e-02  9.50e-01  0.00000e+00  1.00000e+00
  16900000  1.122187e+04  2.545572e-04  2.057561e+03  7.906883e-01  1.123988e-03  4.11e+02  7.69e-02  9.50e-01  0.00000e+00  1.00000e+00
  17000000  1.124664e+04  2.476904e-04  2.087296e+03  7.920941e-01  1.113973e-03  4.07e+02  7.95e-02  9.50e-01  0.00000e+00  1.00000e+00
  17100000  1.127086e+04  2.422041e-04  2.116751e+03  7.934683e-01  1.104279e-03  4.04e+02  8.12e-02  9.50e-01  0.00000e+00  1.00000e+00
  17200000  1.129467e+04  2.380891e-04  2.146076e+03  7.948186e-01  1.094845e-03  4.03e+02  8.21e-02  9.50e-01  0.00000e+00  1.00000e+00
  17300000  1.131820e+04  2.353396e-04  2.175428e+03  7.961528e-01  1.085612e-03  4.05e+02  8.24e-02  9.50e-01  0.00000e+00  1.00000e+00
  17400000  1.134160e+04  2.339855e-04  2.204974e+03  7.974789e-01  1.076521e-03  4.09e+02  8.20e-02  9.50e-01  0.00000e+00  1.00000e+00
  17500000  1.136501e+04  2.340948e-04  2.234900e+03  7.988052e-01  1.067513e-03  4.15e+02  8.11e-02  9.50e-01  0.00000e+00  1.00000e+00
  17600000  1.138859e+04  2.357784e-04  2.265417e+03  8.001405e-01  1.058529e-03  4.25e+02  7.97e-02  9.50e-01  0.00000e+00  1.00000e+00
  17700000  1.141251e+04  2.391999e-04  2.296766e+03  8.014946e-01  1.049505e-03  4.37e+02  7.80e-02  9.50e-01  0.00000e+00  1.00000e+00
  17800000  1.143674e+04  2.423256e-04  2.328928e+03  8.028659e-01  1.040453e-03  4.50e+02  7.84e-02  9.50e-01  0.00000e+00  1.00000e+00
  17900000  1.146040e+04  2.365844e-04  2.360724e+03  8.042041e-01  1.031702e-03  4.46e+02  8.14e-02  9.50e-01  0.00000e+00  1.00000e+00
  18000000  1.148348e+04  2.307868e-04  2.392124e+03  8.055090e-01  1.023248e-03  4.42e+02  8.32e-02  9.50e-01  0.00000e+00  1.00000e+00
  18100000  1.150610e+04  2.262271e-04  2.423273e+03  8.067877e-01  1.015039e-03  4.40e+02  8.42e-02  9.50e-01  0.00000e+00  1.00000e+00
  18200000  1.152839e+04  2.228879e-04  2.454324e+03  8.080469e-01  1.007026e-03  4.39e+02  8.45e-02  9.50e-01  0.00000e+00  1.00000e+00
  18300000  1.155047e+04  2.207837e-04  2.485440e+03  8.092938e-01  9.991608e-04  4.41e+02  8.42e-02  9.50e-01  0.00000e+00  1.00000e+00
  18400000  1.157246e+04  2.199605e-04  2.516798e+03  8.105356e-01  9.913956e-04  4.46e+02  8.34e-02  9.50e-01  0.00000e+00  1.00000e+00
  18500000  1.159451e+04  2.204984e-04  2.548595e+03  8.117799e-01  9.836816e-04  4.53e+02  8.21e-02  9.50e-01  0.00000e+00  1.00000e+00
  18600000  1.161676e+04  2.225178e-04  2.581055e+03  8.130351e-01  9.759674e-04  4.64e+02  8.04e-02  9.50e-01  0.00000e+00  1.00000e+00
  18700000  1.163938e+04  2.261896e-04  2.614438e+03  8.143105e-01  9.681978e-04  4.79e+02  7.82e-02  9.50e-01  0.00000e+00  1.00000e+00
  18800000  1.166239e+04  2.300896e-04  2.648800e+03  8.156073e-01  9.603678e-04  4.94e+02  8.04e-02  9.50e-01  0.00000e+00  1.00000e+00
  18900000  1.168490e+04  2.250924e-04  2.682814e+03  8.168754e-01  9.527789e-04  4.90e+02  8.40e-02  9.50e-01  0.00000e+00  1.00000e+00
  19000000  1.170684e+04  2.193953e-04  2.716351e+03  8.181109e-01  9.454491e-04  4.85e+02  8.55e-02  9.50e-01  0.00000e+00  1.00000e+00
  19100000  1.172832e+04  2.148055e-04  2.749556e+03  8.193200e-01  9.383361e-04  4.81e+02  8.64e-02  9.50e-01  0.00000e+00  1.00000e+00
  19200000  1.174945e+04  2.113066e-04  2.782582e+03  8.205089e-01  9.313995e-04  4.80e+02  8.66e-02  9.50e-01  0.00000e+00  1.00000e+00
  19300000  1.177034e+04  2.089103e-04  2.815589e+03  8.216838e-01  9.246001e-04  4.81e+02  8.62e-02  9.50e-01  0.00000e+00  1.00000e+00
  19400000  1.179111e+04  2.076555e-04  2.848751e+03  8.228512e-01  9.178986e-04  4.84e+02  8.53e-02  9.50e-01  0.00000e+00  1.00000e+00
  19500000  1.181187e+04  2.076089e-04  2.882262e+03  8.240179e-01  9.112550e-04  4.90e+02  8.40e-02  9.50e-01  0.00000e+00  1.00000e+00
  19600000  1.183276e+04  2.088700e-04  2.916339e+03  8.251911e-01  9.046273e-04  5.00e+02  8.23e-02  9.50e-01  0.00000e+00  1.00000e+00
  19700000  1.185392e+04  2.115787e-04  2.951233e+03  8.263791e-01  8.979707e-04  5.13e+02  8.01e-02  9.50e-01  0.00000e+00  1.00000e+00
  19800000  1.187551e+04  2.159286e-04  2.987237e+03  8.275910e-01  8.912359e-04  5.31e+02  7.81e-02  9.50e-01  0.00000e+00  1.00000e+00
  19900000  1.189740e+04  2.189648e-04  3.024156e+03  8.288193e-01  8.844663e-04  5.46e+02  8.43e-02  9.50e-01  0.00000e+00  1.00000e+00
  20000000  1.191874e+04  2.133697e-04  3.060531e+03  8.300157e-01  8.779273e-04  5.39e+02  8.68e-02  9.50e-01  0.00000e+00  1.00000e+00
  20100000  1.193955e+04  2.080482e-04  3.096383e+03  8.311817e-01  8.716054e-04  5.32e+02  8.80e-02  9.50e-01  0.00000e+00  1.00000e+00
  20200000  1.195992e+04  2.037068e-04  3.131858e+03  8.323229e-01  8.654668e-04  5.28e+02  8.85e-02  9.50e-01  0.00000e+00  1.00000e+00
  20300000  1.197995e+04  2.003384e-04  3.167106e+03  8.334447e-01  8.594787e-04  5.26e+02  8.84e-02  9.50e-01  0.00000e+00  1.00000e+00
  20400000  1.199975e+04  1.979609e-04  3.202292e+03  8.345527e-01  8.536091e-04  5.26e+02  8.78e-02  9.50e-01  0.00000e+00  1.00000e+00
  20500000  1.201941e+04  1.966149e-04  3.237591e+03  8.356527e-01  8.478254e-04  5.29e+02  8.69e-02  9.50e-01  0.00000e+00  1.00000e+00
  20600000  1.203904e+04  1.963645e-04  3.273199e+03  8.367508e-01  8.420946e-04  5.35e+02  8.54e-02  9.50e-01  0.00000e+00  1.00000e+00
  20700000  1.205877e+04  1.973005e-04  3.309337e+03  8.378537e-01  8.363818e-04  5.44e+02  8.36e-02  9.50e-01  0.00000e+00  1.00000e+00
  20800000  1.207873e+04  1.995481e-04  3.346256e+03  8.389687e-01  8.306497e-04  5.57e+02  8.13e-02  9.50e-01  0.00000e+00  1.00000e+00
  20900000  1.209906e+04  2.032786e-04  3.384251e+03  8.401041e-01  8.248575e-04  5.75e+02  7.87e-02  9.50e-01  0.00000e+00  1.00000e+00
  21000000  1.211992e+04  2.086368e-04  3.423656e+03  8.412688e-01  8.189614e-04  5.98e+02  8.21e-02  9.50e-01  0.00000e+00  1.00000e+00
  21100000  1.214066e+04  2.073742e-04  3.463237e+03  8.424259e-01  8.131496e-04  6.02e+02  8.83e-02  9.50e-01  0.00000e+00  1.00000e+00
  21200000  1.216083e+04  2.017112e-04  3.502136e+03  8.435509e-01  8.075426e-04  5.93e+02  8.95e-02  9.50e-01  0.00000e+00  1.00000e+00
  21300000  1.218052e+04  1.969284e-04  3.540497e+03  8.446486e-01  8.021121e-04  5.86e+02  9.01e-02  9.50e-01  0.00000e+00  1.00000e+00
  21400000  1.219982e+04  1.930095e-04  3.578465e+03  8.457240e-01  7.968310e-04  5.81e+02  9.02e-02  9.50e-01  0.00000e+00  1.00000e+00
  21500000  1.221882e+04  1.899627e-04  3.616196e+03  8.467819e-01  7.916728e-04  5.79e+02  8.98e-02  9.50e-01  0.00000e+00  1.00000e+00
  21600000  1.223760e+04  1.878170e-04  3.653857e+03  8.478274e-01  7.866111e-04  5.79e+02  8.90e-02  9.50e-01  0.00000e+00  1.00000e+00
  21700000  1.225626e+04  1.866203e-04  3.691631e+03  8.488658e-01  7.816189e-04  5.82e+02  8.78e-02  9.50e-01  0.00000e+00  1.00000e+00
  21800000  1.227491e+04  1.864393e-04  3.729724e+03  8.499028e-01  7.766684e-04  5.88e+02  8.63e-02  9.50e-01  0.00000e+00  1.00000e+00
  21900000  1.229364e+04  1.873639e-04  3.768368e+03  8.509444e-01  7.717301e-04  5.98e+02  8.43e-02  9.50e-01  0.00000e+00  1.00000e+00
  22000000  1.231260e+04  1.895146e-04  3.807825e+03  8.519976e-01  7.667722e-04  6.12e+02  8.19e-02  9.50e-01  0.00000e+00  1.00000e+00
  22100000  1.233190e+04  1.930543e-04  3.848407e+03  8.530699e-01  7.617599e-04  6.31e+02  7.91e-02  9.50e-01  0.00000e+00  1.00000e+00
  22200000  1.235172e+04  1.982067e-04  3.890482e+03  8.541704e-01  7.566535e-04  6.55e+02  8.07e-02  9.50e-01  0.00000e+00  1.00000e+00
  22300000  1.237180e+04  2.007591e-04  3.933525e+03  8.552845e-01  7.515220e-04  6.72e+02  8.97e-02  9.50e-01  0.00000e+00  1.00000e+00
  22400000  1.239133e+04  1.953327e-04  3.975821e+03  8.563679e-01  7.465682e-04  6.62e+02  9.11e-02  9.50e-01  0.00000e+00  1.00000e+00
  22500000  1.241037e+04  1.904067e-04  4.017448e+03  8.574234e-01  7.417761e-04  6.53e+02  9.17e-02  9.50e-01  0.00000e+00  1.00000e+00
  22600000  1.242900e+04  1.862440e-04  4.058547e+03  8.584553e-01  7.371235e-04  6.46e+02  9.17e-02  9.50e-01  0.00000e+00  1.00000e+00
  22700000  1.244728e+04  1.828512e-04  4.099271e+03  8.594680e-01  7.325888e-04  6.41e+02  9.13e-02  9.50e-01  0.00000e+00  1.00000e+00
  22800000  1.246531e+04  1.802545e-04  4.139779e+03  8.604658e-01  7.281504e-04  6.39e+02  9.06e-02  9.50e-01  0.00000e+00  1.00000e+00
  22900000  1.248316e+04  1.784963e-04  4.180252e+03  8.614534e-01  7.237861e-04  6.40e+02  8.96e-02  9.50e-01  0.00000e+00  1.00000e+00
  23000000  1.250092e+04  1.776332e-04  4.220886e+03  8.624358e-01  7.194733e-04  6.44e+02  8.82e-02  9.50e-01  0.00000e+00  1.00000e+00
  23100000  1.251869e+04  1.777378e-04  4.261905e+03  8.634184e-01  7.151878e-04  6.51e+02  8.64e-02  9.50e-01  0.00000e+00  1.00000e+00
  23200000  1.253658e+04  1.789035e-04  4.303559e+03  8.644070e-01  7.109042e-04  6.63e+02  8.43e-02  9.50e-01  0.00000e+00  1.00000e+00
  23300000  1.255471e+04  1.812531e-04  4.346139e+03  8.654082e-01  7.065948e-04  6.79e+02  8.17e-02  9.50e-01  0.00000e+00  1.00000e+00
  23400000  1.257320e+04  1.849522e-04  4.389984e+03  8.664293e-01  7.022288e-04  7.00e+02  7.86e-02  9.50e-01  0.00000e+00  1.00000e+00
  23500000  1.259223e+04  1.902297e-04  4.435500e+03  8.674791e-01  6.977711e-04  7.29e+02  8.15e-02  9.50e-01  0.00000e+00  1.00000e+00
  23600000  1.261160e+04  1.937174e-04  4.482291e+03  8.685476e-01  6.932655e-04  7.51e+02  9.14e-02  9.50e-01  0.00000e+00  1.00000e+00
  23700000  1.263047e+04  1.887112e-04  4.528304e+03  8.695879e-01  6.889091e-04  7.40e+02  9.27e-02  9.50e-01  0.00000e+00  1.00000e+00
  23800000  1.264886e+04  1.838581e-04  4.573547e+03  8.706010e-01  6.846956e-04  7.29e+02  9.31e-02  9.50e-01  0.00000e+00  1.00000e+00
  23900000  1.266682e+04  1.796738e-04  4.618156e+03  8.715904e-01  6.806071e-04  7.20e+02  9.29e-02  9.50e-01  0.00000e+00  1.00000e+00
  24000000  1.268444e+04  1.761692e-04  4.662279e+03  8.725601e-01  6.766261e-04  7.14e+02  9.25e-02  9.50e-01  0.00000e+00  1.00000e+00
  24100000  1.270178e+04  1.733741e-04  4.706076e+03  8.735139e-01  6.727349e-04  7.10e+02  9.17e-02  9.50e-01  0.00000e+00  1.00000e+00
  24200000  1.271891e+04  1.713319e-04  4.749725e+03  8.744560e-01  6.689152e-04  7.09e+02  9.07e-02  9.50e-01  0.00000e+00  1.00000e+00
  24300000  1.273592e+04  1.700968e-04  4.793423e+03  8.753910e-01  6.651480e-04  7.11e+02  8.94e-02  9.50e-01  0.00000e+00  1.00000e+00
  24400000  1.275289e+04  1.697342e-04  4.837394e+03  8.763235e-01  6.614135e-04  7.17e+02  8.78e-02  9.50e-01  0.00000e+00  1.00000e+00
  24500000  1.276993e+04  1.703235e-04  4.881886e+03  8.772589e-01  6.576906e-04  7.27e+02  8.58e-02  9.50e-01  0.00000e+00  1.00000e+00
  24600000  1.278712e+04  1.719652e-04  4.927186e+03  8.782030e-01  6.539565e-04  7.41e+02  8.35e-02  9.50e-01  0.00000e+00  1.00000e+00
  24700000  1.280460e+04  1.747919e-04  4.973623e+03  8.791621e-01  6.501864e-04  7.61e+02  8.06e-02  9.50e-01  0.00000e+00  1.00000e+00
  24800000  1.282250e+04  1.789847e-04  5.021587e+03  8.801438e-01  6.463520e-04  7.88e+02  7.76e-02  9.50e-01  0.00000e+00  1.00000e+00
  24900000  1.284098e+04  1.847968e-04  5.071551e+03  8.811569e-01  6.424208e-04  8.22e+02  8.52e-02  9.50e-01  0.00000e+00  1.00000e+00
  25000000  1.285967e+04  1.869288e-04  5.122550e+03  8.821812e-01  6.384727e-04  8.41e+02  9.36e-02  9.50e-01  0.00000e+00  1.00000e+00
  25100000  1.287785e+04  1.817929e-04  5.172595e+03  8.831768e-01  6.346604e-04  8.27e+02  9.42e-02  9.50e-01  0.00000e+00  1.00000e+00
  25200000  1.289557e+04  1.771595e-04  5.221791e+03  8.841464e-01  6.309709e-04  8.14e+02  9.41e-02  9.50e-01  0.00000e+00  1.00000e+00
  25300000  1.291288e+04  1.731088e-04  5.270272e+03  8.850934e-01  6.273901e-04  8.04e+02  9.38e-02  9.50e-01  0.00000e+00  1.00000e+00
  25400000  1.292984e+04  1.696619e-04  5.318184e+03  8.860210e-01  6.239037e-04  7.96e+02  9.31e-02  9.50e-01  0.00000e+00  1.00000e+00
  25500000  1.294653e+04  1.668565e-04  5.365689e+03  8.869329e-01  6.204971e-04  7.91e+02  9.23e-02  9.50e-01  0.00000e+00  1.00000e+00
  25600000  1.296300e+04  1.647410e-04  5.412970e+03  8.878327e-01  6.171551e-04  7.89e+02  9.13e-02  9.50e-01  0.00000e+00  1.00000e+00
  25700000  1.297934e+04  1.633712e-04  5.460233e+03  8.887247e-01  6.138616e-04  7.90e+02  9.00e-02  9.50e-01  0.00000e+00  1.00000e+00
  25800000  1.299562e+04  1.628102e-04  5.507707e+03  8.896132e-01  6.105998e-04  7.95e+02  8.85e-02  9.50e-01  0.00000e+00  1.00000e+00
  25900000  1.301194e+04  1.631305e-04  5.555652e+03  8.905031e-01  6.073518e-04  8.04e+02  8.67e-02  9.50e-01  0.00000e+00  1.00000e+00
  26000000  1.302838e+04  1.644208e-04  5.604361e+03  8.913997e-01  6.040984e-04  8.18e+02  8.44e-02  9.50e-01  0.00000e+00  1.00000e+00
  26100000  1.304506e+04  1.667952e-04  5.654172e+03  8.923089e-01  6.008188e-04  8.38e+02  8.17e-02  9.50e-01  0.00000e+00  1.00000e+00
  26200000  1.306210e+04  1.704082e-04  5.705479e+03  8.932374e-01  5.974896e-04  8.65e+02  7.83e-02  9.50e-01  0.00000e+00  1.00000e+00
  26300000  1.307965e+04  1.754757e-04  5.758754e+03  8.941931e-01  5.940838e-04  9.00e+02  7.98e-02  9.50e-01  0.00000e+00  1.00000e+00
  26400000  1.309781e+04  1.816157e-04  5.814369e+03  8.951817e-01  5.905827e-04  9.41e+02  9.15e-02  9.50e-01  0.00000e+00  1.00000e+00
  26500000  1.311575e+04  1.794188e-04  5.869791e+03  8.961578e-01  5.871478e-04  9.40e+02  9.51e-02  9.50e-01  0.00000e+00  1.00000e+00
  26600000  1.313321e+04  1.745966e-04  5.924183e+03  8.971072e-01  5.838277e-04  9.24e+02  9.51e-02  9.50e-01  0.00000e+00  1.00000e+00
  26700000  1.315024e+04  1.702716e-04  5.977668e+03  8.980325e-01  5.806111e-04  9.10e+02  9.47e-02  9.50e-01  0.00000e+00  1.00000e+00
  26800000  1.316688e+04  1.664597e-04  6.030378e+03  8.989366e-01  5.774866e-04  8.99e+02  9.41e-02  9.50e-01  0.00000e+00  1.00000e+00
  26900000  1.318320e+04  1.631965e-04  6.082464e+03  8.998225e-01  5.744426e-04  8.90e+02  9.33e-02  9.50e-01  0.00000e+00  1.00000e+00
  27000000  1.319925e+04  1.605298e-04  6.134096e+03  9.006935e-01  5.714667e-04  8.84e+02  9.24e-02  9.50e-01  0.00000e+00  1.00000e+00
  27100000  1.321511e+04  1.585143e-04  6.185472e+03  9.015531e-01  5.685459e-04  8.81e+02  9.13e-02  9.50e-01  0.00000e+00  1.00000e+00
  27200000  1.323083e+04  1.572086e-04  6.236810e+03  9.024053e-01  5.656664e-04  8.82e+02  9.01e-02  9.50e-01  0.00000e+00  1.00000e+00
  27300000  1.324649e+04  1.566752e-04  6.288361e+03  9.032542e-01  5.628135e-04  8.87e+02  8.86e-02  9.50e-01  0.00000e+00  1.00000e+00
  27400000  1.326219e+04  1.569833e-04  6.340403e+03  9.041045e-01  5.599719e-04  8.97e+02  8.68e-02  9.50e-01  0.00000e+00  1.00000e+00
  27500000  1.327801e+04  1.582153e-04  6.393251e+03  9.049611e-01  5.571248e-04  9.12e+02  8.46e-02  9.50e-01  0.00000e+00  1.00000e+00
  27600000  1.329406e+04  1.604766e-04  6.447265e+03  9.058297e-01  5.542542e-04  9.34e+02  8.19e-02  9.50e-01  0.00000e+00  1.00000e+00
  27700000  1.331045e+04  1.639098e-04  6.502864e+03  9.067165e-01  5.513399e-04  9.63e+02  7.85e-02  9.50e-01  0.00000e+00  1.00000e+00
  27800000  1.332732e+04  1.687152e-04  6.560549e+03  9.076289e-01  5.483589e-04  1.00e+03  7.80e-02  9.50e-01  0.00000e+00  1.00000e+00
  27900000  1.334484e+04  1.751808e-04  6.620938e+03  9.085758e-01  5.452835e-04  1.05e+03  8.92e-02  9.50e-01  0.00000e+00  1.00000e+00
  28000000  1.336248e+04  1.763769e-04  6.682249e+03  9.095286e-01  5.422076e-04  1.07e+03  9.61e-02  9.50e-01  0.00000e+00  1.00000e+00
  28100000  1.337964e+04  1.715578e-04  6.742378e+03  9.104549e-01  5.392352e-04  1.05e+03  9.59e-02  9.50e-01  0.00000e+00  1.00000e+00
  28200000  1.339635e+04  1.671580e-04  6.801437e+03  9.113569e-01  5.363576e-04  1.03e+03  9.54e-02  9.50e-01  0.00000e+00  1.00000e+00
  28300000  1.341267e+04  1.631926e-04  6.859546e+03  9.122370e-01  5.335656e-04  1.02e+03  9.46e-02  9.50e-01  0.00000e+00  1.00000e+00
  28400000  1.342864e+04  1.596989e-04  6.916847e+03  9.130978e-01  5.308501e-04  1.01e+03  9.38e-02  9.50e-01  0.00000e+00  1.00000e+00
  28500000  1.344431e+04  1.567276e-04  6.973502e+03  9.139421e-01  5.282008e-04  9.95e+02  9.29e-02  9.50e-01  0.00000e+00  1.00000e+00
  28600000  1.345975e+04  1.543362e-04  7.029705e+03  9.147731e-01  5.256072e-04  9.89e+02  9.20e-02  9.50e-01  0.00000e+00  1.00000e+00
  28700000  1.347501e+04  1.525842e-04  7.085674e+03  9.155943e-01  5.230577e-04  9.87e+02  9.09e-02  9.50e-01  0.00000e+00  1.00000e+00
  28800000  1.349016e+04  1.515314e-04  7.141658e+03  9.164095e-01  5.205401e-04  9.89e+02  8.97e-02  9.50e-01  0.00000e+00  1.00000e+00
  28900000  1.350528e+04  1.512394e-04  7.197936e+03  9.172228e-01  5.180413e-04  9.95e+02  8.82e-02  9.50e-01  0.00000e+00  1.00000e+00
  29000000  1.352046e+04  1.517754e-04  7.254821e+03  9.180387e-01  5.155478e-04  1.01e+03  8.63e-02  9.50e-01  0.00000e+00  1.00000e+00
  29100000  1.353578e+04  1.532201e-04  7.312664e+03  9.188620e-01  5.130446e-04  1.03e+03  8.40e-02  9.50e-01  0.00000e+00  1.00000e+00
  29200000  1.355135e+04  1.556780e-04  7.371866e+03  9.196983e-01  5.105158e-04  1.05e+03  8.12e-02  9.50e-01  0.00000e+00  1.00000e+00
  29300000  1.356728e+04  1.592930e-04  7.432896e+03  9.205537e-01  5.079432e-04  1.09e+03  7.77e-02  9.50e-01  0.00000e+00  1.00000e+00
  29400000  1.358371e+04  1.642703e-04  7.496315e+03  9.214354e-01  5.053060e-04  1.13e+03  7.82e-02  9.50e-01  0.00000e+00  1.00000e+00
  29500000  1.360080e+04  1.709094e-04  7.562819e+03  9.223524e-01  5.025792e-04  1.19e+03  8.98e-02  9.50e-01  0.00000e+00  1.00000e+00
  29600000  1.361805e+04  1.725015e-04  7.630487e+03  9.232774e-01  4.998445e-04  1.21e+03  9.68e-02  9.50e-01  0.00000e+00  1.00000e+00
  29700000  1.363483e+04  1.678157e-04  7.696843e+03  9.241767e-01  4.972009e-04  1.19e+03  9.64e-02  9.50e-01  0.00000e+00  1.00000e+00
  29800000  1.365118e+04  1.634773e-04  7.761985e+03  9.250523e-01  4.946415e-04  1.17e+03  9.56e-02  9.50e-01  0.00000e+00  1.00000e+00
  29900000  1.366713e+04  1.595081e-04  7.826026e+03  9.259061e-01  4.921592e-04  1.15e+03  9.48e-02  9.50e-01  0.00000e+00  1.00000e+00
  30000000  1.368272e+04  1.559515e-04  7.889101e+03  9.267404e-01  4.897466e-04  1.14e+03  9.39e-02  9.50e-01  0.00000e+00  1.00000e+00
  30100000  1.369801e+04  1.528644e-04  7.951373e+03  9.275577e-01  4.873952e-04  1.12e+03  9.30e-02  9.50e-01  0.00000e+00  1.00000e+00
  30200000  1.371304e+04  1.503089e-04  8.013039e+03  9.283610e-01  4.850961e-04  1.11e+03  9.20e-02  9.50e-01  0.00000e+00  1.00000e+00
  30300000  1.372787e+04  1.483474e-04  8.074325e+03  9.291533e-01  4.828395e-04  1.11e+03  9.11e-02  9.50e-01  0.00000e+00  1.00000e+00
  30400000  1.374258e+04  1.470397e-04  8.135492e+03  9.299384e-01  4.806149e-04  1.11e+03  9.00e-02  9.50e-01  0.00000e+00  1.00000e+00
  30500000  1.375722e+04  1.464438e-04  8.196830e+03  9.307199e-01  4.784111e-04  1.11e+03  8.87e-02  9.50e-01  0.00000e+00  1.00000e+00
  30600000  1.377189e+04  1.466194e-04  8.258665e+03  9.315022e-01  4.762165e-04  1.12e+03  8.71e-02  9.50e-01  0.00000e+00  1.00000e+00
  30700000  1.378665e+04  1.476339e-04  8.321358e+03  9.322895e-01  4.740186e-04  1.14e+03  8.51e-02  9.50e-01  0.00000e+00  1.00000e+00
  30800000  1.380161e+04  1.495722e-04  8.385318e+03  9.330870e-01  4.718037e-04  1.17e+03  8.26e-02  9.50e-01  0.00000e+00  1.00000e+00
  30900000  1.381686e+04  1.525486e-04  8.451014e+03  9.339001e-01  4.695571e-04  1.20e+03  7.94e-02  9.50e-01  0.00000e+00  1.00000e+00
  31000000  1.383253e+04  1.567255e-04  8.518999e+03  9.347351e-01  4.672620e-04  1.24e+03  7.58e-02  9.50e-01  0.00000e+00  1.00000e+00
  31100000  1.384877e+04  1.623393e-04  8.589944e+03  9.355997e-01  4.648984e-04  1.30e+03  8.18e-02  9.50e-01  0.00000e+00  1.00000e+00
  31200000  1.386568e+04  1.691561e-04  8.664441e+03  9.365001e-01  4.624504e-04  1.37e+03  9.39e-02  9.50e-01  0.00000e+00  1.00000e+00
  31300000  1.388246e+04  1.677503e-04  8.738897e+03  9.373927e-01  4.600377e-04  1.37e+03  9.72e-02  9.50e-01  0.00000e+00  1.00000e+00
  31400000  1.389878e+04  1.632690e-04  8.811920e+03  9.382608e-01  4.577037e-04  1.35e+03  9.64e-02  9.50e-01  0.00000e+00  1.00000e+00
  31500000  1.391469e+04  1.590754e-04  8.883598e+03  9.391062e-01  4.554431e-04  1.32e+03  9.54e-02  9.50e-01  0.00000e+00  1.00000e+00
  31600000  1.393021e+04  1.552050e-04  8.954039e+03  9.399304e-01  4.532503e-04  1.30e+03  9.44e-02  9.50e-01  0.00000e+00  1.00000e+00
  31700000  1.394538e+04  1.517125e-04  9.023382e+03  9.407357e-01  4.511189e-04  1.28e+03  9.34e-02  9.50e-01  0.00000e+00  1.00000e+00
  31800000  1.396025e+04  1.486629e-04  9.091802e+03  9.415242e-01  4.490418e-04  1.27e+03  9.25e-02  9.50e-01  0.00000e+00  1.00000e+00
  31900000  1.397486e+04  1.461233e-04  9.159510e+03  9.422989e-01  4.470112e-04  1.26e+03  9.17e-02  9.50e-01  0.00000e+00  1.00000e+00
  32000000  1.398928e+04  1.441581e-04  9.226756e+03  9.430629e-01  4.450185e-04  1.25e+03  9.08e-02  9.50e-01  0.00000e+00  1.00000e+00
  32100000  1.400356e+04  1.428264e-04  9.293823e+03  9.438194e-01  4.430545e-04  1.25e+03  8.99e-02  9.50e-01  0.00000e+00  1.00000e+00
  32200000  1.401778e+04  1.421832e-04  9.361029e+03  9.445722e-01  4.411094e-04  1.25e+03  8.87e-02  9.50e-01  0.00000e+00  1.00000e+00
  32300000  1.403201e+04  1.422827e-04  9.428726e+03  9.453253e-01  4.391728e-04  1.26e+03  8.72e-02  9.50e-01  0.00000e+00  1.00000e+00
  32400000  1.404633e+04  1.431853e-04  9.497305e+03  9.460830e-01  4.372339e-04  1.28e+03  8.54e-02  9.50e-01  0.00000e+00  1.00000e+00
  32500000  1.406082e+04  1.449655e-04  9.567202e+03  9.468499e-01  4.352809e-04  1.31e+03  8.29e-02  9.50e-01  0.00000e+00  1.00000e+00
  32600000  1.407560e+04  1.477246e-04  9.638914e+03  9.476311e-01  4.333012e-04  1.35e+03  7.99e-02  9.50e-01  0.00000e+00  1.00000e+00
  32700000  1.409076e+04  1.516066e-04  9.713022e+03  9.484326e-01  4.312803e-04  1.39e+03  7.61e-02  9.50e-01  0.00000e+00  1.00000e+00
  32800000  1.410644e+04  1.568220e-04  9.790226e+03  9.492614e-01  4.292013e-04  1.45e+03  7.82e-02  9.50e-01  0.00000e+00  1.00000e+00
  32900000  1.412281e+04  1.636851e-04  9.871406e+03  9.501261e-01  4.270439e-04  1.53e+03  8.98e-02  9.50e-01  0.00000e+00  1.00000e+00
  33000000  1.413946e+04  1.665546e-04  9.954636e+03  9.510055e-01  4.248616e-04  1.57e+03  9.76e-02  9.50e-01  0.00000e+00  1.00000e+00
  33100000  1.415567e+04  1.621282e-04  1.003627e+04  9.518611e-01  4.227500e-04  1.54e+03  9.68e-02  9.50e-01  0.00000e+00  1.00000e+00
  33200000  1.417146e+04  1.578761e-04  1.011633e+04  9.526937e-01  4.207057e-04  1.52e+03  9.57e-02  9.50e-01  0.00000e+00  1.00000e+00
  33300000  1.418685e+04  1.538775e-04  1.019493e+04  9.535047e-01  4.187244e-04  1.49e+03  9.46e-02  9.50e-01  0.00000e+00  1.00000e+00
  33400000  1.420187e+04  1.501872e-04  1.027217e+04  9.542958e-01  4.168014e-04  1.47e+03  9.35e-02  9.50e-01  0.00000e+00  1.00000e+00
  33500000  1.421656e+04  1.468734e-04  1.034822e+04  9.550689e-01  4.149309e-04  1.45e+03  9.26e-02  9.50e-01  0.00000e+00  1.00000e+00
