     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -1.569747e+00  -1.870777e+00  4.936543e-05  7.582029e+00  6.142363e-02  5.321656e-01  3.646509e-02
     1  -1.558552e+00  -1.564113e+00  5.328937e-05  7.495488e+00  6.213281e-02  5.352289e-01  3.646509e-02
     2  -1.547355e+00  -1.552917e+00  5.752323e-05  7.484987e+00  6.217023e-02  5.358185e-01  3.647968e-02
     3  -1.536152e+00  -1.541717e+00  6.209370e-05  7.473969e+00  6.220953e-02  5.364389e-01  3.649502e-02
     4  -1.524948e+00  -1.530514e+00  6.702432e-05  7.462409e+00  6.225080e-02  5.370917e-01  3.651117e-02
     5  -1.513733e+00  -1.519305e+00  7.234881e-05  7.450281e+00  6.229415e-02  5.377788e-01  3.652816e-02
     6  -1.502522e+00  -1.508091e+00  7.809033e-05  7.437560e+00  6.233968e-02  5.385019e-01  3.654603e-02
     7  -1.491308e+00  -1.496879e+00  8.428458e-05  7.424226e+00  6.238746e-02  5.392624e-01  3.656483e-02
     8  -1.480087e+00  -1.485661e+00  9.096964e-05  7.410244e+00  6.243763e-02  5.400628e-01  3.658460e-02
     9  -1.468859e+00  -1.474437e+00  9.818356e-05  7.395583e+00  6.249032e-02  5.409053e-01  3.660540e-02
    10  -1.457623e+00  -1.463205e+00  1.059689e-04  7.380213e+00  6.254564e-02  5.417920e-01  3.662729e-02
    11  -1.446390e+00  -1.451970e+00  1.143624e-04  7.364108e+00  6.260371e-02  5.427250e-01  3.665031e-02
    12  -1.435149e+00  -1.440733e+00  1.234185e-04  7.347239e+00  6.266465e-02  5.437065e-01  3.667451e-02
    13  -1.423899e+00  -1.429488e+00  1.331900e-04  7.329564e+00  6.272862e-02  5.447397e-01  3.669998e-02
    14  -1.412647e+00  -1.418237e+00  1.437275e-04  7.311053e+00  6.279575e-02  5.458269e-01  3.672676e-02
    15  -1.401382e+00  -1.406978e+00  1.550994e-04  7.291669e+00  6.286620e-02  5.469712e-01  3.675494e-02
    16  -1.390115e+00  -1.395712e+00  1.673596e-04  7.271376e+00  6.294012e-02  5.481755e-01  3.678457e-02
    17  -1.378842e+00  -1.384442e+00  1.805806e-04  7.250144e+00  6.301765e-02  5.494425e-01  3.681572e-02
    18  -1.367558e+00  -1.373164e+00  1.948435e-04  7.227927e+00  6.309898e-02  5.507761e-01  3.684849e-02
    19  -1.356269e+00  -1.361877e+00  2.102204e-04  7.204687e+00  6.318429e-02  5.521796e-01  3.688295e-02
    20  -1.344971e+00  -1.350583e+00  2.268022e-04  7.180388e+00  6.327373e-02  5.536564e-01  3.691918e-02
    21  -1.333660e+00  -1.339279e+00  2.446857e-04  7.154983e+00  6.336752e-02  5.552109e-01  3.695729e-02
    22  -1.322338e+00  -1.327962e+00  2.639729e-04  7.128427e+00  6.346587e-02  5.568474e-01  3.699736e-02
    23  -1.311008e+00  -1.316636e+00  2.847617e-04  7.100683e+00  6.356896e-02  5.585697e-01  3.703950e-02
    24  -1.299670e+00  -1.305302e+00  3.071688e-04  7.071715e+00  6.367696e-02  5.603819e-01  3.708380e-02
    25  -1.288318e+00  -1.293957e+00  3.313271e-04  7.041473e+00  6.379011e-02  5.622893e-01  3.713037e-02
    26  -1.276957e+00  -1.282600e+00  3.573620e-04  7.009914e+00  6.390864e-02  5.642967e-01  3.717933e-02
    27  -1.265581e+00  -1.271232e+00  3.854278e-04  6.976992e+00  6.403278e-02  5.664096e-01  3.723081e-02
    28  -1.254190e+00  -1.259848e+00  4.156808e-04  6.942656e+00  6.416279e-02  5.686339e-01  3.728493e-02
    29  -1.242786e+00  -1.248451e+00  4.482776e-04  6.906867e+00  6.429888e-02  5.709751e-01  3.734182e-02
    30  -1.231367e+00  -1.237039e+00  4.834077e-04  6.869581e+00  6.444131e-02  5.734395e-01  3.740162e-02
    31  -1.219932e+00  -1.225612e+00  5.212579e-04  6.830750e+00  6.459034e-02  5.760336e-01  3.746449e-02
    32  -1.208482e+00  -1.214169e+00  5.620357e-04  6.790333e+00  6.474622e-02  5.787643e-01  3.753056e-02
    33  -1.197015e+00  -1.202711e+00  6.059606e-04  6.748288e+00  6.490922e-02  5.816386e-01  3.759999e-02
    34  -1.185530e+00  -1.191234e+00  6.532785e-04  6.704569e+00  6.507962e-02  5.846644e-01  3.767297e-02
    35  -1.174027e+00  -1.179740e+00  7.042385e-04  6.659134e+00  6.525770e-02  5.878498e-01  3.774966e-02
    36  -1.162503e+00  -1.168227e+00  7.591240e-04  6.611944e+00  6.544374e-02  5.912032e-01  3.783024e-02
    37  -1.150959e+00  -1.156693e+00  8.182252e-04  6.562956e+00  6.563805e-02  5.947339e-01  3.791492e-02
