     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -2.445519e+00  -2.746549e+00  4.936543e-05  3.214414e+03  7.356297e-01  3.627175e-04  5.117493e-04
     1  -2.434469e+00  -2.439959e+00  5.328937e-05  3.221090e+03  7.341050e-01  3.623414e-04  5.117493e-04
     2  -2.423417e+00  -2.428908e+00  5.752323e-05  3.219822e+03  7.340254e-01  3.625039e-04  5.118778e-04
     3  -2.412360e+00  -2.417854e+00  6.209370e-05  3.218487e+03  7.339416e-01  3.626749e-04  5.120132e-04
     4  -2.401304e+00  -2.406797e+00  6.702432e-05  3.217082e+03  7.338534e-01  3.628551e-04  5.121557e-04
     5  -2.390237e+00  -2.395735e+00  7.234881e-05  3.215604e+03  7.337605e-01  3.630448e-04  5.123058e-04
     6  -2.379177e+00  -2.384672e+00  7.809033e-05  3.214049e+03  7.336628e-01  3.632447e-04  5.124639e-04
     7  -2.368116e+00  -2.373611e+00  8.428458e-05  3.212414e+03  7.335600e-01  3.634551e-04  5.126302e-04
     8  -2.357052e+00  -2.362549e+00  9.096964e-05  3.210693e+03  7.334518e-01  3.636766e-04  5.128054e-04
     9  -2.345984e+00  -2.351483e+00  9.818356e-05  3.208883e+03  7.333379e-01  3.639100e-04  5.129898e-04
    10  -2.334913e+00  -2.340413e+00  1.059689e-04  3.206979e+03  7.332181e-01  3.641558e-04  5.131840e-04
    11  -2.323848e+00  -2.329345e+00  1.143624e-04  3.204977e+03  7.330920e-01  3.644147e-04  5.133884e-04
    12  -2.312781e+00  -2.318279e+00  1.234185e-04  3.202872e+03  7.329594e-01  3.646872e-04  5.136035e-04
    13  -2.301711e+00  -2.307211e+00  1.331900e-04  3.200658e+03  7.328199e-01  3.649742e-04  5.138301e-04
    14  -2.290644e+00  -2.296143e+00  1.437275e-04  3.198330e+03  7.326731e-01  3.652764e-04  5.140685e-04
    15  -2.279572e+00  -2.285073e+00  1.550994e-04  3.195882e+03  7.325187e-01  3.655948e-04  5.143196e-04
    16  -2.268504e+00  -2.274003e+00  1.673596e-04  3.193308e+03  7.323563e-01  3.659300e-04  5.145839e-04
    17  -2.257439e+00  -2.262936e+00  1.805806e-04  3.190603e+03  7.321854e-01  3.662830e-04  5.148620e-04
    18  -2.246369e+00  -2.251869e+00  1.948435e-04  3.187759e+03  7.320058e-01  3.666547e-04  5.151548e-04
    19  -2.235304e+00  -2.240801e+00  2.102204e-04  3.184770e+03  7.318168e-01  3.670462e-04  5.154631e-04
    20  -2.224238e+00  -2.229736e+00  2.268022e-04  3.181628e+03  7.316181e-01  3.674585e-04  5.157875e-04
    21  -2.213171e+00  -2.218669e+00  2.446857e-04  3.178327e+03  7.314090e-01  3.678928e-04  5.161291e-04
    22  -2.202101e+00  -2.207601e+00  2.639729e-04  3.174856e+03  7.311892e-01  3.683503e-04  5.164887e-04
    23  -2.191035e+00  -2.196533e+00  2.847617e-04  3.171210e+03  7.309580e-01  3.688322e-04  5.168673e-04
    24  -2.179972e+00  -2.185469e+00  3.071688e-04  3.167379e+03  7.307150e-01  3.693396e-04  5.172657e-04
    25  -2.168908e+00  -2.174405e+00  3.313271e-04  3.163355e+03  7.304594e-01  3.698741e-04  5.176852e-04
    26  -2.157847e+00  -2.163342e+00  3.573620e-04  3.159128e+03  7.301908e-01  3.704372e-04  5.181267e-04
    27  -2.146785e+00  -2.152281e+00  3.854278e-04  3.154688e+03  7.299084e-01  3.710303e-04  5.185914e-04
    28  -2.135721e+00  -2.141218e+00  4.156808e-04  3.150025e+03  7.296114e-01  3.716552e-04  5.190808e-04
    29  -2.124660e+00  -2.130155e+00  4.482776e-04  3.145127e+03  7.292992e-01  3.723137e-04  5.195960e-04
    30  -2.113599e+00  -2.119094e+00  4.834077e-04  3.139984e+03  7.289711e-01  3.730074e-04  5.201383e-04
    31  -2.102538e+00  -2.108033e+00  5.212579e-04  3.134584e+03  7.286262e-01  3.737383e-04  5.207093e-04
    32  -2.091479e+00  -2.096973e+00  5.620357e-04  3.128916e+03  7.282637e-01  3.745086e-04  5.213105e-04
    33  -2.080421e+00  -2.085915e+00  6.059606e-04  3.122966e+03  7.278828e-01  3.753202e-04  5.219434e-04
    34  -2.069363e+00  -2.074857e+00  6.532785e-04  3.116722e+03  7.274825e-01  3.761756e-04  5.226097e-04
    35  -2.058306e+00  -2.063799e+00  7.042385e-04  3.110169e+03  7.270618e-01  3.770772e-04  5.233113e-04
    36  -2.047249e+00  -2.052742e+00  7.591240e-04  3.103294e+03  7.266198e-01  3.780276e-04  5.240500e-04
    37  -2.036192e+00  -2.041685e+00  8.182252e-04  3.096080e+03  7.261553e-01  3.790295e-04  5.248278e-04
    38  -2.025136e+00  -2.030629e+00  8.818583e-04  3.088514e+03  7.256674e-01  3.800858e-04  5.256469e-04
    39  -2.014080e+00  -2.019573e+00  9.503637e-04  3.080579e+03  7.251548e-01  3.811995e-04  5.265095e-04
