     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -2.335139e+00  -2.636169e+00  4.936543e-05  1.499547e+03  6.211749e-01  8.461219e-04  8.153625e-04
     1  -2.324085e+00  -2.329577e+00  5.328937e-05  1.502261e+03  6.200527e-01  8.453572e-04  8.153625e-04
     2  -2.313032e+00  -2.318523e+00  5.752323e-05  1.501710e+03  6.199941e-01  8.457074e-04  8.155506e-04
     3  -2.301972e+00  -2.307467e+00  6.209370e-05  1.501130e+03  6.199324e-01  8.460761e-04  8.157487e-04
     4  -2.290915e+00  -2.296408e+00  6.702432e-05  1.500520e+03  6.198675e-01  8.464644e-04  8.159572e-04
     5  -2.279847e+00  -2.285346e+00  7.234881e-05  1.499878e+03  6.197991e-01  8.468734e-04  8.161768e-04
     6  -2.268786e+00  -2.274282e+00  7.809033e-05  1.499203e+03  6.197272e-01  8.473041e-04  8.164080e-04
     7  -2.257726e+00  -2.263221e+00  8.428458e-05  1.498493e+03  6.196515e-01  8.477574e-04  8.166513e-04
     8  -2.246661e+00  -2.252158e+00  9.096964e-05  1.497746e+03  6.195719e-01  8.482348e-04  8.169075e-04
     9  -2.235594e+00  -2.241093e+00  9.818356e-05  1.496960e+03  6.194881e-01  8.487376e-04  8.171772e-04
    10  -2.224524e+00  -2.230024e+00  1.059689e-04  1.496133e+03  6.193999e-01  8.492672e-04  8.174612e-04
    11  -2.213461e+00  -2.218957e+00  1.143624e-04  1.495263e+03  6.193071e-01  8.498247e-04  8.177601e-04
    12  -2.202396e+00  -2.207893e+00  1.234185e-04  1.494349e+03  6.192095e-01  8.504116e-04  8.180746e-04
    13  -2.191328e+00  -2.196827e+00  1.331900e-04  1.493387e+03  6.191068e-01  8.510296e-04  8.184058e-04
    14  -2.180264e+00  -2.185761e+00  1.437275e-04  1.492377e+03  6.189988e-01  8.516805e-04  8.187544e-04
    15  -2.169194e+00  -2.174694e+00  1.550994e-04  1.491313e+03  6.188852e-01  8.523658e-04  8.191213e-04
    16  -2.158130e+00  -2.163627e+00  1.673596e-04  1.490196e+03  6.187656e-01  8.530875e-04  8.195076e-04
    17  -2.147068e+00  -2.152564e+00  1.805806e-04  1.489021e+03  6.186399e-01  8.538472e-04  8.199141e-04
    18  -2.136003e+00  -2.141500e+00  1.948435e-04  1.487786e+03  6.185077e-01  8.546472e-04  8.203420e-04
    19  -2.124942e+00  -2.130437e+00  2.102204e-04  1.486488e+03  6.183686e-01  8.554897e-04  8.207923e-04
    20  -2.113881e+00  -2.119376e+00  2.268022e-04  1.485124e+03  6.182224e-01  8.563768e-04  8.212663e-04
    21  -2.102819e+00  -2.108315e+00  2.446857e-04  1.483690e+03  6.180686e-01  8.573110e-04  8.217652e-04
    22  -2.091755e+00  -2.097252e+00  2.639729e-04  1.482183e+03  6.179068e-01  8.582950e-04  8.222905e-04
    23  -2.080695e+00  -2.086190e+00  2.847617e-04  1.480600e+03  6.177367e-01  8.593312e-04  8.228434e-04
    24  -2.069639e+00  -2.075132e+00  3.071688e-04  1.478936e+03  6.175579e-01  8.604223e-04  8.234252e-04
    25  -2.058582e+00  -2.064075e+00  3.313271e-04  1.477189e+03  6.173699e-01  8.615713e-04  8.240376e-04
    26  -2.047528e+00  -2.053020e+00  3.573620e-04  1.475353e+03  6.171722e-01  8.627814e-04  8.246821e-04
    27  -2.036474e+00  -2.041966e+00  3.854278e-04  1.473425e+03  6.169644e-01  8.640559e-04  8.253605e-04
    28  -2.025419e+00  -2.030911e+00  4.156808e-04  1.471400e+03  6.167459e-01  8.653986e-04  8.260746e-04
    29  -2.014367e+00  -2.019858e+00  4.482776e-04  1.469273e+03  6.165162e-01  8.668128e-04  8.268263e-04
    30  -2.003315e+00  -2.008806e+00  4.834077e-04  1.467039e+03  6.162748e-01  8.683025e-04  8.276175e-04
    31  -1.992265e+00  -1.997755e+00  5.212579e-04  1.464694e+03  6.160210e-01  8.698719e-04  8.284504e-04
    32  -1.981216e+00  -1.986706e+00  5.620357e-04  1.462232e+03  6.157543e-01  8.715251e-04  8.293271e-04
    33  -1.970170e+00  -1.975658e+00  6.059606e-04  1.459648e+03  6.154740e-01  8.732668e-04  8.302499e-04
    34  -1.959124e+00  -1.964612e+00  6.532785e-04  1.456936e+03  6.151794e-01  8.751019e-04  8.312212e-04
    35  -1.948080e+00  -1.953567e+00  7.042385e-04  1.454090e+03  6.148699e-01  8.770354e-04  8.322437e-04
    36  -1.937036e+00  -1.942523e+00  7.591240e-04  1.451103e+03  6.145447e-01  8.790730e-04  8.333201e-04
    37  -1.925994e+00  -1.931480e+00  8.182252e-04  1.447970e+03  6.142030e-01  8.812203e-04  8.344533e-04
    38  -1.914953e+00  -1.920438e+00  8.818583e-04  1.444683e+03  6.138440e-01  8.834833e-04  8.356462e-04
    39  -1.903913e+00  -1.909398e+00  9.503637e-04  1.441236e+03  6.134668e-01  8.858686e-04  8.369021e-04
    40  -1.892872e+00  -1.898358e+00  1.024119e-03  1.437621e+03  6.130706e-01  8.883832e-04  8.382244e-04
    41  -1.881833e+00  -1.887318e+00  1.103493e-03  1.433830e+03  6.126545e-01  8.910343e-04  8.396167e-04
    42  -1.870795e+00  -1.876279e+00  1.188917e-03  1.429857e+03  6.122174e-01  8.938294e-04  8.410826e-04
    43  -1.859758e+00  -1.865241e+00  1.280828e-03  1.425692e+03  6.117584e-01  8.967766e-04  8.426261e-04
    44  -1.848720e+00  -1.854204e+00  1.379723e-03  1.421328e+03  6.112765e-01  8.998848e-04  8.442514e-04
    45  -1.837683e+00  -1.843167e+00  1.486103e-03  1.416755e+03  6.107703e-01  9.031633e-04  8.459631e-04
    46  -1.826646e+00  -1.832130e+00  1.600525e-03  1.411965e+03  6.102390e-01  9.066217e-04  8.477656e-04
    47  -1.815609e+00  -1.821092e+00  1.723575e-03  1.406948e+03  6.096811e-01  9.102705e-04  8.496642e-04
    48  -1.804571e+00  -1.810055e+00  1.855885e-03  1.401695e+03  6.090955e-01  9.141209e-04  8.516639e-04
    49  -1.793533e+00  -1.799017e+00  1.998123e-03  1.396196e+03  6.084809e-01  9.181846e-04  8.537703e-04
    50  -1.782493e+00  -1.787978e+00  2.151017e-03  1.390441e+03  6.078358e-01  9.224743e-04  8.559893e-04
    51  -1.771452e+00  -1.776937e+00  2.315332e-03  1.384419e+03  6.071588e-01  9.270034e-04  8.583271e-04
    52  -1.760409e+00  -1.765896e+00  2.491891e-03  1.378119e+03  6.064484e-01  9.317862e-04  8.607904e-04
    53  -1.749364e+00  -1.754852e+00  2.681574e-03  1.371531e+03  6.057030e-01  9.368382e-04  8.633862e-04
    54  -1.738318e+00  -1.743806e+00  2.885299e-03  1.364643e+03  6.049211e-01  9.421754e-04  8.661218e-04
    55  -1.727268e+00  -1.732758e+00  3.104081e-03  1.357443e+03  6.041008e-01  9.478154e-04  8.690050e-04
    56  -1.716215e+00  -1.721707e+00  3.338977e-03  1.349920e+03  6.032405e-01  9.537770e-04  8.720443e-04
    57  -1.705159e+00  -1.710652e+00  3.591122e-03  1.342061e+03  6.023383e-01  9.600803e-04  8.752486e-04
    58  -1.694098e+00  -1.699593e+00  3.861724e-03  1.333854e+03  6.013922e-01  9.667468e-04  8.786272e-04
    59  -1.683032e+00  -1.688530e+00  4.152066e-03  1.325287e+03  6.004003e-01  9.737995e-04  8.821903e-04
    60  -1.671961e+00  -1.677462e+00  4.463517e-03  1.316347e+03  5.993604e-01  9.812633e-04  8.859486e-04
    61  -1.660884e+00  -1.666387e+00  4.797536e-03  1.307021e+03  5.982704e-01  9.891649e-04  8.899134e-04
    62  -1.649800e+00  -1.655307e+00  5.155655e-03  1.297296e+03  5.971280e-01  9.975331e-04  8.940968e-04
    63  -1.638709e+00  -1.644219e+00  5.539526e-03  1.287158e+03  5.959308e-01  1.006399e-03  8.985119e-04
    64  -1.627608e+00  -1.633123e+00  5.950900e-03  1.276596e+03  5.946765e-01  1.015795e-03  9.031724e-04
    65  -1.616499e+00  -1.622018e+00  6.391610e-03  1.265594e+03  5.933624e-01  1.025759e-03  9.080933e-04
    66  -1.605379e+00  -1.610903e+00  6.863620e-03  1.254142e+03  5.919859e-01  1.036329e-03  9.132902e-04
    67  -1.594247e+00  -1.599777e+00  7.369017e-03  1.242224e+03  5.905442e-01  1.047548e-03  9.187801e-04
    68  -1.583104e+00  -1.588640e+00  7.909987e-03  1.229828e+03  5.890346e-01  1.059461e-03  9.245813e-04
    69  -1.571946e+00  -1.577489e+00  8.488863e-03  1.216942e+03  5.874540e-01  1.072119e-03  9.307130e-04
    70  -1.560773e+00  -1.566324e+00  9.108117e-03  1.203553e+03  5.857994e-01  1.085576e-03  9.371964e-04
    71  -1.549584e+00  -1.555143e+00  9.770334e-03  1.189649e+03  5.840675e-01  1.099891e-03  9.440540e-04
    72  -1.538377e+00  -1.543945e+00  1.047826e-02  1.175217e+03  5.822551e-01  1.115129e-03  9.513099e-04
    73  -1.527151e+00  -1.532728e+00  1.123480e-02  1.160248e+03  5.803586e-01  1.131361e-03  9.589902e-04
    74  -1.515903e+00  -1.521490e+00  1.204299e-02  1.144729e+03  5.783747e-01  1.148663e-03  9.671232e-04
    75  -1.504632e+00  -1.510231e+00  1.290606e-02  1.128651e+03  5.762995e-01  1.167122e-03  9.757393e-04
    76  -1.493336e+00  -1.498947e+00  1.382737e-02  1.112005e+03  5.741292e-01  1.186830e-03  9.848716e-04
    77  -1.482013e+00  -1.487637e+00  1.481049e-02  1.094782e+03  5.718599e-01  1.207890e-03  9.945557e-04
    78  -1.470660e+00  -1.476299e+00  1.585915e-02  1.076975e+03  5.694875e-01  1.230417e-03  1.004831e-03
    79  -1.459274e+00  -1.464930e+00  1.697728e-02  1.058577e+03  5.670076e-01  1.254535e-03  1.015739e-03
    80  -1.447854e+00  -1.453527e+00  1.816896e-02  1.039585e+03  5.644160e-01  1.280385e-03  1.027326e-03
    81  -1.436397e+00  -1.442088e+00  1.943850e-02  1.019993e+03  5.617079e-01  1.308120e-03  1.039642e-03
    82  -1.424898e+00  -1.430609e+00  2.079041e-02  9.998002e+02  5.588787e-01  1.337913e-03  1.052743e-03
    83  -1.413355e+00  -1.419088e+00  2.222937e-02  9.790059e+02  5.559236e-01  1.369958e-03  1.066688e-03
    84  -1.401764e+00  -1.407521e+00  2.376030e-02  9.576116e+02  5.528373e-01  1.404468e-03  1.081544e-03
    85  -1.390122e+00  -1.395904e+00  2.538829e-02  9.356208e+02  5.496147e-01  1.441687e-03  1.097384e-03
    86  -1.378423e+00  -1.384233e+00  2.711870e-02  9.130389e+02  5.462502e-01  1.481886e-03  1.114288e-03
    87  -1.366663e+00  -1.372503e+00  2.895704e-02  8.898737e+02  5.427383e-01  1.525374e-03  1.132344e-03
    88  -1.354838e+00  -1.360711e+00  3.090905e-02  8.661359e+02  5.390731e-01  1.572498e-03  1.151651e-03
    89  -1.342941e+00  -1.348849e+00  3.298073e-02  8.418382e+02  5.352484e-01  1.623655e-03  1.172319e-03
    90  -1.330968e+00  -1.336913e+00  3.517823e-02  8.169966e+02  5.312580e-01  1.679295e-03  1.194469e-03
    91  -1.318910e+00  -1.324897e+00  3.750796e-02  7.916299e+02  5.270952e-01  1.739936e-03  1.218238e-03
    92  -1.306762e+00  -1.312793e+00  3.997652e-02  7.657601e+02  5.227533e-01  1.806171e-03  1.243778e-03
    93  -1.294515e+00  -1.300595e+00  4.259071e-02  7.394127e+02  5.182250e-01  1.878685e-03  1.271262e-03
    94  -1.282161e+00  -1.288294e+00  4.535754e-02  7.126164e+02  5.135030e-01  1.958270e-03  1.300883e-03
    95  -1.269691e+00  -1.275882e+00  4.828429e-02  6.854037e+02  5.085795e-01  2.045852e-03  1.332862e-03
    96  -1.257095e+00  -1.263348e+00  5.137828e-02  6.578108e+02  5.034462e-01  2.142508e-03  1.367448e-03
    97  -1.244361e+00  -1.250681e+00  5.464712e-02  6.298785e+02  4.980948e-01  2.249506e-03  1.404926e-03
    98  -1.231477e+00  -1.237871e+00  5.809861e-02  6.016508e+02  4.925161e-01  2.368347e-03  1.445624e-03
    99  -1.218428e+00  -1.224904e+00  6.174066e-02  5.731763e+02  4.867007e-01  2.500811e-03  1.489919e-03
   100  -1.205201e+00  -1.211764e+00  6.558137e-02  5.445078e+02  4.806385e-01  2.649028e-03  1.538248e-03
   101  -1.191776e+00  -1.198437e+00  6.962896e-02  5.157028e+02  4.743189e-01  2.815563e-03  1.591120e-03
   102  -1.178136e+00  -1.184903e+00  7.389183e-02  4.868227e+02  4.677306e-01  3.003525e-03  1.649128e-03
   103  -1.164258e+00  -1.171142e+00  7.837842e-02  4.579339e+02  4.608612e-01  3.216711e-03  1.712976e-03
   104  -1.150118e+00  -1.157131e+00  8.309731e-02  4.291073e+02  4.536980e-01  3.459798e-03  1.783493e-03
   105  -1.135688e+00  -1.142843e+00  8.805718e-02  4.004179e+02  4.462265e-01  3.738599e-03  1.861673e-03
   106  -1.120936e+00  -1.128249e+00  9.326673e-02  3.719455e+02  4.384316e-01  4.060408e-03  1.948710e-03
   107  -1.105825e+00  -1.113315e+00  9.873473e-02  3.437745e+02  4.302965e-01  4.434478e-03  2.046054e-03
   108  -1.090314e+00  -1.098000e+00  1.044700e-01  3.159931e+02  4.218026e-01  4.872679e-03  2.155482e-03
   109  -1.074351e+00  -1.082259e+00  1.104813e-01  2.886941e+02  4.129295e-01  5.390439e-03  2.279192e-03
   110  -1.057881e+00  -1.066038e+00  1.167774e-01  2.619742e+02  4.036542e-01  6.008094e-03  2.419935e-03
   111  -1.040833e+00  -1.049273e+00  1.233670e-01  2.359340e+02  3.939510e-01  6.752871e-03  2.581199e-03
   112  -1.023125e+00  -1.031888e+00  1.302589e-01  2.106773e+02  3.837904e-01  7.661879e-03  2.767463e-03
   113  -1.004657e+00  -1.013793e+00  1.374615e-01  1.863114e+02  3.731384e-01  8.786696e-03  2.984579e-03
   114  -9.853067e-01  -9.948741e-01  1.449834e-01  1.629464e+02  3.619558e-01  1.020064e-02  3.240317e-03
   115  -9.649208e-01  -9.749941e-01  1.528329e-01  1.406949e+02  3.501958e-01  1.201064e-02  3.545219e-03
   116  -9.433056e-01  -9.539788e-01  1.610180e-01  1.196711e+02  3.378029e-01  1.437736e-02  3.913916e-03
   117  -9.202099e-01  -9.316043e-01  1.695469e-01  9.999064e+01  3.247090e-01  1.755066e-02  4.367278e-03
   118  -8.953010e-01  -9.075769e-01  1.784273e-01  8.176966e+01  3.108300e-01  2.193544e-02  4.936057e-03
   119  -8.681247e-01  -8.815003e-01  1.876667e-01  6.512384e+01  2.960586e-01  2.822092e-02  5.667335e-03
   120  -8.380391e-01  -8.528215e-01  1.972725e-01  5.016724e+01  2.802552e-01  3.765329e-02  6.636679e-03
   121  -8.040959e-01  -8.207360e-01  2.072515e-01  3.701061e+01  2.632311e-01  5.266295e-02  7.972712e-03
   122  -7.648127e-01  -7.840103e-01  2.176105e-01  2.575895e+01  2.447202e-01  7.847599e-02  9.911484e-03
   123  -7.176962e-01  -7.406158e-01  2.283559e-01  1.650758e+01  2.243270e-01  1.279015e-01  1.293169e-02
   124  -6.581119e-01  -6.868830e-01  2.394938e-01  9.334783e+00  2.014155e-01  2.386983e-01  1.814843e-02
   125  -5.761789e-01  -6.152161e-01  2.510298e-01  4.285850e+00  1.748548e-01  5.579873e-01  2.874621e-02
