     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -2.611090e+00  -2.912120e+00  4.936543e-05  1.008822e+04  9.288807e-01  1.028503e-04  2.570695e-04
     1  -2.600045e+00  -2.605532e+00  5.328937e-05  1.011398e+04  9.265149e-01  1.027193e-04  2.570695e-04
     2  -2.588997e+00  -2.594486e+00  5.752323e-05  1.010943e+04  9.263914e-01  1.027723e-04  2.571444e-04
     3  -2.577943e+00  -2.583435e+00  6.209370e-05  1.010465e+04  9.262614e-01  1.028281e-04  2.572233e-04
     4  -2.566889e+00  -2.572381e+00  6.702432e-05  1.009962e+04  9.261246e-01  1.028869e-04  2.573063e-04
     5  -2.555824e+00  -2.561321e+00  7.234881e-05  1.009433e+04  9.259805e-01  1.029489e-04  2.573938e-04
     6  -2.544764e+00  -2.550259e+00  7.809033e-05  1.008876e+04  9.258289e-01  1.030142e-04  2.574859e-04
     7  -2.533704e+00  -2.539199e+00  8.428458e-05  1.008290e+04  9.256694e-01  1.030829e-04  2.575829e-04
     8  -2.522638e+00  -2.528136e+00  9.096964e-05  1.007674e+04  9.255015e-01  1.031553e-04  2.576850e-04
     9  -2.511569e+00  -2.517068e+00  9.818356e-05  1.007025e+04  9.253248e-01  1.032315e-04  2.577926e-04
    10  -2.500495e+00  -2.505996e+00  1.059689e-04  1.006343e+04  9.251388e-01  1.033119e-04  2.579059e-04
    11  -2.489427e+00  -2.494925e+00  1.143624e-04  1.005626e+04  9.249432e-01  1.033965e-04  2.580251e-04
    12  -2.478356e+00  -2.483856e+00  1.234185e-04  1.004872e+04  9.247374e-01  1.034856e-04  2.581506e-04
    13  -2.467281e+00  -2.472783e+00  1.331900e-04  1.004079e+04  9.245208e-01  1.035795e-04  2.582828e-04
    14  -2.456209e+00  -2.461710e+00  1.437275e-04  1.003245e+04  9.242930e-01  1.036784e-04  2.584220e-04
    15  -2.445130e+00  -2.450634e+00  1.550994e-04  1.002368e+04  9.240533e-01  1.037826e-04  2.585685e-04
    16  -2.434055e+00  -2.439557e+00  1.673596e-04  1.001446e+04  9.238011e-01  1.038923e-04  2.587229e-04
    17  -2.422982e+00  -2.428483e+00  1.805806e-04  1.000477e+04  9.235360e-01  1.040079e-04  2.588853e-04
    18  -2.411904e+00  -2.417408e+00  1.948435e-04  9.994579e+03  9.232570e-01  1.041296e-04  2.590563e-04
    19  -2.400829e+00  -2.406331e+00  2.102204e-04  9.983871e+03  9.229636e-01  1.042578e-04  2.592364e-04
    20  -2.389753e+00  -2.395256e+00  2.268022e-04  9.972618e+03  9.226551e-01  1.043929e-04  2.594260e-04
    21  -2.378675e+00  -2.384179e+00  2.446857e-04  9.960791e+03  9.223306e-01  1.045353e-04  2.596256e-04
    22  -2.367593e+00  -2.373099e+00  2.639729e-04  9.948360e+03  9.219893e-01  1.046853e-04  2.598359e-04
    23  -2.356515e+00  -2.362019e+00  2.847617e-04  9.935298e+03  9.216303e-01  1.048433e-04  2.600572e-04
    24  -2.345438e+00  -2.350941e+00  3.071688e-04  9.921578e+03  9.212530e-01  1.050098e-04  2.602903e-04
    25  -2.334359e+00  -2.339863e+00  3.313271e-04  9.907164e+03  9.208563e-01  1.051852e-04  2.605356e-04
    26  -2.323282e+00  -2.328785e+00  3.573620e-04  9.892025e+03  9.204392e-01  1.053701e-04  2.607940e-04
    27  -2.312203e+00  -2.317708e+00  3.854278e-04  9.876124e+03  9.200006e-01  1.055649e-04  2.610661e-04
    28  -2.301122e+00  -2.306627e+00  4.156808e-04  9.859421e+03  9.195395e-01  1.057702e-04  2.613526e-04
    29  -2.290043e+00  -2.295547e+00  4.482776e-04  9.841882e+03  9.190548e-01  1.059866e-04  2.616544e-04
    30  -2.278961e+00  -2.284467e+00  4.834077e-04  9.823467e+03  9.185453e-01  1.062148e-04  2.619721e-04
    31  -2.267880e+00  -2.273385e+00  5.212579e-04  9.804132e+03  9.180097e-01  1.064553e-04  2.623068e-04
    32  -2.256798e+00  -2.262303e+00  5.620357e-04  9.783837e+03  9.174468e-01  1.067088e-04  2.626592e-04
    33  -2.245716e+00  -2.251222e+00  6.059606e-04  9.762536e+03  9.168553e-01  1.069761e-04  2.630304e-04
    34  -2.234633e+00  -2.240140e+00  6.532785e-04  9.740182e+03  9.162337e-01  1.072580e-04  2.634214e-04
    35  -2.223550e+00  -2.229056e+00  7.042385e-04  9.716726e+03  9.155804e-01  1.075553e-04  2.638333e-04
    36  -2.212465e+00  -2.217972e+00  7.591240e-04  9.692116e+03  9.148940e-01  1.078688e-04  2.642671e-04
    37  -2.201379e+00  -2.206887e+00  8.182252e-04  9.666300e+03  9.141728e-01  1.081996e-04  2.647241e-04
    38  -2.190292e+00  -2.195800e+00  8.818583e-04  9.639223e+03  9.134150e-01  1.085485e-04  2.652056e-04
    39  -2.179203e+00  -2.184712e+00  9.503637e-04  9.610828e+03  9.126190e-01  1.089167e-04  2.657129e-04
    40  -2.168110e+00  -2.173621e+00  1.024119e-03  9.581054e+03  9.117828e-01  1.093053e-04  2.662474e-04
    41  -2.157017e+00  -2.162528e+00  1.103493e-03  9.549840e+03  9.109044e-01  1.097154e-04  2.668107e-04
    42  -2.145921e+00  -2.151434e+00  1.188917e-03  9.517125e+03  9.099819e-01  1.101483e-04  2.674044e-04
    43  -2.134824e+00  -2.140337e+00  1.280828e-03  9.482843e+03  9.090131e-01  1.106054e-04  2.680300e-04
    44  -2.123722e+00  -2.129238e+00  1.379723e-03  9.446924e+03  9.079957e-01  1.110881e-04  2.686895e-04
    45  -2.112618e+00  -2.118135e+00  1.486103e-03  9.409297e+03  9.069274e-01  1.115980e-04  2.693847e-04
    46  -2.101510e+00  -2.107029e+00  1.600525e-03  9.369891e+03  9.058057e-01  1.121367e-04  2.701176e-04
    47  -2.090398e+00  -2.095918e+00  1.723575e-03  9.328629e+03  9.046281e-01  1.127060e-04  2.708905e-04
    48  -2.079281e+00  -2.084804e+00  1.855885e-03  9.285435e+03  9.033920e-01  1.133078e-04  2.717055e-04
    49  -2.068159e+00  -2.073684e+00  1.998123e-03  9.240229e+03  9.020944e-01  1.139439e-04  2.725652e-04
    50  -2.057032e+00  -2.062560e+00  2.151017e-03  9.192929e+03  9.007325e-01  1.146168e-04  2.734720e-04
    51  -2.045898e+00  -2.051429e+00  2.315332e-03  9.143450e+03  8.993033e-01  1.153285e-04  2.744288e-04
    52  -2.034757e+00  -2.040292e+00  2.491891e-03  9.091706e+03  8.978035e-01  1.160818e-04  2.754384e-04
    53  -2.023609e+00  -2.029148e+00  2.681574e-03  9.037607e+03  8.962299e-01  1.168791e-04  2.765039e-04
    54  -2.012454e+00  -2.017996e+00  2.885299e-03  8.981065e+03  8.945790e-01  1.177234e-04  2.776288e-04
    55  -2.001289e+00  -2.006836e+00  3.104081e-03  8.921989e+03  8.928472e-01  1.186178e-04  2.788164e-04
    56  -1.990115e+00  -1.995666e+00  3.338977e-03  8.860281e+03  8.910307e-01  1.195656e-04  2.800707e-04
    57  -1.978931e+00  -1.984487e+00  3.591122e-03  8.795848e+03  8.891256e-01  1.205704e-04  2.813956e-04
    58  -1.967735e+00  -1.973297e+00  3.861724e-03  8.728591e+03  8.871278e-01  1.216362e-04  2.827955e-04
