     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -1.521080e+00  -1.822110e+00  4.936543e-05  5.417298e+00  1.261300e-01  5.197663e-01  3.010490e-02
     1  -1.510008e+00  -1.515509e+00  5.328937e-05  5.418012e+00  1.261133e-01  5.197320e-01  3.010490e-02
     2  -1.498938e+00  -1.504438e+00  5.752323e-05  5.416162e+00  1.261125e-01  5.199114e-01  3.011015e-02
     3  -1.487864e+00  -1.493366e+00  6.209370e-05  5.414215e+00  1.261116e-01  5.201003e-01  3.011567e-02
     4  -1.476793e+00  -1.482294e+00  6.702432e-05  5.412166e+00  1.261106e-01  5.202991e-01  3.012149e-02
     5  -1.465714e+00  -1.471218e+00  7.234881e-05  5.410012e+00  1.261096e-01  5.205084e-01  3.012761e-02
     6  -1.454642e+00  -1.460142e+00  7.809033e-05  5.407745e+00  1.261085e-01  5.207288e-01  3.013405e-02
     7  -1.443571e+00  -1.449071e+00  8.428458e-05  5.405363e+00  1.261074e-01  5.209607e-01  3.014082e-02
     8  -1.432498e+00  -1.438000e+00  9.096964e-05  5.402857e+00  1.261062e-01  5.212048e-01  3.014795e-02
     9  -1.421424e+00  -1.426926e+00  9.818356e-05  5.400221e+00  1.261049e-01  5.214618e-01  3.015546e-02
    10  -1.410347e+00  -1.415850e+00  1.059689e-04  5.397449e+00  1.261036e-01  5.217323e-01  3.016336e-02
    11  -1.399278e+00  -1.404777e+00  1.143624e-04  5.394535e+00  1.261022e-01  5.220171e-01  3.017168e-02
    12  -1.388208e+00  -1.393708e+00  1.234185e-04  5.391472e+00  1.261007e-01  5.223167e-01  3.018042e-02
    13  -1.377137e+00  -1.382637e+00  1.331900e-04  5.388251e+00  1.260992e-01  5.226321e-01  3.018963e-02
    14  -1.366069e+00  -1.371568e+00  1.437275e-04  5.384865e+00  1.260975e-01  5.229641e-01  3.019931e-02
    15  -1.354997e+00  -1.360498e+00  1.550994e-04  5.381305e+00  1.260958e-01  5.233136e-01  3.020951e-02
    16  -1.343931e+00  -1.349429e+00  1.673596e-04  5.377564e+00  1.260940e-01  5.236815e-01  3.022023e-02
    17  -1.332868e+00  -1.338365e+00  1.805806e-04  5.373633e+00  1.260921e-01  5.240686e-01  3.023151e-02
    18  -1.321803e+00  -1.327300e+00  1.948435e-04  5.369501e+00  1.260900e-01  5.244761e-01  3.024339e-02
    19  -1.310742e+00  -1.316238e+00  2.102204e-04  5.365159e+00  1.260879e-01  5.249050e-01  3.025588e-02
    20  -1.299683e+00  -1.305177e+00  2.268022e-04  5.360598e+00  1.260856e-01  5.253563e-01  3.026902e-02
    21  -1.288623e+00  -1.294118e+00  2.446857e-04  5.355805e+00  1.260833e-01  5.258314e-01  3.028284e-02
    22  -1.277561e+00  -1.283057e+00  2.639729e-04  5.350768e+00  1.260808e-01  5.263316e-01  3.029739e-02
    23  -1.266505e+00  -1.271998e+00  2.847617e-04  5.345477e+00  1.260781e-01  5.268581e-01  3.031270e-02
    24  -1.255452e+00  -1.260943e+00  3.071688e-04  5.339921e+00  1.260754e-01  5.274120e-01  3.032880e-02
    25  -1.244400e+00  -1.249891e+00  3.313271e-04  5.334086e+00  1.260724e-01  5.279951e-01  3.034574e-02
    26  -1.233351e+00  -1.238840e+00  3.573620e-04  5.327959e+00  1.260693e-01  5.286088e-01  3.036355e-02
    27  -1.222303e+00  -1.227792e+00  3.854278e-04  5.321525e+00  1.260661e-01  5.292548e-01  3.038230e-02
    28  -1.211254e+00  -1.216743e+00  4.156808e-04  5.314769e+00  1.260626e-01  5.299348e-01  3.040202e-02
    29  -1.200210e+00  -1.205697e+00  4.482776e-04  5.307676e+00  1.260590e-01  5.306506e-01  3.042276e-02
    30  -1.189166e+00  -1.194653e+00  4.834077e-04  5.300231e+00  1.260552e-01  5.314040e-01  3.044458e-02
    31  -1.178124e+00  -1.183610e+00  5.212579e-04  5.292418e+00  1.260511e-01  5.321971e-01  3.046753e-02
    32  -1.167085e+00  -1.172570e+00  5.620357e-04  5.284218e+00  1.260469e-01  5.330319e-01  3.049168e-02
    33  -1.156049e+00  -1.161532e+00  6.059606e-04  5.275616e+00  1.260424e-01  5.339106e-01  3.051707e-02
    34  -1.145014e+00  -1.150496e+00  6.532785e-04  5.266591e+00  1.260376e-01  5.348356e-01  3.054378e-02
    35  -1.133982e+00  -1.139463e+00  7.042385e-04  5.257124e+00  1.260326e-01  5.358093e-01  3.057188e-02
    36  -1.122951e+00  -1.128432e+00  7.591240e-04  5.247196e+00  1.260273e-01  5.368344e-01  3.060143e-02
    37  -1.111923e+00  -1.117402e+00  8.182252e-04  5.236785e+00  1.260217e-01  5.379136e-01  3.063251e-02
    38  -1.100896e+00  -1.106374e+00  8.818583e-04  5.225871e+00  1.260158e-01  5.390497e-01  3.066521e-02
    39  -1.089872e+00  -1.095349e+00  9.503637e-04  5.214430e+00  1.260096e-01  5.402458e-01  3.069959e-02
    40  -1.078848e+00  -1.084325e+00  1.024119e-03  5.202438e+00  1.260030e-01  5.415053e-01  3.073575e-02
    41  -1.067827e+00  -1.073302e+00  1.103493e-03  5.189872e+00  1.259960e-01  5.428314e-01  3.077379e-02
    42  -1.056808e+00  -1.062282e+00  1.188917e-03  5.176708e+00  1.259887e-01  5.442276e-01  3.081379e-02
    43  -1.045791e+00  -1.051264e+00  1.280828e-03  5.162921e+00  1.259809e-01  5.456978e-01  3.085586e-02
    44  -1.034775e+00  -1.040248e+00  1.379723e-03  5.148482e+00  1.259726e-01  5.472461e-01  3.090011e-02
    45  -1.023761e+00  -1.029233e+00  1.486103e-03  5.133366e+00  1.259639e-01  5.488766e-01  3.094664e-02
    46  -1.012748e+00  -1.018220e+00  1.600525e-03  5.117543e+00  1.259547e-01  5.505937e-01  3.099558e-02
    47  -1.001737e+00  -1.007208e+00  1.723575e-03  5.100985e+00  1.259450e-01  5.524023e-01  3.104705e-02
    48  -9.907270e-01  -9.961972e-01  1.855885e-03  5.083662e+00  1.259347e-01  5.543074e-01  3.110117e-02
    49  -9.797183e-01  -9.851878e-01  1.998123e-03  5.065543e+00  1.259238e-01  5.563142e-01  3.115809e-02
    50  -9.687102e-01  -9.741794e-01  2.151017e-03  5.046597e+00  1.259122e-01  5.584282e-01  3.121795e-02
    51  -9.577028e-01  -9.631716e-01  2.315332e-03  5.026792e+00  1.259000e-01  5.606556e-01  3.128091e-02
    52  -9.466958e-01  -9.521644e-01  2.491891e-03  5.006095e+00  1.258871e-01  5.630025e-01  3.134712e-02
