     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -2.873244e+00  -3.174274e+00  4.936543e-05  6.169865e+04  1.293042e+00  1.425338e-05  8.810357e-05
     1  -2.862209e+00  -2.867691e+00  5.328937e-05  6.191714e+04  1.288480e+00  1.422821e-05  8.810357e-05
     2  -2.851170e+00  -2.856654e+00  5.752323e-05  6.188119e+04  1.288242e+00  1.423779e-05  8.813730e-05
     3  -2.840122e+00  -2.845611e+00  6.209370e-05  6.184336e+04  1.287991e+00  1.424789e-05  8.817283e-05
     4  -2.829072e+00  -2.834562e+00  6.702432e-05  6.180354e+04  1.287727e+00  1.425853e-05  8.821026e-05
     5  -2.818009e+00  -2.823506e+00  7.234881e-05  6.176164e+04  1.287450e+00  1.426974e-05  8.824970e-05
     6  -2.806950e+00  -2.812444e+00  7.809033e-05  6.171754e+04  1.287157e+00  1.428156e-05  8.829125e-05
     7  -2.795888e+00  -2.801384e+00  8.428458e-05  6.167117e+04  1.286850e+00  1.429401e-05  8.833500e-05
     8  -2.784819e+00  -2.790318e+00  9.096964e-05  6.162237e+04  1.286526e+00  1.430712e-05  8.838108e-05
     9  -2.773744e+00  -2.779246e+00  9.818356e-05  6.157104e+04  1.286185e+00  1.432095e-05  8.842964e-05
    10  -2.762664e+00  -2.768169e+00  1.059689e-04  6.151703e+04  1.285826e+00  1.433552e-05  8.848079e-05
    11  -2.751587e+00  -2.757090e+00  1.143624e-04  6.146023e+04  1.285448e+00  1.435088e-05  8.853467e-05
    12  -2.740506e+00  -2.746011e+00  1.234185e-04  6.140051e+04  1.285051e+00  1.436706e-05  8.859140e-05
    13  -2.729419e+00  -2.734927e+00  1.331900e-04  6.133771e+04  1.284633e+00  1.438411e-05  8.865116e-05
    14  -2.718333e+00  -2.723841e+00  1.437275e-04  6.127166e+04  1.284193e+00  1.440208e-05  8.871411e-05
    15  -2.707239e+00  -2.712750e+00  1.550994e-04  6.120222e+04  1.283731e+00  1.442102e-05  8.878043e-05
    16  -2.696147e+00  -2.701657e+00  1.673596e-04  6.112921e+04  1.283244e+00  1.444098e-05  8.885028e-05
    17  -2.685054e+00  -2.690565e+00  1.805806e-04  6.105248e+04  1.282732e+00  1.446201e-05  8.892384e-05
    18  -2.673955e+00  -2.679469e+00  1.948435e-04  6.097182e+04  1.282193e+00  1.448419e-05  8.900132e-05
    19  -2.662857e+00  -2.668371e+00  2.102204e-04  6.088705e+04  1.281626e+00  1.450756e-05  8.908295e-05
    20  -2.651757e+00  -2.657272e+00  2.268022e-04  6.079796e+04  1.281031e+00  1.453220e-05  8.916892e-05
    21  -2.640652e+00  -2.646169e+00  2.446857e-04  6.070434e+04  1.280404e+00  1.455817e-05  8.925949e-05
    22  -2.629542e+00  -2.635061e+00  2.639729e-04  6.060595e+04  1.279744e+00  1.458556e-05  8.935493e-05
    23  -2.618432e+00  -2.623951e+00  2.847617e-04  6.050257e+04  1.279051e+00  1.461444e-05  8.945547e-05
    24  -2.607322e+00  -2.612842e+00  3.071688e-04  6.039399e+04  1.278322e+00  1.464489e-05  8.956137e-05
    25  -2.596209e+00  -2.601730e+00  3.313271e-04  6.027995e+04  1.277555e+00  1.467700e-05  8.967294e-05
    26  -2.585094e+00  -2.590616e+00  3.573620e-04  6.016017e+04  1.276750e+00  1.471086e-05  8.979050e-05
    27  -2.573975e+00  -2.579499e+00  3.854278e-04  6.003439e+04  1.275902e+00  1.474658e-05  8.991435e-05
    28  -2.562852e+00  -2.568378e+00  4.156808e-04  5.990228e+04  1.275011e+00  1.478426e-05  9.004489e-05
    29  -2.551727e+00  -2.557254e+00  4.482776e-04  5.976358e+04  1.274074e+00  1.482402e-05  9.018245e-05
    30  -2.540598e+00  -2.546127e+00  4.834077e-04  5.961798e+04  1.273090e+00  1.486597e-05  9.032742e-05
    31  -2.529466e+00  -2.534996e+00  5.212579e-04  5.946514e+04  1.272055e+00  1.491024e-05  9.048022e-05
    32  -2.518330e+00  -2.523862e+00  5.620357e-04  5.930473e+04  1.270967e+00  1.495697e-05  9.064128e-05
    33  -2.507192e+00  -2.512726e+00  6.059606e-04  5.913642e+04  1.269823e+00  1.500629e-05  9.081104e-05
    34  -2.496049e+00  -2.501585e+00  6.532785e-04  5.895982e+04  1.268621e+00  1.505837e-05  9.099000e-05
    35  -2.484902e+00  -2.490440e+00  7.042385e-04  5.877456e+04  1.267358e+00  1.511335e-05  9.117868e-05
    36  -2.473750e+00  -2.479290e+00  7.591240e-04  5.858024e+04  1.266031e+00  1.517143e-05  9.137764e-05
    37  -2.462593e+00  -2.468136e+00  8.182252e-04  5.837645e+04  1.264637e+00  1.523279e-05  9.158745e-05
    38  -2.451431e+00  -2.456976e+00  8.818583e-04  5.816277e+04  1.263172e+00  1.529761e-05  9.180874e-05
    39  -2.440263e+00  -2.445811e+00  9.503637e-04  5.793876e+04  1.261632e+00  1.536613e-05  9.204214e-05
    40  -2.429087e+00  -2.434639e+00  1.024119e-03  5.770395e+04  1.260015e+00  1.543855e-05  9.228840e-05
    41  -2.417906e+00  -2.423460e+00  1.103493e-03  5.745787e+04  1.258316e+00  1.551514e-05  9.254823e-05
    42  -2.406716e+00  -2.412275e+00  1.188917e-03  5.720004e+04  1.256532e+00  1.559613e-05  9.282240e-05
    43  -2.395521e+00  -2.401082e+00  1.280828e-03  5.692997e+04  1.254658e+00  1.568182e-05  9.311178e-05
    44  -2.384315e+00  -2.389882e+00  1.379723e-03  5.664713e+04  1.252690e+00  1.577249e-05  9.341725e-05
    45  -2.373101e+00  -2.378672e+00  1.486103e-03  5.635096e+04  1.250623e+00  1.586849e-05  9.373978e-05
    46  -2.361877e+00  -2.367453e+00  1.600525e-03  5.604093e+04  1.248452e+00  1.597014e-05  9.408039e-05
    47  -2.350643e+00  -2.356224e+00  1.723575e-03  5.571647e+04  1.246173e+00  1.607782e-05  9.444016e-05
    48  -2.339397e+00  -2.344983e+00  1.855885e-03  5.537698e+04  1.243781e+00  1.619194e-05  9.482026e-05
    49  -2.328139e+00  -2.333731e+00  1.998123e-03  5.502188e+04  1.241269e+00  1.631291e-05  9.522194e-05
    50  -2.316867e+00  -2.322467e+00  2.151017e-03  5.465054e+04  1.238633e+00  1.644123e-05  9.564652e-05
    51  -2.305582e+00  -2.311188e+00  2.315332e-03  5.426234e+04  1.235866e+00  1.657738e-05  9.609545e-05
    52  -2.294281e+00  -2.299894e+00  2.491891e-03  5.385662e+04  1.232962e+00  1.672192e-05  9.657025e-05
    53  -2.282963e+00  -2.288585e+00  2.681574e-03  5.343274e+04  1.229914e+00  1.687544e-05  9.707259e-05
    54  -2.271628e+00  -2.277259e+00  2.885299e-03  5.299005e+04  1.226717e+00  1.703859e-05  9.760420e-05
    55  -2.260274e+00  -2.265914e+00  3.104081e-03  5.252786e+04  1.223362e+00  1.721206e-05  9.816699e-05
    56  -2.248900e+00  -2.254550e+00  3.338977e-03  5.204549e+04  1.219842e+00  1.739663e-05  9.876304e-05
    57  -2.237504e+00  -2.243164e+00  3.591122e-03  5.154224e+04  1.216150e+00  1.759313e-05  9.939454e-05
    58  -2.226084e+00  -2.231756e+00  3.861724e-03  5.101744e+04  1.212278e+00  1.780247e-05  1.000639e-04
    59  -2.214638e+00  -2.220323e+00  4.152066e-03  5.047037e+04  1.208216e+00  1.802566e-05  1.007737e-04
    60  -2.203166e+00  -2.208864e+00  4.463517e-03  4.990035e+04  1.203958e+00  1.826379e-05  1.015267e-04
    61  -2.191664e+00  -2.197377e+00  4.797536e-03  4.930667e+04  1.199492e+00  1.851807e-05  1.023261e-04
    62  -2.180130e+00  -2.185859e+00  5.155655e-03  4.868865e+04  1.194811e+00  1.878982e-05  1.031750e-04
    63  -2.168563e+00  -2.174308e+00  5.539526e-03  4.804563e+04  1.189903e+00  1.908052e-05  1.040771e-04
    64  -2.156958e+00  -2.162722e+00  5.950900e-03  4.737692e+04  1.184759e+00  1.939180e-05  1.050363e-04
    65  -2.145315e+00  -2.151098e+00  6.391610e-03  4.668189e+04  1.179367e+00  1.972546e-05  1.060569e-04
    66  -2.133629e+00  -2.139433e+00  6.863620e-03  4.595992e+04  1.173717e+00  2.008348e-05  1.071436e-04
    67  -2.121898e+00  -2.127724e+00  7.369017e-03  4.521040e+04  1.167797e+00  2.046812e-05  1.083016e-04
    68  -2.110117e+00  -2.115968e+00  7.909987e-03  4.443279e+04  1.161594e+00  2.088187e-05  1.095365e-04
    69  -2.098284e+00  -2.104161e+00  8.488863e-03  4.362656e+04  1.155095e+00  2.132751e-05  1.108545e-04
    70  -2.086394e+00  -2.092298e+00  9.108117e-03  4.279123e+04  1.148288e+00  2.180820e-05  1.122625e-04
    71  -2.074442e+00  -2.080377e+00  9.770334e-03  4.192639e+04  1.141158e+00  2.232747e-05  1.137682e-04
    72  -2.062424e+00  -2.068392e+00  1.047826e-02  4.103168e+04  1.133691e+00  2.288934e-05  1.153800e-04
    73  -2.050335e+00  -2.056338e+00  1.123480e-02  4.010682e+04  1.125872e+00  2.349834e-05  1.171073e-04
    74  -2.038168e+00  -2.044209e+00  1.204299e-02  3.915161e+04  1.117684e+00  2.415966e-05  1.189607e-04
    75  -2.025918e+00  -2.032000e+00  1.290606e-02  3.816593e+04  1.109111e+00  2.487921e-05  1.209518e-04
    76  -2.013577e+00  -2.019703e+00  1.382737e-02  3.714978e+04  1.100136e+00  2.566378e-05  1.230939e-04
    77  -2.001138e+00  -2.007313e+00  1.481049e-02  3.610326e+04  1.090740e+00  2.652119e-05  1.254019e-04
    78  -1.988593e+00  -1.994820e+00  1.585915e-02  3.502659e+04  1.080904e+00  2.746051e-05  1.278926e-04
    79  -1.975932e+00  -1.982216e+00  1.697728e-02  3.392015e+04  1.070607e+00  2.849228e-05  1.305851e-04
    80  -1.963145e+00  -1.969491e+00  1.816896e-02  3.278445e+04  1.059830e+00  2.962880e-05  1.335014e-04
    81  -1.950222e+00  -1.956635e+00  1.943850e-02  3.162019e+04  1.048549e+00  3.088454e-05  1.366662e-04
    82  -1.937149e+00  -1.943636e+00  2.079041e-02  3.042825e+04  1.036741e+00  3.227661e-05  1.401084e-04
