     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -2.376531e+00  -2.677561e+00  4.936543e-05  1.995898e+03  6.627572e-01  6.154382e-04  6.842131e-04
     1  -2.365479e+00  -2.370970e+00  5.328937e-05  1.999701e+03  6.614968e-01  6.148528e-04  6.842131e-04
     2  -2.354426e+00  -2.359918e+00  5.752323e-05  1.998949e+03  6.614310e-01  6.151147e-04  6.843758e-04
     3  -2.343368e+00  -2.348862e+00  6.209370e-05  1.998157e+03  6.613617e-01  6.153905e-04  6.845472e-04
     4  -2.332310e+00  -2.337804e+00  6.702432e-05  1.997325e+03  6.612888e-01  6.156811e-04  6.847276e-04
     5  -2.321243e+00  -2.326742e+00  7.234881e-05  1.996448e+03  6.612120e-01  6.159870e-04  6.849177e-04
     6  -2.310183e+00  -2.315678e+00  7.809033e-05  1.995526e+03  6.611312e-01  6.163093e-04  6.851177e-04
     7  -2.299122e+00  -2.304617e+00  8.428458e-05  1.994557e+03  6.610462e-01  6.166485e-04  6.853282e-04
     8  -2.288058e+00  -2.293555e+00  9.096964e-05  1.993537e+03  6.609568e-01  6.170057e-04  6.855499e-04
     9  -2.276991e+00  -2.282489e+00  9.818356e-05  1.992464e+03  6.608627e-01  6.173819e-04  6.857833e-04
    10  -2.265920e+00  -2.271420e+00  1.059689e-04  1.991335e+03  6.607636e-01  6.177782e-04  6.860291e-04
    11  -2.254856e+00  -2.260353e+00  1.143624e-04  1.990148e+03  6.606594e-01  6.181954e-04  6.862877e-04
    12  -2.243791e+00  -2.249288e+00  1.234185e-04  1.988900e+03  6.605498e-01  6.186346e-04  6.865599e-04
    13  -2.232722e+00  -2.238221e+00  1.331900e-04  1.987588e+03  6.604345e-01  6.190971e-04  6.868465e-04
    14  -2.221657e+00  -2.227154e+00  1.437275e-04  1.986208e+03  6.603131e-01  6.195842e-04  6.871482e-04
    15  -2.210586e+00  -2.216086e+00  1.550994e-04  1.984757e+03  6.601855e-01  6.200971e-04  6.874658e-04
    16  -2.199521e+00  -2.205018e+00  1.673596e-04  1.983231e+03  6.600512e-01  6.206373e-04  6.878002e-04
    17  -2.188458e+00  -2.193954e+00  1.805806e-04  1.981627e+03  6.599100e-01  6.212060e-04  6.881520e-04
    18  -2.177391e+00  -2.182889e+00  1.948435e-04  1.979942e+03  6.597615e-01  6.218048e-04  6.885224e-04
    19  -2.166328e+00  -2.171825e+00  2.102204e-04  1.978170e+03  6.596053e-01  6.224355e-04  6.889122e-04
    20  -2.155266e+00  -2.160762e+00  2.268022e-04  1.976308e+03  6.594411e-01  6.230995e-04  6.893225e-04
    21  -2.144202e+00  -2.149699e+00  2.446857e-04  1.974351e+03  6.592683e-01  6.237989e-04  6.897545e-04
    22  -2.133136e+00  -2.138634e+00  2.639729e-04  1.972293e+03  6.590866e-01  6.245357e-04  6.902092e-04
    23  -2.122074e+00  -2.127570e+00  2.847617e-04  1.970132e+03  6.588955e-01  6.253116e-04  6.906879e-04
    24  -2.111016e+00  -2.116510e+00  3.071688e-04  1.967861e+03  6.586947e-01  6.261285e-04  6.911916e-04
    25  -2.099956e+00  -2.105451e+00  3.313271e-04  1.965476e+03  6.584835e-01  6.269890e-04  6.917218e-04
    26  -2.088900e+00  -2.094393e+00  3.573620e-04  1.962970e+03  6.582615e-01  6.278952e-04  6.922799e-04
    27  -2.077843e+00  -2.083336e+00  3.854278e-04  1.960338e+03  6.580280e-01  6.288498e-04  6.928674e-04
    28  -2.066785e+00  -2.072279e+00  4.156808e-04  1.957573e+03  6.577826e-01  6.298554e-04  6.934858e-04
