     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -2.569697e+00  -2.870727e+00  4.936543e-05  7.579425e+03  8.780645e-01  1.407993e-04  3.050397e-04
     1  -2.558651e+00  -2.564139e+00  5.328937e-05  7.597808e+03  8.759400e-01  1.406289e-04  3.050397e-04
     2  -2.547602e+00  -2.553091e+00  5.752323e-05  7.594515e+03  8.758291e-01  1.406988e-04  3.051252e-04
     3  -2.536547e+00  -2.542040e+00  6.209370e-05  7.591049e+03  8.757124e-01  1.407724e-04  3.052152e-04
     4  -2.525493e+00  -2.530985e+00  6.702432e-05  7.587402e+03  8.755895e-01  1.408499e-04  3.053099e-04
     5  -2.514427e+00  -2.519925e+00  7.234881e-05  7.583564e+03  8.754601e-01  1.409316e-04  3.054098e-04
     6  -2.503367e+00  -2.508862e+00  7.809033e-05  7.579525e+03  8.753239e-01  1.410177e-04  3.055149e-04
     7  -2.492307e+00  -2.497802e+00  8.428458e-05  7.575278e+03  8.751807e-01  1.411083e-04  3.056255e-04
     8  -2.481241e+00  -2.486739e+00  9.096964e-05  7.570810e+03  8.750299e-01  1.412037e-04  3.057420e-04
     9  -2.470173e+00  -2.475672e+00  9.818356e-05  7.566110e+03  8.748713e-01  1.413043e-04  3.058647e-04
    10  -2.459099e+00  -2.464601e+00  1.059689e-04  7.561165e+03  8.747043e-01  1.414102e-04  3.059939e-04
    11  -2.448032e+00  -2.453531e+00  1.143624e-04  7.555965e+03  8.745286e-01  1.415217e-04  3.061299e-04
    12  -2.436963e+00  -2.442462e+00  1.234185e-04  7.550497e+03  8.743438e-01  1.416392e-04  3.062731e-04
    13  -2.425889e+00  -2.431391e+00  1.331900e-04  7.544747e+03  8.741493e-01  1.417629e-04  3.064239e-04
    14  -2.414819e+00  -2.420319e+00  1.437275e-04  7.538701e+03  8.739448e-01  1.418932e-04  3.065826e-04
    15  -2.403742e+00  -2.409245e+00  1.550994e-04  7.532342e+03  8.737295e-01  1.420304e-04  3.067497e-04
    16  -2.392669e+00  -2.398170e+00  1.673596e-04  7.525658e+03  8.735031e-01  1.421750e-04  3.069257e-04
    17  -2.381598e+00  -2.387098e+00  1.805806e-04  7.518632e+03  8.732650e-01  1.423273e-04  3.071109e-04
