     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -1.951061e+00  -2.252091e+00  4.936543e-05  1.056154e+02  1.250186e-02  8.468089e-02  2.165642e-02
     1  -1.935954e+00  -1.943442e+00  5.328937e-05  7.632466e+01  1.729964e-02  9.961313e-02  2.165642e-02
     2  -1.920847e+00  -1.928335e+00  5.752323e-05  7.418665e+01  1.763595e-02  1.015021e-01  2.175582e-02
     3  -1.905722e+00  -1.913218e+00  6.209370e-05  7.206245e+01  1.798649e-02  1.034708e-01  2.185798e-02
     4  -1.890582e+00  -1.898086e+00  6.702432e-05  6.995516e+01  1.835155e-02  1.055222e-01  2.196299e-02
     5  -1.875405e+00  -1.882927e+00  7.234881e-05  6.786738e+01  1.873146e-02  1.076597e-01  2.207097e-02
     6  -1.860207e+00  -1.867739e+00  7.809033e-05  6.580262e+01  1.912633e-02  1.098857e-01  2.218198e-02
     7  -1.844975e+00  -1.852524e+00  8.428458e-05  6.376480e+01  1.953612e-02  1.122018e-01  2.229606e-02
     8  -1.829698e+00  -1.837269e+00  9.096964e-05  6.175589e+01  1.996109e-02  1.146118e-01  2.241333e-02
     9  -1.814376e+00  -1.821970e+00  9.818356e-05  5.977846e+01  2.040130e-02  1.171187e-01  2.253391e-02
    10  -1.799004e+00  -1.806622e+00  1.059689e-04  5.783517e+01  2.085670e-02  1.197251e-01  2.265786e-02
    11  -1.783595e+00  -1.791231e+00  1.143624e-04  5.592929e+01  2.132700e-02  1.224322e-01  2.278522e-02
    12  -1.768135e+00  -1.775796e+00  1.234185e-04  5.406310e+01  2.181198e-02  1.252424e-01  2.291605e-02
    13  -1.752622e+00  -1.760309e+00  1.331900e-04  5.223764e+01  2.231166e-02  1.281594e-01  2.305048e-02
    14  -1.737064e+00  -1.744773e+00  1.437275e-04  5.045492e+01  2.282570e-02  1.311851e-01  2.318857e-02
    15  -1.721451e+00  -1.729187e+00  1.550994e-04  4.871600e+01  2.335390e-02  1.343225e-01  2.333040e-02
    16  -1.705796e+00  -1.713553e+00  1.673596e-04  4.702202e+01  2.389594e-02  1.375741e-01  2.347605e-02
    17  -1.690097e+00  -1.697876e+00  1.805806e-04  4.537415e+01  2.445137e-02  1.409418e-01  2.362555e-02
    18  -1.674348e+00  -1.682152e+00  1.948435e-04  4.377213e+01  2.502012e-02  1.444301e-01  2.377904e-02
    19  -1.658561e+00  -1.666383e+00  2.102204e-04  4.221622e+01  2.560187e-02  1.480419e-01  2.393658e-02
    20  -1.642731e+00  -1.650574e+00  2.268022e-04  4.070650e+01  2.619632e-02  1.517805e-01  2.409826e-02
    21  -1.626858e+00  -1.634722e+00  2.446857e-04  3.924226e+01  2.680337e-02  1.556508e-01  2.426420e-02
    22  -1.610944e+00  -1.618828e+00  2.639729e-04  3.782285e+01  2.742291e-02  1.596574e-01  2.443452e-02
    23  -1.594999e+00  -1.602898e+00  2.847617e-04  3.644795e+01  2.805462e-02  1.638041e-01  2.460929e-02
    24  -1.579023e+00  -1.586937e+00  3.071688e-04  3.511705e+01  2.869820e-02  1.680949e-01  2.478857e-02
    25  -1.563013e+00  -1.570944e+00  3.313271e-04  3.382895e+01  2.935369e-02  1.725362e-01  2.497251e-02
    26  -1.546976e+00  -1.554920e+00  3.573620e-04  3.258269e+01  3.002097e-02  1.771335e-01  2.516123e-02
    27  -1.530908e+00  -1.538868e+00  3.854278e-04  3.137724e+01  3.069998e-02  1.818931e-01  2.535487e-02
    28  -1.514812e+00  -1.522785e+00  4.156808e-04  3.021133e+01  3.139078e-02  1.868225e-01  2.555358e-02
    29  -1.498693e+00  -1.506677e+00  4.482776e-04  2.908410e+01  3.209318e-02  1.919278e-01  2.575749e-02
    30  -1.482548e+00  -1.490545e+00  4.834077e-04  2.799450e+01  3.280713e-02  1.972164e-01  2.596673e-02
    31  -1.466382e+00  -1.474390e+00  5.212579e-04  2.694139e+01  3.353262e-02  2.026965e-01  2.618147e-02
    32  -1.450196e+00  -1.458214e+00  5.620357e-04  2.592378e+01  3.426953e-02  2.083760e-01  2.640186e-02
    33  -1.433991e+00  -1.442018e+00  6.059606e-04  2.494065e+01  3.501779e-02  2.142634e-01  2.662806e-02
    34  -1.417767e+00  -1.425803e+00  6.532785e-04  2.399091e+01  3.577736e-02  2.203684e-01  2.686027e-02
    35  -1.401526e+00  -1.409570e+00  7.042385e-04  2.307355e+01  3.654815e-02  2.267007e-01  2.709866e-02
    36  -1.385267e+00  -1.393320e+00  7.591240e-04  2.218758e+01  3.733008e-02  2.332709e-01  2.734345e-02
    37  -1.368992e+00  -1.377053e+00  8.182252e-04  2.133201e+01  3.812307e-02  2.400901e-01  2.759484e-02
    38  -1.352703e+00  -1.360771e+00  8.818583e-04  2.050596e+01  3.892694e-02  2.471695e-01  2.785304e-02
    39  -1.336399e+00  -1.344475e+00  9.503637e-04  1.970849e+01  3.974156e-02  2.545214e-01  2.811827e-02
    40  -1.320080e+00  -1.328163e+00  1.024119e-03  1.893864e+01  4.056686e-02  2.621595e-01  2.839080e-02
    41  -1.303749e+00  -1.311837e+00  1.103493e-03  1.819560e+01  4.140259e-02  2.700971e-01  2.867087e-02
    42  -1.287405e+00  -1.295500e+00  1.188917e-03  1.747856e+01  4.224854e-02  2.783483e-01  2.895870e-02
    43  -1.271050e+00  -1.279150e+00  1.280828e-03  1.678669e+01  4.310448e-02  2.869286e-01  2.925459e-02
    44  -1.254683e+00  -1.262789e+00  1.379723e-03  1.611916e+01  4.397022e-02  2.958545e-01  2.955883e-02
    45  -1.238305e+00  -1.246416e+00  1.486103e-03  1.547520e+01  4.484553e-02  3.051436e-01  2.987171e-02
    46  -1.221916e+00  -1.230033e+00  1.600525e-03  1.485406e+01  4.573010e-02  3.148139e-01  3.019355e-02
    47  -1.205517e+00  -1.213639e+00  1.723575e-03  1.425500e+01  4.662366e-02  3.248850e-01  3.052467e-02
    48  -1.189108e+00  -1.197235e+00  1.855885e-03  1.367730e+01  4.752590e-02  3.353778e-01  3.086543e-02
    49  -1.172690e+00  -1.180821e+00  1.998123e-03  1.312030e+01  4.843648e-02  3.463140e-01  3.121617e-02
    50  -1.156262e+00  -1.164399e+00  2.151017e-03  1.258330e+01  4.935505e-02  3.577171e-01  3.157728e-02
    51  -1.139826e+00  -1.147966e+00  2.315332e-03  1.206565e+01  5.028124e-02  3.696123e-01  3.194916e-02
    52  -1.123381e+00  -1.131525e+00  2.491891e-03  1.156672e+01  5.121467e-02  3.820258e-01  3.233222e-02
    53  -1.106927e+00  -1.115076e+00  2.681574e-03  1.108589e+01  5.215491e-02  3.949861e-01  3.272690e-02
    54  -1.090466e+00  -1.098618e+00  2.885299e-03  1.062259e+01  5.310148e-02  4.085226e-01  3.313364e-02
    55  -1.073997e+00  -1.082153e+00  3.104081e-03  1.017625e+01  5.405394e-02  4.226674e-01  3.355292e-02
    56  -1.057520e+00  -1.065680e+00  3.338977e-03  9.746276e+00  5.501180e-02  4.374550e-01  3.398525e-02
    57  -1.041037e+00  -1.049200e+00  3.591122e-03  9.332150e+00  5.597454e-02  4.529216e-01  3.443116e-02
    58  -1.024546e+00  -1.032713e+00  3.861724e-03  8.933341e+00  5.694163e-02  4.691061e-01  3.489119e-02
    59  -1.008048e+00  -1.016219e+00  4.152066e-03  8.549343e+00  5.791251e-02  4.860501e-01  3.536594e-02
    60  -9.915443e-01  -9.997180e-01  4.463517e-03  8.179663e+00  5.888658e-02  5.037979e-01  3.585600e-02
    61  -9.750335e-01  -9.832104e-01  4.797536e-03  7.823822e+00  5.986327e-02  5.223972e-01  3.636203e-02
    62  -9.585169e-01  -9.666967e-01  5.155655e-03  7.481361e+00  6.084191e-02  5.418985e-01  3.688468e-02
    63  -9.419941e-01  -9.501770e-01  5.539526e-03  7.151835e+00  6.182185e-02  5.623562e-01  3.742467e-02
    64  -9.254651e-01  -9.336510e-01  5.950900e-03  6.834803e+00  6.280245e-02  5.838291e-01  3.798276e-02
    65  -9.089306e-01  -9.171191e-01  6.391610e-03  6.529849e+00  6.378299e-02  6.063794e-01  3.855971e-02
    66  -8.923906e-01  -9.005818e-01  6.863620e-03  6.236571e+00  6.476276e-02  6.300739e-01  3.915635e-02
    67  -8.758450e-01  -8.840390e-01  7.369017e-03  5.954572e+00  6.574101e-02  6.549848e-01  3.977354e-02
    68  -8.592942e-01  -8.674908e-01  7.909987e-03  5.683473e+00  6.671700e-02  6.811895e-01  4.041221e-02
    69  -8.427385e-01  -8.509375e-01  8.488863e-03  5.422907e+00  6.768994e-02  7.087707e-01  4.107330e-02
    70  -8.261774e-01  -8.343790e-01  9.108117e-03  5.172514e+00  6.865905e-02  7.378183e-01  4.175784e-02
    71  -8.096116e-01  -8.178155e-01  9.770334e-03  4.931951e+00  6.962351e-02  7.684282e-01  4.246689e-02
    72  -7.930411e-01  -8.012473e-01  1.047826e-02  4.700885e+00  7.058248e-02  8.007038e-01  4.320156e-02
    73  -7.764660e-01  -7.846744e-01  1.123480e-02  4.478994e+00  7.153512e-02  8.347565e-01  4.396305e-02
    74  -7.598864e-01  -7.680971e-01  1.204299e-02  4.265966e+00  7.248055e-02  8.707067e-01  4.475260e-02
    75  -7.433025e-01  -7.515153e-01  1.290606e-02  4.061498e+00  7.341790e-02  9.086838e-01  4.557153e-02
    76  -7.267144e-01  -7.349292e-01  1.382737e-02  3.865299e+00  7.434627e-02  9.488277e-01  4.642123e-02
    77  -7.101222e-01  -7.183390e-01  1.481049e-02  3.677085e+00  7.526476e-02  9.912896e-01  4.730316e-02
    78  -6.935258e-01  -7.017447e-01  1.585915e-02  3.496581e+00  7.617244e-02  1.036233e+00  4.821887e-02
    79  -6.769256e-01  -6.851464e-01  1.697728e-02  3.323524e+00  7.706840e-02  1.083835e+00  4.917000e-02
    80  -6.603216e-01  -6.685443e-01  1.816896e-02  3.157656e+00  7.795170e-02  1.134285e+00  5.015827e-02
    81  -6.437139e-01  -6.519384e-01  1.943850e-02  2.998730e+00  7.882141e-02  1.187793e+00  5.118551e-02
    82  -6.271026e-01  -6.353288e-01  2.079041e-02  2.846503e+00  7.967657e-02  1.244580e+00  5.225364e-02
    83  -6.104876e-01  -6.187156e-01  2.222937e-02  2.700744e+00  8.051625e-02  1.304892e+00  5.336472e-02
    84  -5.938693e-01  -6.020990e-01  2.376030e-02  2.561227e+00  8.133951e-02  1.368993e+00  5.452089e-02
    85  -5.772477e-01  -5.854790e-01  2.538829e-02  2.427734e+00  8.214540e-02  1.437167e+00  5.572442e-02
    86  -5.606227e-01  -5.688557e-01  2.711870e-02  2.300052e+00  8.293298e-02  1.509728e+00  5.697775e-02
    87  -5.439946e-01  -5.522291e-01  2.895704e-02  2.177976e+00  8.370132e-02  1.587014e+00  5.828342e-02
    88  -5.273634e-01  -5.355994e-01  3.090905e-02  2.061308e+00  8.444949e-02  1.669393e+00  5.964414e-02
    89  -5.107291e-01  -5.189666e-01  3.298073e-02  1.949855e+00  8.517658e-02  1.757266e+00  6.106277e-02
    90  -4.940919e-01  -5.023309e-01  3.517823e-02  1.843430e+00  8.588168e-02  1.851071e+00  6.254235e-02
    91  -4.774519e-01  -4.856922e-01  3.750796e-02  1.741851e+00  8.656391e-02  1.951284e+00  6.408610e-02
    92  -4.608090e-01  -4.690507e-01  3.997652e-02  1.644943e+00  8.722240e-02  2.058425e+00  6.569742e-02
    93  -4.441634e-01  -4.524064e-01  4.259071e-02  1.552536e+00  8.785628e-02  2.173061e+00  6.737992e-02
    94  -4.275152e-01  -4.357595e-01  4.535754e-02  1.464464e+00  8.846473e-02  2.295812e+00  6.913744e-02
    95  -4.108641e-01  -4.191098e-01  4.828429e-02  1.380566e+00  8.904695e-02  2.427355e+00  7.097406e-02
    96  -3.942107e-01  -4.024576e-01  5.137828e-02  1.300686e+00  8.960214e-02  2.568433e+00  7.289409e-02
    97  -3.775549e-01  -3.858029e-01  5.464712e-02  1.224675e+00  9.012953e-02  2.719855e+00  7.490207e-02
    98  -3.608965e-01  -3.691458e-01  5.809861e-02  1.152383e+00  9.062841e-02  2.882510e+00  7.700290e-02
    99  -3.442359e-01  -3.524863e-01  6.174066e-02  1.083670e+00  9.109807e-02  3.057373e+00  7.920173e-02
   100  -3.275729e-01  -3.358245e-01  6.558137e-02  1.018396e+00  9.153785e-02  3.245511e+00  8.150403e-02
   101  -3.109077e-01  -3.191604e-01  6.962896e-02  9.564264e-01  9.194711e-02  3.448097e+00  8.391565e-02
   102  -2.942402e-01  -3.024940e-01  7.389183e-02  8.976308e-01  9.232526e-02  3.666418e+00  8.644275e-02
   103  -2.775706e-01  -2.858254e-01  7.837842e-02  8.418822e-01  9.267176e-02  3.901890e+00  8.909193e-02
   104  -2.608989e-01  -2.691547e-01  8.309731e-02  7.890573e-01  9.298608e-02  4.156067e+00  9.187017e-02
   105  -2.442251e-01  -2.524820e-01  8.805718e-02  7.390360e-01  9.326775e-02  4.430662e+00  9.478491e-02
   106  -2.275492e-01  -2.358071e-01  9.326673e-02  6.917019e-01  9.351636e-02  4.727562e+00  9.784406e-02
   107  -2.108715e-01  -2.191303e-01  9.873473e-02  6.469421e-01  9.373151e-02  5.048842e+00  1.010560e-01
   108  -1.941917e-01  -2.024515e-01  1.044700e-01  6.046467e-01  9.391287e-02  5.396793e+00  1.044298e-01
   109  -1.775100e-01  -1.857708e-01  1.104813e-01  5.647089e-01  9.406015e-02  5.773943e+00  1.079748e-01
   110  -1.608265e-01  -1.690881e-01  1.167774e-01  5.270256e-01  9.417311e-02  6.183080e+00  1.117014e-01
   111  -1.441411e-01  -1.524036e-01  1.233670e-01  4.914962e-01  9.425156e-02  6.627284e+00  1.156201e-01
   112  -1.274538e-01  -1.357173e-01  1.302589e-01  4.580232e-01  9.429534e-02  7.109964e+00  1.197427e-01
   113  -1.107648e-01  -1.190291e-01  1.374615e-01  4.265124e-01  9.430438e-02  7.634884e+00  1.240812e-01
   114  -9.407393e-02  -1.023392e-01  1.449834e-01  3.968721e-01  9.427862e-02  8.206214e+00  1.286488e-01
   115  -7.738133e-02  -8.564744e-02  1.528329e-01  3.690137e-01  9.421806e-02  8.828570e+00  1.334595e-01
   116  -6.068704e-02  -6.895398e-02  1.610180e-01  3.428515e-01  9.412277e-02  9.507066e+00  1.385279e-01
   117  -4.399099e-02  -5.225879e-02  1.695469e-01  3.183025e-01  9.399286e-02  1.024737e+01  1.438700e-01
   118  -2.729319e-02  -3.556185e-02  1.784273e-01  2.952862e-01  9.382847e-02  1.105578e+01  1.495026e-01
   119  -1.059368e-02  -1.886317e-02  1.876667e-01  2.737252e-01  9.362982e-02  1.193928e+01  1.554438e-01
