     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -2.859446e+00  -3.160476e+00  4.936543e-05  5.608968e+04  1.271977e+00  1.580802e-05  9.316584e-05
     1  -2.848411e+00  -2.853893e+00  5.328937e-05  5.628487e+04  1.267565e+00  1.578059e-05  9.316584e-05
     2  -2.837371e+00  -2.842856e+00  5.752323e-05  5.625267e+04  1.267335e+00  1.579105e-05  9.320096e-05
     3  -2.826323e+00  -2.831812e+00  6.209370e-05  5.621879e+04  1.267093e+00  1.580208e-05  9.323796e-05
     4  -2.815273e+00  -2.820763e+00  6.702432e-05  5.618312e+04  1.266838e+00  1.581370e-05  9.327693e-05
     5  -2.804210e+00  -2.809706e+00  7.234881e-05  5.614558e+04  1.266570e+00  1.582595e-05  9.331800e-05
     6  -2.793150e+00  -2.798645e+00  7.809033e-05  5.610608e+04  1.266287e+00  1.583886e-05  9.336126e-05
     7  -2.782088e+00  -2.787584e+00  8.428458e-05  5.606454e+04  1.265989e+00  1.585246e-05  9.340682e-05
     8  -2.771020e+00  -2.776519e+00  9.096964e-05  5.602084e+04  1.265676e+00  1.586679e-05  9.345480e-05
     9  -2.759946e+00  -2.765447e+00  9.818356e-05  5.597485e+04  1.265347e+00  1.588189e-05  9.350536e-05
    10  -2.748865e+00  -2.754370e+00  1.059689e-04  5.592648e+04  1.265000e+00  1.589781e-05  9.355862e-05
    11  -2.737789e+00  -2.743292e+00  1.143624e-04  5.587560e+04  1.264635e+00  1.591458e-05  9.361471e-05
    12  -2.726709e+00  -2.732214e+00  1.234185e-04  5.582211e+04  1.264251e+00  1.593225e-05  9.367377e-05
    13  -2.715623e+00  -2.721130e+00  1.331900e-04  5.576585e+04  1.263847e+00  1.595087e-05  9.373599e-05
    14  -2.704538e+00  -2.710045e+00  1.437275e-04  5.570670e+04  1.263422e+00  1.597050e-05  9.380153e-05
    15  -2.693444e+00  -2.698956e+00  1.550994e-04  5.564449e+04  1.262974e+00  1.599118e-05  9.387056e-05
    16  -2.682354e+00  -2.687864e+00  1.673596e-04  5.557909e+04  1.262504e+00  1.601298e-05  9.394328e-05
