     i         log_r      log_rmid             m           rho            v2        trelax            kn
     0  -1.935009e+00  -2.236039e+00  4.936543e-05  9.453021e+01  3.076785e-01  1.907132e-02  4.614279e-03
     1  -1.923948e+00  -1.929443e+00  5.328937e-05  9.463657e+01  3.073327e-01  1.906060e-02  4.614279e-03
     2  -1.912888e+00  -1.918383e+00  5.752323e-05  9.460707e+01  3.073147e-01  1.906711e-02  4.615134e-03
     3  -1.901824e+00  -1.907321e+00  6.209370e-05  9.457602e+01  3.072957e-01  1.907396e-02  4.616034e-03
     4  -1.890762e+00  -1.896258e+00  6.702432e-05  9.454335e+01  3.072756e-01  1.908117e-02  4.616982e-03
     5  -1.879692e+00  -1.885192e+00  7.234881e-05  9.450898e+01  3.072546e-01  1.908876e-02  4.617980e-03
     6  -1.868629e+00  -1.874125e+00  7.809033e-05  9.447281e+01  3.072324e-01  1.909676e-02  4.619030e-03
     7  -1.857567e+00  -1.863062e+00  8.428458e-05  9.443479e+01  3.072091e-01  1.910517e-02  4.620136e-03
     8  -1.846502e+00  -1.851999e+00  9.096964e-05  9.439480e+01  3.071845e-01  1.911403e-02  4.621299e-03
     9  -1.835436e+00  -1.840934e+00  9.818356e-05  9.435272e+01  3.071587e-01  1.912336e-02  4.622523e-03
    10  -1.824367e+00  -1.829866e+00  1.059689e-04  9.430846e+01  3.071315e-01  1.913318e-02  4.623813e-03
    11  -1.813306e+00  -1.818801e+00  1.143624e-04  9.426192e+01  3.071030e-01  1.914352e-02  4.625169e-03
    12  -1.802244e+00  -1.807740e+00  1.234185e-04  9.421299e+01  3.070729e-01  1.915440e-02  4.626596e-03
    13  -1.791180e+00  -1.796677e+00  1.331900e-04  9.416153e+01  3.070413e-01  1.916585e-02  4.628099e-03
    14  -1.780120e+00  -1.785615e+00  1.437275e-04  9.410743e+01  3.070080e-01  1.917791e-02  4.629680e-03
    15  -1.769056e+00  -1.774553e+00  1.550994e-04  9.405053e+01  3.069730e-01  1.919060e-02  4.631344e-03
    16  -1.757998e+00  -1.763492e+00  1.673596e-04  9.399072e+01  3.069362e-01  1.920397e-02  4.633095e-03
    17  -1.746943e+00  -1.752436e+00  1.805806e-04  9.392786e+01  3.068974e-01  1.921803e-02  4.634938e-03
    18  -1.735886e+00  -1.741380e+00  1.948435e-04  9.386178e+01  3.068567e-01  1.923284e-02  4.636877e-03
    19  -1.724834e+00  -1.730325e+00  2.102204e-04  9.379232e+01  3.068139e-01  1.924843e-02  4.638917e-03
    20  -1.713783e+00  -1.719273e+00  2.268022e-04  9.371932e+01  3.067688e-01  1.926483e-02  4.641064e-03
    21  -1.702731e+00  -1.708222e+00  2.446857e-04  9.364260e+01  3.067215e-01  1.928211e-02  4.643323e-03
    22  -1.691678e+00  -1.697169e+00  2.639729e-04  9.356196e+01  3.066716e-01  1.930029e-02  4.645701e-03
    23  -1.680631e+00  -1.686119e+00  2.847617e-04  9.347722e+01  3.066193e-01  1.931944e-02  4.648204e-03
    24  -1.669587e+00  -1.675074e+00  3.071688e-04  9.338822e+01  3.065642e-01  1.933959e-02  4.650836e-03
    25  -1.658544e+00  -1.664031e+00  3.313271e-04  9.329471e+01  3.065063e-01  1.936080e-02  4.653605e-03
    26  -1.647506e+00  -1.652990e+00  3.573620e-04  9.319648e+01  3.064454e-01  1.938313e-02  4.656520e-03
    27  -1.636468e+00  -1.641952e+00  3.854278e-04  9.309331e+01  3.063814e-01  1.940664e-02  4.659586e-03
    28  -1.625430e+00  -1.630914e+00  4.156808e-04  9.298493e+01  3.063141e-01  1.943139e-02  4.662813e-03
    29  -1.614396e+00  -1.619878e+00  4.482776e-04  9.287111e+01  3.062434e-01  1.945745e-02  4.666208e-03
    30  -1.603364e+00  -1.608845e+00  4.834077e-04  9.275159e+01  3.061690e-01  1.948489e-02  4.669780e-03
    31  -1.592334e+00  -1.597814e+00  5.212579e-04  9.262610e+01  3.060909e-01  1.951378e-02  4.673539e-03
    32  -1.581307e+00  -1.586786e+00  5.620357e-04  9.249436e+01  3.060088e-01  1.954420e-02  4.677494e-03
    33  -1.570284e+00  -1.575761e+00  6.059606e-04  9.235608e+01  3.059225e-01  1.957622e-02  4.681654e-03
    34  -1.559263e+00  -1.564738e+00  6.532785e-04  9.221094e+01  3.058317e-01  1.960994e-02  4.686032e-03
    35  -1.548245e+00  -1.553719e+00  7.042385e-04  9.205862e+01  3.057364e-01  1.964545e-02  4.690638e-03
    36  -1.537228e+00  -1.542701e+00  7.591240e-04  9.189880e+01  3.056363e-01  1.968284e-02  4.695484e-03
    37  -1.526215e+00  -1.531687e+00  8.182252e-04  9.173111e+01  3.055311e-01  1.972221e-02  4.700583e-03
    38  -1.515204e+00  -1.520675e+00  8.818583e-04  9.155520e+01  3.054205e-01  1.976368e-02  4.705948e-03
    39  -1.504196e+00  -1.509665e+00  9.503637e-04  9.137070e+01  3.053044e-01  1.980736e-02  4.711593e-03
    40  -1.493190e+00  -1.498658e+00  1.024119e-03  9.117721e+01  3.051824e-01  1.985336e-02  4.717532e-03
    41  -1.482187e+00  -1.487653e+00  1.103493e-03  9.097431e+01  3.050542e-01  1.990181e-02  4.723782e-03
    42  -1.471186e+00  -1.476652e+00  1.188917e-03  9.076162e+01  3.049197e-01  1.995286e-02  4.730357e-03
    43  -1.460189e+00  -1.465653e+00  1.280828e-03  9.053868e+01  3.047783e-01  2.000662e-02  4.737275e-03
    44  -1.449194e+00  -1.454656e+00  1.379723e-03  9.030505e+01  3.046299e-01  2.006327e-02  4.744555e-03
    45  -1.438201e+00  -1.443662e+00  1.486103e-03  9.006025e+01  3.044741e-01  2.012295e-02  4.752214e-03
    46  -1.427211e+00  -1.432671e+00  1.600525e-03  8.980380e+01  3.043105e-01  2.018584e-02  4.760274e-03
    47  -1.416223e+00  -1.421682e+00  1.723575e-03  8.953520e+01  3.041387e-01  2.025211e-02  4.768755e-03
    48  -1.405237e+00  -1.410695e+00  1.855885e-03  8.925394e+01  3.039584e-01  2.032196e-02  4.777680e-03
    49  -1.394253e+00  -1.399710e+00  1.998123e-03  8.895948e+01  3.037691e-01  2.039558e-02  4.787071e-03
    50  -1.383272e+00  -1.388728e+00  2.151017e-03  8.865127e+01  3.035704e-01  2.047318e-02  4.796954e-03
    51  -1.372292e+00  -1.377747e+00  2.315332e-03  8.832875e+01  3.033620e-01  2.055499e-02  4.807354e-03
    52  -1.361313e+00  -1.366768e+00  2.491891e-03  8.799133e+01  3.031432e-01  2.064126e-02  4.818300e-03
    53  -1.350336e+00  -1.355790e+00  2.681574e-03  8.763842e+01  3.029137e-01  2.073223e-02  4.829821e-03
    54  -1.339361e+00  -1.344814e+00  2.885299e-03  8.726941e+01  3.026729e-01  2.082817e-02  4.841946e-03
    55  -1.328387e+00  -1.333839e+00  3.104081e-03  8.688368e+01  3.024203e-01  2.092938e-02  4.854708e-03
    56  -1.317413e+00  -1.322865e+00  3.338977e-03  8.648057e+01  3.021554e-01  2.103615e-02  4.868142e-03
    57  -1.306441e+00  -1.311892e+00  3.591122e-03  8.605944e+01  3.018776e-01  2.114881e-02  4.882284e-03
    58  -1.295468e+00  -1.300920e+00  3.861724e-03  8.561961e+01  3.015863e-01  2.126772e-02  4.897172e-03
    59  -1.284496e+00  -1.289948e+00  4.152066e-03  8.516040e+01  3.012809e-01  2.139324e-02  4.912846e-03
    60  -1.273523e+00  -1.278975e+00  4.463517e-03  8.468112e+01  3.009607e-01  2.152576e-02  4.929349e-03
    61  -1.262550e+00  -1.268002e+00  4.797536e-03  8.418107e+01  3.006250e-01  2.166571e-02  4.946727e-03
    62  -1.251575e+00  -1.257028e+00  5.155655e-03  8.365954e+01  3.002733e-01  2.181354e-02  4.965028e-03
    63  -1.240599e+00  -1.246053e+00  5.539526e-03  8.311581e+01  2.999047e-01  2.196973e-02  4.984302e-03
    64  -1.229621e+00  -1.235076e+00  5.950900e-03  8.254915e+01  2.995185e-01  2.213480e-02  5.004603e-03
    65  -1.218640e+00  -1.224096e+00  6.391610e-03  8.195884e+01  2.991139e-01  2.230930e-02  5.025990e-03
    66  -1.207657e+00  -1.213114e+00  6.863620e-03  8.134416e+01  2.986901e-01  2.249382e-02  5.048521e-03
    67  -1.196669e+00  -1.202128e+00  7.369017e-03  8.070438e+01  2.982462e-01  2.268900e-02  5.072263e-03
    68  -1.185677e+00  -1.191138e+00  7.909987e-03  8.003878e+01  2.977815e-01  2.289553e-02  5.097282e-03
    69  -1.174680e+00  -1.180144e+00  8.488863e-03  7.934664e+01  2.972949e-01  2.311414e-02  5.123653e-03
    70  -1.163677e+00  -1.169144e+00  9.108117e-03  7.862727e+01  2.967855e-01  2.334562e-02  5.151453e-03
    71  -1.152668e+00  -1.158138e+00  9.770334e-03  7.787996e+01  2.962525e-01  2.359083e-02  5.180765e-03
    72  -1.141650e+00  -1.147124e+00  1.047826e-02  7.710406e+01  2.956946e-01  2.385070e-02  5.211676e-03
    73  -1.130625e+00  -1.136103e+00  1.123480e-02  7.629891e+01  2.951110e-01  2.412621e-02  5.244281e-03
    74  -1.119590e+00  -1.125072e+00  1.204299e-02  7.546388e+01  2.945004e-01  2.441844e-02  5.278679e-03
    75  -1.108544e+00  -1.114032e+00  1.290606e-02  7.459838e+01  2.938619e-01  2.472857e-02  5.314978e-03
    76  -1.097487e+00  -1.102980e+00  1.382737e-02  7.370186e+01  2.931941e-01  2.505786e-02  5.353291e-03
    77  -1.086416e+00  -1.091916e+00  1.481049e-02  7.277379e+01  2.924960e-01  2.540768e-02  5.393743e-03
    78  -1.075331e+00  -1.080838e+00  1.585915e-02  7.181371e+01  2.917663e-01  2.577954e-02  5.436464e-03
    79  -1.064231e+00  -1.069746e+00  1.697728e-02  7.082117e+01  2.910037e-01  2.617506e-02  5.481595e-03
    80  -1.053113e+00  -1.058636e+00  1.816896e-02  6.979584e+01  2.902068e-01  2.659602e-02  5.529288e-03
    81  -1.041976e+00  -1.047509e+00  1.943850e-02  6.873740e+01  2.893743e-01  2.704437e-02  5.579705e-03
    82  -1.030818e+00  -1.036361e+00  2.079041e-02  6.764563e+01  2.885048e-01  2.752224e-02  5.633021e-03
    83  -1.019638e+00  -1.025192e+00  2.222937e-02  6.652037e+01  2.875968e-01  2.803195e-02  5.689426e-03
    84  -1.008433e+00  -1.013999e+00  2.376030e-02  6.536155e+01  2.866488e-01  2.857608e-02  5.749122e-03
    85  -9.972009e-01  -1.002781e+00  2.538829e-02  6.416920e+01  2.856592e-01  2.915743e-02  5.812331e-03
    86  -9.859398e-01  -9.915338e-01  2.711870e-02  6.294343e+01  2.846265e-01  2.977912e-02  5.879289e-03
    87  -9.746469e-01  -9.802566e-01  2.895704e-02  6.168448e+01  2.835490e-01  3.044458e-02  5.950257e-03
    88  -9.633197e-01  -9.689464e-01  3.090905e-02  6.039268e+01  2.824250e-01  3.115761e-02  6.025513e-03
    89  -9.519552e-01  -9.576003e-01  3.298073e-02  5.906849e+01  2.812527e-01  3.192242e-02  6.105363e-03
    90  -9.405503e-01  -9.462153e-01  3.517823e-02  5.771249e+01  2.800303e-01  3.274370e-02  6.190138e-03
    91  -9.291018e-01  -9.347883e-01  3.750796e-02  5.632540e+01  2.787560e-01  3.362665e-02  6.280201e-03
    92  -9.176060e-01  -9.233158e-01  3.997652e-02  5.490809e+01  2.774278e-01  3.457711e-02  6.375946e-03
    93  -9.060592e-01  -9.117942e-01  4.259071e-02  5.346156e+01  2.760437e-01  3.560160e-02  6.477807e-03
    94  -8.944572e-01  -9.002194e-01  4.535754e-02  5.198697e+01  2.746017e-01  3.670742e-02  6.586260e-03
    95  -8.827955e-01  -8.885872e-01  4.828429e-02  5.048564e+01  2.730998e-01  3.790281e-02  6.701826e-03
