      step          time          <dt>         rho_c         v_max        Kn_min  <dt lim>  <dr lim>  <du lim>  <n_iter_cr>  <n_iter_dr>
  16900000  7.618932e+01  1.869216e-06  2.755028e+01  3.672291e-01  5.627260e+00  1.88e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  17000000  7.637482e+01  1.855032e-06  2.783506e+01  3.673728e-01  5.596211e+00  1.89e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  17100000  7.655892e+01  1.840974e-06  2.812249e+01  3.675166e-01  5.565360e+00  1.89e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  17200000  7.674162e+01  1.827039e-06  2.841261e+01  3.676607e-01  5.534703e+00  1.90e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  17300000  7.692295e+01  1.813227e-06  2.870545e+01  3.678051e-01  5.504239e+00  1.90e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  17400000  7.710290e+01  1.799535e-06  2.900104e+01  3.679496e-01  5.473965e+00  1.91e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  17500000  7.728150e+01  1.785963e-06  2.929940e+01  3.680944e-01  5.443880e+00  1.92e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  17600000  7.745875e+01  1.772509e-06  2.960058e+01  3.682394e-01  5.413982e+00  1.92e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  17700000  7.763466e+01  1.759172e-06  2.990460e+01  3.683846e-01  5.384268e+00  1.93e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  17800000  7.780926e+01  1.745950e-06  3.021150e+01  3.685300e-01  5.354737e+00  1.93e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  17900000  7.798254e+01  1.732842e-06  3.052130e+01  3.686757e-01  5.325387e+00  1.94e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  18000000  7.815453e+01  1.719847e-06  3.083404e+01  3.688215e-01  5.296215e+00  1.95e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  18100000  7.832522e+01  1.706964e-06  3.114975e+01  3.689677e-01  5.267221e+00  1.95e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  18200000  7.849464e+01  1.694190e-06  3.146847e+01  3.691140e-01  5.238401e+00  1.96e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  18300000  7.866280e+01  1.681526e-06  3.179024e+01  3.692606e-01  5.209755e+00  1.96e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  18400000  7.882969e+01  1.668969e-06  3.211507e+01  3.694073e-01  5.181281e+00  1.97e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  18500000  7.899535e+01  1.656519e-06  3.244302e+01  3.695544e-01  5.152976e+00  1.98e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  18600000  7.915976e+01  1.644175e-06  3.277411e+01  3.697016e-01  5.124840e+00  1.98e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  18700000  7.932296e+01  1.631934e-06  3.310839e+01  3.698491e-01  5.096870e+00  1.99e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  18800000  7.948494e+01  1.619797e-06  3.344589e+01  3.699968e-01  5.069064e+00  1.99e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  18900000  7.964571e+01  1.607762e-06  3.378664e+01  3.701448e-01  5.041422e+00  2.00e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  19000000  7.980529e+01  1.595827e-06  3.413069e+01  3.702929e-01  5.013941e+00  2.01e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  19100000  7.996369e+01  1.583993e-06  3.447807e+01  3.704414e-01  4.986619e+00  2.01e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  19200000  8.012092e+01  1.572257e-06  3.482882e+01  3.705900e-01  4.959456e+00  2.02e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  19300000  8.027698e+01  1.560618e-06  3.518298e+01  3.707389e-01  4.932450e+00  2.02e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  19400000  8.043189e+01  1.549077e-06  3.554059e+01  3.708880e-01  4.905599e+00  2.03e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  19500000  8.058565e+01  1.537630e-06  3.590169e+01  3.710374e-01  4.878901e+00  2.04e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  19600000  8.073828e+01  1.526279e-06  3.626632e+01  3.711870e-01  4.852355e+00  2.04e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  19700000  8.088978e+01  1.515020e-06  3.663453e+01  3.713369e-01  4.825960e+00  2.05e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  19800000  8.104017e+01  1.503855e-06  3.700636e+01  3.714870e-01  4.799714e+00  2.06e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  19900000  8.118945e+01  1.492781e-06  3.738184e+01  3.716373e-01  4.773616e+00  2.06e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  20000000  8.133763e+01  1.481797e-06  3.776102e+01  3.717879e-01  4.747664e+00  2.07e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  20100000  8.148472e+01  1.470903e-06  3.814395e+01  3.719387e-01  4.721857e+00  2.08e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  20200000  8.163073e+01  1.460098e-06  3.853068e+01  3.720898e-01  4.696194e+00  2.08e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  20300000  8.177566e+01  1.449381e-06  3.892124e+01  3.722412e-01  4.670673e+00  2.09e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  20400000  8.191954e+01  1.438750e-06  3.931568e+01  3.723928e-01  4.645292e+00  2.10e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  20500000  8.206236e+01  1.428206e-06  3.971405e+01  3.725446e-01  4.620051e+00  2.10e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  20600000  8.220413e+01  1.417747e-06  4.011640e+01  3.726967e-01  4.594948e+00  2.11e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  20700000  8.234487e+01  1.407372e-06  4.052277e+01  3.728491e-01  4.569982e+00  2.12e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  20800000  8.248458e+01  1.397080e-06  4.093322e+01  3.730017e-01  4.545151e+00  2.12e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  20900000  8.262327e+01  1.386871e-06  4.134780e+01  3.731546e-01  4.520455e+00  2.13e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  21000000  8.276094e+01  1.376744e-06  4.176654e+01  3.733077e-01  4.495892e+00  2.14e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  21100000  8.289761e+01  1.366698e-06  4.218952e+01  3.734611e-01  4.471461e+00  2.14e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  21200000  8.303328e+01  1.356732e-06  4.261677e+01  3.736148e-01  4.447160e+00  2.15e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  21300000  8.316797e+01  1.346845e-06  4.304835e+01  3.737688e-01  4.422989e+00  2.16e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  21400000  8.330167e+01  1.337036e-06  4.348432e+01  3.739230e-01  4.398946e+00  2.16e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  21500000  8.343440e+01  1.327306e-06  4.392472e+01  3.740775e-01  4.375030e+00  2.17e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  21600000  8.356617e+01  1.317652e-06  4.436962e+01  3.742323e-01  4.351240e+00  2.18e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  21700000  8.369698e+01  1.308075e-06  4.481907e+01  3.743873e-01  4.327575e+00  2.18e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  21800000  8.382683e+01  1.298573e-06  4.527313e+01  3.745426e-01  4.304033e+00  2.19e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  21900000  8.395575e+01  1.289146e-06  4.573185e+01  3.746982e-01  4.280614e+00  2.20e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  22000000  8.408373e+01  1.279793e-06  4.619530e+01  3.748541e-01  4.257317e+00  2.20e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  22100000  8.421078e+01  1.270513e-06  4.666353e+01  3.750103e-01  4.234139e+00  2.21e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  22200000  8.433691e+01  1.261306e-06  4.713660e+01  3.751668e-01  4.211081e+00  2.22e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  22300000  8.446213e+01  1.252171e-06  4.761458e+01  3.753235e-01  4.188142e+00  2.23e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  22400000  8.458644e+01  1.243107e-06  4.809753e+01  3.754806e-01  4.165319e+00  2.23e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  22500000  8.470985e+01  1.234113e-06  4.858552e+01  3.756379e-01  4.142612e+00  2.24e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  22600000  8.483237e+01  1.225189e-06  4.907860e+01  3.757955e-01  4.120021e+00  2.25e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  22700000  8.495400e+01  1.216335e-06  4.957684e+01  3.759535e-01  4.097544e+00  2.26e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  22800000  8.507475e+01  1.207549e-06  5.008032e+01  3.761117e-01  4.075179e+00  2.26e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  22900000  8.519464e+01  1.198831e-06  5.058909e+01  3.762703e-01  4.052927e+00  2.27e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  23000000  8.531366e+01  1.190181e-06  5.110323e+01  3.764291e-01  4.030786e+00  2.28e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  23100000  8.543182e+01  1.181597e-06  5.162281e+01  3.765883e-01  4.008755e+00  2.28e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  23200000  8.554912e+01  1.173079e-06  5.214790e+01  3.767478e-01  3.986833e+00  2.29e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  23300000  8.566559e+01  1.164626e-06  5.267856e+01  3.769076e-01  3.965019e+00  2.30e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  23400000  8.578121e+01  1.156238e-06  5.321489e+01  3.770677e-01  3.943313e+00  2.31e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  23500000  8.589600e+01  1.147915e-06  5.375694e+01  3.772281e-01  3.921713e+00  2.32e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  23600000  8.600997e+01  1.139655e-06  5.430480e+01  3.773888e-01  3.900219e+00  2.32e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  23700000  8.612311e+01  1.131458e-06  5.485855e+01  3.775499e-01  3.878829e+00  2.33e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  23800000  8.623544e+01  1.123323e-06  5.541826e+01  3.777113e-01  3.857542e+00  2.34e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  23900000  8.634697e+01  1.115251e-06  5.598401e+01  3.778731e-01  3.836359e+00  2.35e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  24000000  8.645769e+01  1.107240e-06  5.655588e+01  3.780352e-01  3.815277e+00  2.35e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  24100000  8.656762e+01  1.099289e-06  5.713397e+01  3.781976e-01  3.794296e+00  2.36e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  24200000  8.667676e+01  1.091399e-06  5.771835e+01  3.783603e-01  3.773415e+00  2.37e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  24300000  8.678512e+01  1.083569e-06  5.830910e+01  3.785234e-01  3.752634e+00  2.38e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  24400000  8.689270e+01  1.075797e-06  5.890632e+01  3.786869e-01  3.731951e+00  2.39e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  24500000  8.699951e+01  1.068085e-06  5.951010e+01  3.788507e-01  3.711365e+00  2.40e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  24600000  8.710555e+01  1.060430e-06  6.012052e+01  3.790148e-01  3.690877e+00  2.40e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  24700000  8.721083e+01  1.052833e-06  6.073768e+01  3.791794e-01  3.670484e+00  2.41e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  24800000  8.731536e+01  1.045293e-06  6.136167e+01  3.793442e-01  3.650187e+00  2.42e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  24900000  8.741914e+01  1.037810e-06  6.199259e+01  3.795095e-01  3.629983e+00  2.43e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  25000000  8.752218e+01  1.030383e-06  6.263053e+01  3.796751e-01  3.609874e+00  2.44e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  25100000  8.762448e+01  1.023011e-06  6.327559e+01  3.798411e-01  3.589857e+00  2.45e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  25200000  8.772605e+01  1.015695e-06  6.392788e+01  3.800074e-01  3.569932e+00  2.45e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  25300000  8.782690e+01  1.008433e-06  6.458749e+01  3.801741e-01  3.550098e+00  2.46e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  25400000  8.792702e+01  1.001225e-06  6.525454e+01  3.803413e-01  3.530355e+00  2.47e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  25500000  8.802643e+01  9.940713e-07  6.592912e+01  3.805088e-01  3.510701e+00  2.48e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  25600000  8.812512e+01  9.869705e-07  6.661134e+01  3.806767e-01  3.491136e+00  2.49e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  25700000  8.822312e+01  9.799226e-07  6.730132e+01  3.808449e-01  3.471660e+00  2.50e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  25800000  8.832041e+01  9.729269e-07  6.799917e+01  3.810136e-01  3.452270e+00  2.51e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  25900000  8.841701e+01  9.659832e-07  6.870500e+01  3.811827e-01  3.432968e+00  2.52e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  26000000  8.851292e+01  9.590909e-07  6.941892e+01  3.813522e-01  3.413752e+00  2.53e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  26100000  8.860814e+01  9.522496e-07  7.014107e+01  3.815221e-01  3.394620e+00  2.53e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  26200000  8.870269e+01  9.454589e-07  7.087155e+01  3.816924e-01  3.375574e+00  2.54e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  26300000  8.879656e+01  9.387183e-07  7.161049e+01  3.818632e-01  3.356611e+00  2.55e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  26400000  8.888976e+01  9.320275e-07  7.235802e+01  3.820344e-01  3.337731e+00  2.56e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  26500000  8.898230e+01  9.253859e-07  7.311427e+01  3.822059e-01  3.318934e+00  2.57e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  26600000  8.907418e+01  9.187933e-07  7.387936e+01  3.823780e-01  3.300219e+00  2.58e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  26700000  8.916540e+01  9.122492e-07  7.465343e+01  3.825504e-01  3.281584e+00  2.59e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  26800000  8.925598e+01  9.057531e-07  7.543662e+01  3.827233e-01  3.263030e+00  2.60e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  26900000  8.934591e+01  8.993048e-07  7.622905e+01  3.828967e-01  3.244556e+00  2.61e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  27000000  8.943520e+01  8.929038e-07  7.703088e+01  3.830705e-01  3.226161e+00  2.62e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  27100000  8.952386e+01  8.865497e-07  7.784225e+01  3.832447e-01  3.207844e+00  2.63e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  27200000  8.961188e+01  8.802421e-07  7.866330e+01  3.834195e-01  3.189605e+00  2.64e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  27300000  8.969928e+01  8.739807e-07  7.949419e+01  3.835946e-01  3.171443e+00  2.65e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  27400000  8.978605e+01  8.677650e-07  8.033506e+01  3.837703e-01  3.153357e+00  2.66e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  27500000  8.987221e+01  8.615948e-07  8.118607e+01  3.839464e-01  3.135348e+00  2.67e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  27600000  8.995776e+01  8.554696e-07  8.204739e+01  3.841230e-01  3.117413e+00  2.68e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  27700000  9.004270e+01  8.493891e-07  8.291917e+01  3.843001e-01  3.099553e+00  2.69e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  27800000  9.012703e+01  8.433530e-07  8.380157e+01  3.844777e-01  3.081767e+00  2.70e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  27900000  9.021077e+01  8.373607e-07  8.469478e+01  3.846558e-01  3.064054e+00  2.71e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  28000000  9.029391e+01  8.314122e-07  8.559895e+01  3.848344e-01  3.046414e+00  2.72e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  28100000  9.037646e+01  8.255068e-07  8.651427e+01  3.850135e-01  3.028846e+00  2.73e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  28200000  9.045843e+01  8.196445e-07  8.744092e+01  3.851932e-01  3.011350e+00  2.75e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  28300000  9.053981e+01  8.138247e-07  8.837907e+01  3.853733e-01  2.993924e+00  2.76e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  28400000  9.062061e+01  8.080471e-07  8.932892e+01  3.855540e-01  2.976569e+00  2.77e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  28500000  9.070085e+01  8.023115e-07  9.029066e+01  3.857352e-01  2.959283e+00  2.78e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  28600000  9.078051e+01  7.966175e-07  9.126448e+01  3.859169e-01  2.942066e+00  2.79e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  28700000  9.085960e+01  7.909648e-07  9.225059e+01  3.860992e-01  2.924918e+00  2.80e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  28800000  9.093814e+01  7.853530e-07  9.324918e+01  3.862821e-01  2.907837e+00  2.81e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  28900000  9.101612e+01  7.797818e-07  9.426046e+01  3.864655e-01  2.890824e+00  2.82e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  29000000  9.109354e+01  7.742510e-07  9.528466e+01  3.866494e-01  2.873877e+00  2.84e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  29100000  9.117042e+01  7.687602e-07  9.632198e+01  3.868340e-01  2.856997e+00  2.85e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  29200000  9.124675e+01  7.633091e-07  9.737264e+01  3.870191e-01  2.840182e+00  2.86e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  29300000  9.132254e+01  7.578974e-07  9.843689e+01  3.872048e-01  2.823433e+00  2.87e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  29400000  9.139779e+01  7.525248e-07  9.951494e+01  3.873911e-01  2.806747e+00  2.88e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  29500000  9.147251e+01  7.471910e-07  1.006070e+02  3.875780e-01  2.790126e+00  2.90e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  29600000  9.154670e+01  7.418958e-07  1.017134e+02  3.877656e-01  2.773568e+00  2.91e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  29700000  9.162036e+01  7.366388e-07  1.028344e+02  3.879537e-01  2.757072e+00  2.92e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  29800000  9.169351e+01  7.314197e-07  1.039701e+02  3.881424e-01  2.740639e+00  2.93e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  29900000  9.176613e+01  7.262383e-07  1.051208e+02  3.883318e-01  2.724267e+00  2.95e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  30000000  9.183824e+01  7.210942e-07  1.062869e+02  3.885219e-01  2.707957e+00  2.96e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  30100000  9.190984e+01  7.159873e-07  1.074686e+02  3.887126e-01  2.691707e+00  2.97e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  30200000  9.198093e+01  7.109172e-07  1.086662e+02  3.889039e-01  2.675517e+00  2.99e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  30300000  9.205152e+01  7.058836e-07  1.098799e+02  3.890959e-01  2.659386e+00  3.00e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  30400000  9.212161e+01  7.008864e-07  1.111100e+02  3.892886e-01  2.643314e+00  3.01e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  30500000  9.219120e+01  6.959251e-07  1.123569e+02  3.894819e-01  2.627301e+00  3.03e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  30600000  9.226030e+01  6.909997e-07  1.136209e+02  3.896760e-01  2.611346e+00  3.04e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  30700000  9.232891e+01  6.861097e-07  1.149022e+02  3.898708e-01  2.595447e+00  3.06e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  30800000  9.239704e+01  6.812550e-07  1.162012e+02  3.900662e-01  2.579606e+00  3.07e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  30900000  9.246468e+01  6.764353e-07  1.175183e+02  3.902624e-01  2.563821e+00  3.08e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  31000000  9.253184e+01  6.716503e-07  1.188537e+02  3.904593e-01  2.548091e+00  3.10e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  31100000  9.259853e+01  6.668999e-07  1.202078e+02  3.906570e-01  2.532417e+00  3.11e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  31200000  9.266475e+01  6.621837e-07  1.215809e+02  3.908554e-01  2.516797e+00  3.13e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  31300000  9.273050e+01  6.575015e-07  1.229735e+02  3.910546e-01  2.501232e+00  3.14e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  31400000  9.279579e+01  6.528531e-07  1.243859e+02  3.912545e-01  2.485720e+00  3.16e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  31500000  9.286061e+01  6.482383e-07  1.258185e+02  3.914553e-01  2.470261e+00  3.17e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  31600000  9.292498e+01  6.436567e-07  1.272716e+02  3.916568e-01  2.454854e+00  3.19e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  31700000  9.298889e+01  6.391083e-07  1.287457e+02  3.918591e-01  2.439500e+00  3.20e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  31800000  9.305235e+01  6.345926e-07  1.302412e+02  3.920623e-01  2.424197e+00  3.22e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  31900000  9.311536e+01  6.301097e-07  1.317585e+02  3.922662e-01  2.408945e+00  3.24e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  32000000  9.317792e+01  6.256591e-07  1.332981e+02  3.924710e-01  2.393743e+00  3.25e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  32100000  9.324005e+01  6.212407e-07  1.348603e+02  3.926767e-01  2.378592e+00  3.27e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  32200000  9.330173e+01  6.168542e-07  1.364457e+02  3.928832e-01  2.363490e+00  3.29e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  32300000  9.336298e+01  6.124996e-07  1.380547e+02  3.930906e-01  2.348436e+00  3.30e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  32400000  9.342380e+01  6.081764e-07  1.396878e+02  3.932989e-01  2.333431e+00  3.32e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  32500000  9.348419e+01  6.038847e-07  1.413456e+02  3.935081e-01  2.318474e+00  3.34e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  32600000  9.354415e+01  5.996240e-07  1.430284e+02  3.937183e-01  2.303565e+00  3.36e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  32700000  9.360369e+01  5.953942e-07  1.447369e+02  3.939293e-01  2.288702e+00  3.37e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  32800000  9.366281e+01  5.911952e-07  1.464715e+02  3.941413e-01  2.273885e+00  3.39e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  32900000  9.372151e+01  5.870267e-07  1.482329e+02  3.943543e-01  2.259114e+00  3.41e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  33000000  9.377980e+01  5.828886e-07  1.500216e+02  3.945682e-01  2.244389e+00  3.43e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  33100000  9.383768e+01  5.787805e-07  1.518382e+02  3.947831e-01  2.229708e+00  3.45e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  33200000  9.389515e+01  5.747024e-07  1.536833e+02  3.949991e-01  2.215071e+00  3.47e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  33300000  9.395222e+01  5.706541e-07  1.555575e+02  3.952160e-01  2.200479e+00  3.49e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  33400000  9.400888e+01  5.666353e-07  1.574614e+02  3.954340e-01  2.185929e+00  3.51e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  33500000  9.406514e+01  5.626460e-07  1.593958e+02  3.956531e-01  2.171422e+00  3.53e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  33600000  9.412101e+01  5.586858e-07  1.613612e+02  3.958732e-01  2.156957e+00  3.55e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
  33700000  9.417649e+01  5.547547e-07  1.633585e+02  3.960944e-01  2.142533e+00  3.57e-02  5.61e-03  5.57e-01  0.00000e+00  2.00000e+00
