     i         log_r      log_rmid             m           rho            v2             p        trelax            kn
     0  -2.521389e+00  -2.822419e+00  5.465149e-07  6.010208e+01  1.436346e-01  8.632739e+00  4.390166e-02  3.691590e+00
     1  -2.500473e+00  -2.510805e+00  6.313647e-07  6.003050e+01  1.437106e-01  8.627018e+00  4.394239e-02  3.692814e+00
     2  -2.479574e+00  -2.489898e+00  7.293881e-07  6.007327e+01  1.435986e-01  8.626440e+00  4.392822e-02  3.692938e+00
     3  -2.458666e+00  -2.468994e+00  8.426301e-07  6.004322e+01  1.436599e-01  8.625803e+00  4.394083e-02  3.693074e+00
     4  -2.437762e+00  -2.448088e+00  9.734537e-07  6.004942e+01  1.436334e-01  8.625103e+00  4.394034e-02  3.693224e+00
     5  -2.416857e+00  -2.427184e+00  1.124588e-06  6.004011e+01  1.436428e-01  8.624331e+00  4.394571e-02  3.693389e+00
     6  -2.395951e+00  -2.406278e+00  1.299188e-06  6.003540e+01  1.436399e-01  8.623482e+00  4.394960e-02  3.693571e+00
     7  -2.375046e+00  -2.385373e+00  1.500895e-06  6.002866e+01  1.436405e-01  8.622548e+00  4.395445e-02  3.693771e+00
     8  -2.354139e+00  -2.364467e+00  1.733918e-06  6.002151e+01  1.436405e-01  8.621519e+00  4.395969e-02  3.693991e+00
     9  -2.333232e+00  -2.343560e+00  2.003120e-06  6.001370e+01  1.436403e-01  8.620386e+00  4.396544e-02  3.694234e+00
    10  -2.312325e+00  -2.322653e+00  2.314117e-06  6.000501e+01  1.436403e-01  8.619139e+00  4.397180e-02  3.694501e+00
    11  -2.291416e+00  -2.301744e+00  2.673398e-06  5.999551e+01  1.436402e-01  8.617767e+00  4.397879e-02  3.694796e+00
    12  -2.270505e+00  -2.280835e+00  3.088459e-06  5.998501e+01  1.436401e-01  8.616255e+00  4.398649e-02  3.695120e+00
    13  -2.249594e+00  -2.259924e+00  3.567962e-06  5.997347e+01  1.436400e-01  8.614592e+00  4.399497e-02  3.695476e+00
    14  -2.228681e+00  -2.239011e+00  4.121910e-06  5.996077e+01  1.436399e-01  8.612761e+00  4.400431e-02  3.695869e+00
    15  -2.207766e+00  -2.218097e+00  4.761863e-06  5.994678e+01  1.436398e-01  8.610745e+00  4.401459e-02  3.696302e+00
    16  -2.186849e+00  -2.197181e+00  5.501171e-06  5.993139e+01  1.436397e-01  8.608526e+00  4.402592e-02  3.696778e+00
    17  -2.165929e+00  -2.176263e+00  6.355263e-06  5.991445e+01  1.436396e-01  8.606084e+00  4.403839e-02  3.697303e+00
    18  -2.145008e+00  -2.155342e+00  7.341957e-06  5.989579e+01  1.436394e-01  8.603396e+00  4.405213e-02  3.697880e+00
