     i         log_r      log_rmid             m           rho            v2             p        trelax            kn
     0  -1.922626e+00  -2.223656e+00  4.936565e-05  8.678065e+01  1.234834e-01  1.071597e+01  3.279237e-02  4.074407e+00
     1  -1.908882e+00  -1.915700e+00  5.419782e-05  8.529757e+01  1.234800e-01  1.053255e+01  3.336299e-02  4.109732e+00
     2  -1.895153e+00  -1.901963e+00  5.950000e-05  8.520509e+01  1.234750e-01  1.052070e+01  3.339989e-02  4.112045e+00
     3  -1.881429e+00  -1.888237e+00  6.531955e-05  8.509894e+01  1.234812e-01  1.050812e+01  3.344071e-02  4.114506e+00
     4  -1.867707e+00  -1.874514e+00  7.170956e-05  8.499487e+01  1.234751e-01  1.049475e+01  3.348247e-02  4.117125e+00
     5  -1.853998e+00  -1.860798e+00  7.871809e-05  8.487767e+01  1.234785e-01  1.048057e+01  3.352825e-02  4.119910e+00
     6  -1.840297e+00  -1.847093e+00  8.640670e-05  8.475741e+01  1.234761e-01  1.046551e+01  3.357615e-02  4.122873e+00
     7  -1.826596e+00  -1.833393e+00  9.484598e-05  8.462761e+01  1.234765e-01  1.044953e+01  3.362758e-02  4.126025e+00
     8  -1.812898e+00  -1.819693e+00  1.041061e-04  8.449072e+01  1.234757e-01  1.043255e+01  3.368218e-02  4.129380e+00
     9  -1.799204e+00  -1.805997e+00  1.142643e-04  8.434505e+01  1.234753e-01  1.041453e+01  3.374040e-02  4.132951e+00
    10  -1.785516e+00  -1.792306e+00  1.254043e-04  8.419059e+01  1.234748e-01  1.039541e+01  3.380238e-02  4.136750e+00
    11  -1.771827e+00  -1.778617e+00  1.376269e-04  8.402663e+01  1.234742e-01  1.037512e+01  3.386842e-02  4.140793e+00
    12  -1.758138e+00  -1.764928e+00  1.510336e-04  8.385262e+01  1.234736e-01  1.035359e+01  3.393878e-02  4.145097e+00
    13  -1.744443e+00  -1.751237e+00  1.657433e-04  8.366795e+01  1.234730e-01  1.033073e+01  3.401378e-02  4.149680e+00
    14  -1.730757e+00  -1.737546e+00  1.818648e-04  8.347205e+01  1.234723e-01  1.030649e+01  3.409370e-02  4.154558e+00
    15  -1.717063e+00  -1.723856e+00  1.995513e-04  8.326426e+01  1.234716e-01  1.028077e+01  3.417888e-02  4.159751e+00
