     i         log_r      log_rmid             m           rho            v2             p        trelax            kn
     0  -2.198578e+00  -2.499608e+00  4.936565e-05  5.838196e+02  1.463108e-01  8.541913e+01  4.477990e-03  1.443120e+00
     1  -2.184700e+00  -2.191583e+00  5.419782e-05  5.680284e+02  1.462965e-01  8.310059e+01  4.602703e-03  1.463114e+00
     2  -2.170839e+00  -2.177714e+00  5.950000e-05  5.669837e+02  1.463010e-01  8.295027e+01  4.611113e-03  1.464439e+00
     3  -2.156987e+00  -2.163858e+00  6.531955e-05  5.659259e+02  1.462928e-01  8.279089e+01  4.619861e-03  1.465848e+00
     4  -2.143137e+00  -2.150007e+00  7.170956e-05  5.647493e+02  1.462982e-01  8.262180e+01  4.629401e-03  1.467347e+00
     5  -2.129302e+00  -2.136165e+00  7.871809e-05  5.635437e+02  1.462930e-01  8.244250e+01  4.639387e-03  1.468942e+00
     6  -2.115476e+00  -2.122334e+00  8.640670e-05  5.622398e+02  1.462942e-01  8.225242e+01  4.650128e-03  1.470638e+00
     7  -2.101648e+00  -2.108507e+00  9.484598e-05  5.608703e+02  1.462920e-01  8.205084e+01  4.661517e-03  1.472443e+00
     8  -2.087822e+00  -2.094680e+00  1.041061e-04  5.594119e+02  1.462912e-01  8.183705e+01  4.673682e-03  1.474365e+00
     9  -2.073998e+00  -2.080855e+00  1.142643e-04  5.578680e+02  1.462898e-01  8.161039e+01  4.686640e-03  1.476412e+00
    10  -2.060178e+00  -2.067033e+00  1.254043e-04  5.562307e+02  1.462885e-01  8.137014e+01  4.700456e-03  1.478590e+00
    11  -2.046352e+00  -2.053210e+00  1.376269e-04  5.544955e+02  1.462870e-01  8.111548e+01  4.715189e-03  1.480909e+00
    12  -2.032523e+00  -2.039383e+00  1.510336e-04  5.526561e+02  1.462854e-01  8.084554e+01  4.730908e-03  1.483379e+00
    13  -2.018684e+00  -2.025548e+00  1.657433e-04  5.507065e+02  1.462838e-01  8.055943e+01  4.747683e-03  1.486011e+00
    14  -2.004847e+00  -2.011710e+00  1.818648e-04  5.486411e+02  1.462820e-01  8.025633e+01  4.765584e-03  1.488814e+00
    15  -1.990996e+00  -1.997866e+00  1.995513e-04  5.464535e+02  1.462801e-01  7.993529e+01  4.784694e-03  1.491801e+00
    16  -1.977139e+00  -1.984012e+00  2.189405e-04  5.441362e+02  1.462781e-01  7.959523e+01  4.805102e-03  1.494984e+00
    17  -1.963270e+00  -1.970149e+00  2.402008e-04  5.416828e+02  1.462760e-01  7.923519e+01  4.826901e-03  1.498377e+00
    18  -1.949385e+00  -1.956272e+00  2.635142e-04  5.390852e+02  1.462737e-01  7.885400e+01  4.850198e-03  1.501994e+00
    19  -1.935489e+00  -1.942381e+00  2.890647e-04  5.363361e+02  1.462713e-01  7.845058e+01  4.875098e-03  1.505851e+00
    20  -1.921576e+00  -1.928477e+00  3.170727e-04  5.334279e+02  1.462687e-01  7.802381e+01  4.901721e-03  1.509964e+00
    21  -1.907649e+00  -1.914557e+00  3.477602e-04  5.303523e+02  1.462660e-01  7.757249e+01  4.930193e-03  1.514350e+00
    22  -1.893698e+00  -1.900618e+00  3.813997e-04  5.271004e+02  1.462630e-01  7.709530e+01  4.960659e-03  1.519029e+00
    23  -1.879728e+00  -1.886657e+00  4.182554e-04  5.236632e+02  1.462599e-01  7.659093e+01  4.993273e-03  1.524023e+00
    24  -1.865732e+00  -1.872674e+00  4.586397e-04  5.200319e+02  1.462566e-01  7.605807e+01  5.028198e-03  1.529352e+00
    25  -1.851710e+00  -1.858665e+00  5.028839e-04  5.161966e+02  1.462530e-01  7.549529e+01  5.065619e-03  1.535042e+00
    26  -1.837664e+00  -1.844630e+00  5.513328e-04  5.121485e+02  1.462492e-01  7.490129e+01  5.105725e-03  1.541117e+00
    27  -1.823586e+00  -1.830568e+00  6.043959e-04  5.078780e+02  1.462451e-01  7.427467e+01  5.148728e-03  1.547604e+00
    28  -1.809476e+00  -1.816474e+00  6.625023e-04  5.033744e+02  1.462408e-01  7.361386e+01  5.194869e-03  1.554535e+00
    29  -1.795331e+00  -1.802346e+00  7.261187e-04  4.986279e+02  1.462361e-01  7.291741e+01  5.244403e-03  1.561941e+00
    30  -1.781147e+00  -1.788181e+00  7.957575e-04  4.936284e+02  1.462311e-01  7.218384e+01  5.297610e-03  1.569857e+00
    31  -1.766923e+00  -1.773977e+00  8.719757e-04  4.883655e+02  1.462258e-01  7.141165e+01  5.354797e-03  1.578322e+00
    32  -1.752655e+00  -1.759730e+00  9.553798e-04  4.828291e+02  1.462202e-01  7.059934e+01  5.416303e-03  1.587376e+00
    33  -1.738337e+00  -1.745437e+00  1.046648e-03  4.770085e+02  1.462141e-01  6.974536e+01  5.482508e-03  1.597065e+00
    34  -1.723969e+00  -1.731094e+00  1.146471e-03  4.708942e+02  1.462076e-01  6.884830e+01  5.553819e-03  1.607435e+00
