     i         log_r      log_rmid             m           rho            v2             p        trelax            kn
     0  -1.997079e+00  -2.298109e+00  5.465149e-07  1.606790e+00  1.426160e-01  2.291540e-01  1.647998e+00  2.265813e+01
     1  -1.976172e+00  -1.986499e+00  6.313647e-07  1.605642e+00  1.426895e-01  2.291082e-01  1.648752e+00  2.266039e+01
     2  -1.955282e+00  -1.965601e+00  7.293881e-07  1.606841e+00  1.425801e-01  2.291036e-01  1.648153e+00  2.266062e+01
     3  -1.934383e+00  -1.944706e+00  8.426301e-07  1.606139e+00  1.426393e-01  2.290985e-01  1.648532e+00  2.266087e+01
     4  -1.913487e+00  -1.923809e+00  9.734537e-07  1.606398e+00  1.426128e-01  2.290929e-01  1.648419e+00  2.266115e+01
     5  -1.892591e+00  -1.902913e+00  1.124588e-06  1.606261e+00  1.426212e-01  2.290867e-01  1.648512e+00  2.266146e+01
     6  -1.871695e+00  -1.882017e+00  1.299188e-06  1.606252e+00  1.426177e-01  2.290799e-01  1.648540e+00  2.266179e+01
     7  -1.850799e+00  -1.861121e+00  1.500895e-06  1.606203e+00  1.426174e-01  2.290725e-01  1.648593e+00  2.266216e+01
     8  -1.829902e+00  -1.840225e+00  1.733918e-06  1.606158e+00  1.426163e-01  2.290642e-01  1.648645e+00  2.266257e+01
     9  -1.809006e+00  -1.819328e+00  2.003120e-06  1.606106e+00  1.426152e-01  2.290552e-01  1.648704e+00  2.266302e+01
    10  -1.788109e+00  -1.798432e+00  2.314117e-06  1.606050e+00  1.426140e-01  2.290452e-01  1.648769e+00  2.266351e+01
    11  -1.767212e+00  -1.777535e+00  2.673398e-06  1.605988e+00  1.426126e-01  2.290342e-01  1.648840e+00  2.266405e+01
    12  -1.746315e+00  -1.756638e+00  3.088459e-06  1.605920e+00  1.426111e-01  2.290221e-01  1.648919e+00  2.266465e+01
    13  -1.725418e+00  -1.735741e+00  3.567962e-06  1.605845e+00  1.426095e-01  2.290088e-01  1.649005e+00  2.266531e+01
    14  -1.704520e+00  -1.714843e+00  4.121910e-06  1.605763e+00  1.426077e-01  2.289942e-01  1.649100e+00  2.266604e+01
    15  -1.683622e+00  -1.693945e+00  4.761863e-06  1.605672e+00  1.426057e-01  2.289780e-01  1.649205e+00  2.266683e+01
    16  -1.662723e+00  -1.673046e+00  5.501171e-06  1.605572e+00  1.426036e-01  2.289603e-01  1.649321e+00  2.266771e+01
    17  -1.641824e+00  -1.652147e+00  6.355263e-06  1.605462e+00  1.426012e-01  2.289407e-01  1.649448e+00  2.266868e+01
    18  -1.620924e+00  -1.631248e+00  7.341957e-06  1.605340e+00  1.425985e-01  2.289192e-01  1.649587e+00  2.266975e+01
    19  -1.600023e+00  -1.610348e+00  8.481841e-06  1.605207e+00  1.425956e-01  2.288955e-01  1.649741e+00  2.267092e+01
    20  -1.579122e+00  -1.589447e+00  9.798699e-06  1.605060e+00  1.425924e-01  2.288694e-01  1.649911e+00  2.267221e+01
    21  -1.558220e+00  -1.568545e+00  1.132001e-05  1.604898e+00  1.425889e-01  2.288406e-01  1.650098e+00  2.267364e+01
    22  -1.537317e+00  -1.547643e+00  1.307751e-05  1.604720e+00  1.425850e-01  2.288090e-01  1.650303e+00  2.267520e+01
    23  -1.516413e+00  -1.526739e+00  1.510787e-05  1.604524e+00  1.425807e-01  2.287742e-01  1.650530e+00  2.267693e+01
    24  -1.495508e+00  -1.505835e+00  1.745346e-05  1.604308e+00  1.425760e-01  2.287359e-01  1.650779e+00  2.267883e+01
    25  -1.474601e+00  -1.484929e+00  2.016322e-05  1.604071e+00  1.425708e-01  2.286937e-01  1.651054e+00  2.268092e+01
    26  -1.453694e+00  -1.464022e+00  2.329368e-05  1.603809e+00  1.425651e-01  2.286472e-01  1.651356e+00  2.268323e+01
    27  -1.432785e+00  -1.443113e+00  2.691017e-05  1.603521e+00  1.425588e-01  2.285961e-01  1.651689e+00  2.268576e+01
