     i         log_r      log_rmid             m           rho            v2             p        trelax            kn
     0  -2.148854e+00  -2.449884e+00  5.465149e-07  4.584417e+00  1.239977e-01  5.684570e-01  6.194541e-01  1.438596e+01
     1  -2.127944e+00  -2.138273e+00  6.313647e-07  4.580508e+00  1.240631e-01  5.682719e-01  6.198193e-01  1.438831e+01
     2  -2.107052e+00  -2.117372e+00  7.293881e-07  4.583925e+00  1.239665e-01  5.682532e-01  6.195984e-01  1.438854e+01
     3  -2.086150e+00  -2.096475e+00  8.426301e-07  4.581805e+00  1.240194e-01  5.682326e-01  6.197530e-01  1.438880e+01
     4  -2.065252e+00  -2.075575e+00  9.734537e-07  4.582469e+00  1.239965e-01  5.682099e-01  6.197205e-01  1.438909e+01
     5  -2.044353e+00  -2.054677e+00  1.124588e-06  4.581972e+00  1.240045e-01  5.681850e-01  6.197677e-01  1.438941e+01
     6  -2.023454e+00  -2.033778e+00  1.299188e-06  4.581843e+00  1.240020e-01  5.681575e-01  6.197914e-01  1.438976e+01
     7  -2.002555e+00  -2.012879e+00  1.500895e-06  4.581581e+00  1.240024e-01  5.681272e-01  6.198256e-01  1.439014e+01
     8  -1.981656e+00  -1.991980e+00  1.733918e-06  4.581321e+00  1.240022e-01  5.680939e-01  6.198614e-01  1.439056e+01
     9  -1.960756e+00  -1.971080e+00  2.003120e-06  4.581030e+00  1.240021e-01  5.680573e-01  6.199010e-01  1.439102e+01
    10  -1.939856e+00  -1.950180e+00  2.314117e-06  4.580710e+00  1.240019e-01  5.680169e-01  6.199447e-01  1.439154e+01
    11  -1.918956e+00  -1.929280e+00  2.673398e-06  4.580358e+00  1.240018e-01  5.679725e-01  6.199928e-01  1.439210e+01
    12  -1.898054e+00  -1.908379e+00  3.088459e-06  4.579970e+00  1.240016e-01  5.679236e-01  6.200457e-01  1.439272e+01
    13  -1.877152e+00  -1.887478e+00  3.567962e-06  4.579543e+00  1.240014e-01  5.678697e-01  6.201040e-01  1.439340e+01
    14  -1.856250e+00  -1.866575e+00  4.121910e-06  4.579073e+00  1.240012e-01  5.678104e-01  6.201682e-01  1.439415e+01
    15  -1.835346e+00  -1.845672e+00  4.761863e-06  4.578556e+00  1.240009e-01  5.677452e-01  6.202389e-01  1.439498e+01
    16  -1.814442e+00  -1.824768e+00  5.501171e-06  4.577987e+00  1.240006e-01  5.676733e-01  6.203167e-01  1.439589e+01
    17  -1.793536e+00  -1.803863e+00  6.355263e-06  4.577360e+00  1.240003e-01  5.675942e-01  6.204024e-01  1.439689e+01
    18  -1.772629e+00  -1.782957e+00  7.341957e-06  4.576670e+00  1.240000e-01  5.675071e-01  6.204968e-01  1.439800e+01
    19  -1.751721e+00  -1.762049e+00  8.481841e-06  4.575910e+00  1.239996e-01  5.674113e-01  6.206007e-01  1.439921e+01
    20  -1.730811e+00  -1.741140e+00  9.798699e-06  4.575074e+00  1.239992e-01  5.673057e-01  6.207151e-01  1.440055e+01
    21  -1.709900e+00  -1.720230e+00  1.132001e-05  4.574154e+00  1.239988e-01  5.671896e-01  6.208412e-01  1.440203e+01
    22  -1.688987e+00  -1.699318e+00  1.307751e-05  4.573141e+00  1.239983e-01  5.670617e-01  6.209799e-01  1.440365e+01
    23  -1.668072e+00  -1.678404e+00  1.510787e-05  4.572025e+00  1.239978e-01  5.669209e-01  6.211328e-01  1.440544e+01
    24  -1.647155e+00  -1.657487e+00  1.745346e-05  4.570798e+00  1.239972e-01  5.667660e-01  6.213011e-01  1.440741e+01
    25  -1.626235e+00  -1.636569e+00  2.016322e-05  4.569446e+00  1.239965e-01  5.665954e-01  6.214865e-01  1.440958e+01
    26  -1.605312e+00  -1.615648e+00  2.329368e-05  4.567959e+00  1.239958e-01  5.664077e-01  6.216906e-01  1.441197e+01
    27  -1.584387e+00  -1.594724e+00  2.691017e-05  4.566322e+00  1.239950e-01  5.662010e-01  6.219155e-01  1.441460e+01
    28  -1.563458e+00  -1.573796e+00  3.108814e-05  4.564520e+00  1.239941e-01  5.659736e-01  6.221633e-01  1.441749e+01
    29  -1.542526e+00  -1.552866e+00  3.591475e-05  4.562537e+00  1.239931e-01  5.657233e-01  6.224361e-01  1.442068e+01
    30  -1.521589e+00  -1.531931e+00  4.149073e-05  4.560354e+00  1.239921e-01  5.654477e-01  6.227367e-01  1.442419e+01
    31  -1.500649e+00  -1.510993e+00  4.793241e-05  4.557952e+00  1.239909e-01  5.651445e-01  6.230679e-01  1.442806e+01
    32  -1.479703e+00  -1.490050e+00  5.537419e-05  4.555308e+00  1.239896e-01  5.648108e-01  6.234328e-01  1.443232e+01
    33  -1.458752e+00  -1.469101e+00  6.397135e-05  4.552399e+00  1.239882e-01  5.644436e-01  6.238348e-01  1.443702e+01
    34  -1.437795e+00  -1.448147e+00  7.390325e-05  4.549197e+00  1.239866e-01  5.640395e-01  6.242777e-01  1.444219e+01
    35  -1.416832e+00  -1.427187e+00  8.537713e-05  4.545675e+00  1.239849e-01  5.635949e-01  6.247659e-01  1.444788e+01
    36  -1.395862e+00  -1.406220e+00  9.863237e-05  4.541799e+00  1.239830e-01  5.631057e-01  6.253038e-01  1.445416e+01
    37  -1.374884e+00  -1.385246e+00  1.139455e-04  4.537535e+00  1.239809e-01  5.625674e-01  6.258968e-01  1.446107e+01
    38  -1.353897e+00  -1.364264e+00  1.316361e-04  4.532844e+00  1.239785e-01  5.619753e-01  6.265504e-01  1.446869e+01
    39  -1.332901e+00  -1.343272e+00  1.520732e-04  4.527683e+00  1.239760e-01  5.613239e-01  6.272710e-01  1.447708e+01
    40  -1.311894e+00  -1.322270e+00  1.756831e-04  4.522007e+00  1.239732e-01  5.606074e-01  6.280655e-01  1.448633e+01
    41  -1.290876e+00  -1.301258e+00  2.029585e-04  4.515764e+00  1.239700e-01  5.598194e-01  6.289417e-01  1.449652e+01
    42  -1.269845e+00  -1.280233e+00  2.344683e-04  4.508899e+00  1.239666e-01  5.589529e-01  6.299081e-01  1.450775e+01
    43  -1.248800e+00  -1.259195e+00  2.708699e-04  4.501350e+00  1.239628e-01  5.580000e-01  6.309741e-01  1.452014e+01
    44  -1.227740e+00  -1.238142e+00  3.129227e-04  4.493050e+00  1.239587e-01  5.569524e-01  6.321503e-01  1.453379e+01
    45  -1.206662e+00  -1.217073e+00  3.615038e-04  4.483926e+00  1.239541e-01  5.558008e-01  6.334484e-01  1.454883e+01
    46  -1.185567e+00  -1.195986e+00  4.176266e-04  4.473898e+00  1.239490e-01  5.545350e-01  6.348812e-01  1.456543e+01
    47  -1.164450e+00  -1.174880e+00  4.824616e-04  4.462877e+00  1.239434e-01  5.531441e-01  6.364633e-01  1.458373e+01
    48  -1.143311e+00  -1.153752e+00  5.573610e-04  4.450769e+00  1.239372e-01  5.516159e-01  6.382107e-01  1.460392e+01
    49  -1.122147e+00  -1.132600e+00  6.438865e-04  4.437469e+00  1.239304e-01  5.499372e-01  6.401412e-01  1.462619e+01
    50  -1.100956e+00  -1.111422e+00  7.438424e-04  4.422863e+00  1.239228e-01  5.480936e-01  6.422748e-01  1.465077e+01
    51  -1.079735e+00  -1.090216e+00  8.593123e-04  4.406826e+00  1.239145e-01  5.460696e-01  6.446338e-01  1.467790e+01
    52  -1.058480e+00  -1.068977e+00  9.927029e-04  4.389223e+00  1.239053e-01  5.438480e-01  6.472431e-01  1.470784e+01
    53  -1.037189e+00  -1.047704e+00  1.146794e-03  4.369909e+00  1.238951e-01  5.414104e-01  6.501305e-01  1.474092e+01
    54  -1.015857e+00  -1.026392e+00  1.324795e-03  4.348723e+00  1.238839e-01  5.387367e-01  6.533274e-01  1.477745e+01
    55  -9.944814e-01  -1.005038e+00  1.530413e-03  4.325495e+00  1.238714e-01  5.358051e-01  6.568689e-01  1.481782e+01
    56  -9.730567e-01  -9.836369e-01  1.767929e-03  4.300037e+00  1.238576e-01  5.325924e-01  6.607946e-01  1.486245e+01
    57  -9.515782e-01  -9.621847e-01  2.042283e-03  4.272149e+00  1.238424e-01  5.290730e-01  6.651491e-01  1.491180e+01
    58  -9.300405e-01  -9.406759e-01  2.359180e-03  4.241615e+00  1.238254e-01  5.252199e-01  6.699830e-01  1.496639e+01
    59  -9.084377e-01  -9.191048e-01  2.725204e-03  4.208205e+00  1.238067e-01  5.210039e-01  6.753534e-01  1.502683e+01
    60  -8.867631e-01  -8.974652e-01  3.147951e-03  4.171670e+00  1.237859e-01  5.163938e-01  6.813253e-01  1.509375e+01
    61  -8.650096e-01  -8.757502e-01  3.636185e-03  4.131748e+00  1.237628e-01  5.113566e-01  6.879726e-01  1.516791e+01
    62  -8.431692e-01  -8.539521e-01  4.200015e-03  4.088161e+00  1.237371e-01  5.058570e-01  6.953799e-01  1.525014e+01
    63  -8.212332e-01  -8.320627e-01  4.851093e-03  4.040613e+00  1.237085e-01  4.998581e-01  7.036440e-01  1.534138e+01
    64  -7.991920e-01  -8.100727e-01  5.602845e-03  3.988798e+00  1.236766e-01  4.933211e-01  7.128763e-01  1.544269e+01
    65  -7.770351e-01  -7.879722e-01  6.470735e-03  3.932394e+00  1.236411e-01  4.862057e-01  7.232050e-01  1.555528e+01
    66  -7.547510e-01  -7.657501e-01  7.472559e-03  3.871074e+00  1.236015e-01  4.784706e-01  7.347789e-01  1.568051e+01
    67  -7.323271e-01  -7.433943e-01  8.628782e-03  3.804499e+00  1.235572e-01  4.700734e-01  7.477706e-01  1.581994e+01
    68  -7.097496e-01  -7.208916e-01  9.962910e-03  3.732334e+00  1.235077e-01  4.609718e-01  7.623819e-01  1.597536e+01
    69  -6.870034e-01  -6.982276e-01  1.150191e-02  3.654243e+00  1.234521e-01  4.511239e-01  7.788491e-01  1.614878e+01
    70  -6.640720e-01  -6.753864e-01  1.327668e-02  3.569907e+00  1.233897e-01  4.404896e-01  7.974505e-01  1.634256e+01
    71  -6.409377e-01  -6.523509e-01  1.532255e-02  3.479024e+00  1.233194e-01  4.290312e-01  8.185154e-01  1.655935e+01
    72  -6.175811e-01  -6.291024e-01  1.767980e-02  3.381327e+00  1.232403e-01  4.167156e-01  8.424354e-01  1.680227e+01
    73  -5.939812e-01  -6.056209e-01  2.039428e-02  3.276595e+00  1.231508e-01  4.035153e-01  8.696783e-01  1.707488e+01
    74  -5.701155e-01  -5.818844e-01  2.351794e-02  3.164671e+00  1.230495e-01  3.894112e-01  9.008064e-01  1.738135e+01
    75  -5.459600e-01  -5.578698e-01  2.710946e-02  3.045480e+00  1.229345e-01  3.743946e-01  9.364989e-01  1.772650e+01
    76  -5.214891e-01  -5.335522e-01  3.123472e-02  2.919051e+00  1.228036e-01  3.584700e-01  9.775810e-01  1.811596e+01
    77  -4.966759e-01  -5.089053e-01  3.596722e-02  2.785538e+00  1.226542e-01  3.416581e-01  1.025061e+00  1.855632e+01
    78  -4.714926e-01  -4.839017e-01  4.138837e-02  2.645252e+00  1.224832e-01  3.239991e-01  1.080176e+00  1.905530e+01
    79  -4.459103e-01  -4.585131e-01  4.758742e-02  2.498679e+00  1.222869e-01  3.055558e-01  1.144457e+00  1.962197e+01
    80  -4.199005e-01  -4.327107e-01  5.466106e-02  2.346508e+00  1.220608e-01  2.864167e-01  1.219803e+00  2.026696e+01
    81  -3.934350e-01  -4.064662e-01  6.271246e-02  2.189648e+00  1.217997e-01  2.666984e-01  1.308587e+00  2.100282e+01
    82  -3.664876e-01  -3.797523e-01  7.184958e-02  2.029243e+00  1.214971e-01  2.465471e-01  1.413784e+00  2.184428e+01
    83  -3.390351e-01  -3.525445e-01  8.218272e-02  1.866669e+00  1.211455e-01  2.261386e-01  1.539143e+00  2.280870e+01
    84  -3.110590e-01  -3.248218e-01  9.382090e-02  1.703523e+00  1.207359e-01  2.056763e-01  1.689405e+00  2.391639e+01
    85  -2.825478e-01  -2.965695e-01  1.068672e-01  1.541583e+00  1.202576e-01  1.853870e-01  1.870582e+00  2.519116e+01
    86  -2.534993e-01  -2.677808e-01  1.214132e-01  1.382756e+00  1.196981e-01  1.655133e-01  2.090311e+00  2.666069e+01
    87  -2.239229e-01  -2.384594e-01  1.375320e-01  1.228995e+00  1.190430e-01  1.463032e-01  2.358295e+00  2.835704e+01
