      step          time         t_Gyr         rho_c  rhoc_Msunpc3         v_max     v_max_kms        Kn_min       mintrel   mintrel_Gyr
     25890  1.608039e-01  2.506076e-02  1.279337e+00  2.153583e-02  3.931538e-01  3.107663e+01  2.448837e+01  1.996088e+00  3.110838e-01
     55071  4.186741e-01  6.524899e-02  1.292130e+00  2.175119e-02  3.933466e-01  3.109187e+01  2.426462e+01  1.968034e+00  3.067117e-01
     63923  5.183076e-01  8.077655e-02  1.305053e+00  2.196873e-02  3.928110e-01  3.104953e+01  2.417712e+01  1.951204e+00  3.040887e-01
     72035  6.093266e-01  9.496155e-02  1.318110e+00  2.218852e-02  3.921473e-01  3.099707e+01  2.409769e+01  1.935137e+00  3.015848e-01
     79843  6.966924e-01  1.085772e-01  1.331297e+00  2.241051e-02  3.914311e-01  3.094046e+01  2.402213e+01  1.919492e+00  2.991465e-01
     87523  7.824821e-01  1.219473e-01  1.344613e+00  2.263467e-02  3.906773e-01  3.088088e+01  2.394869e+01  1.904125e+00  2.967516e-01
     95163  8.677012e-01  1.352284e-01  1.358059e+00  2.286102e-02  3.899180e-01  3.082086e+01  2.387656e+01  1.888968e+00  2.943895e-01
    102823  9.531018e-01  1.485378e-01  1.371643e+00  2.308967e-02  3.891414e-01  3.075948e+01  2.380513e+01  1.873969e+00  2.920519e-01
    110535  1.039043e+00  1.619314e-01  1.385362e+00  2.332061e-02  3.883672e-01  3.069828e+01  2.373413e+01  1.859105e+00  2.897355e-01
    118331  1.125830e+00  1.754570e-01  1.399221e+00  2.355391e-02  3.876006e-01  3.063768e+01  2.366334e+01  1.844358e+00  2.874371e-01
    126223  1.213704e+00  1.891517e-01  1.413216e+00  2.378951e-02  3.868337e-01  3.057706e+01  2.359258e+01  1.829714e+00  2.851550e-01
    134231  1.302838e+00  2.030430e-01  1.427352e+00  2.402746e-02  3.860693e-01  3.051664e+01  2.352175e+01  1.815166e+00  2.828876e-01
    142359  1.393330e+00  2.171459e-01  1.441630e+00  2.426780e-02  3.853205e-01  3.045745e+01  2.345080e+01  1.800707e+00  2.806342e-01
    150635  1.485378e+00  2.314913e-01  1.456051e+00  2.451056e-02  3.845676e-01  3.039794e+01  2.337959e+01  1.786327e+00  2.783932e-01
    159055  1.578970e+00  2.460773e-01  1.470614e+00  2.475571e-02  3.838331e-01  3.033988e+01  2.330818e+01  1.772031e+00  2.761652e-01
    167627  1.674232e+00  2.609235e-01  1.485320e+00  2.500327e-02  3.831071e-01  3.028250e+01  2.323648e+01  1.757813e+00  2.739493e-01
    176363  1.771266e+00  2.760459e-01  1.500177e+00  2.525337e-02  3.823905e-01  3.022586e+01  2.316446e+01  1.743665e+00  2.717445e-01
    185267  1.870105e+00  2.914497e-01  1.515181e+00  2.550594e-02  3.816840e-01  3.017001e+01  2.309211e+01  1.729591e+00  2.695511e-01
    194347  1.970822e+00  3.071461e-01  1.530337e+00  2.576107e-02  3.809881e-01  3.011500e+01  2.301941e+01  1.715587e+00  2.673687e-01
    203607  2.073447e+00  3.231399e-01  1.545643e+00  2.601872e-02  3.803033e-01  3.006087e+01  2.294636e+01  1.701655e+00  2.651974e-01
    213055  2.178044e+00  3.394410e-01  1.561102e+00  2.627896e-02  3.796298e-01  3.000763e+01  2.287295e+01  1.687791e+00  2.630368e-01
    222695  2.284637e+00  3.560533e-01  1.576715e+00  2.654177e-02  3.789679e-01  2.995532e+01  2.279919e+01  1.673999e+00  2.608872e-01
    232535  2.393294e+00  3.729870e-01  1.592486e+00  2.680726e-02  3.783179e-01  2.990393e+01  2.272505e+01  1.660272e+00  2.587480e-01
    242575  2.504012e+00  3.902421e-01  1.608412e+00  2.707534e-02  3.776799e-01  2.985350e+01  2.265057e+01  1.646618e+00  2.566199e-01
    252819  2.616852e+00  4.078278e-01  1.624497e+00  2.734612e-02  3.770539e-01  2.980403e+01  2.257572e+01  1.633031e+00  2.545025e-01
    263275  2.731874e+00  4.257535e-01  1.640742e+00  2.761958e-02  3.764314e-01  2.975482e+01  2.250050e+01  1.619512e+00  2.523957e-01
    273951  2.849032e+00  4.440124e-01  1.657150e+00  2.789579e-02  3.758299e-01  2.970727e+01  2.242496e+01  1.606064e+00  2.502998e-01
    284847  2.968450e+00  4.626231e-01  1.673723e+00  2.817477e-02  3.752320e-01  2.966002e+01  2.234904e+01  1.592683e+00  2.482144e-01
    295967  3.090112e+00  4.815839e-01  1.690464e+00  2.845658e-02  3.746468e-01  2.961376e+01  2.227277e+01  1.579369e+00  2.461395e-01
    307319  3.214039e+00  5.008974e-01  1.707373e+00  2.874122e-02  3.740742e-01  2.956849e+01  2.219618e+01  1.566124e+00  2.440753e-01
    318903  3.340238e+00  5.205652e-01  1.724450e+00  2.902868e-02  3.735141e-01  2.952422e+01  2.211926e+01  1.552950e+00  2.420222e-01
    330719  3.468769e+00  5.405963e-01  1.741697e+00  2.931901e-02  3.729597e-01  2.948040e+01  2.204202e+01  1.539846e+00  2.399800e-01
    342783  3.599606e+00  5.609867e-01  1.759117e+00  2.961226e-02  3.724231e-01  2.943799e+01  2.196449e+01  1.526813e+00  2.379489e-01
    355091  3.732815e+00  5.817469e-01  1.776711e+00  2.990843e-02  3.718925e-01  2.939604e+01  2.188665e+01  1.513851e+00  2.359287e-01
    367647  3.868417e+00  6.028800e-01  1.794481e+00  3.020756e-02  3.713680e-01  2.935458e+01  2.180850e+01  1.500958e+00  2.339195e-01
    380463  4.006392e+00  6.243831e-01  1.812432e+00  3.050973e-02  3.708612e-01  2.931452e+01  2.173009e+01  1.488137e+00  2.319213e-01
    393531  4.146771e+00  6.462607e-01  1.830558e+00  3.081487e-02  3.703604e-01  2.927494e+01  2.165141e+01  1.475389e+00  2.299345e-01
    406859  4.289583e+00  6.685174e-01  1.848870e+00  3.112311e-02  3.698722e-01  2.923635e+01  2.157245e+01  1.462711e+00  2.279588e-01
    420451  4.434822e+00  6.911525e-01  1.867359e+00  3.143435e-02  3.693888e-01  2.919814e+01  2.149326e+01  1.450109e+00  2.259947e-01
    434311  4.582519e+00  7.141705e-01  1.886037e+00  3.174877e-02  3.689182e-01  2.916094e+01  2.141382e+01  1.437577e+00  2.240417e-01
    448447  4.732664e+00  7.375702e-01  1.904902e+00  3.206634e-02  3.684596e-01  2.912469e+01  2.133415e+01  1.425120e+00  2.221002e-01
    462851  4.885292e+00  7.613568e-01  1.923955e+00  3.238707e-02  3.680070e-01  2.908891e+01  2.125426e+01  1.412736e+00  2.201702e-01
    477539  5.040391e+00  7.855284e-01  1.943198e+00  3.271100e-02  3.675653e-01  2.905401e+01  2.117417e+01  1.400426e+00  2.182518e-01
    492507  5.197948e+00  8.100832e-01  1.962633e+00  3.303816e-02  3.671365e-01  2.902011e+01  2.109390e+01  1.388192e+00  2.163452e-01
    507759  5.358005e+00  8.350276e-01  1.982260e+00  3.336855e-02  3.667128e-01  2.898662e+01  2.101343e+01  1.376033e+00  2.144503e-01
    523295  5.520575e+00  8.603634e-01  2.002084e+00  3.370226e-02  3.662977e-01  2.895381e+01  2.093279e+01  1.363949e+00  2.125670e-01
    539131  5.685667e+00  8.860925e-01  2.022110e+00  3.403938e-02  3.658942e-01  2.892191e+01  2.085197e+01  1.351938e+00  2.106952e-01
    555267  5.853293e+00  9.122165e-01  2.042335e+00  3.437983e-02  3.654941e-01  2.889028e+01  2.077098e+01  1.340003e+00  2.088351e-01
    571695  6.023414e+00  9.387293e-01  2.062762e+00  3.472368e-02  3.651052e-01  2.885954e+01  2.068986e+01  1.328144e+00  2.069869e-01
    588423  6.196001e+00  9.656265e-01  2.083390e+00  3.507094e-02  3.647281e-01  2.882974e+01  2.060863e+01  1.316364e+00  2.051510e-01
    605459  6.371155e+00  9.929237e-01  2.104228e+00  3.542171e-02  3.643564e-01  2.880035e+01  2.052725e+01  1.304658e+00  2.033266e-01
    622803  6.548853e+00  1.020617e+00  2.125275e+00  3.577600e-02  3.639901e-01  2.877140e+01  2.044574e+01  1.293027e+00  2.015140e-01
    640459  6.729033e+00  1.048698e+00  2.146531e+00  3.613382e-02  3.636354e-01  2.874336e+01  2.036415e+01  1.281474e+00  1.997135e-01
    658423  6.911726e+00  1.077170e+00  2.168000e+00  3.649523e-02  3.632883e-01  2.871593e+01  2.028246e+01  1.269998e+00  1.979251e-01
    676715  7.096954e+00  1.106037e+00  2.189685e+00  3.686026e-02  3.629484e-01  2.868906e+01  2.020067e+01  1.258599e+00  1.961485e-01
    695319  7.284660e+00  1.135290e+00  2.211583e+00  3.722889e-02  3.626160e-01  2.866279e+01  2.011883e+01  1.247278e+00  1.943842e-01
    714239  7.474839e+00  1.164929e+00  2.233700e+00  3.760119e-02  3.622936e-01  2.863730e+01  2.003693e+01  1.236036e+00  1.926321e-01
    733499  7.667592e+00  1.194969e+00  2.256040e+00  3.797726e-02  3.619733e-01  2.861199e+01  1.995494e+01  1.224868e+00  1.908917e-01
    753079  7.862788e+00  1.225390e+00  2.278602e+00  3.835705e-02  3.616630e-01  2.858746e+01  1.987293e+01  1.213780e+00  1.891636e-01
    772987  8.060435e+00  1.256192e+00  2.301389e+00  3.874064e-02  3.613635e-01  2.856378e+01  1.979089e+01  1.202770e+00  1.874478e-01
    793239  8.260648e+00  1.287395e+00  2.324407e+00  3.912812e-02  3.610641e-01  2.854012e+01  1.970879e+01  1.191835e+00  1.857436e-01
    813823  8.463280e+00  1.318974e+00  2.347654e+00  3.951945e-02  3.607755e-01  2.851730e+01  1.962669e+01  1.180979e+00  1.840517e-01
    834743  8.668373e+00  1.350937e+00  2.371133e+00  3.991468e-02  3.604924e-01  2.849493e+01  1.954457e+01  1.170201e+00  1.823720e-01
    856007  8.875898e+00  1.383280e+00  2.394849e+00  4.031391e-02  3.602197e-01  2.847338e+01  1.946246e+01  1.159500e+00  1.807043e-01
    877615  9.085892e+00  1.416007e+00  2.418799e+00  4.071708e-02  3.599475e-01  2.845185e+01  1.938033e+01  1.148877e+00  1.790487e-01
    899571  9.298283e+00  1.449107e+00  2.442990e+00  4.112429e-02  3.596851e-01  2.843111e+01  1.929824e+01  1.138332e+00  1.774053e-01
    921875  9.513098e+00  1.482585e+00  2.467424e+00  4.153561e-02  3.594284e-01  2.841082e+01  1.921615e+01  1.127864e+00  1.757739e-01
    944523  9.730262e+00  1.516429e+00  2.492100e+00  4.195099e-02  3.591796e-01  2.839116e+01  1.913412e+01  1.117475e+00  1.741548e-01
    967535  9.949840e+00  1.550650e+00  2.517024e+00  4.237055e-02  3.589358e-01  2.837189e+01  1.905210e+01  1.107163e+00  1.725477e-01
    990895  1.017178e+01  1.585239e+00  2.542196e+00  4.279428e-02  3.586958e-01  2.835291e+01  1.897013e+01  1.096928e+00  1.709526e-01
   1014619  1.039606e+01  1.620192e+00  2.567620e+00  4.322226e-02  3.584637e-01  2.833457e+01  1.888822e+01  1.086771e+00  1.693697e-01
   1038699  1.062267e+01  1.655508e+00  2.593298e+00  4.365452e-02  3.582380e-01  2.831673e+01  1.880637e+01  1.076691e+00  1.677987e-01
   1063139  1.085157e+01  1.691181e+00  2.619231e+00  4.409107e-02  3.580173e-01  2.829928e+01  1.872459e+01  1.066689e+00  1.662399e-01
   1087947  1.108279e+01  1.727217e+00  2.645427e+00  4.453204e-02  3.578016e-01  2.828224e+01  1.864288e+01  1.056762e+00  1.646929e-01
   1113119  1.131628e+01  1.763605e+00  2.671882e+00  4.497736e-02  3.575910e-01  2.826559e+01  1.856125e+01  1.046913e+00  1.631580e-01
   1138659  1.155203e+01  1.800346e+00  2.698602e+00  4.542716e-02  3.573853e-01  2.824933e+01  1.847970e+01  1.037141e+00  1.616350e-01
   1164563  1.178997e+01  1.837429e+00  2.725588e+00  4.588144e-02  3.571874e-01  2.823369e+01  1.839826e+01  1.027445e+00  1.601240e-01
   1190847  1.203015e+01  1.874860e+00  2.752845e+00  4.634026e-02  3.569938e-01  2.821838e+01  1.831691e+01  1.017826e+00  1.586248e-01
   1217507  1.227257e+01  1.912640e+00  2.780377e+00  4.680373e-02  3.568030e-01  2.820330e+01  1.823565e+01  1.008281e+00  1.571373e-01
   1244531  1.251709e+01  1.950748e+00  2.808181e+00  4.727177e-02  3.566203e-01  2.818886e+01  1.815452e+01  9.988138e-01  1.556619e-01
   1271943  1.276380e+01  1.989196e+00  2.836264e+00  4.774451e-02  3.564408e-01  2.817467e+01  1.807350e+01  9.894213e-01  1.541981e-01
   1299731  1.301265e+01  2.027979e+00  2.864629e+00  4.822200e-02  3.562646e-01  2.816074e+01  1.799260e+01  9.801035e-01  1.527459e-01
   1327895  1.326355e+01  2.067081e+00  2.893278e+00  4.870425e-02  3.560975e-01  2.814753e+01  1.791184e+01  9.708617e-01  1.513056e-01
   1356447  1.351656e+01  2.106512e+00  2.922211e+00  4.919131e-02  3.559309e-01  2.813437e+01  1.783120e+01  9.616944e-01  1.498769e-01
   1385379  1.377164e+01  2.146265e+00  2.951437e+00  4.968328e-02  3.557694e-01  2.812160e+01  1.775070e+01  9.526010e-01  1.484597e-01
   1414695  1.402871e+01  2.186328e+00  2.980955e+00  5.018017e-02  3.556159e-01  2.810947e+01  1.767036e+01  9.435825e-01  1.470542e-01
   1444403  1.428782e+01  2.226709e+00  3.010767e+00  5.068203e-02  3.554635e-01  2.809742e+01  1.759015e+01  9.346373e-01  1.456602e-01
   1474495  1.454889e+01  2.267396e+00  3.040877e+00  5.118887e-02  3.553154e-01  2.808571e+01  1.751010e+01  9.257664e-01  1.442777e-01
   1504975  1.481190e+01  2.308387e+00  3.071287e+00  5.170080e-02  3.551719e-01  2.807437e+01  1.743021e+01  9.169688e-01  1.429066e-01
   1535843  1.507682e+01  2.349673e+00  3.102000e+00  5.221780e-02  3.550328e-01  2.806338e+01  1.735049e+01  9.082449e-01  1.415470e-01
   1567103  1.534364e+01  2.391255e+00  3.133021e+00  5.273999e-02  3.548983e-01  2.805274e+01  1.727093e+01  8.995937e-01  1.401987e-01
   1598759  1.561234e+01  2.433132e+00  3.164355e+00  5.326746e-02  3.547682e-01  2.804247e+01  1.719154e+01  8.910140e-01  1.388616e-01
   1630803  1.588285e+01  2.475290e+00  3.195999e+00  5.380014e-02  3.546425e-01  2.803253e+01  1.711234e+01  8.825074e-01  1.375359e-01
   1663243  1.615520e+01  2.517736e+00  3.227960e+00  5.433815e-02  3.545186e-01  2.802273e+01  1.703331e+01  8.740720e-01  1.362213e-01
   1696083  1.642932e+01  2.560456e+00  3.260240e+00  5.488154e-02  3.543999e-01  2.801335e+01  1.695447e+01  8.657084e-01  1.349178e-01
   1729315  1.670521e+01  2.603452e+00  3.292842e+00  5.543036e-02  3.542837e-01  2.800416e+01  1.687581e+01  8.574156e-01  1.336254e-01
   1762947  1.698281e+01  2.646715e+00  3.325774e+00  5.598472e-02  3.541742e-01  2.799551e+01  1.679735e+01  8.491933e-01  1.323440e-01
   1796979  1.726212e+01  2.690244e+00  3.359032e+00  5.654457e-02  3.540661e-01  2.798696e+01  1.671908e+01  8.410415e-01  1.310736e-01
   1831411  1.754311e+01  2.734036e+00  3.392626e+00  5.711007e-02  3.539618e-01  2.797872e+01  1.664100e+01  8.329591e-01  1.298139e-01
   1866243  1.782575e+01  2.778084e+00  3.426556e+00  5.768124e-02  3.538606e-01  2.797072e+01  1.656312e+01  8.249460e-01  1.285651e-01
   1901483  1.811001e+01  2.822386e+00  3.460825e+00  5.825811e-02  3.537619e-01  2.796292e+01  1.648544e+01  8.170019e-01  1.273271e-01
   1937115  1.839581e+01  2.866926e+00  3.495437e+00  5.884075e-02  3.536697e-01  2.795563e+01  1.640799e+01  8.091272e-01  1.260998e-01
   1973155  1.868317e+01  2.911711e+00  3.530392e+00  5.942917e-02  3.535782e-01  2.794840e+01  1.633074e+01  8.013211e-01  1.248833e-01
   2009595  1.897204e+01  2.956730e+00  3.565696e+00  6.002347e-02  3.534903e-01  2.794145e+01  1.625370e+01  7.935831e-01  1.236773e-01
   2046439  1.926240e+01  3.001982e+00  3.601354e+00  6.062372e-02  3.534064e-01  2.793482e+01  1.617689e+01  7.859127e-01  1.224819e-01
   2083687  1.955422e+01  3.047461e+00  3.637371e+00  6.123001e-02  3.533264e-01  2.792849e+01  1.610029e+01  7.783092e-01  1.212969e-01
   2121343  1.984749e+01  3.093166e+00  3.673746e+00  6.184235e-02  3.532467e-01  2.792220e+01  1.602391e+01  7.707722e-01  1.201223e-01
   2159399  2.014210e+01  3.139081e+00  3.710485e+00  6.246078e-02  3.531739e-01  2.791644e+01  1.594776e+01  7.633025e-01  1.189582e-01
   2197867  2.043812e+01  3.185215e+00  3.747592e+00  6.308543e-02  3.531017e-01  2.791074e+01  1.587184e+01  7.558981e-01  1.178042e-01
   2236739  2.073547e+01  3.231555e+00  3.785070e+00  6.371632e-02  3.530331e-01  2.790532e+01  1.579614e+01  7.485593e-01  1.166605e-01
   2276015  2.103412e+01  3.278098e+00  3.822922e+00  6.435351e-02  3.529672e-01  2.790011e+01  1.572068e+01  7.412858e-01  1.155270e-01
   2315707  2.133407e+01  3.324845e+00  3.861155e+00  6.499710e-02  3.529034e-01  2.789506e+01  1.564544e+01  7.340766e-01  1.144034e-01
   2355799  2.163524e+01  3.371781e+00  3.899768e+00  6.564710e-02  3.528426e-01  2.789025e+01  1.557044e+01  7.269320e-01  1.132900e-01
   2396299  2.193761e+01  3.418905e+00  3.938768e+00  6.630361e-02  3.527857e-01  2.788575e+01  1.549569e+01  7.198513e-01  1.121865e-01
   2437211  2.224118e+01  3.466215e+00  3.978158e+00  6.696669e-02  3.527305e-01  2.788140e+01  1.542117e+01  7.128340e-01  1.110928e-01
   2478527  2.254587e+01  3.513700e+00  4.017942e+00  6.763639e-02  3.526798e-01  2.787739e+01  1.534689e+01  7.058800e-01  1.100091e-01
   2520251  2.285170e+01  3.561362e+00  4.058122e+00  6.831276e-02  3.526293e-01  2.787339e+01  1.527286e+01  6.989886e-01  1.089351e-01
   2562379  2.315857e+01  3.609188e+00  4.098703e+00  6.899589e-02  3.525836e-01  2.786979e+01  1.519908e+01  6.921597e-01  1.078708e-01
   2604923  2.346655e+01  3.657185e+00  4.139692e+00  6.968589e-02  3.525388e-01  2.786624e+01  1.512554e+01  6.853919e-01  1.068161e-01
   2647875  2.377554e+01  3.705339e+00  4.181091e+00  7.038277e-02  3.524974e-01  2.786297e+01  1.505224e+01  6.786856e-01  1.057709e-01
   2691227  2.408549e+01  3.753644e+00  4.222902e+00  7.108660e-02  3.524594e-01  2.785997e+01  1.497921e+01  6.720407e-01  1.047353e-01
   2734995  2.439643e+01  3.802103e+00  4.265132e+00  7.179748e-02  3.524227e-01  2.785707e+01  1.490642e+01  6.654559e-01  1.037091e-01
   2779171  2.470831e+01  3.850709e+00  4.307786e+00  7.251551e-02  3.523885e-01  2.785436e+01  1.483388e+01  6.589308e-01  1.026922e-01
   2823755  2.502111e+01  3.899457e+00  4.350867e+00  7.324072e-02  3.523560e-01  2.785179e+01  1.476159e+01  6.524652e-01  1.016846e-01
   2868751  2.533477e+01  3.948340e+00  4.394379e+00  7.397318e-02  3.523265e-01  2.784946e+01  1.468955e+01  6.460588e-01  1.006861e-01
   2914151  2.564926e+01  3.997354e+00  4.438324e+00  7.471294e-02  3.522985e-01  2.784724e+01  1.461778e+01  6.397113e-01  9.969691e-02
   2959959  2.596457e+01  4.046493e+00  4.482710e+00  7.546011e-02  3.522735e-01  2.784527e+01  1.454626e+01  6.334220e-01  9.871675e-02
   3006171  2.628062e+01  4.095749e+00  4.527537e+00  7.621471e-02  3.522515e-01  2.784353e+01  1.447500e+01  6.271911e-01  9.774568e-02
   3052791  2.659745e+01  4.145125e+00  4.572816e+00  7.697691e-02  3.522311e-01  2.784192e+01  1.440400e+01  6.210171e-01  9.678348e-02
   3099823  2.691501e+01  4.194615e+00  4.618548e+00  7.774675e-02  3.522132e-01  2.784051e+01  1.433326e+01  6.149000e-01  9.583015e-02
   3147259  2.723324e+01  4.244212e+00  4.664736e+00  7.852425e-02  3.521969e-01  2.783922e+01  1.426278e+01  6.088397e-01  9.488567e-02
   3195099  2.755213e+01  4.293910e+00  4.711385e+00  7.930953e-02  3.521828e-01  2.783810e+01  1.419257e+01  6.028356e-01  9.394994e-02
   3243351  2.787168e+01  4.343710e+00  4.758501e+00  8.010266e-02  3.521696e-01  2.783706e+01  1.412261e+01  5.968869e-01  9.302287e-02
   3291999  2.819178e+01  4.393597e+00  4.806086e+00  8.090369e-02  3.521600e-01  2.783630e+01  1.405292e+01  5.909940e-01  9.210448e-02
   3341055  2.851246e+01  4.443574e+00  4.854148e+00  8.171274e-02  3.521525e-01  2.783570e+01  1.398350e+01  5.851559e-01  9.119463e-02
   3390519  2.883371e+01  4.493639e+00  4.902690e+00  8.252989e-02  3.521454e-01  2.783515e+01  1.391434e+01  5.793720e-01  9.029322e-02
   3440387  2.915545e+01  4.543782e+00  4.951720e+00  8.335523e-02  3.521419e-01  2.783487e+01  1.384544e+01  5.736420e-01  8.940023e-02
   3490655  2.947769e+01  4.594001e+00  5.001238e+00  8.418879e-02  3.521391e-01  2.783465e+01  1.377681e+01  5.679657e-01  8.851560e-02
   3541323  2.980035e+01  4.644286e+00  5.051250e+00  8.503068e-02  3.521397e-01  2.783469e+01  1.370845e+01  5.623429e-01  8.763929e-02
   3592399  3.012347e+01  4.694643e+00  5.101764e+00  8.588102e-02  3.521407e-01  2.783477e+01  1.364035e+01  5.567724e-01  8.677115e-02
   3643879  3.044699e+01  4.745063e+00  5.152785e+00  8.673988e-02  3.521442e-01  2.783505e+01  1.357252e+01  5.512540e-01  8.591113e-02
   3695751  3.077085e+01  4.795536e+00  5.204314e+00  8.760729e-02  3.521503e-01  2.783553e+01  1.350497e+01  5.457880e-01  8.505927e-02
   3748031  3.109508e+01  4.846066e+00  5.256360e+00  8.848341e-02  3.521573e-01  2.783608e+01  1.343767e+01  5.403731e-01  8.421537e-02
   3800707  3.141961e+01  4.896643e+00  5.308923e+00  8.936825e-02  3.521660e-01  2.783677e+01  1.337065e+01  5.350094e-01  8.337946e-02
   3853783  3.174444e+01  4.947267e+00  5.362016e+00  9.026199e-02  3.521768e-01  2.783762e+01  1.330389e+01  5.296961e-01  8.255140e-02
   3907263  3.206956e+01  4.997935e+00  5.415640e+00  9.116467e-02  3.521878e-01  2.783850e+01  1.323740e+01  5.244328e-01  8.173113e-02
   3961131  3.239486e+01  5.048633e+00  5.469799e+00  9.207636e-02  3.522029e-01  2.783969e+01  1.317118e+01  5.192197e-01  8.091870e-02
   4015399  3.272038e+01  5.099364e+00  5.524498e+00  9.299713e-02  3.522185e-01  2.784092e+01  1.310523e+01  5.140561e-01  8.011396e-02
   4070063  3.304609e+01  5.150125e+00  5.579745e+00  9.392715e-02  3.522358e-01  2.784229e+01  1.303955e+01  5.089413e-01  7.931683e-02
   4125119  3.337194e+01  5.200908e+00  5.635543e+00  9.486643e-02  3.522545e-01  2.784377e+01  1.297414e+01  5.038752e-01  7.852729e-02
   4180575  3.369794e+01  5.251714e+00  5.691900e+00  9.581512e-02  3.522742e-01  2.784533e+01  1.290900e+01  4.988570e-01  7.774523e-02
   4236415  3.402401e+01  5.302530e+00  5.748820e+00  9.677328e-02  3.522970e-01  2.784713e+01  1.284413e+01  4.938870e-01  7.697066e-02
   4292655  3.435018e+01  5.353363e+00  5.806312e+00  9.774108e-02  3.523209e-01  2.784901e+01  1.277953e+01  4.889639e-01  7.620342e-02
