     i         log_r      log_rmid             m           rho            v2             p        trelax            kn
     0  -1.983281e+00  -2.284311e+00  5.465149e-07  1.460714e+00  1.476344e-01  2.156517e-01  1.781726e+00  2.335669e+01
     1  -1.962374e+00  -1.972701e+00  6.313647e-07  1.459652e+00  1.477142e-01  2.156114e-01  1.782541e+00  2.335888e+01
     2  -1.941484e+00  -1.951803e+00  7.293881e-07  1.460801e+00  1.475953e-01  2.156073e-01  1.781857e+00  2.335910e+01
     3  -1.920585e+00  -1.930909e+00  8.426301e-07  1.460137e+00  1.476593e-01  2.156028e-01  1.782280e+00  2.335934e+01
     4  -1.899690e+00  -1.910012e+00  9.734537e-07  1.460389e+00  1.476305e-01  2.155979e-01  1.782147e+00  2.335961e+01
     5  -1.878794e+00  -1.889116e+00  1.124588e-06  1.460264e+00  1.476394e-01  2.155925e-01  1.782245e+00  2.335990e+01
     6  -1.857898e+00  -1.868221e+00  1.299188e-06  1.460264e+00  1.476353e-01  2.155865e-01  1.782270e+00  2.336022e+01
     7  -1.837002e+00  -1.847325e+00  1.500895e-06  1.460223e+00  1.476349e-01  2.155799e-01  1.782322e+00  2.336058e+01
     8  -1.816107e+00  -1.826429e+00  1.733918e-06  1.460189e+00  1.476334e-01  2.155727e-01  1.782373e+00  2.336097e+01
     9  -1.795211e+00  -1.805533e+00  2.003120e-06  1.460149e+00  1.476320e-01  2.155647e-01  1.782431e+00  2.336141e+01
    10  -1.774314e+00  -1.784637e+00  2.314117e-06  1.460105e+00  1.476304e-01  2.155559e-01  1.782494e+00  2.336188e+01
    11  -1.753418e+00  -1.763741e+00  2.673398e-06  1.460057e+00  1.476286e-01  2.155462e-01  1.782563e+00  2.336241e+01
    12  -1.732521e+00  -1.742844e+00  3.088459e-06  1.460004e+00  1.476267e-01  2.155356e-01  1.782639e+00  2.336298e+01
    13  -1.711625e+00  -1.721947e+00  3.567962e-06  1.459946e+00  1.476246e-01  2.155239e-01  1.782723e+00  2.336362e+01
    14  -1.690727e+00  -1.701050e+00  4.121910e-06  1.459882e+00  1.476222e-01  2.155110e-01  1.782816e+00  2.336432e+01
    15  -1.669830e+00  -1.680153e+00  4.761863e-06  1.459811e+00  1.476196e-01  2.154967e-01  1.782918e+00  2.336509e+01
    16  -1.648932e+00  -1.659255e+00  5.501171e-06  1.459733e+00  1.476167e-01  2.154811e-01  1.783030e+00  2.336594e+01
    17  -1.628034e+00  -1.638357e+00  6.355263e-06  1.459648e+00  1.476136e-01  2.154639e-01  1.783153e+00  2.336687e+01
    18  -1.607135e+00  -1.617459e+00  7.341957e-06  1.459554e+00  1.476101e-01  2.154449e-01  1.783289e+00  2.336790e+01
    19  -1.586235e+00  -1.596559e+00  8.481841e-06  1.459450e+00  1.476063e-01  2.154240e-01  1.783439e+00  2.336903e+01
    20  -1.565335e+00  -1.575660e+00  9.798699e-06  1.459336e+00  1.476021e-01  2.154011e-01  1.783604e+00  2.337028e+01
    21  -1.544435e+00  -1.554759e+00  1.132001e-05  1.459210e+00  1.475975e-01  2.153757e-01  1.783786e+00  2.337165e+01
    22  -1.523533e+00  -1.533858e+00  1.307751e-05  1.459072e+00  1.475924e-01  2.153479e-01  1.783986e+00  2.337316e+01
    23  -1.502631e+00  -1.512956e+00  1.510787e-05  1.458920e+00  1.475867e-01  2.153172e-01  1.784206e+00  2.337483e+01
    24  -1.481727e+00  -1.492053e+00  1.745346e-05  1.458752e+00  1.475806e-01  2.152835e-01  1.784448e+00  2.337666e+01
    25  -1.460823e+00  -1.471150e+00  2.016322e-05  1.458568e+00  1.475738e-01  2.152463e-01  1.784715e+00  2.337868e+01
    26  -1.439918e+00  -1.450245e+00  2.329368e-05  1.458364e+00  1.475663e-01  2.152054e-01  1.785009e+00  2.338090e+01
