     i         log_r      log_rmid             m           rho            v2             p        trelax            kn
     0  -1.588068e+00  -1.889098e+00  4.934075e-05  5.841563e+00  6.876332e-02  4.016853e-01  6.528186e-01  2.104443e+01
     1  -1.567128e+00  -1.577472e+00  5.446776e-05  5.742332e+00  6.894020e-02  3.958775e-01  6.632472e-01  2.119824e+01
     2  -1.547039e+00  -1.556968e+00  6.012546e-05  5.732855e+00  6.895918e-02  3.953330e-01  6.642522e-01  2.121283e+01
     3  -1.527665e+00  -1.537244e+00  6.636847e-05  5.723711e+00  6.897305e-02  3.947818e-01  6.652465e-01  2.122763e+01
     4  -1.508893e+00  -1.518177e+00  7.325696e-05  5.713836e+00  6.899397e-02  3.942202e-01  6.662952e-01  2.124275e+01
     5  -1.490636e+00  -1.499668e+00  8.085723e-05  5.704254e+00  6.900901e-02  3.936449e-01  6.673417e-01  2.125827e+01
     6  -1.472821e+00  -1.481637e+00  8.924233e-05  5.693979e+00  6.902955e-02  3.930528e-01  6.684465e-01  2.127427e+01
     7  -1.455388e+00  -1.464017e+00  9.849269e-05  5.683642e+00  6.904744e-02  3.924409e-01  6.695754e-01  2.129085e+01
     8  -1.438287e+00  -1.446753e+00  1.086969e-04  5.672765e+00  6.906799e-02  3.918065e-01  6.707594e-01  2.130808e+01
     9  -1.421475e+00  -1.429799e+00  1.199527e-04  5.661541e+00  6.908838e-02  3.911467e-01  6.719900e-01  2.132604e+01
    10  -1.404916e+00  -1.413116e+00  1.323673e-04  5.649804e+00  6.911016e-02  3.904589e-01  6.732800e-01  2.134482e+01
    11  -1.388579e+00  -1.396671e+00  1.460590e-04  5.637559e+00  6.913277e-02  3.897401e-01  6.746319e-01  2.136449e+01
    12  -1.372438e+00  -1.380433e+00  1.611581e-04  5.624739e+00  6.915657e-02  3.889877e-01  6.760533e-01  2.138515e+01
    13  -1.356469e+00  -1.364380e+00  1.778078e-04  5.611301e+00  6.918157e-02  3.881986e-01  6.775498e-01  2.140687e+01
    14  -1.340653e+00  -1.348489e+00  1.961656e-04  5.597194e+00  6.920789e-02  3.873700e-01  6.791284e-01  2.142975e+01
    15  -1.324972e+00  -1.332742e+00  2.164050e-04  5.582365e+00  6.923565e-02  3.864987e-01  6.807958e-01  2.145390e+01
    16  -1.309409e+00  -1.317121e+00  2.387165e-04  5.566762e+00  6.926495e-02  3.855815e-01  6.825595e-01  2.147939e+01
    17  -1.293952e+00  -1.301612e+00  2.633099e-04  5.550330e+00  6.929593e-02  3.846152e-01  6.844274e-01  2.150636e+01
    18  -1.278589e+00  -1.286203e+00  2.904155e-04  5.533010e+00  6.932870e-02  3.835964e-01  6.864076e-01  2.153490e+01
    19  -1.263308e+00  -1.270881e+00  3.202866e-04  5.514742e+00  6.936341e-02  3.825213e-01  6.885090e-01  2.156514e+01
    20  -1.248099e+00  -1.255637e+00  3.532015e-04  5.495464e+00  6.940019e-02  3.813863e-01  6.907411e-01  2.159721e+01
