     i         log_r      log_rmid             m           rho            v2             p        trelax            kn
     0  -1.521234e+00  -1.822264e+00  4.934075e-05  3.681523e+00  9.448823e-02  3.478606e-01  8.836568e-01  2.261401e+01
     1  -1.500451e+00  -1.510718e+00  5.446776e-05  3.648254e+00  9.448657e-02  3.447110e-01  8.917229e-01  2.271708e+01
     2  -1.480508e+00  -1.490365e+00  6.012546e-05  3.645258e+00  9.448340e-02  3.444164e-01  8.924707e-01  2.272680e+01
     3  -1.461268e+00  -1.470782e+00  6.636847e-05  3.641929e+00  9.448775e-02  3.441177e-01  8.932659e-01  2.273666e+01
     4  -1.442627e+00  -1.451848e+00  7.325696e-05  3.638901e+00  9.448266e-02  3.438130e-01  8.940333e-01  2.274673e+01
     5  -1.424495e+00  -1.433466e+00  8.085723e-05  3.635447e+00  9.448648e-02  3.435005e-01  8.948648e-01  2.275707e+01
     6  -1.406802e+00  -1.415558e+00  8.924233e-05  3.632160e+00  9.448333e-02  3.431785e-01  8.956895e-01  2.276775e+01
     7  -1.389488e+00  -1.398059e+00  9.849269e-05  3.628577e+00  9.448483e-02  3.428454e-01  8.965668e-01  2.277881e+01
     8  -1.372506e+00  -1.380914e+00  1.086969e-04  3.624964e+00  9.448359e-02  3.424997e-01  8.974661e-01  2.279030e+01
     9  -1.355812e+00  -1.364079e+00  1.199527e-04  3.621148e+00  9.448376e-02  3.421397e-01  8.984111e-01  2.280229e+01
    10  -1.339373e+00  -1.347515e+00  1.323673e-04  3.617191e+00  9.448325e-02  3.417640e-01  8.993964e-01  2.281482e+01
    11  -1.323157e+00  -1.331189e+00  1.460590e-04  3.613041e+00  9.448301e-02  3.413710e-01  9.004306e-01  2.282795e+01
    12  -1.307139e+00  -1.315074e+00  1.611581e-04  3.608695e+00  9.448264e-02  3.409591e-01  9.015167e-01  2.284173e+01
    13  -1.291296e+00  -1.299145e+00  1.778078e-04  3.604132e+00  9.448229e-02  3.405266e-01  9.026598e-01  2.285623e+01
    14  -1.275610e+00  -1.283382e+00  1.961656e-04  3.599334e+00  9.448192e-02  3.400720e-01  9.038648e-01  2.287150e+01
    15  -1.260062e+00  -1.267766e+00  2.164050e-04  3.594284e+00  9.448152e-02  3.395934e-01  9.051368e-01  2.288762e+01
    16  -1.244638e+00  -1.252282e+00  2.387165e-04  3.588961e+00  9.448110e-02  3.390889e-01  9.064813e-01  2.290463e+01
    17  -1.229325e+00  -1.236914e+00  2.633099e-04  3.583345e+00  9.448066e-02  3.385568e-01  9.079039e-01  2.292263e+01
    18  -1.214112e+00  -1.221652e+00  2.904155e-04  3.577416e+00  9.448019e-02  3.379950e-01  9.094109e-01  2.294167e+01
    19  -1.198987e+00  -1.206484e+00  3.202866e-04  3.571152e+00  9.447969e-02  3.374013e-01  9.110086e-01  2.296184e+01
    20  -1.183943e+00  -1.191400e+00  3.532015e-04  3.564528e+00  9.447916e-02  3.367736e-01  9.127039e-01  2.298323e+01
    21  -1.168970e+00  -1.176392e+00  3.894659e-04  3.557522e+00  9.447860e-02  3.361097e-01  9.145042e-01  2.300592e+01
