      step          time         t_Gyr         rho_c  rhoc_Msunpc3         v_max     v_max_kms        Kn_min       mintrel   mintrel_Gyr
      9425  6.263503e-02  1.200348e-02  6.257340e+01  1.053335e+00  3.075029e-01  1.976643e+01  1.181252e+01  1.119612e-01  2.145644e-02
      9551  6.392507e-02  1.225071e-02  6.194294e+01  1.042722e+00  3.075029e-01  1.976643e+01  1.184154e+01  1.128060e-01  2.161834e-02
      9677  6.521923e-02  1.249873e-02  6.132003e+01  1.032236e+00  3.075029e-01  1.976644e+01  1.187044e+01  1.136542e-01  2.178089e-02
      9803  6.651777e-02  1.274758e-02  6.070453e+01  1.021875e+00  3.075030e-01  1.976644e+01  1.189922e+01  1.145059e-01  2.194411e-02
      9929  6.782094e-02  1.299732e-02  6.009630e+01  1.011636e+00  3.075030e-01  1.976644e+01  1.192790e+01  1.153612e-01  2.210802e-02
     10055  6.912899e-02  1.324800e-02  5.949520e+01  1.001518e+00  3.075030e-01  1.976644e+01  1.195646e+01  1.162202e-01  2.227263e-02
     10182  7.045261e-02  1.350166e-02  5.889644e+01  9.914386e-01  3.075030e-01  1.976644e+01  1.198515e+01  1.170897e-01  2.243927e-02
     10309  7.178168e-02  1.375636e-02  5.830468e+01  9.814771e-01  3.075030e-01  1.976644e+01  1.201374e+01  1.179632e-01  2.260666e-02
     10436  7.311643e-02  1.401216e-02  5.771980e+01  9.716315e-01  3.075030e-01  1.976644e+01  1.204224e+01  1.188405e-01  2.277480e-02
     10563  7.445712e-02  1.426909e-02  5.714168e+01  9.618997e-01  3.075030e-01  1.976644e+01  1.207064e+01  1.197219e-01  2.294372e-02
     10690  7.580397e-02  1.452720e-02  5.657021e+01  9.522798e-01  3.075030e-01  1.976644e+01  1.209896e+01  1.206074e-01  2.311342e-02
     10818  7.716790e-02  1.478859e-02  5.600086e+01  9.426956e-01  3.075030e-01  1.976644e+01  1.212742e+01  1.215041e-01  2.328526e-02
     10946  7.853857e-02  1.505127e-02  5.543804e+01  9.332214e-01  3.075031e-01  1.976644e+01  1.215580e+01  1.224051e-01  2.345793e-02
     11074  7.991621e-02  1.531528e-02  5.488165e+01  9.238553e-01  3.075031e-01  1.976644e+01  1.218411e+01  1.233105e-01  2.363143e-02
     11202  8.130105e-02  1.558067e-02  5.433158e+01  9.145956e-01  3.075031e-01  1.976644e+01  1.221234e+01  1.242203e-01  2.380579e-02
     11330  8.269334e-02  1.584749e-02  5.378773e+01  9.054407e-01  3.075031e-01  1.976644e+01  1.224050e+01  1.251346e-01  2.398102e-02
     11459  8.410427e-02  1.611789e-02  5.324583e+01  8.963185e-01  3.075031e-01  1.976644e+01  1.226882e+01  1.260608e-01  2.415850e-02
     11588  8.552324e-02  1.638982e-02  5.271005e+01  8.872994e-01  3.075031e-01  1.976644e+01  1.229708e+01  1.269916e-01  2.433689e-02
     11717  8.695048e-02  1.666334e-02  5.218030e+01  8.783818e-01  3.075031e-01  1.976644e+01  1.232527e+01  1.279272e-01  2.451620e-02
     11846  8.838624e-02  1.693849e-02  5.165648e+01  8.695640e-01  3.075031e-01  1.976645e+01  1.235341e+01  1.288678e-01  2.469644e-02
     11975  8.983074e-02  1.721532e-02  5.113850e+01  8.608445e-01  3.075031e-01  1.976645e+01  1.238149e+01  1.298132e-01  2.487763e-02
     12104  9.128425e-02  1.749387e-02  5.062627e+01  8.522220e-01  3.075031e-01  1.976645e+01  1.240953e+01  1.307637e-01  2.505977e-02
     12233  9.274699e-02  1.777419e-02  5.011972e+01  8.436948e-01  3.075031e-01  1.976645e+01  1.243751e+01  1.317192e-01  2.524289e-02
     12363  9.423067e-02  1.805853e-02  4.961488e+01  8.351967e-01  3.075031e-01  1.976645e+01  1.246567e+01  1.326873e-01  2.542843e-02
     12493  9.572422e-02  1.834475e-02  4.911564e+01  8.267925e-01  3.075031e-01  1.976645e+01  1.249379e+01  1.336608e-01  2.561498e-02
     12623  9.722791e-02  1.863292e-02  4.862189e+01  8.184811e-01  3.075031e-01  1.976645e+01  1.252186e+01  1.346396e-01  2.580256e-02
     12753  9.874199e-02  1.892308e-02  4.813357e+01  8.102609e-01  3.075031e-01  1.976645e+01  1.254990e+01  1.356238e-01  2.599119e-02
     12883  1.002667e-01  1.921528e-02  4.765060e+01  8.021307e-01  3.075031e-01  1.976645e+01  1.257790e+01  1.366136e-01  2.618086e-02
     13013  1.018023e-01  1.950958e-02  4.717290e+01  7.940892e-01  3.075031e-01  1.976644e+01  1.260588e+01  1.376089e-01  2.637161e-02
     13143  1.033492e-01  1.980601e-02  4.670038e+01  7.861351e-01  3.075031e-01  1.976644e+01  1.263382e+01  1.386099e-01  2.656345e-02
     13273  1.049074e-01  2.010463e-02  4.623299e+01  7.782672e-01  3.075031e-01  1.976644e+01  1.266174e+01  1.396167e-01  2.675638e-02
     13403  1.064773e-01  2.040550e-02  4.577064e+01  7.704843e-01  3.075031e-01  1.976644e+01  1.268963e+01  1.406292e-01  2.695042e-02
     13534  1.080715e-01  2.071100e-02  4.530977e+01  7.627262e-01  3.075031e-01  1.976644e+01  1.271772e+01  1.416554e-01  2.714709e-02
     13665  1.096781e-01  2.101889e-02  4.485389e+01  7.550520e-01  3.075031e-01  1.976644e+01  1.274579e+01  1.426877e-01  2.734492e-02
     13796  1.112974e-01  2.132922e-02  4.440292e+01  7.474605e-01  3.075030e-01  1.976644e+01  1.277384e+01  1.437261e-01  2.754392e-02
     13927  1.129297e-01  2.164205e-02  4.395679e+01  7.399506e-01  3.075030e-01  1.976644e+01  1.280188e+01  1.447707e-01  2.774411e-02
     14058  1.145754e-01  2.195742e-02  4.351544e+01  7.325212e-01  3.075030e-01  1.976644e+01  1.282991e+01  1.458216e-01  2.794550e-02
     14189  1.162347e-01  2.227541e-02  4.307881e+01  7.251711e-01  3.075030e-01  1.976644e+01  1.285793e+01  1.468788e-01  2.814810e-02
     14320  1.179079e-01  2.259606e-02  4.264683e+01  7.178992e-01  3.075030e-01  1.976644e+01  1.288594e+01  1.479424e-01  2.835193e-02
     14451  1.195953e-01  2.291945e-02  4.221943e+01  7.107046e-01  3.075030e-01  1.976644e+01  1.291395e+01  1.490125e-01  2.855702e-02
     14582  1.212973e-01  2.324561e-02  4.179656e+01  7.035862e-01  3.075030e-01  1.976644e+01  1.294196e+01  1.500892e-01  2.876336e-02
     14713  1.230141e-01  2.357463e-02  4.137816e+01  6.965429e-01  3.075030e-01  1.976644e+01  1.296996e+01  1.511726e-01  2.897098e-02
     14844  1.247461e-01  2.390656e-02  4.096416e+01  6.895738e-01  3.075029e-01  1.976644e+01  1.299798e+01  1.522627e-01  2.917989e-02
     14975  1.264936e-01  2.424146e-02  4.055450e+01  6.826779e-01  3.075029e-01  1.976643e+01  1.302599e+01  1.533596e-01  2.939010e-02
     15107  1.282706e-01  2.458199e-02  4.014607e+01  6.758025e-01  3.075029e-01  1.976643e+01  1.305423e+01  1.544719e-01  2.960327e-02
     15239  1.300639e-01  2.492567e-02  3.974193e+01  6.689994e-01  3.075029e-01  1.976643e+01  1.308248e+01  1.555913e-01  2.981779e-02
     15371  1.318741e-01  2.527258e-02  3.934203e+01  6.622677e-01  3.075029e-01  1.976643e+01  1.311074e+01  1.567179e-01  3.003369e-02
     15503  1.337014e-01  2.562277e-02  3.894632e+01  6.556065e-01  3.075028e-01  1.976643e+01  1.313902e+01  1.578518e-01  3.025098e-02
     15635  1.355463e-01  2.597633e-02  3.855475e+01  6.490149e-01  3.075028e-01  1.976643e+01  1.316731e+01  1.589930e-01  3.046969e-02
     15767  1.374091e-01  2.633331e-02  3.816725e+01  6.424919e-01  3.075028e-01  1.976642e+01  1.319562e+01  1.601416e-01  3.068982e-02
     15899  1.392902e-01  2.669381e-02  3.778379e+01  6.360368e-01  3.075027e-01  1.976642e+01  1.322396e+01  1.612978e-01  3.091139e-02
     16031  1.411900e-01  2.705789e-02  3.740430e+01  6.296486e-01  3.075027e-01  1.976642e+01  1.325232e+01  1.624617e-01  3.113443e-02
     16163  1.431089e-01  2.742563e-02  3.702873e+01  6.233265e-01  3.075027e-01  1.976642e+01  1.328070e+01  1.636332e-01  3.135895e-02
     16295  1.450472e-01  2.779710e-02  3.665704e+01  6.170696e-01  3.075027e-01  1.976642e+01  1.330912e+01  1.648126e-01  3.158497e-02
     16427  1.470055e-01  2.817239e-02  3.628918e+01  6.108772e-01  3.075026e-01  1.976641e+01  1.333757e+01  1.659999e-01  3.181251e-02
     16559  1.489842e-01  2.855158e-02  3.592510e+01  6.047484e-01  3.075026e-01  1.976641e+01  1.336605e+01  1.671952e-01  3.204158e-02
     16691  1.509836e-01  2.893476e-02  3.556474e+01  5.986823e-01  3.075025e-01  1.976641e+01  1.339456e+01  1.683986e-01  3.227221e-02
     16823  1.530043e-01  2.932200e-02  3.520808e+01  5.926784e-01  3.075025e-01  1.976641e+01  1.342312e+01  1.696103e-01  3.250440e-02
     16955  1.550466e-01  2.971340e-02  3.485505e+01  5.867357e-01  3.075025e-01  1.976640e+01  1.345172e+01  1.708302e-01  3.273819e-02
     17087  1.571111e-01  3.010904e-02  3.450562e+01  5.808535e-01  3.075024e-01  1.976640e+01  1.348036e+01  1.720586e-01  3.297360e-02
     17219  1.591982e-01  3.050901e-02  3.415974e+01  5.750310e-01  3.075024e-01  1.976640e+01  1.350904e+01  1.732954e-01  3.321063e-02
     17351  1.613084e-01  3.091341e-02  3.381736e+01  5.692676e-01  3.075023e-01  1.976640e+01  1.353777e+01  1.745409e-01  3.344932e-02
     17483  1.634421e-01  3.132233e-02  3.347845e+01  5.635625e-01  3.075023e-01  1.976639e+01  1.356656e+01  1.757951e-01  3.368968e-02
     17615  1.656000e-01  3.173587e-02  3.314296e+01  5.579150e-01  3.075022e-01  1.976639e+01  1.359539e+01  1.770582e-01  3.393173e-02
     17747  1.677825e-01  3.215413e-02  3.281085e+01  5.523245e-01  3.075022e-01  1.976639e+01  1.362428e+01  1.783301e-01  3.417549e-02
     17879  1.699901e-01  3.257720e-02  3.248208e+01  5.467901e-01  3.075021e-01  1.976638e+01  1.365323e+01  1.796112e-01  3.442099e-02
     18011  1.722235e-01  3.300520e-02  3.215661e+01  5.413113e-01  3.075020e-01  1.976638e+01  1.368224e+01  1.809014e-01  3.466824e-02
     18143  1.744830e-01  3.343822e-02  3.183441e+01  5.358874e-01  3.075020e-01  1.976637e+01  1.371131e+01  1.822008e-01  3.491728e-02
     18275  1.767694e-01  3.387638e-02  3.151542e+01  5.305177e-01  3.075019e-01  1.976637e+01  1.374044e+01  1.835097e-01  3.516811e-02
     18407  1.790831e-01  3.431979e-02  3.119961e+01  5.252015e-01  3.075019e-01  1.976637e+01  1.376964e+01  1.848281e-01  3.542076e-02
     18539  1.814248e-01  3.476855e-02  3.088695e+01  5.199384e-01  3.075018e-01  1.976636e+01  1.379891e+01  1.861561e-01  3.567526e-02
     18671  1.837950e-01  3.522279e-02  3.057740e+01  5.147275e-01  3.075017e-01  1.976636e+01  1.382825e+01  1.874938e-01  3.593163e-02
     18803  1.861945e-01  3.568263e-02  3.027092e+01  5.095683e-01  3.075016e-01  1.976635e+01  1.385767e+01  1.888414e-01  3.618989e-02
     18935  1.886237e-01  3.614818e-02  2.996748e+01  5.044603e-01  3.075016e-01  1.976635e+01  1.388716e+01  1.901990e-01  3.645007e-02
     19067  1.910835e-01  3.661956e-02  2.966704e+01  4.994027e-01  3.075015e-01  1.976634e+01  1.391673e+01  1.915667e-01  3.671218e-02
     19199  1.935743e-01  3.709692e-02  2.936956e+01  4.943951e-01  3.075014e-01  1.976634e+01  1.394639e+01  1.929447e-01  3.697626e-02
     19331  1.960970e-01  3.758037e-02  2.907501e+01  4.894368e-01  3.075013e-01  1.976633e+01  1.397613e+01  1.943331e-01  3.724232e-02
     19463  1.986522e-01  3.807004e-02  2.878336e+01  4.845273e-01  3.075012e-01  1.976632e+01  1.400595e+01  1.957319e-01  3.751040e-02
     19595  2.012406e-01  3.856609e-02  2.849457e+01  4.796660e-01  3.075011e-01  1.976632e+01  1.403586e+01  1.971414e-01  3.778052e-02
     19727  2.038629e-01  3.906864e-02  2.820862e+01  4.748523e-01  3.075010e-01  1.976631e+01  1.406587e+01  1.985617e-01  3.805270e-02
     19859  2.065199e-01  3.957783e-02  2.792546e+01  4.700858e-01  3.075009e-01  1.976631e+01  1.409597e+01  1.999929e-01  3.832698e-02
     19991  2.092124e-01  4.009382e-02  2.764507e+01  4.653658e-01  3.075008e-01  1.976630e+01  1.412616e+01  2.014351e-01  3.860337e-02
     20123  2.119411e-01  4.061675e-02  2.736742e+01  4.606919e-01  3.075007e-01  1.976629e+01  1.415646e+01  2.028885e-01  3.888191e-02
     20255  2.147068e-01  4.114678e-02  2.709247e+01  4.560635e-01  3.075006e-01  1.976628e+01  1.418685e+01  2.043533e-01  3.916261e-02
     20387  2.175104e-01  4.168406e-02  2.682019e+01  4.514801e-01  3.075005e-01  1.976628e+01  1.421735e+01  2.058295e-01  3.944552e-02
     20519  2.203526e-01  4.222876e-02  2.655056e+01  4.469412e-01  3.075004e-01  1.976627e+01  1.424796e+01  2.073174e-01  3.973066e-02
     20651  2.232344e-01  4.278103e-02  2.628354e+01  4.424463e-01  3.075002e-01  1.976626e+01  1.427868e+01  2.088170e-01  4.001806e-02
     20783  2.261567e-01  4.334105e-02  2.601911e+01  4.379950e-01  3.075001e-01  1.976625e+01  1.430951e+01  2.103286e-01  4.030774e-02
     20915  2.291202e-01  4.390900e-02  2.575723e+01  4.335867e-01  3.075000e-01  1.976624e+01  1.434045e+01  2.118523e-01  4.059974e-02
     21047  2.321261e-01  4.448504e-02  2.549788e+01  4.292209e-01  3.074998e-01  1.976624e+01  1.437152e+01  2.133882e-01  4.089408e-02
     21179  2.351751e-01  4.506935e-02  2.524103e+01  4.248972e-01  3.074997e-01  1.976623e+01  1.440270e+01  2.149365e-01  4.119080e-02
     21310  2.382447e-01  4.565762e-02  2.498857e+01  4.206474e-01  3.074995e-01  1.976622e+01  1.443377e+01  2.164855e-01  4.148765e-02
     21441  2.413587e-01  4.625440e-02  2.473852e+01  4.164382e-01  3.074994e-01  1.976621e+01  1.446496e+01  2.180470e-01  4.178690e-02
     21572  2.445183e-01  4.685990e-02  2.449086e+01  4.122691e-01  3.074992e-01  1.976620e+01  1.449628e+01  2.196212e-01  4.208858e-02
     21703  2.477243e-01  4.747430e-02  2.424555e+01  4.081396e-01  3.074990e-01  1.976619e+01  1.452772e+01  2.212083e-01  4.239273e-02
     21834  2.509778e-01  4.809782e-02  2.400257e+01  4.040495e-01  3.074989e-01  1.976617e+01  1.455930e+01  2.228084e-01  4.269938e-02
     21965  2.542800e-01  4.873065e-02  2.376190e+01  3.999981e-01  3.074987e-01  1.976616e+01  1.459101e+01  2.244217e-01  4.300855e-02
     22096  2.576318e-01  4.937301e-02  2.352351e+01  3.959851e-01  3.074985e-01  1.976615e+01  1.462286e+01  2.260483e-01  4.332028e-02
     22227  2.610345e-01  5.002510e-02  2.328738e+01  3.920102e-01  3.074983e-01  1.976614e+01  1.465485e+01  2.276885e-01  4.363461e-02
     22358  2.644892e-01  5.068716e-02  2.305348e+01  3.880728e-01  3.074981e-01  1.976613e+01  1.468699e+01  2.293424e-01  4.395157e-02
     22489  2.679970e-01  5.135940e-02  2.282179e+01  3.841727e-01  3.074979e-01  1.976611e+01  1.471927e+01  2.310102e-01  4.427119e-02
     22620  2.715592e-01  5.204207e-02  2.259229e+01  3.803093e-01  3.074977e-01  1.976610e+01  1.475169e+01  2.326921e-01  4.459351e-02
     22751  2.751770e-01  5.273539e-02  2.236495e+01  3.764824e-01  3.074975e-01  1.976609e+01  1.478427e+01  2.343882e-01  4.491856e-02
     22882  2.788517e-01  5.343961e-02  2.213975e+01  3.726916e-01  3.074973e-01  1.976607e+01  1.481700e+01  2.360988e-01  4.524638e-02
     23013  2.825845e-01  5.415499e-02  2.191668e+01  3.689363e-01  3.074970e-01  1.976606e+01  1.484989e+01  2.378240e-01  4.557700e-02
     23143  2.863478e-01  5.487618e-02  2.169737e+01  3.652447e-01  3.074968e-01  1.976604e+01  1.488268e+01  2.395507e-01  4.590791e-02
     23273  2.901709e-01  5.560885e-02  2.148011e+01  3.615874e-01  3.074965e-01  1.976602e+01  1.491564e+01  2.412923e-01  4.624166e-02
     23403  2.940554e-01  5.635329e-02  2.126488e+01  3.579642e-01  3.074963e-01  1.976601e+01  1.494875e+01  2.430488e-01  4.657828e-02
     23533  2.980027e-01  5.710974e-02  2.105164e+01  3.543747e-01  3.074960e-01  1.976599e+01  1.498204e+01  2.448204e-01  4.691781e-02
     23663  3.020141e-01  5.787850e-02  2.084039e+01  3.508186e-01  3.074957e-01  1.976597e+01  1.501549e+01  2.466075e-01  4.726029e-02
     23793  3.060912e-01  5.865983e-02  2.063110e+01  3.472955e-01  3.074955e-01  1.976595e+01  1.504911e+01  2.484102e-01  4.760576e-02
     23923  3.102354e-01  5.945405e-02  2.042375e+01  3.438050e-01  3.074952e-01  1.976594e+01  1.508290e+01  2.502287e-01  4.795425e-02
     24053  3.144484e-01  6.026143e-02  2.021832e+01  3.403470e-01  3.074949e-01  1.976592e+01  1.511687e+01  2.520631e-01  4.830581e-02
     24183  3.187317e-01  6.108229e-02  2.001480e+01  3.369209e-01  3.074945e-01  1.976590e+01  1.515103e+01  2.539138e-01  4.866047e-02
     24313  3.230870e-01  6.191695e-02  1.981316e+01  3.335266e-01  3.074942e-01  1.976587e+01  1.518536e+01  2.557809e-01  4.901829e-02
     24442  3.274816e-01  6.275913e-02  1.961491e+01  3.301894e-01  3.074939e-01  1.976585e+01  1.521961e+01  2.576501e-01  4.937650e-02
     24571  3.319504e-01  6.361553e-02  1.941848e+01  3.268828e-01  3.074935e-01  1.976583e+01  1.525405e+01  2.595359e-01  4.973790e-02
     24700  3.364950e-01  6.448649e-02  1.922386e+01  3.236066e-01  3.074932e-01  1.976581e+01  1.528868e+01  2.614385e-01  5.010252e-02
     24829  3.411174e-01  6.537233e-02  1.903101e+01  3.203603e-01  3.074928e-01  1.976578e+01  1.532350e+01  2.633581e-01  5.047040e-02
     24958  3.458193e-01  6.627341e-02  1.883994e+01  3.171438e-01  3.074924e-01  1.976576e+01  1.535851e+01  2.652951e-01  5.084160e-02
     25087  3.506026e-01  6.719008e-02  1.865061e+01  3.139567e-01  3.074920e-01  1.976573e+01  1.539372e+01  2.672495e-01  5.121615e-02
     25216  3.554691e-01  6.812271e-02  1.846301e+01  3.107988e-01  3.074916e-01  1.976571e+01  1.542913e+01  2.692216e-01  5.159409e-02
     25345  3.604209e-01  6.907168e-02  1.827713e+01  3.076697e-01  3.074912e-01  1.976568e+01  1.546474e+01  2.712117e-01  5.197547e-02
     25474  3.654599e-01  7.003737e-02  1.809295e+01  3.045692e-01  3.074907e-01  1.976565e+01  1.550055e+01  2.732200e-01  5.236034e-02
     25602  3.705482e-01  7.101249e-02  1.791185e+01  3.015208e-01  3.074903e-01  1.976562e+01  1.553630e+01  2.752309e-01  5.274572e-02
     25730  3.757264e-01  7.200486e-02  1.773240e+01  2.985000e-01  3.074898e-01  1.976559e+01  1.557225e+01  2.772602e-01  5.313462e-02
     25858  3.809968e-01  7.301488e-02  1.755457e+01  2.955065e-01  3.074893e-01  1.976556e+01  1.560842e+01  2.793081e-01  5.352709e-02
     25986  3.863615e-01  7.404298e-02  1.737836e+01  2.925401e-01  3.074888e-01  1.976553e+01  1.564480e+01  2.813750e-01  5.392318e-02
     26114  3.918227e-01  7.508958e-02  1.720373e+01  2.896006e-01  3.074883e-01  1.976549e+01  1.568139e+01  2.834609e-01  5.432293e-02
     26242  3.973828e-01  7.615513e-02  1.703069e+01  2.866877e-01  3.074877e-01  1.976546e+01  1.571821e+01  2.855662e-01  5.472639e-02
     26370  4.030441e-01  7.724006e-02  1.685921e+01  2.838011e-01  3.074872e-01  1.976542e+01  1.575525e+01  2.876911e-01  5.513362e-02
     26497  4.087636e-01  7.833615e-02  1.669061e+01  2.809629e-01  3.074866e-01  1.976538e+01  1.579222e+01  2.898191e-01  5.554142e-02
     26624  4.145875e-01  7.945225e-02  1.652352e+01  2.781502e-01  3.074860e-01  1.976535e+01  1.582942e+01  2.919669e-01  5.595303e-02
     26751  4.205183e-01  8.058884e-02  1.635793e+01  2.753626e-01  3.074854e-01  1.976531e+01  1.586685e+01  2.941348e-01  5.636849e-02
     26878  4.265586e-01  8.174642e-02  1.619382e+01  2.726001e-01  3.074847e-01  1.976526e+01  1.590451e+01  2.963230e-01  5.678785e-02
